EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,PenaltyCorner3FGA,DefensiveGoaltends,PenaltyCorner3Frequency,OffCorner3ReboundPct,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1088-1548-1718-1729-1908,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Ricky Davis, Jumaine Jones","Atkins, Blount, Pierce, Davis, Jones",1088-1548-1718-1729-1908,BOS,333.0,2,6.0,4.0,11.0,11.0,3.0,1.0,22.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,9.0,1.0,2.0,13.0,9.0,1.0,2.0,2.0,6.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,2.0,1.0,5.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,11.0,0.6,0.75,1.0,0.5,0.5,0.5555555555555556,0.5,0.5909090909090909,0.5,0.5909090909090909,0.5,0.18181818181818182,1.0,1.0,0.5,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,95.13513513513514,1.0,15.545454545454545,14.727272727272727,15.454545454545455,14.727272727272727,0.36363636363636365,0.5,0.5,0.5,0.09090909090909091,0.36363636363636365,0.75,0.75,0.6666666666666666,0.18181818181818182,0.5,0.5,1.0,1.0,0.5,0.5454545454545454,0.5,0.49171818181818183,0.5821,0.15384615384615385,9.777777777777779,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-1729-2036,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Ricky Davis, Chris Mihm","Atkins, Blount, Pierce, Davis, Mihm",1088-1548-1718-1729-2036,BOS,203.0,2,3.0,-3.0,6.0,8.0,7.0,,14.0,1.0,2.0,,,,1.0,3.0,,2.0,2.0,5.0,,2.0,4.0,7.0,,,,2.0,2.0,,,2.0,,1.0,,1.0,,,1.0,2.0,,,2.0,4.0,1.0,5.0,,1.0,1.0,,,,1.0,4.0,,,,,4.0,0.5,0.5,,,,0.4,,0.2857142857142857,,0.2857142857142857,,0.2857142857142857,,1.0,,,1.0,0.2,,,1.0,,,99.3103448275862,,18.666666666666668,11.375,18.666666666666668,11.375,0.2857142857142857,0.5,1.0,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,,,,,0.5714285714285714,,0.4688428571428571,,,11.8,25.05,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.2,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5192833333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-1729-962,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Ricky Davis, Walter McCarty","Atkins, Blount, Pierce, Davis, McCarty",1088-1548-1718-1729-962,BOS,1803.0,4,30.0,-6.0,58.0,60.0,29.0,8.0,118.0,11.0,20.0,1.0,4.0,10.0,5.0,12.0,5.0,12.0,17.0,42.0,7.0,15.0,64.0,70.0,1.0,6.0,3.0,22.0,12.0,18.0,2.0,12.0,5.0,11.0,6.0,17.0,4.0,7.0,3.0,40.0,8.0,4.0,14.0,20.0,9.0,29.0,,6.0,2.0,3.0,2.0,6.0,13.0,19.0,2.0,1.0,2.0,2.0,61.0,0.6470588235294118,0.6875,0.8571428571428571,0.4666666666666667,0.4666666666666667,0.40476190476190477,0.16666666666666666,0.4824561403508772,0.125,0.5161290322580645,0.16666666666666666,0.2631578947368421,0.5,1.0,0.32,1.0,1.0,0.2727272727272727,0.4444444444444444,1.0,1.0,1.0,,94.24292845257904,1.0,17.603448275862068,13.033333333333333,16.879310344827587,12.966666666666667,0.3508771929824561,0.55,0.6470588235294118,0.6363636363636364,0.17543859649122806,0.21052631578947367,0.4166666666666667,0.4166666666666667,0.6,0.21052631578947367,0.4166666666666667,0.4166666666666667,0.8,0.5,0.25,0.6140350877192983,0.4166666666666667,0.5032219298245614,0.5020928571428571,0.046875,8.24047619047619,24.846666666666668,9.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,,9.0,5.0,0.09523809523809523,0.15,1.0,0.125,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.4819928571428571,0.15517241379310345,1.0,1.0,2.0,3.0,1.0,1.0,2.0,9.0,2.0,1.0,1.0,2.0,5.0,13.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,12.0,2.0,6.0,1.0,1.0,13.0,0.5,0.3333333333333333,0.5714285714285714,0.65,0.1,0.2222222222222222,0.2857142857142857,1.0,0.1,0.1111111111111111,1.0,0.05263157894736842,0.6666666666666666,0.6666666666666666,1.0,0.125,0.125,0.5,0.5,0.09836065573770492,0.13043478260869565,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-1908-2412,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Jumaine Jones, Jiri Welsch","Atkins, Blount, Pierce, Jones, Welsch",1088-1548-1718-1908-2412,BOS,123.0,1,2.0,6.0,3.0,3.0,,1.0,6.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,1.0,,,,,6.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.875,1.0,1.0,1.0,0.25,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,70.2439024390244,,15.333333333333334,25.666666666666668,11.666666666666666,25.666666666666668,0.25,1.0,1.0,1.0,,0.5,0.5,0.5,,0.25,1.0,1.0,1.0,,,0.5,1.0,0.471875,0.4029,0.25,11.799999999999999,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-2036-2412,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Chris Mihm, Jiri Welsch","Atkins, Blount, Pierce, Mihm, Welsch",1088-1548-1718-2036-2412,BOS,158.0,1,3.0,2.0,6.0,5.0,,,11.0,1.0,2.0,,,1.0,,1.0,,,2.0,4.0,,,6.0,4.0,,,,4.0,,,,,,2.0,,2.0,,1.0,,4.0,,,3.0,3.0,,3.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,,,,0.5,,0.5,,0.6,,,1.0,1.0,,,1.0,,,1.0,,,,100.25316455696202,1.0,13.0,16.0,13.0,16.0,0.5,0.5,0.5,1.0,0.25,0.25,,,,,,,,,,0.5,,0.478275,,,8.575,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-2412-2599,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Jiri Welsch, Brandon Hunter","Atkins, Blount, Pierce, Welsch, Hunter",1088-1548-1718-2412-2599,BOS,42.0,1,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,2.0,,1.0,2.0,2.0,,2.0,,2.0,,,,,,,,,,2.0,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,1.0,,,1.0,,,,,,34.285714285714285,,,13.0,,13.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,0.5,1.0,0.3333333333333333,,0.4718,0.53525,1.0,8.033333333333333,,,1.0,,3.0,,,,,,,,,,,,,0.3333333333333333,,0.4718,,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,1.0,1.0,,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,,,,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1718-2412-962,1610612738,"Chucky Atkins, Mark Blount, Paul Pierce, Jiri Welsch, Walter McCarty","Atkins, Blount, Pierce, Welsch, McCarty",1088-1548-1718-2412-962,BOS,3123.0,4,52.0,22.0,102.0,101.0,7.0,11.0,203.0,22.0,35.0,4.0,4.0,15.0,8.0,20.0,5.0,18.0,34.0,70.0,8.0,22.0,107.0,85.0,7.0,7.0,20.0,42.0,26.0,24.0,8.0,18.0,5.0,21.0,8.0,29.0,5.0,14.0,6.0,66.0,4.0,8.0,21.0,31.0,11.0,42.0,,17.0,11.0,8.0,4.0,12.0,11.0,20.0,9.0,1.0,9.0,6.0,87.0,0.6176470588235294,0.7,1.0,0.36363636363636365,0.36363636363636365,0.4857142857142857,1.0,0.5,0.9444444444444444,0.515,1.0,0.2391304347826087,0.6666666666666666,0.65625,0.1111111111111111,0.7272727272727273,0.6744186046511628,0.14,0.23076923076923078,0.375,0.8333333333333334,0.7,,93.60230547550432,0.6666666666666666,16.372549019607842,14.386138613861386,15.676470588235293,13.930693069306932,0.3804347826086957,0.6285714285714286,0.7333333333333333,0.6363636363636364,0.16304347826086957,0.21739130434782608,0.4,0.4,0.75,0.1956521739130435,0.2777777777777778,0.2777777777777778,1.0,0.4444444444444444,1.0,0.6195652173913043,0.2777777777777778,0.505275,0.5080214285714286,0.18691588785046728,8.131428571428572,24.604545454545452,6.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,6.0,,0.07142857142857142,0.14285714285714285,1.0,0.21428571428571427,0.23076923076923078,0.6,0.2,0.56143,0.058823529411764705,2.0,4.0,3.0,4.0,,2.0,,15.0,2.0,3.0,3.0,,3.0,9.0,,3.0,1.0,6.0,2.0,4.0,4.0,,23.0,3.0,10.0,1.0,6.0,9.0,,0.75,0.6,0.75,,0.09090909090909091,,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.25,0.043478260869565216,0.75,0.75,1.0,,0.2222222222222222,0.6666666666666666,,0.10101010101010101,0.12987012987012986,0.08411214953271028,1.0,1.0,4.0,2.0,1.0,4.0,2.0,0.5,0.6666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1729-1908-2412,1610612738,"Chucky Atkins, Mark Blount, Ricky Davis, Jumaine Jones, Jiri Welsch","Atkins, Blount, Davis, Jones, Welsch",1088-1548-1729-1908-2412,BOS,48.0,1,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,3.0,2.0,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,60.0,,30.0,18.0,30.0,18.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.5966,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1729-2412-2599,1610612738,"Chucky Atkins, Mark Blount, Ricky Davis, Jiri Welsch, Brandon Hunter","Atkins, Blount, Davis, Welsch, Hunter",1088-1548-1729-2412-2599,BOS,106.0,1,2.0,4.0,3.0,3.0,,1.0,6.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,2.0,4.0,,,4.0,,1.0,1.0,2.0,,4.0,,2.0,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,0.5,1.0,0.5,1.0,0.5,1.0,,,1.0,0.5,,1.0,0.5,1.0,1.0,1.0,,,81.50943396226415,,16.0,19.333333333333332,15.333333333333334,19.333333333333332,0.5,0.5,0.5,,,0.5,0.5,0.5,,,,,,1.0,1.0,0.5,,0.477325,0.5969,0.5,10.625,,3.0,2.0,,4.0,,,,,,3.0,,,,,,,0.5,,0.477325,1.0,1.0,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,4.0,,0.5,0.5,0.5,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2004,2003-04,True
1088-1548-1729-2412-962,1610612738,"Chucky Atkins, Mark Blount, Ricky Davis, Jiri Welsch, Walter McCarty","Atkins, Blount, Davis, Welsch, McCarty",1088-1548-1729-2412-962,BOS,473.0,2,8.0,-2.0,14.0,15.0,12.0,5.0,29.0,5.0,9.0,4.0,4.0,2.0,,3.0,,3.0,6.0,14.0,,3.0,13.0,15.0,4.0,4.0,9.0,4.0,8.0,,6.0,3.0,,2.0,,2.0,,2.0,,4.0,5.0,4.0,1.0,6.0,6.0,12.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,,,4.0,0.3333333333333333,0.6666666666666666,,,,0.42857142857142855,1.0,0.35294117647058826,0.8,0.3611111111111111,0.75,0.17647058823529413,0.5,1.0,0.625,1.0,1.0,0.5454545454545454,0.5,,,1.0,0.09090909090909091,88.28752642706131,,18.357142857142858,14.4,16.214285714285715,14.4,0.5294117647058824,0.5555555555555556,0.5555555555555556,0.4,0.11764705882352941,0.17647058823529413,,,,0.17647058823529413,,,,0.8,1.0,0.7058823529411765,,0.4871558823529412,0.5436125,0.6923076923076923,6.721428571428571,24.633333333333336,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,0.3564,0.07142857142857142,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,1.0,0.5,0.5,,,,,,,0.2,,,0.05555555555555555,0.06666666666666667,0.15384615384615385,,,,,,,,,,1.0,,,0.25,,,,,,,,,,,,1610612738,2004,2003-04,True
