EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,PenaltyArc3Frequency,SecondChanceOffPoss,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShortMidRangeFGM,PenaltyFtPoints,ShortMidRangeAssists,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,2pt And 1 Free Throw Trips,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,Offensive Fouls,LostBallTurnovers,Technical Free Throw Trips,OffLongMidRangeReboundPct,Loose Ball Fouls,SecondChanceFtPoints,LostBallSteals,Travels,SecondChanceTurnovers,FTOffRebounds,NonShootingFoulsDrawn,OffFTReboundPct,Corner3FGM,Corner3Assists,Defensive 3 Seconds Violations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,DefensiveGoaltends,HeaveAttempts,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,Arc3PctBlocked,team_id,year,season,team_vs
145-1719-1735-2216-976,1610612757,"Tracy Murray, Bonzi Wells, Vladimir Stepania, Zach Randolph, Jeff McInnis","Murray, Wells, Stepania, Randolph, McInnis",145-1719-1735-2216-976,POR,200.0,1,3.0,4.0,6.0,5.0,1.0,11.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,8.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.6,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.42857142857142855,1.0,0.3333333333333333,1.0,79.2,0.5,13.5,23.8,13.5,18.0,0.4,1.0,1.0,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,0.4,0.41332,0.3022,0.16666666666666666,0.16666666666666666,0.25,11.4,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-1735-739-976,1610612757,"Tracy Murray, Bonzi Wells, Vladimir Stepania, Rasheed Wallace, Jeff McInnis","Murray, Wells, Stepania, Wallace, McInnis",145-1719-1735-739-976,POR,173.0,1,3.0,-4.0,4.0,5.0,,9.0,1.0,2.0,,,1.0,3.0,,5.0,9.0,,,,2.0,,1.0,2.0,1.0,,5.0,,1.0,1.0,1.0,,,,,,,,5.0,,,1.0,1.0,0.3333333333333333,,0.625,,0.625,,1.0,,1.0,1.0,,,74.91329479768787,,22.75,16.4,22.75,16.4,0.5,0.5,0.5,1.0,,,,,0.75,0.4866875,,,,,1.3333333333333333,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,1.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-2216-739-757,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Rasheed Wallace, Damon Stoudamire","Murray, Wells, Randolph, Wallace, Stoudamire",145-1719-2216-739-757,POR,93.0,1,2.0,,3.0,4.0,3.0,7.0,,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,,2.0,,,,,,,2.0,3.0,4.0,,,,,,,,2.0,2.0,3.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,108.38709677419355,,7.333333333333333,17.75,7.333333333333333,17.75,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.4735833333333333,0.4735833333333333,,,1.0,14.5,1.0,,,2.0,,2.0,,2.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,24.6,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-2216-739-976,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Rasheed Wallace, Jeff McInnis","Murray, Wells, Randolph, Wallace, McInnis",145-1719-2216-739-976,POR,34.0,1,1.0,-1.0,2.0,2.0,2.0,4.0,,1.0,,2.0,,3.0,,3.0,4.0,,3.0,3.0,,,,1.0,,,3.0,,,,2.0,,,,,,,,,3.0,2.0,,,,,0.3,0.3,0.3,0.3,,,,,,,169.41176470588235,,12.5,4.5,9.5,4.5,0.2,,,,0.4,,,,0.6,0.42055,0.42055,,,1.0,14.666666666666666,1.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,0.5,0.4,,0.2,1.0,1.0,1.0,1.0,23.7,2.0,1.0,2.0,1.0,,2.0,,,,,,1.0,0.6666666666666666,,,,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.2,0.5,1.0,1.0,0.2,0.2,1.0,0.5205,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-2216-905-976,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Dale Davis, Jeff McInnis","Murray, Wells, Randolph, Davis, McInnis",145-1719-2216-905-976,POR,105.0,1,2.0,2.0,3.0,2.0,,5.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,,,,,,2.0,,,,,,,,,0.3333333333333333,,1.0,,1.0,1.0,,,68.57142857142857,,22.333333333333332,19.0,16.666666666666668,19.0,,,,,,,,,,0.33395,,0.3333333333333333,0.3333333333333333,,9.1,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,0.3517,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-2257-2417-757,1610612757,"Tracy Murray, Bonzi Wells, Ruben Boumtje-Boumtje, Qyntel Woods, Damon Stoudamire","Murray, Wells, Boumtje-Boumtje, Woods, Stoudamire",145-1719-2257-2417-757,POR,5.0,1,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,576.0,,4.0,1.0,,1.0,1.0,0.5,0.5,,,,,,1.0,0.6415,0.6415,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,2.0,,,,,,2.0,,,2.0,,,1.0,1.0,1.0,,,0.5,0.5,,,1.0,1.0,,1.0,,,,,1.0,,,0.6415,1.0,,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1719-2257-2417-976,1610612757,"Tracy Murray, Bonzi Wells, Ruben Boumtje-Boumtje, Qyntel Woods, Jeff McInnis","Murray, Wells, Boumtje-Boumtje, Woods, McInnis",145-1719-2257-2417-976,POR,45.0,1,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,128.0,,10.0,12.5,10.0,12.5,0.5,1.0,1.0,1.0,,,,,1.0,0.61655,0.61655,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,0.5,,0.5,,,,,24.5,2.0,1.0,1.0,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1735-2216-2417-976,1610612757,"Tracy Murray, Vladimir Stepania, Zach Randolph, Qyntel Woods, Jeff McInnis","Murray, Stepania, Randolph, Woods, McInnis",145-1735-2216-2417-976,POR,56.0,1,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,,,2.0,2.0,,4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,2.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,102.85714285714286,,13.0,15.0,5.0,15.0,1.0,1.0,1.0,0.5,,,,,1.0,0.47835,0.47835,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,0.3629,0.5,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1735-2257-2417-976,1610612757,"Tracy Murray, Vladimir Stepania, Ruben Boumtje-Boumtje, Qyntel Woods, Jeff McInnis","Murray, Stepania, Boumtje-Boumtje, Woods, McInnis",145-1735-2257-2417-976,POR,236.0,1,4.0,-2.0,8.0,7.0,8.0,15.0,,,1.0,1.0,2.0,4.0,2.0,6.0,8.0,2.0,4.0,6.0,4.0,,2.0,2.0,,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,6.0,6.0,8.0,1.0,1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.5,1.0,0.6666666666666666,1.0,1.0,,91.52542372881356,,13.875,17.857142857142858,13.875,17.857142857142858,,,,,0.25,1.0,1.0,1.0,,0.36895,0.36895,0.2,0.2,1.0,13.325,1.0,3.0,,,,,,,,,,,,,,,,0.75,,,,,,,7.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
145-1735-2417-739-976,1610612757,"Tracy Murray, Vladimir Stepania, Qyntel Woods, Rasheed Wallace, Jeff McInnis","Murray, Stepania, Woods, Wallace, McInnis",145-1735-2417-739-976,POR,476.0,1,8.0,12.0,14.0,13.0,,27.0,3.0,6.0,2.0,3.0,6.0,14.0,5.0,20.0,8.0,,,,8.0,4.0,4.0,5.0,2.0,2.0,11.0,2.0,6.0,8.0,11.0,5.0,3.0,,,,,,18.0,,,0.6666666666666666,0.8,0.42857142857142855,,0.5,,0.5882352941176471,,0.75,1.0,0.8,0.5,1.0,1.0,81.68067226890756,,17.714285714285715,17.53846153846154,16.928571428571427,16.307692307692307,0.4,0.5,0.75,0.6666666666666666,0.2,0.6666666666666666,0.6666666666666666,1.0,0.4666666666666667,0.46995333333333333,,0.17647058823529413,0.1875,,6.571428571428571,,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,0.06666666666666667,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,1.0,24.5,,,,,,3.0,,,,,,,0.375,,,0.8333333333333334,,3.0,,,,,,,3.0,,,2.0,,2.0,3.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.375,0.6666666666666666,,0.16666666666666666,,,,,,,,0.5075666666666666,0.1,0.25,1.0,2.0,,1.0,2.0,0.3333333333333333,0.6666666666666666,0.5,,1.0,,,1.0,1.0,,0.2,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,False
