EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,BlockedShortMidRange,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffensiveGoaltends,3SecondViolations,team_id,year,season,team_vs
109-1477-1495-1938-2078,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Jason Hart","Horry, Bowen, Duncan, Ginobili, Hart",109-1477-1495-1938-2078,SAS,392.0,2,7.0,7.0,8.0,8.0,3.0,16.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0,9.0,1.0,14.0,7.0,3.0,3.0,6.0,6.0,8.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,0.42857142857142855,0.5,0.7777777777777778,1.0,0.7,1.0,0.7,1.0,0.1,1.0,0.75,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,58.775510204081634,28.75,20.25,25.875,19.75,0.4,0.75,0.75,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,1.0,1.0,0.5,0.1,0.3333333333333333,1.0,0.5,0.43711,0.45275,0.42857142857142855,7.633333333333334,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1495-1938-2225,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Horry, Bowen, Duncan, Ginobili, Parker",109-1477-1495-1938-2225,SAS,2803.0,9,47.0,5.0,89.0,89.0,11.0,178.0,19.0,29.0,3.0,4.0,6.0,13.0,7.0,15.0,11.0,32.0,57.0,18.0,98.0,93.0,5.0,10.0,16.0,26.0,38.0,2.0,11.0,13.0,20.0,10.0,,3.0,47.0,4.0,9.0,7.0,20.0,30.0,13.0,43.0,7.0,2.0,5.0,,14.0,82.0,0.40625,0.41935483870967744,0.5614035087719298,0.5,0.5666666666666667,0.6666666666666666,0.563953488372093,0.6666666666666666,0.24,0.35714285714285715,0.9090909090909091,0.36,0.7777777777777778,0.36363636363636365,0.8709677419354839,0.3611111111111111,0.5,0.2857142857142857,0.16666666666666666,0.8,1.0,91.44488048519443,16.44943820224719,15.044943820224718,15.50561797752809,14.438202247191011,0.38666666666666666,0.6551724137931034,0.8260869565217391,0.5263157894736842,0.17333333333333334,0.46153846153846156,0.5454545454545454,,0.2,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.14666666666666667,0.3333333333333333,0.75,0.6266666666666667,0.5222266666666667,0.5010333333333333,0.16326530612244897,6.696491228070175,24.305555555555557,53.0,25.0,11.0,17.0,2.0,7.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,6.0,7.0,13.0,2.0,2.0,20.0,34.0,5.0,10.0,10.0,65.0,21.0,5.0,8.0,7.0,5.0,2.0,3.0,1.0,5.0,3.0,5.0,9.0,1.0,1.0,1.0,7.0,6.0,21.0,1.0,2.0,24.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,65.0,53.0,5.0,1.0,0.3888888888888889,1.0,0.5,0.3888888888888889,0.5882352941176471,0.625,0.6153846153846154,0.14035087719298245,0.20689655172413793,0.15384615384615385,1.0,0.25,0.6,1.0,0.9166666666666666,0.6666666666666666,0.03571428571428571,1.0,0.09333333333333334,0.2857142857142857,0.2857142857142857,1.0,0.45454545454545453,0.45454545454545453,1.0,0.6666666666666666,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,0.38636363636363635,0.6470588235294118,0.09090909090909091,0.25,0.13636363636363635,0.6666666666666666,0.45454545454545453,0.5138568181818182,0.11904761904761904,0.15151515151515152,0.6632653061224489,0.5955056179775281,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1495-1938-2484,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Devin Brown","Horry, Bowen, Duncan, Ginobili, Brown",109-1477-1495-1938-2484,SAS,160.0,1,3.0,-2.0,5.0,4.0,,9.0,1.0,2.0,,,,,,1.0,,1.0,3.0,1.0,3.0,5.0,,,,2.0,,,,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,1.0,1.0,0.3333333333333333,,0.25,,0.3,,0.25,,,,1.0,,0.3333333333333333,,,,,,,81.0,12.0,25.0,12.0,24.75,0.5,0.5,0.5,1.0,,,,,0.25,,,,,,,0.75,0.57305,,,6.8,22.5,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,0.5,,,,,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.2,1.0,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1495-2045-2225,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Hedo Turkoglu, Tony Parker","Horry, Bowen, Duncan, Turkoglu, Parker",109-1477-1495-2045-2225,SAS,1233.0,8,21.0,21.0,40.0,37.0,4.0,77.0,7.0,9.0,1.0,2.0,2.0,9.0,2.0,6.0,5.0,11.0,24.0,7.0,44.0,23.0,1.0,3.0,5.0,14.0,8.0,,5.0,7.0,10.0,3.0,2.0,2.0,23.0,2.0,3.0,4.0,17.0,22.0,7.0,29.0,3.0,1.0,2.0,1.0,6.0,39.0,0.6363636363636364,0.6363636363636364,0.4583333333333333,0.3333333333333333,0.5,0.2,0.55,0.35714285714285715,0.22580645161290322,0.3333333333333333,0.8095238095238095,0.21428571428571427,0.8,0.5,0.8076923076923077,0.2777777777777778,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.8333333333333334,1.0,89.92700729927007,15.25,16.83783783783784,14.325,15.972972972972974,0.2903225806451613,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.2903225806451613,0.2222222222222222,0.2857142857142857,1.0,0.1935483870967742,0.3333333333333333,0.3333333333333333,1.0,0.16129032258064516,0.4,0.5,0.5161290322580645,0.4916854838709678,0.5795399999999999,0.11363636363636363,7.2875000000000005,24.642857142857142,28.0,10.0,3.0,5.0,1.0,2.0,,,1.0,2.0,2.0,,2.0,1.0,3.0,3.0,13.0,,2.0,6.0,16.0,2.0,5.0,10.0,28.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,4.0,,1.0,,4.0,2.0,10.0,1.0,2.0,19.0,1.0,,6.0,4.0,6.0,4.0,,6.0,6.0,28.0,28.0,2.0,1.0,0.42857142857142855,,0.4,0.42857142857142855,0.375,0.42857142857142855,0.5185185185185185,0.08333333333333333,,0.2222222222222222,1.0,,1.0,0.8571428571428571,0.75,0.75,,1.0,0.06451612903225806,0.5,0.5,1.0,0.4,0.4,1.0,,,,,0.4,,,0.23809523809523808,0.6,0.09523809523809523,0.5,0.14285714285714285,0.3333333333333333,0.4,0.49311428571428567,0.16666666666666666,0.20689655172413793,0.6363636363636364,0.7,2.0,3.0,2.0,0.6666666666666666,,,,,,,,1610612759,2004,2003-04,False
109-1477-1495-2225-2484,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Devin Brown","Horry, Bowen, Duncan, Parker, Brown",109-1477-1495-2225-2484,SAS,396.0,4,7.0,-4.0,11.0,14.0,2.0,25.0,1.0,3.0,1.0,3.0,2.0,2.0,,3.0,1.0,3.0,8.0,1.0,6.0,10.0,1.0,3.0,2.0,,6.0,2.0,1.0,,,,,,,1.0,2.0,3.0,3.0,6.0,3.0,9.0,,,4.0,1.0,4.0,4.0,,,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,0.1111111111111111,1.0,0.75,0.4,1.0,1.0,0.8571428571428571,0.5,0.5,,1.0,1.0,1.0,90.90909090909092,20.0,12.571428571428571,19.09090909090909,12.571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,1.0,1.0,,0.3333333333333333,,,,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.49078888888888883,0.59015,0.3333333333333333,7.9375,25.8,10.0,3.0,1.0,3.0,,,,,,,,,,,1.0,,,,,3.0,8.0,,1.0,,6.0,,,,,,,,,,,3.0,,,,,4.0,,2.0,1.0,,2.0,,,1.0,,,,,,,6.0,10.0,,,,,,,0.375,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,,,0.49078888888888883,0.1,0.1111111111111111,1.0,0.9090909090909091,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1725-1938-2225,1610612759,"Robert Horry, Bruce Bowen, Rasho Nesterovic, Manu Ginobili, Tony Parker","Horry, Bowen, Nesterovic, Ginobili, Parker",109-1477-1725-1938-2225,SAS,1220.0,9,20.0,5.0,35.0,37.0,8.0,72.0,6.0,9.0,3.0,3.0,2.0,6.0,1.0,5.0,11.0,9.0,20.0,14.0,42.0,37.0,5.0,5.0,13.0,10.0,8.0,4.0,11.0,5.0,10.0,3.0,2.0,,25.0,4.0,4.0,,11.0,13.0,8.0,21.0,1.0,1.0,4.0,2.0,5.0,29.0,0.5555555555555556,0.7142857142857143,0.45,1.0,0.5294117647058824,0.7142857142857143,0.5125,0.75,0.4117647058823529,0.8,0.55,0.36363636363636365,,0.5714285714285714,0.5238095238095238,0.4444444444444444,0.3333333333333333,0.5,0.5,0.5,,84.98360655737706,16.62857142857143,17.243243243243242,15.17142857142857,15.972972972972974,0.2647058823529412,0.6666666666666666,0.75,0.5,0.17647058823529413,0.3333333333333333,0.4,1.0,0.14705882352941177,0.2,0.2,,0.3235294117647059,0.42857142857142855,1.0,0.6764705882352942,0.5254029411764707,0.60375,0.30952380952380953,7.95,24.485714285714288,18.0,17.0,6.0,7.0,2.0,3.0,,1.0,1.0,1.0,4.0,,1.0,2.0,4.0,6.0,6.0,,2.0,7.0,14.0,3.0,5.0,4.0,27.0,15.0,4.0,2.0,5.0,3.0,2.0,2.0,,,,2.0,1.0,1.0,,,1.0,3.0,14.0,2.0,,13.0,,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,27.0,18.0,6.0,0.8333333333333334,0.42857142857142855,,0.6,0.42857142857142855,0.5,0.6052631578947368,0.5869565217391305,0.1,0.1111111111111111,0.16666666666666666,0.6666666666666666,0.25,1.0,0.3333333333333333,0.8333333333333334,,,1.0,0.08823529411764706,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,0.36363636363636365,0.75,0.3333333333333333,0.14285714285714285,,,0.14285714285714285,,,0.3684210526315789,0.8571428571428571,0.05263157894736842,1.0,0.21052631578947367,0.5,0.36363636363636365,0.5403105263157895,0.05555555555555555,0.09090909090909091,0.6428571428571429,0.5142857142857142,,3.0,,,3.0,1.0,,,,,,1610612759,2004,2003-04,False
109-1477-1725-2045-2225,1610612759,"Robert Horry, Bruce Bowen, Rasho Nesterovic, Hedo Turkoglu, Tony Parker","Horry, Bowen, Nesterovic, Turkoglu, Parker",109-1477-1725-2045-2225,SAS,37.0,1,1.0,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,0.5,,,,0.5,,,,,,,116.75675675675676,7.0,15.0,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1725-2225-2484,1610612759,"Robert Horry, Bruce Bowen, Rasho Nesterovic, Tony Parker, Devin Brown","Horry, Bowen, Nesterovic, Parker, Brown",109-1477-1725-2225-2484,SAS,183.0,2,3.0,4.0,7.0,7.0,1.0,14.0,1.0,1.0,1.0,1.0,,,2.0,5.0,1.0,3.0,6.0,1.0,7.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,,,,5.0,0.3333333333333333,0.5,0.5,1.0,0.42857142857142855,1.0,0.4375,1.0,0.14285714285714285,,1.0,0.5,1.0,,1.0,0.3333333333333333,,,,,,110.16393442622952,13.0,13.142857142857142,13.0,13.142857142857142,0.14285714285714285,1.0,1.0,,,,,,0.7142857142857143,0.4,0.4,0.5,0.14285714285714285,1.0,1.0,0.2857142857142857,0.4234,0.6107,0.2857142857142857,15.6,24.5,3.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,4.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,2.0,,,2.0,,,1.0,,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,,,,,,0.25,0.25,0.25,,,,1.0,0.5,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.25,1.0,,,,,,0.4053,0.125,0.14285714285714285,0.2857142857142857,0.42857142857142855,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1938-2225-788,1610612759,"Robert Horry, Bruce Bowen, Manu Ginobili, Tony Parker, Kevin Willis","Horry, Bowen, Ginobili, Parker, Willis",109-1477-1938-2225-788,SAS,24.0,1,,-2.0,1.0,1.0,,2.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,21.0,3.0,21.0,3.0,1.0,,,,,,,,,,,,,,,1.0,0.3087,,,2.7,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3087,,,,1.0,,,,,,,,,,,,1610612759,2004,2003-04,False
109-1477-1938-2225-990,1610612759,"Robert Horry, Bruce Bowen, Manu Ginobili, Tony Parker, Malik Rose","Horry, Bowen, Ginobili, Parker, Rose",109-1477-1938-2225-990,SAS,86.0,1,1.0,3.0,3.0,2.0,1.0,5.0,,,,,,,,1.0,1.0,,1.0,1.0,5.0,2.0,,,3.0,,,,1.0,,1.0,,,,3.0,,,,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,0.75,1.5,0.8333333333333334,1.5,0.5,,,,,,,,,,,,,83.72093023255813,22.333333333333332,9.5,15.333333333333334,9.5,,,,,,,,,0.5,,,,0.5,,,0.5,0.46085,0.5853,0.6,15.7,24.8,3.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,5.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,,0.75,0.8333333333333334,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,0.5,1.0,1.0,0.46085,0.3333333333333333,0.5,1.0,1.0,,,1.0,1.0,,,,,,,,1610612759,2004,2003-04,False
