EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,Clear Path Fouls,HeaveAttempts,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
2430-2544-677-976-980,1610612739,"Carlos Boozer, LeBron James, Eric Williams, Jeff McInnis, Zydrunas Ilgauskas","Boozer, James, Williams, McInnis, Ilgauskas",2430-2544-677-976-980,CLE,23124.0,22,385,36.0,754.0,750.0,190.0,107.0,117.0,1504,151.0,268.0,37.0,74.0,30.0,55.0,74.0,209.0,67.0,171.0,7.0,19.0,2.0,3.0,1.0,5.0,16.0,44.0,1.0,3.0,4.0,13.0,292.0,648.0,23.0,63.0,166.0,819.0,783.0,49.0,114.0,3.0,6.0,32.0,139.0,67.0,150.0,5.0,18.0,59.0,208.0,358.0,226.0,57.0,12.0,68.0,44.0,16.0,43.0,179.0,19.0,198.0,13.0,6.0,93.0,43.0,43.0,415.0,9.0,135.0,2.0,40.0,222.0,18.0,280.0,146.0,426.0,24.0,57.0,37.0,20.0,48.0,14.0,28.0,47.0,8.0,20.0,8.0,95.0,8.0,19.0,81.0,141.0,15.0,6.0,209.0,16.0,7.0,89.0,20.0,53.0,1.0,1.0,34.0,3.0,16.0,54.0,30.0,1.0,4.0,1.0,680.0,208.0,190.0,7.0,0.613013698630137,0.6937984496124031,0.8260869565217391,0.36507936507936506,0.5,0.2777777777777778,0.36507936507936506,0.4506172839506173,0.4298245614035088,0.44666666666666666,0.45921237693389594,0.44583333333333336,0.44345238095238093,0.5062189054726368,0.5,0.5024390243902439,0.08860759493670886,0.06635802469135803,0.11567164179104478,0.04784688995215311,0.011695906432748537,0.5052631578947369,0.9,0.08695652173913043,0.7138263665594855,0.38028169014084506,0.7407407407407407,0.225,0.7178082191780822,0.36455696202531646,0.5726495726495726,0.2537313432835821,0.3269230769230769,0.25,0.16666666666666666,0.6226415094339622,0.7684210526315789,0.7545454545454545,0.717948717948718,0.8,0.06818181818181818,93.65853658536587,0.5555555555555556,15.374005305039788,15.376,14.541114058355438,14.738666666666667,0.3769338959212377,0.5634328358208955,0.6371308016877637,0.6158940397350994,0.2939521800281294,0.35406698564593303,0.37185929648241206,0.581081081081081,0.24050632911392406,0.391812865497076,0.39644970414201186,0.6417910447761194,0.026722925457102673,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.06188466947960619,0.36363636363636365,0.36363636363636365,0.8125,0.6166666666666667,0.5,0.02702702702702703,0.025,0.6666666666666666,0.5,0.025,0.3333333333333333,1.0,0.3273809523809524,0.5454545454545454,0.02976190476190476,0.2,0.07738095238095238,0.3076923076923077,0.46554149085794655,0.36363636363636365,0.5022682137834037,0.5298858407079646,0.4908952380952381,0.11352040816326531,0.12343966712898752,0.16971916971916973,0.25396825396825395,7.868981481481482,24.542857142857144,0.2519893899204244,,,,,,,,,,,,1610612739,2004,2003-04,False
1956-2430-2544-976-980,1610612739,"Ira Newble, Carlos Boozer, LeBron James, Jeff McInnis, Zydrunas Ilgauskas","Newble, Boozer, James, McInnis, Ilgauskas",1956-2430-2544-976-980,CLE,11485.0,19,191,-21.0,361.0,364.0,52.0,62.0,50.0,725,67.0,128.0,22.0,38.0,10.0,18.0,26.0,90.0,42.0,83.0,2.0,4.0,,,,,6.0,14.0,,,,2.0,135.0,301.0,8.0,18.0,63.0,357.0,378.0,27.0,52.0,,,4.0,58.0,18.0,39.0,,2.0,18.0,54.0,168.0,102.0,24.0,,38.0,14.0,6.0,24.0,84.0,8.0,92.0,6.0,2.0,39.0,14.0,31.0,192.0,2.0,58.0,1.0,23.0,103.0,9.0,135.0,61.0,196.0,5.0,26.0,16.0,10.0,34.0,5.0,22.0,34.0,5.0,12.0,7.0,68.0,7.0,13.0,40.0,73.0,7.0,7.0,85.0,7.0,2.0,40.0,5.0,36.0,,,26.0,,10.0,36.0,16.0,,1.0,,299.0,54.0,52.0,4.0,0.6222222222222222,0.7241379310344828,1.0,0.4444444444444444,,,0.4444444444444444,0.4485049833887043,0.5192307692307693,0.46153846153846156,0.4608150470219436,0.5192307692307693,0.43902439024390244,0.49859943977591037,0.5471698113207547,0.5294117647058824,0.05642633228840126,0.07973421926910298,0.140625,0.06666666666666667,,0.5,0.9,0.07692307692307693,0.6477987421383647,0.3493975903614458,0.8846153846153846,0.2222222222222222,0.6810810810810811,0.34285714285714286,0.4098360655737705,0.390625,0.1951219512195122,0.14285714285714285,0.5,0.5283018867924528,0.5882352941176471,0.8181818181818182,0.9333333333333333,0.8181818181818182,0.033112582781456956,90.90117544623422,0.4444444444444444,15.908587257617729,15.774725274725276,15.21606648199446,14.89010989010989,0.4012539184952978,0.5234375,0.6090909090909091,0.582089552238806,0.28213166144200624,0.28888888888888886,0.30952380952380953,0.5384615384615384,0.2601880877742947,0.5060240963855421,0.5060240963855421,0.7380952380952381,0.012539184952978056,0.5,0.5,1.0,0.0438871473354232,0.42857142857142855,0.42857142857142855,1.0,0.7307692307692307,0.5789473684210527,0.22727272727272727,,,,,,,0.43902439024390244,0.5555555555555556,,,0.04878048780487805,,0.45768025078369906,0.42857142857142855,0.49428260188087775,0.530042,0.5162121951219513,0.11363636363636363,0.11976047904191617,0.16246498599439776,0.15126050420168066,7.783388704318938,25.227777777777778,0.1440443213296399,4.0,1.0,,,,,,,,,,1610612739,2004,2003-04,False
1729-2032-2430-2544-980,1610612739,"Ricky Davis, Darius Miles, Carlos Boozer, LeBron James, Zydrunas Ilgauskas","Davis, Miles, Boozer, James, Ilgauskas",1729-2032-2430-2544-980,CLE,10865.0,13,181,-9.0,357.0,350.0,40.0,50.0,43.0,707,81.0,128.0,17.0,31.0,8.0,12.0,26.0,75.0,43.0,91.0,3.0,5.0,1.0,1.0,,,6.0,19.0,,,,,150.0,294.0,9.0,24.0,37.0,364.0,373.0,19.0,37.0,1.0,1.0,9.0,50.0,12.0,34.0,,,4.0,28.0,186.0,114.0,27.0,,32.0,19.0,6.0,19.0,93.0,9.0,102.0,6.0,3.0,51.0,10.0,32.0,213.0,2.0,45.0,2.0,25.0,104.0,7.0,136.0,49.0,185.0,8.0,23.0,18.0,5.0,29.0,6.0,19.0,31.0,2.0,10.0,6.0,60.0,3.0,9.0,39.0,77.0,5.0,6.0,64.0,7.0,3.0,29.0,5.0,30.0,,,26.0,1.0,3.0,30.0,15.0,1.0,6.0,2.0,314.0,28.0,40.0,4.0,0.62,0.6940298507462687,1.0,0.375,1.0,,0.375,0.5102040816326531,0.5135135135135135,0.35294117647058826,0.5141509433962265,0.5394736842105263,0.35294117647058826,0.527536231884058,0.5555555555555556,0.3684210526315789,0.07547169811320754,0.06462585034013606,0.0859375,0.09333333333333334,0.01098901098901099,0.48333333333333334,1.0,0.15384615384615385,0.6797385620915033,0.3125,0.8333333333333334,0.13333333333333333,0.7049180327868853,0.29559748427672955,0.425531914893617,0.3673469387755102,0.14583333333333334,0.15384615384615385,,0.6065573770491803,0.7105263157894737,0.7407407407407407,0.84,0.8,0.05714285714285714,93.70271514035895,0.5,14.46218487394958,16.291428571428572,14.162464985994397,15.588571428571429,0.4025157232704403,0.6328125,0.6923076923076923,0.6296296296296297,0.2358490566037736,0.3466666666666667,0.38235294117647056,0.38461538461538464,0.2861635220125786,0.4725274725274725,0.4777777777777778,0.7441860465116279,0.015723270440251572,0.6,0.6,1.0,0.059748427672955975,0.3157894736842105,0.3157894736842105,1.0,0.8157894736842105,0.5483870967741935,0.058823529411764705,0.02631578947368421,1.0,1.0,,,,0.35294117647058826,0.6666666666666666,,,,,0.4779874213836478,0.3157894736842105,0.5071410377358491,0.5707689189189189,0.45621470588235297,0.08529411764705883,0.09177215189873418,0.13736263736263737,0.07692307692307693,8.02721088435374,24.829166666666666,0.11204481792717087,,,,,,,,,,,,1610612739,2004,2003-04,False
1729-1956-2430-2544-980,1610612739,"Ricky Davis, Ira Newble, Carlos Boozer, LeBron James, Zydrunas Ilgauskas","Davis, Newble, Boozer, James, Ilgauskas",1729-1956-2430-2544-980,CLE,6752.0,8,113,-1.0,213.0,213.0,36.0,32.0,31.0,426,47.0,67.0,15.0,20.0,3.0,7.0,15.0,30.0,24.0,76.0,2.0,7.0,,,1.0,1.0,3.0,7.0,1.0,2.0,,,86.0,173.0,5.0,14.0,38.0,225.0,226.0,19.0,26.0,1.0,2.0,3.0,44.0,12.0,28.0,1.0,1.0,4.0,31.0,116.0,56.0,12.0,3.0,26.0,7.0,3.0,9.0,58.0,4.0,62.0,2.0,2.0,27.0,10.0,21.0,128.0,3.0,30.0,1.0,13.0,64.0,2.0,79.0,34.0,113.0,6.0,18.0,12.0,6.0,16.0,9.0,12.0,24.0,1.0,4.0,2.0,40.0,4.0,7.0,24.0,47.0,3.0,6.0,51.0,8.0,1.0,28.0,1.0,10.0,1.0,1.0,8.0,,2.0,11.0,9.0,,1.0,1.0,181.0,31.0,36.0,3.0,0.6744186046511628,0.7945205479452054,0.8,0.35714285714285715,0.5,1.0,0.35714285714285715,0.49710982658959535,0.7307692307692307,0.42857142857142855,0.5,0.7321428571428571,0.46551724137931033,0.5384615384615384,0.7333333333333333,0.5,0.0748663101604278,0.05202312138728324,0.1044776119402985,0.03333333333333333,0.013157894736842105,0.4,0.4,0.14285714285714285,0.7272727272727273,0.35294117647058826,0.8666666666666667,0.3333333333333333,0.7475728155339806,0.35106382978723405,0.45,0.5333333333333333,0.26,0.5,0.2,0.7142857142857143,0.5555555555555556,0.8787878787878788,0.9285714285714286,,0.07058823529411765,90.85308056872039,0.8181818181818182,15.826291079812206,15.873239436619718,14.953051643192488,15.300469483568076,0.3582887700534759,0.7014925373134329,0.7833333333333333,0.574468085106383,0.16042780748663102,0.5,0.5172413793103449,0.6666666666666666,0.40641711229946526,0.3157894736842105,0.32,0.875,0.0374331550802139,0.2857142857142857,0.2857142857142857,1.0,0.0374331550802139,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.7142857142857143,0.75,0.2,,,,0.07142857142857142,0.5,1.0,0.2413793103448276,0.42857142857142855,0.034482758620689655,1.0,,,0.43315508021390375,0.42857142857142855,0.4952828877005348,0.5665625,0.4262603448275862,0.13526570048309178,0.14507772020725387,0.19555555555555557,0.13777777777777778,9.484971098265897,24.585714285714285,0.16901408450704225,,,1.0,,,,,,,,,1610612739,2004,2003-04,False
2208-2430-2544-677-980,1610612739,"Kedrick Brown, Carlos Boozer, LeBron James, Eric Williams, Zydrunas Ilgauskas","Brown, Boozer, James, Williams, Ilgauskas",2208-2430-2544-677-980,CLE,5694.0,11,95,22.0,185.0,184.0,43.0,21.0,33.0,369,33.0,66.0,9.0,20.0,7.0,16.0,16.0,44.0,16.0,40.0,2.0,5.0,,2.0,,,7.0,12.0,1.0,2.0,2.0,3.0,65.0,150.0,9.0,17.0,47.0,204.0,182.0,10.0,26.0,1.0,4.0,6.0,29.0,16.0,32.0,2.0,3.0,18.0,56.0,68.0,62.0,24.0,3.0,14.0,12.0,7.0,15.0,34.0,8.0,42.0,6.0,2.0,19.0,3.0,12.0,92.0,2.0,32.0,2.0,13.0,55.0,3.0,71.0,36.0,107.0,4.0,17.0,6.0,11.0,20.0,2.0,12.0,6.0,,8.0,,26.0,2.0,7.0,22.0,43.0,8.0,2.0,56.0,4.0,,24.0,6.0,10.0,,,7.0,1.0,2.0,10.0,4.0,,1.0,,175.0,56.0,43.0,1.0,0.5230769230769231,0.5862068965517241,0.8888888888888888,0.5294117647058824,0.25,0.6666666666666666,0.5294117647058824,0.43333333333333335,0.38461538461538464,0.5,0.47005988023952094,0.38333333333333336,0.5428571428571428,0.5284974093264249,0.4264705882352941,0.6363636363636364,0.10179640718562874,0.1,0.16666666666666666,0.09090909090909091,,0.7692307692307693,1.0,0.2222222222222222,0.7142857142857143,0.3764705882352941,0.7222222222222222,0.25,0.7157894736842105,0.3655913978494624,0.36363636363636365,0.4642857142857143,0.2916666666666667,0.4,,0.64,0.5625,0.8333333333333334,0.6923076923076923,0.8,0.05128205128205128,93.31928345626976,0.4,14.962162162162162,15.902173913043478,14.162162162162161,15.298913043478262,0.39520958083832336,0.5,0.6,0.5757575757575758,0.2634730538922156,0.36363636363636365,0.4,0.1875,0.23952095808383234,0.4,0.4,0.75,0.029940119760479042,0.4,0.4,1.0,0.0718562874251497,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.6666666666666666,0.45,0.1111111111111111,0.06666666666666667,,,0.06666666666666667,0.5,1.0,0.45714285714285713,0.4375,,,0.08571428571428572,0.6666666666666666,0.49700598802395207,0.5833333333333334,0.5042688622754491,0.561951724137931,0.5101899999999999,0.12834224598930483,0.1411764705882353,0.14215686274509803,0.27450980392156865,7.678,24.552941176470586,0.23243243243243245,,,,,,,,,,,,1610612739,2004,2003-04,False
1956-2208-2430-2544-980,1610612739,"Ira Newble, Kedrick Brown, Carlos Boozer, LeBron James, Zydrunas Ilgauskas","Newble, Brown, Boozer, James, Ilgauskas",1956-2208-2430-2544-980,CLE,5567.0,11,93,-31.0,174.0,177.0,22.0,26.0,19.0,351,28.0,45.0,6.0,14.0,6.0,7.0,11.0,36.0,22.0,47.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,12.0,,2.0,1.0,4.0,61.0,128.0,5.0,18.0,40.0,177.0,208.0,8.0,18.0,1.0,3.0,9.0,28.0,9.0,14.0,2.0,5.0,9.0,33.0,74.0,48.0,12.0,3.0,12.0,12.0,3.0,6.0,37.0,4.0,41.0,2.0,2.0,16.0,4.0,17.0,86.0,4.0,21.0,,13.0,50.0,1.0,64.0,25.0,89.0,4.0,7.0,7.0,,22.0,3.0,15.0,15.0,1.0,7.0,,37.0,2.0,3.0,21.0,38.0,2.0,2.0,46.0,4.0,2.0,22.0,2.0,14.0,,,10.0,2.0,2.0,14.0,8.0,,1.0,,149.0,33.0,22.0,1.0,0.6065573770491803,0.6727272727272727,0.8,0.2777777777777778,0.3333333333333333,0.4,0.2777777777777778,0.4765625,0.4444444444444444,0.6428571428571429,0.4691780821917808,0.4523809523809524,0.631578947368421,0.5271084337349398,0.56,0.6875,0.1232876712328767,0.046875,0.08888888888888889,0.027777777777777776,0.02127659574468085,0.5945945945945946,0.3333333333333333,,0.6944444444444444,0.3230769230769231,0.7222222222222222,0.3076923076923077,0.7,0.32051282051282054,0.5,0.32,0.20833333333333334,0.2222222222222222,0.5,0.7307692307692307,0.6,0.6944444444444444,0.6363636363636364,0.8571428571428571,0.05555555555555555,90.7921681336447,0.5714285714285714,16.17241379310345,15.55367231638418,15.695402298850574,14.813559322033898,0.3082191780821918,0.6222222222222222,0.6829268292682927,0.5714285714285714,0.2465753424657534,0.3055555555555556,0.3142857142857143,0.36363636363636365,0.3219178082191781,0.46808510638297873,0.4782608695652174,0.7727272727272727,0.0410958904109589,0.3333333333333333,0.3333333333333333,1.0,0.0821917808219178,0.25,0.25,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.047619047619047616,1.0,1.0,0.09523809523809523,,,0.3684210526315789,0.8571428571428571,0.05263157894736842,1.0,0.21052631578947367,0.25,0.4315068493150685,0.25,0.4872421232876712,0.5755750000000001,0.5312552631578947,0.13414634146341464,0.1506849315068493,0.15819209039548024,0.1864406779661017,9.42578125,24.700000000000003,0.12643678160919541,,,,,,,,,,,,1610612739,2004,2003-04,False
1563-2430-2544-677-980,1610612739,"Kevin Ollie, Carlos Boozer, LeBron James, Eric Williams, Zydrunas Ilgauskas","Ollie, Boozer, James, Williams, Ilgauskas",1563-2430-2544-677-980,CLE,5448.0,15,91,16.0,174.0,173.0,53.0,35.0,19.0,347,33.0,50.0,8.0,11.0,8.0,14.0,17.0,40.0,22.0,42.0,2.0,4.0,,,,1.0,3.0,15.0,,,3.0,9.0,72.0,132.0,5.0,19.0,26.0,185.0,169.0,9.0,15.0,,,2.0,20.0,19.0,34.0,3.0,10.0,16.0,63.0,98.0,46.0,15.0,,12.0,15.0,3.0,9.0,49.0,5.0,54.0,3.0,2.0,21.0,9.0,19.0,113.0,1.0,21.0,1.0,11.0,50.0,4.0,65.0,23.0,88.0,4.0,20.0,15.0,5.0,13.0,1.0,6.0,18.0,2.0,7.0,4.0,31.0,5.0,9.0,13.0,36.0,,7.0,33.0,5.0,,15.0,4.0,14.0,,,5.0,,9.0,14.0,8.0,,2.0,,165.0,63.0,53.0,3.0,0.6805555555555556,0.7424242424242424,1.0,0.2631578947368421,,0.3,0.2631578947368421,0.5454545454545454,0.6,0.5588235294117647,0.5264900662251656,0.6,0.5340909090909091,0.5606060606060606,0.625,0.5943396226415094,0.12582781456953643,0.06818181818181818,0.1,0.075,0.023809523809523808,0.41935483870967744,1.0,0.25,0.7246376811594203,0.35,0.8461538461538461,0.07142857142857142,0.7439024390243902,0.2972972972972973,0.4117647058823529,0.30434782608695654,0.35,0.08333333333333333,,0.8095238095238095,0.7142857142857143,0.65,1.0,0.6666666666666666,0.06153846153846154,91.71806167400881,0.5714285714285714,14.885057471264368,16.520231213872833,14.350574712643677,15.710982658959537,0.33112582781456956,0.66,0.7333333333333333,0.6363636363636364,0.26490066225165565,0.425,0.4594594594594595,0.5294117647058824,0.2781456953642384,0.5238095238095238,0.5365853658536586,0.8636363636363636,0.026490066225165563,0.5,0.5,1.0,0.09933774834437085,0.2,0.2,1.0,0.7333333333333333,0.7272727272727273,0.125,,,,,,,0.3181818181818182,0.5714285714285714,0.022727272727272728,,0.20454545454545456,0.3333333333333333,0.45695364238410596,0.2,0.5011390728476821,0.5355142857142857,0.5126318181818182,0.09316770186335403,0.1056338028169014,0.10810810810810811,0.34054054054054056,8.26590909090909,24.58421052631579,0.3045977011494253,1.0,,,,,,,,,,,1610612739,2004,2003-04,False
1499-1563-2430-2544-677,1610612739,"Tony Battie, Kevin Ollie, Carlos Boozer, LeBron James, Eric Williams","Battie, Ollie, Boozer, James, Williams",1499-1563-2430-2544-677,CLE,3927.0,13,65,18.0,121.0,123.0,37.0,49.0,18.0,244,16.0,31.0,4.0,12.0,5.0,11.0,15.0,35.0,7.0,23.0,2.0,5.0,,,1.0,2.0,1.0,12.0,1.0,1.0,,5.0,38.0,89.0,3.0,17.0,41.0,126.0,108.0,8.0,20.0,1.0,1.0,5.0,24.0,8.0,19.0,1.0,7.0,22.0,41.0,40.0,36.0,9.0,,10.0,10.0,1.0,8.0,20.0,3.0,23.0,1.0,2.0,5.0,10.0,5.0,49.0,2.0,22.0,1.0,13.0,35.0,3.0,51.0,25.0,76.0,3.0,15.0,11.0,4.0,10.0,,8.0,7.0,,2.0,2.0,17.0,,1.0,9.0,22.0,2.0,1.0,52.0,4.0,,20.0,8.0,9.0,,,8.0,,1.0,9.0,7.0,,1.0,,102.0,41.0,37.0,3.0,0.5263157894736842,0.6060606060606061,1.0,0.17647058823529413,1.0,0.14285714285714285,0.2,0.42696629213483145,0.4,0.42105263157894735,0.4009433962264151,0.4523809523809524,0.36538461538461536,0.4846153846153846,0.5,0.5394736842105263,0.16037735849056603,0.0898876404494382,0.12903225806451613,0.05714285714285714,0.08695652173913043,0.5882352941176471,1.0,0.125,0.6730769230769231,0.44,0.7647058823529411,0.2,0.6956521739130435,0.4,0.4,0.5,0.4,0.2857142857142857,,0.4666666666666667,0.631578947368421,0.8888888888888888,0.6923076923076923,1.0,0.057692307692307696,89.47288006111535,0.7777777777777778,15.776859504132231,16.40650406504065,14.727272727272727,15.382113821138212,0.29245283018867924,0.5161290322580645,0.5925925925925926,0.3125,0.330188679245283,0.42857142857142855,0.45454545454545453,0.6666666666666666,0.2169811320754717,0.30434782608695654,0.3333333333333333,0.7142857142857143,0.04716981132075472,0.4,0.4,1.0,0.11320754716981132,0.08333333333333333,0.08333333333333333,1.0,0.5714285714285714,0.3333333333333333,,,,,0.047619047619047616,1.0,1.0,0.4230769230769231,0.45454545454545453,0.07692307692307693,0.5,0.19230769230769232,,0.4528301886792453,0.1,0.4567264423076923,0.46621499999999994,0.53637,0.16393442622950818,0.19047619047619047,0.19047619047619047,0.3253968253968254,8.314606741573034,27.176470588235293,0.30578512396694213,,,,2.0,,,,,,,,1610612739,2004,2003-04,False
2402-2430-2544-677-980,1610612739,"Dajuan Wagner, Carlos Boozer, LeBron James, Eric Williams, Zydrunas Ilgauskas","Wagner, Boozer, James, Williams, Ilgauskas",2402-2430-2544-677-980,CLE,3178.0,5,53,-27.0,97.0,99.0,11.0,11.0,22.0,196,17.0,44.0,9.0,19.0,2.0,9.0,10.0,30.0,6.0,22.0,,2.0,,1.0,,,3.0,7.0,1.0,1.0,,,33.0,96.0,3.0,9.0,22.0,97.0,124.0,13.0,26.0,1.0,2.0,4.0,33.0,4.0,14.0,,,4.0,12.0,20.0,46.0,6.0,3.0,20.0,7.0,3.0,14.0,10.0,2.0,12.0,2.0,,5.0,1.0,4.0,26.0,1.0,30.0,1.0,5.0,28.0,,33.0,32.0,65.0,5.0,6.0,4.0,2.0,9.0,1.0,6.0,5.0,1.0,3.0,,14.0,1.0,1.0,15.0,22.0,1.0,1.0,25.0,3.0,,13.0,1.0,7.0,,,3.0,,4.0,7.0,3.0,,,,64.0,12.0,11.0,,0.30303030303030304,0.43478260869565216,0.6666666666666666,0.3333333333333333,0.5,,0.3333333333333333,0.34375,0.5,0.2857142857142857,0.35714285714285715,0.5178571428571429,0.2857142857142857,0.41810344827586204,0.5689655172413793,0.375,0.08571428571428572,0.14583333333333334,0.20454545454545456,0.16666666666666666,,0.6428571428571429,,0.5,0.6829268292682927,0.4838709677419355,0.45454545454545453,0.16666666666666666,0.6346153846153846,0.45588235294117646,0.6923076923076923,0.35,0.3125,,0.5,0.5,0.8333333333333334,0.7692307692307693,0.3333333333333333,0.5,0.09090909090909091,88.81057268722466,0.42857142857142855,17.84536082474227,14.616161616161616,16.804123711340207,13.787878787878787,0.41904761904761906,0.38636363636363635,0.4857142857142857,0.29411764705882354,0.2857142857142857,0.3333333333333333,0.4,0.1,0.20952380952380953,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.01904761904761905,,,,0.06666666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6785714285714286,0.47368421052631576,,0.03571428571428571,,,0.03571428571428571,1.0,,0.6428571428571429,0.2222222222222222,,,,,0.5047619047619047,0.42857142857142855,0.4728257142857143,0.5202259259259259,0.5289357142857143,0.11304347826086956,0.12264150943396226,0.3402061855670103,0.12371134020618557,7.091666666666666,25.41111111111111,0.1134020618556701,,,,,,,,,,,,1610612739,2004,2003-04,False
