EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,DeadBallTurnovers,Travels,ShootingFouls,Fouls,PenaltyOffPoss,FtPoints,PenaltyFtPoints,PenaltyPoints,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,AtRimAssists,Steals,BadPassSteals,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyFG2M,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,Corner3FGA,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Corner3Frequency,SecondChanceAtRimPctAssisted,FTOffRebounds,LostBallTurnovers,BlockedAtRim,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,LongMidRangePctBlocked,NonShootingFoulsDrawn,PenaltyCorner3FGA,ShortMidRangePctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ShortMidRangeAssists,Offensive Fouls,ShortMidRangePctAssisted,Defensive 3 Seconds Violations,PtsUnassisted3s,Technical Free Throw Trips,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,LostBallSteals,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3Frequency,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1049-109-1477-1500-1725,1610612759,"Shane Heal, Robert Horry, Bruce Bowen, Ron Mercer, Rasho Nesterovic","Heal, Horry, Bowen, Mercer, Nesterovic",1049-109-1477-1500-1725,SAS,72.0,1,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,26.0,6.666666666666667,25.0,6.666666666666667,0.5,1.0,1.0,1.0,0.5,0.5,0.462775,19.1,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1477-1500-788,1610612759,"Shane Heal, Robert Horry, Bruce Bowen, Ron Mercer, Kevin Willis","Heal, Horry, Bowen, Mercer, Willis",1049-109-1477-1500-788,SAS,30.0,1,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,96.0,14.0,16.0,14.0,16.0,,,,,,,,,,-1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1477-2045-788,1610612759,"Shane Heal, Robert Horry, Bruce Bowen, Hedo Turkoglu, Kevin Willis","Heal, Horry, Bowen, Turkoglu, Willis",1049-109-1477-2045-788,SAS,10.0,1,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,144.0,10.0,,10.0,,,,,,,,,,,2.0,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1477-2045-990,1610612759,"Shane Heal, Robert Horry, Bruce Bowen, Hedo Turkoglu, Malik Rose","Heal, Horry, Bowen, Turkoglu, Rose",1049-109-1477-2045-990,SAS,301.0,1,5.0,8.0,10.0,18.0,,1.0,3.0,1.0,8.0,3.0,6.0,8.0,,3.0,,1.0,,3.0,1.0,4.0,,6.0,5.0,11.0,,,1.0,3.0,,,0.125,0.22727272727272727,0.25,0.2727272727272727,,,0.5714285714285714,0.5,0.6666666666666666,0.5555555555555556,0.5,,86.11295681063123,18.375,15.4,16.625,15.3,0.09090909090909091,,,,0.2727272727272727,0.7272727272727273,0.5097818181818181,5.75,25.3,-2.0,1.0,1.0,,1.0,2.0,1.0,,,2.0,1.0,,2.0,,0.08333333333333333,0.1111111111111111,,0.25,2.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.5714285714285714,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.1111111111111111,0.45454545454545453,0.2,0.2,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5947,0.5367666666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1495-1500-2045,1610612759,"Shane Heal, Robert Horry, Tim Duncan, Ron Mercer, Hedo Turkoglu","Heal, Horry, Duncan, Mercer, Turkoglu",1049-109-1495-1500-2045,SAS,124.0,1,2.0,3.0,4.0,7.0,2.0,2.0,,2.0,3.0,,4.0,2.0,4.0,,2.0,2.0,2.0,4.0,,2.0,,2.0,,2.0,,,,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,1.0,,0.6666666666666666,,,1.0,81.29032258064515,12.666666666666666,21.5,12.666666666666666,14.25,0.6666666666666666,1.0,1.0,1.0,,,0.3904,15.666666666666666,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1500-1725-2045,1610612759,"Shane Heal, Robert Horry, Ron Mercer, Rasho Nesterovic, Hedo Turkoglu","Heal, Horry, Mercer, Nesterovic, Turkoglu",1049-109-1500-1725-2045,SAS,208.0,2,3.0,6.0,7.0,13.0,1.0,1.0,2.0,2.0,5.0,2.0,11.0,4.0,4.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,,2.0,3.0,5.0,,,,6.0,1.0,1.0,0.4,0.5,0.6111111111111112,0.2857142857142857,,,1.0,1.0,1.0,0.75,1.0,,90.0,18.5,13.857142857142858,15.666666666666666,12.142857142857142,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.7142857142857143,0.49630714285714284,7.68,26.4,7.0,,,,3.0,,4.0,,,4.0,2.0,,,,0.2222222222222222,0.2857142857142857,,,3.0,2.0,1.0,3.0,,,,1.0,1.0,,1.0,,,2.0,5.0,,,,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,0.5,0.5,,1.5,1.25,0.6666666666666666,1.0,1.0,,,1.0,,1.0,,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,0.14285714285714285,0.5,0.5,1.0,,,,,0.5,0.57465,,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1500-2045-788,1610612759,"Shane Heal, Robert Horry, Ron Mercer, Hedo Turkoglu, Kevin Willis","Heal, Horry, Mercer, Turkoglu, Willis",1049-109-1500-2045-788,SAS,390.0,1,6.0,11.0,10.0,21.0,1.0,5.0,3.0,3.0,8.0,3.0,11.0,8.0,,3.0,,1.0,,3.0,,4.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,9.0,,,0.375,0.4090909090909091,0.4230769230769231,0.2727272727272727,1.0,1.0,0.5,,0.5,0.42857142857142855,,,77.53846153846153,14.909090909090908,22.6,14.272727272727273,20.7,0.45454545454545453,0.2,0.2,,0.2727272727272727,0.45454545454545453,0.41839545454545457,12.2,26.099999999999998,3.0,,,2.0,3.0,6.0,2.0,2.0,6.0,4.0,2.0,6.0,6.0,0.375,0.15384615384615385,0.2,0.5454545454545454,0.5454545454545454,4.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,2.0,6.0,,6.0,3.0,,1.0,1.0,1.0,3.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.6,,1.0,,0.5,1.0,0.2,,,0.14285714285714285,0.18181818181818182,0.5,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.3333333333333333,0.323,0.37041666666666667,0.18181818181818182,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1725-1938-2045,1610612759,"Shane Heal, Robert Horry, Rasho Nesterovic, Manu Ginobili, Hedo Turkoglu","Heal, Horry, Nesterovic, Ginobili, Turkoglu",1049-109-1725-1938-2045,SAS,155.0,3,3.0,5.0,5.0,10.0,,,,2.0,3.0,1.0,5.0,4.0,2.0,,1.0,1.0,,2.0,,2.0,,2.0,,2.0,1.0,1.0,1.0,3.0,0.5,0.5,0.6666666666666666,0.5,0.625,0.25,1.0,,0.6666666666666666,,0.6666666666666666,,,,92.9032258064516,13.0,18.0,10.6,17.4,,,,,,1.0,0.5392875,2.433333333333333,24.2,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,0.25,0.3333333333333333,,,,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,1.0,1.0,,,,0.6195,,0.4,,,,,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1725-2045-2484,1610612759,"Shane Heal, Robert Horry, Rasho Nesterovic, Hedo Turkoglu, Devin Brown","Heal, Horry, Nesterovic, Turkoglu, Brown",1049-109-1725-2045-2484,SAS,98.0,1,2.0,3.0,2.0,5.0,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,0.25,,1.0,,0.3333333333333333,,0.5,,,0.5,73.46938775510205,16.666666666666668,24.0,16.666666666666668,15.5,1.0,,,,,,0.3641,19.3,,1.0,,,,,,1.0,,,2.0,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
1049-109-1938-2045-788,1610612759,"Shane Heal, Robert Horry, Manu Ginobili, Hedo Turkoglu, Kevin Willis","Heal, Horry, Ginobili, Turkoglu, Willis",1049-109-1938-2045-788,SAS,529.0,2,9.0,18.0,16.0,34.0,1.0,5.0,4.0,5.0,12.0,4.0,18.0,7.0,8.0,4.0,4.0,5.0,1.0,11.0,1.0,7.0,,7.0,3.0,10.0,1.0,,1.0,16.0,0.8,0.8,0.4166666666666667,0.40625,0.45,0.25,1.0,,0.7,0.3333333333333333,0.6363636363636364,0.2222222222222222,0.3333333333333333,0.8,92.55198487712666,14.5,16.75,13.61111111111111,15.8125,0.3125,0.2,0.2,1.0,0.25,0.5625,0.511990625,9.008333333333333,25.5,11.0,,,1.0,1.0,1.0,5.0,,,8.0,4.0,,1.0,,0.2,0.25,,0.05555555555555555,4.0,3.0,3.0,5.0,,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,0.3333333333333333,0.5,0.6666666666666666,,,,0.3125,0.6,0.6,0.125,0.25,0.25,1.0,0.3333333333333333,,,0.5,0.25,0.53805,0.297425,0.1111111111111111,,,,,,3.0,4.0,4.0,,,,,1.0,,,,,1.0,,,,,0.5,0.5,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,False
