EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,PtsPutbacks,FTOffRebounds,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffFTReboundPct,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,BlockedLongMidRange,OffCorner3ReboundPct,3SecondViolations,team_id,year,season,team_vs
109-1477-2078-2484-788,1610612759,"Robert Horry, Bruce Bowen, Jason Hart, Devin Brown, Kevin Willis","Horry, Bowen, Hart, Brown, Willis",109-1477-2078-2484-788,SAS,59.0,1,1.0,1.0,3.0,4.0,,7.0,1.0,1.0,,,,,,,,,1.0,1.0,,,4.0,3.0,,,,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,1.0,1.0,,4.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,170.84745762711864,7.333333333333333,9.25,7.333333333333333,9.25,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.4401,,,2.8,,3.0,4.0,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,,,2.0,4.0,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,2.0,,,,1.0,,,,,,,4.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,0.4401,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1725-1938-2225,1610612759,"Robert Horry, Tim Duncan, Rasho Nesterovic, Manu Ginobili, Tony Parker","Horry, Duncan, Nesterovic, Ginobili, Parker",109-1495-1725-1938-2225,SAS,10.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1725-1938-2484,1610612759,"Robert Horry, Tim Duncan, Rasho Nesterovic, Manu Ginobili, Devin Brown","Horry, Duncan, Nesterovic, Ginobili, Brown",109-1495-1725-1938-2484,SAS,,1,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.1764,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1938-2045-2078,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Hedo Turkoglu, Jason Hart","Horry, Duncan, Ginobili, Turkoglu, Hart",109-1495-1938-2045-2078,SAS,77.0,2,1.0,2.0,3.0,3.0,,6.0,,,1.0,,1.0,,,,,,1.0,2.0,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,0.5,0.5,,0.5,,,1.0,,,,112.2077922077922,13.333333333333334,12.333333333333334,13.333333333333334,12.333333333333334,,,,0.5,0.5,,,,,,,,,,,,,,0.40385,,,11.8,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1938-2045-2225,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Hedo Turkoglu, Tony Parker","Horry, Duncan, Ginobili, Turkoglu, Parker",109-1495-1938-2045-2225,SAS,1341.0,6,22.0,-18.0,40.0,44.0,2.0,84.0,6.0,11.0,5.0,2.0,6.0,2.0,,3.0,,,9.0,22.0,,5.0,29.0,47.0,,,3.0,10.0,8.0,,3.0,,5.0,,5.0,,1.0,10.0,2.0,2.0,20.0,3.0,,6.0,5.0,7.0,9.0,,26.0,0.5555555555555556,0.5555555555555556,,,,,0.4090909090909091,0.3333333333333333,1.0,0.4142857142857143,0.75,0.18518518518518517,0.8571428571428571,0.15384615384615385,0.1111111111111111,0.25,90.20134228187919,15.45,16.431818181818183,15.375,15.454545454545455,0.4074074074074074,0.5454545454545454,0.6666666666666666,0.18518518518518517,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.07407407407407407,0.1111111111111111,,,,,,,0.5925925925925926,,0.5028833333333333,0.5143,0.10344827586206896,6.859090909090909,23.96,5.0,15.0,1.0,,2.0,1.0,,,,,,,11.0,1.0,,2.0,,,3.0,3.0,,3.0,,4.0,,,6.0,10.0,2.0,18.0,,3.0,,1.0,1.0,,,1.0,5.0,,17.0,,,7.0,,2.0,2.0,,2.0,1.0,,3.0,5.0,4.0,,,,0.375,0.13636363636363635,0.18181818181818182,,1.0,0.7692307692307693,0.6666666666666666,,0.7272727272727273,0.25,,0.5,1.0,0.6666666666666666,0.25,1.0,,0.5,0.6666666666666666,0.2,0.25,,,,,1.0,,,,1.0,,,,,0.51175,0.22857142857142856,0.2413793103448276,0.10344827586206896,0.125,0.2,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,,1610612759,2004,2003-04,True
109-1495-1938-2045-2484,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Hedo Turkoglu, Devin Brown","Horry, Duncan, Ginobili, Turkoglu, Brown",109-1495-1938-2045-2484,SAS,440.0,1,7.0,-8.0,14.0,13.0,1.0,27.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,5.0,2.0,4.0,12.0,20.0,,,,,4.0,6.0,2.0,1.0,,2.0,2.0,1.0,,6.0,1.0,1.0,5.0,,,1.0,1.0,4.0,8.0,,12.0,,,1.0,0.5,,0.5,0.4,0.5555555555555556,,0.5454545454545454,,0.4444444444444444,0.25,0.3333333333333333,0.25,1.0,88.36363636363637,16.071428571428573,16.53846153846154,15.357142857142858,16.23076923076923,0.1111111111111111,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,,0.2222222222222222,0.2222222222222222,0.5,0.5,1.0,,,,0.5555555555555556,0.5,0.45554999999999995,0.3856,,11.6,24.0,7.0,8.0,,1.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,,10.0,,,1.0,,,,2.0,2.0,,4.0,1.0,,1.0,3.0,,,,1.0,2.0,2.0,4.0,,,2.0,,1.0,1.0,,1.0,1.0,,10.0,7.0,3.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,,,,,1.0,0.4,,0.5714285714285714,,,1.0,,1.0,,0.6666666666666666,0.25,1.0,,,,,0.5,0.5,1.0,,,,,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.5,0.45885833333333337,0.18181818181818182,0.2857142857142857,0.8333333333333334,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1610612759,2004,2003-04,True
109-1495-1938-2045-369,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Hedo Turkoglu, Charlie Ward","Horry, Duncan, Ginobili, Turkoglu, Ward",109-1495-1938-2045-369,SAS,18.0,1,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,160.0,16.0,2.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1938-2078-2484,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Jason Hart, Devin Brown","Horry, Duncan, Ginobili, Hart, Brown",109-1495-1938-2078-2484,SAS,376.0,3,6.0,3.0,10.0,9.0,3.0,19.0,3.0,8.0,1.0,2.0,4.0,,,,,,5.0,13.0,,,14.0,11.0,,,5.0,8.0,2.0,,,,4.0,,4.0,,2.0,8.0,6.0,6.0,8.0,1.0,,,,1.0,3.0,,9.0,0.8,1.0,,,,,0.38461538461538464,0.38461538461538464,0.25,0.4666666666666667,0.5,,,0.75,0.75,0.5,72.76595744680851,18.8,20.88888888888889,17.7,20.88888888888889,0.6153846153846154,0.375,0.42857142857142855,0.07692307692307693,0.3076923076923077,0.5,0.5,1.0,,,,,,,,,0.6153846153846154,,0.5239076923076923,0.571675,0.35714285714285715,7.1461538461538465,,,,4.0,,,,,,,,,,4.0,4.0,,,,,,,,1.0,,2.0,,,,2.0,,2.0,4.0,1.0,,1.0,,1.0,,,,,5.0,1.0,,3.0,,,,,,,,,,,,,,,0.07692307692307693,0.125,,,1.0,,,1.0,1.0,,1.0,,1.0,,,0.5714285714285714,,0.6666666666666666,,,,,,,1.0,,,,,,,,,,0.2,0.2,,,,0.8,1.0,1.0,3.0,0.25,0.25,2.0,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-1938-2225-2484,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Tony Parker, Devin Brown","Horry, Duncan, Ginobili, Parker, Brown",109-1495-1938-2225-2484,SAS,1561.0,4,26.0,-20.0,46.0,49.0,3.0,95.0,6.0,7.0,10.0,3.0,12.0,1.0,,2.0,,,11.0,29.0,,3.0,33.0,53.0,,,1.0,14.0,8.0,,1.0,,7.0,,7.0,,1.0,14.0,2.0,2.0,16.0,2.0,,4.0,2.0,9.0,6.0,,32.0,0.6363636363636364,0.6363636363636364,,,,,0.3793103448275862,0.34375,,0.4125,0.5,0.09375,0.4444444444444444,0.125,0.1111111111111111,0.25,87.63613068545804,16.695652173913043,16.183673469387756,16.608695652173914,15.020408163265307,0.21875,0.8571428571428571,0.8571428571428571,0.3125,0.375,0.25,0.25,0.3333333333333333,0.03125,0.0625,,,,,,,0.3125,,0.42473225806451614,,0.030303030303030304,9.689655172413794,39.86666666666667,24.0,26.0,,4.0,5.0,2.0,,,,1.0,,1.0,11.0,,6.0,15.0,,2.0,9.0,21.0,,1.0,,5.0,1.0,,5.0,9.0,,14.0,,2.0,3.0,5.0,2.0,1.0,1.0,3.0,4.0,,16.0,,,1.0,7.0,2.0,1.0,1.0,2.0,1.0,,21.0,24.0,,,0.4,0.35294117647058826,0.4375,0.034482758620689655,,,,0.5625,0.625,,0.5833333333333334,,,1.0,0.5714285714285714,0.5,0.8,0.3333333333333333,,0.5,0.8333333333333334,0.2,0.2222222222222222,0.5,,,,,,,,0.29411764705882354,0.8,0.058823529411764705,0.058823529411764705,,0.44151875,0.030303030303030304,0.03333333333333333,0.6363636363636364,0.5217391304347826,0.1,,,,1.0,,,,,,,,,,,,,,1.0,,,,1610612759,2004,2003-04,True
109-1495-1938-2225-990,1610612759,"Robert Horry, Tim Duncan, Manu Ginobili, Tony Parker, Malik Rose","Horry, Duncan, Ginobili, Parker, Rose",109-1495-1938-2225-990,SAS,33.0,1,1.0,-3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,87.27272727272727,13.0,20.0,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1495-2045-2225-2484,1610612759,"Robert Horry, Tim Duncan, Hedo Turkoglu, Tony Parker, Devin Brown","Horry, Duncan, Turkoglu, Parker, Brown",109-1495-2045-2225-2484,SAS,399.0,4,7.0,-11.0,9.0,12.0,,21.0,1.0,1.0,4.0,1.0,3.0,,,2.0,,,3.0,8.0,,2.0,7.0,18.0,,,,2.0,4.0,,1.0,,1.0,,1.0,,,2.0,,,3.0,,,,,,5.0,,7.0,0.3333333333333333,0.3333333333333333,,,,,0.375,0.3,,0.35,,0.2,,,,,75.78947368421052,22.333333333333332,16.5,22.333333333333332,12.333333333333334,0.1,1.0,1.0,0.4,0.3,0.3333333333333333,0.3333333333333333,,,0.2,,,,,,,0.3,,0.3948111111111111,,,10.425,33.85,2.0,2.0,,,,1.0,,,,,,1.0,1.0,,,2.0,,1.0,,,,,,,1.0,,,2.0,1.0,3.0,,,,,,,,,4.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,1.0,0.25,,,,,,0.25,0.25,1.0,,,,,,,,,,,0.3333333333333333,,0.37925,0.1,0.125,,0.2222222222222222,,,,,,,,,,,,,,,,,,,1.0,,,,1610612759,2004,2003-04,True
109-1725-1938-2045-2225,1610612759,"Robert Horry, Rasho Nesterovic, Manu Ginobili, Hedo Turkoglu, Tony Parker","Horry, Nesterovic, Ginobili, Turkoglu, Parker",109-1725-1938-2045-2225,SAS,947.0,7,16.0,-16.0,30.0,30.0,1.0,60.0,3.0,6.0,5.0,4.0,9.0,1.0,,2.0,,,11.0,20.0,,3.0,27.0,43.0,,,2.0,14.0,8.0,,1.0,,7.0,,7.0,,3.0,14.0,,,10.0,1.0,,4.0,2.0,5.0,7.0,1.0,25.0,0.6363636363636364,0.6363636363636364,,,,,0.55,0.4782608695652174,1.0,0.5,1.0,0.13043478260869565,0.8,,,,91.23548046462513,15.7,15.866666666666667,15.3,14.933333333333334,0.2608695652173913,0.5,0.75,0.21739130434782608,0.391304347826087,0.4444444444444444,0.4444444444444444,0.75,0.043478260869565216,0.08695652173913043,,,,,,,0.391304347826087,,0.4674,0.3772,0.07407407407407407,9.754999999999999,34.666666666666664,14.0,20.0,,1.0,2.0,4.0,,,,1.0,,1.0,5.0,1.0,7.0,9.0,,2.0,5.0,19.0,,2.0,,2.0,2.0,,3.0,5.0,2.0,10.0,,1.0,,1.0,2.0,,,1.0,3.0,1.0,8.0,,,3.0,1.0,4.0,2.0,1.0,4.0,2.0,,19.0,14.0,1.0,,0.7777777777777778,0.6363636363636364,0.6333333333333333,0.1,0.3333333333333333,,1.0,0.45454545454545453,0.75,,0.5333333333333333,,,0.6,0.25,0.5,0.75,,,0.5,0.6666666666666666,0.8,0.8,0.5,,,,,,,,0.18181818181818182,0.5,0.09090909090909091,0.09090909090909091,,0.46940499999999996,0.11538461538461539,0.13043478260869565,0.7037037037037037,0.4666666666666667,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,1610612759,2004,2003-04,True
109-1725-1938-2225-2484,1610612759,"Robert Horry, Rasho Nesterovic, Manu Ginobili, Tony Parker, Devin Brown","Horry, Nesterovic, Ginobili, Parker, Brown",109-1725-1938-2225-2484,SAS,292.0,3,5.0,5.0,12.0,11.0,2.0,23.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,1.0,3.0,13.0,8.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,9.0,1.0,2.0,7.0,1.0,1.0,3.0,2.0,3.0,1.0,,10.0,0.75,0.75,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5714285714285714,0.55,1.5,0.5909090909090909,1.5,0.3,1.0,0.3333333333333333,0.4,1.0,113.42465753424659,12.916666666666666,12.454545454545455,12.166666666666666,12.454545454545455,0.3,0.6666666666666666,0.6666666666666666,0.2,0.2,0.5,0.5,1.0,0.1,0.2,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.5,0.47115999999999997,,0.23076923076923078,8.471428571428572,24.599999999999998,4.0,3.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,,5.0,,,,2.0,,1.0,1.0,3.0,1.0,5.0,,,,,1.0,,1.0,2.0,1.0,,2.0,,,1.0,,,,,,,,5.0,4.0,,0.5,0.5,0.625,0.625,,,,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,,1.0,,,1.0,0.5,0.5,,,,,,,,,0.25,1.0,0.25,0.25,1.0,0.5096375,0.09090909090909091,0.125,0.38461538461538464,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,1610612759,2004,2003-04,True
109-1725-2045-2225-2484,1610612759,"Robert Horry, Rasho Nesterovic, Hedo Turkoglu, Tony Parker, Devin Brown","Horry, Nesterovic, Turkoglu, Parker, Brown",109-1725-2045-2225-2484,SAS,114.0,1,2.0,-5.0,2.0,3.0,,5.0,,,1.0,,1.0,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,63.15789473684211,23.0,22.666666666666668,23.0,15.666666666666666,,,,0.5,0.5,,,,,,,,,,,,,,0.3354,,,10.55,,2.0,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.5,,,,0.5,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.3354,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1938-2045-2225-990,1610612759,"Robert Horry, Manu Ginobili, Hedo Turkoglu, Tony Parker, Malik Rose","Horry, Ginobili, Turkoglu, Parker, Rose",109-1938-2045-2225-990,SAS,290.0,2,5.0,9.0,12.0,11.0,2.0,23.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,,,4.0,6.0,1.0,3.0,15.0,6.0,,,5.0,4.0,4.0,3.0,1.0,,2.0,1.0,3.0,,1.0,7.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,0.5,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.6111111111111112,1.0,0.625,1.25,0.3333333333333333,1.0,0.5,0.6666666666666666,,114.20689655172414,7.75,17.90909090909091,7.75,15.0,0.3333333333333333,0.6666666666666666,1.0,0.2222222222222222,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.1111111111111111,,,,,,,0.6666666666666666,,0.5428055555555555,0.5429,0.3333333333333333,5.7,25.266666666666666,10.0,11.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,4.0,2.0,4.0,5.0,,2.0,4.0,12.0,,1.0,1.0,1.0,,1.0,3.0,,,3.0,,1.0,,,,,,1.0,,,7.0,1.0,,2.0,2.0,,,,,,,12.0,10.0,2.0,,0.8,0.5714285714285714,0.6,0.16666666666666666,0.3333333333333333,,,,0.75,1.0,0.42857142857142855,1.0,,,,,0.6666666666666666,1.0,,,0.5,0.5,0.5,,0.5,0.5,1.0,0.5,,,,0.2857142857142857,1.0,0.14285714285714285,0.14285714285714285,,0.5225071428571428,0.2,0.2857142857142857,0.8,0.8333333333333334,,,1.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,1.0,,1610612759,2004,2003-04,True
109-1938-2045-2484-990,1610612759,"Robert Horry, Manu Ginobili, Hedo Turkoglu, Devin Brown, Malik Rose","Horry, Ginobili, Turkoglu, Brown, Rose",109-1938-2045-2484-990,SAS,32.0,1,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
109-1938-2225-2484-788,1610612759,"Robert Horry, Manu Ginobili, Tony Parker, Devin Brown, Kevin Willis","Horry, Ginobili, Parker, Brown, Willis",109-1938-2225-2484-788,SAS,7.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
1477-1495-1725-1938-2045,1610612759,"Bruce Bowen, Tim Duncan, Rasho Nesterovic, Manu Ginobili, Hedo Turkoglu","Bowen, Duncan, Nesterovic, Ginobili, Turkoglu",1477-1495-1725-1938-2045,SAS,22.0,1,,3.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,1.0,3.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.5,1.5,1.5,1.5,1.0,,,,,65.45454545454545,14.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55995,0.55995,1.0,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
1477-1495-1725-1938-2078,1610612759,"Bruce Bowen, Tim Duncan, Rasho Nesterovic, Manu Ginobili, Jason Hart","Bowen, Duncan, Nesterovic, Ginobili, Hart",1477-1495-1725-1938-2078,SAS,512.0,4,9.0,-3.0,12.0,14.0,2.0,26.0,,1.0,7.0,,2.0,1.0,,1.0,,,3.0,10.0,,2.0,8.0,11.0,,,2.0,4.0,2.0,,1.0,,2.0,,2.0,,,4.0,3.0,3.0,12.0,1.0,1.0,2.0,2.0,2.0,3.0,,6.0,0.6666666666666666,0.6666666666666666,,,,,0.3,0.25,1.0,0.3076923076923077,1.0,0.16666666666666666,1.0,0.42857142857142855,0.3333333333333333,0.5,73.125,19.25,20.071428571428573,18.083333333333332,20.0,0.08333333333333333,,,0.5833333333333334,0.16666666666666666,,,,0.08333333333333333,0.08333333333333333,,,,,,,0.25,,0.43323333333333336,0.3784,0.25,8.0,23.75,,,,,,3.0,,,,,,,2.0,1.0,,,,,,,,2.0,,,2.0,,3.0,6.0,,9.0,,,,,,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,0.2,1.0,,,0.8571428571428571,1.0,,0.9,0.25,,,1.0,0.6666666666666666,1.0,,,,,0.42857142857142855,0.5,0.6666666666666666,,,,,,,,,,,,,,0.07692307692307693,0.09090909090909091,,,0.14285714285714285,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1610612759,2004,2003-04,True
