EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BlockedLongMidRange,PenaltyArc3FGM,SecondChanceFtPoints,DefensiveGoaltends,PenaltyArc3Accuracy,HeaveAttempts,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,LostBallOutOfBoundsTurnovers,PtsUnassisted3s,BlockedAtRim,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,Clear Path Fouls,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1032-1112-1497-1888-2419,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Tayshaun Prince","Ham, Wallace, Billups, Hamilton, Prince",1032-1112-1497-1888-2419,DET,80.0,2,1.0,1.0,4.0,2.0,3.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.25,0.25,0.3,0.125,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,108.0,14.0,12.0,13.75,12.0,0.5,0.25,1.0,1.0,0.25,1.0,0.6666666666666666,0.5,0.390675,0.3513,0.3965666666666667,0.3333333333333333,6.625,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-1888-722,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Corliss Williamson","Ham, Wallace, Billups, Hamilton, Williamson",1032-1112-1497-1888-722,DET,383.0,4,6.0,2.0,10.0,8.0,4.0,3.0,4.0,18.0,5.0,3.0,2.0,,1.0,6.0,3.0,12.0,2.0,8.0,6.0,3.0,4.0,2.0,2.0,2.0,,5.0,5.0,9.0,1.0,6.0,2.0,1.0,8.0,2.0,4.0,0.25,0.23076923076923078,0.2857142857142857,0.2,,,0.5555555555555556,0.5,0.75,67.67624020887727,22.5,19.75,17.5,18.875,0.38461538461538464,0.07692307692307693,,,0.46153846153846156,0.75,0.5,0.46153846153846156,0.47900000000000004,0.5618,0.489325,0.25,11.058333333333332,0.4,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.07692307692307693,1.0,0.5,1.0,0.6,0.25,1.0,0.5,0.5,1.0,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.5,0.07692307692307693,0.25,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-1888-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Rasheed Wallace","Ham, Wallace, Billups, Hamilton, Wallace",1032-1112-1497-1888-739,DET,816.0,6,14.0,4.0,25.0,25.0,10.0,15.0,3.0,50.0,5.0,1.0,3.0,2.0,3.0,4.0,5.0,12.0,4.0,26.0,22.0,1.0,3.0,2.0,7.0,4.0,3.0,3.0,3.0,8.0,4.0,11.0,6.0,1.0,21.0,7.0,10.0,0.4166666666666667,0.5789473684210527,0.5909090909090909,0.5,0.25,0.4,0.42857142857142855,0.3,0.3333333333333333,88.23529411764706,18.2,14.44,17.52,13.76,0.2631578947368421,0.15789473684210525,0.6666666666666666,1.0,0.21052631578947367,0.5,0.6,0.631578947368421,0.46153684210526313,0.5624,0.50194,0.2692307692307692,8.508333333333333,0.4,2.0,1.0,4.0,1.0,7.0,1.0,6.0,4.0,3.0,7.0,,1.0,18.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,,6.0,1.0,4.0,0.6,0.75,0.3684210526315789,1.0,0.4,0.5,0.4444444444444444,0.3333333333333333,1.0,0.5,,0.5,0.4,0.6666666666666666,,0.25,0.25,1.0,0.21052631578947367,0.5,24.514285714285712,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,12.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.3333333333333333,1.25,0.5,1.25,0.3333333333333333,0.5,1.0,0.5,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,0.2,0.75,0.09523809523809523,0.14285714285714285,0.19230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-2229-722,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Mike James, Corliss Williamson","Ham, Wallace, Billups, James, Williamson",1032-1112-1497-2229-722,DET,96.0,2,2.0,3.0,2.0,3.0,,,1.0,5.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,1.0,1.0,3.0,,,2.0,,3.0,,,0.5,0.5,0.5,,,,1.0,1.0,1.0,75.0,33.5,9.666666666666666,27.5,9.666666666666666,,0.5,1.0,1.0,0.5,,,,0.36155,,,,14.6,,,,,,,,2.0,,1.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-2229-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Mike James, Rasheed Wallace","Ham, Wallace, Billups, James, Wallace",1032-1112-1497-2229-739,DET,73.0,1,1.0,,2.0,2.0,,,1.0,4.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,0.5,,78.9041095890411,18.5,18.0,18.5,18.0,0.5,,,,,,,1.0,0.56005,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,0.5,,,,,1.0,,,,,,,,,,,,,23.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-2419-283,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Tayshaun Prince, Lindsey Hunter","Ham, Wallace, Billups, Prince, Hunter",1032-1112-1497-2419-283,DET,28.0,1,,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,51.42857142857143,17.0,,17.0,,1.0,,,,,,,1.0,0.4768,,,,3.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-283-722,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Lindsey Hunter, Corliss Williamson","Ham, Wallace, Billups, Hunter, Williamson",1032-1112-1497-283-722,DET,70.0,2,1.0,,2.0,1.0,2.0,1.0,,3.0,,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,,1.0,4.0,1.0,2.0,2.0,2.0,,,0.5,0.5,,,,,,61.71428571428571,25.0,20.0,25.0,20.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1497-283-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Lindsey Hunter, Rasheed Wallace","Ham, Wallace, Billups, Hunter, Wallace",1032-1112-1497-283-739,DET,83.0,2,1.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,,1.0,2.0,,2.0,2.0,,1.0,1.0,2.0,,1.0,,,,2.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.5,,,1.0,1.0,1.0,86.74698795180723,16.333333333333332,17.0,16.333333333333332,17.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5022333333333333,0.6081,0.5141,1.0,8.2,0.6666666666666666,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,2.0,,1.0,,,0.3333333333333333,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,23.3,1.0,1.0,,1.0,,,,,,,1.0,,2.0,1.0,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,0.5,1.0,0.5,1.0,,0.5,,1.0,,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1888-2229-2246,1610612765,"Darvin Ham, Ben Wallace, Richard Hamilton, Mike James, Mehmet Okur","Ham, Wallace, Hamilton, James, Okur",1032-1112-1888-2229-2246,DET,158.0,1,3.0,2.0,4.0,5.0,2.0,3.0,,9.0,1.0,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,2.0,,,,2.0,,1.0,2.0,,3.0,,2.0,1.0,0.5,0.5,,,,,,,82.0253164556962,15.75,19.0,15.75,18.8,0.5,,,,,,,1.0,0.66855,,0.5427,,,0.5,1.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,2.0,2.0,1.0,,,1.0,,1.0,,,0.5,,0.6666666666666666,,0.6666666666666666,,,1.0,,,1.0,1.0,,,,,0.5,,25.6,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
1032-1112-1888-2229-2419,1610612765,"Darvin Ham, Ben Wallace, Richard Hamilton, Mike James, Tayshaun Prince","Ham, Wallace, Hamilton, James, Prince",1032-1112-1888-2229-2419,DET,172.0,1,3.0,2.0,5.0,5.0,4.0,5.0,1.0,10.0,1.0,,1.0,,,,,1.0,4.0,7.0,5.0,,1.0,2.0,5.0,,1.0,1.0,1.0,3.0,,2.0,4.0,,5.0,5.0,4.0,,0.5,0.7,0.625,1.0,1.0,1.0,0.5,,83.72093023255813,18.2,16.2,18.2,16.2,0.3333333333333333,,,,,,0.3333333333333333,1.0,0.5063,,0.5063,0.7142857142857143,,0.8,,,2.0,,2.0,,,2.0,,1.0,,,3.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,,0.6666666666666666,,1.0,,1.0,1.0,,,1.0,,,,,,,,0.6666666666666666,,25.35,,,,,,,1.0,,2.0,1.0,,,2.0,,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,2.0,1.0,0.5,,0.5,0.5,,,,0.5,1.0,,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,0.6666666666666666,0.5,0.4,0.6666666666666666,0.2857142857142857,,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2004,2003-04,True
