EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Blocked3s,BlockedCorner3,Blocks,LiveBallTurnoverPct,Minutes,FTDefRebounds,DefRebounds,Rebounds,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,HeaveAttempts,SecondChanceFtPoints,Blocked2s,BlockedAtRim,2pt And 1 Free Throw Trips,Technical Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,StepOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,Travels,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
147-1541-1713-1960-2050,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Milt Palacio, Morris Peterson","Rose, Williams, Carter, Palacio, Peterson",147-1541-1713-1960-2050,TOR,8.0,1,-3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,180.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-1960-2547,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Milt Palacio, Chris Bosh","Rose, Williams, Carter, Palacio, Bosh",147-1541-1713-1960-2547,TOR,29.0,2,6.0,,4.0,,,,,,198.6206896551724,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,4.0,2.0,6.0,6.0,4.0,1.0,1.0,0.5,0.5,0.75,0.75,0.5,7.25,7.25,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.520275,0.520275,1.0,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-1960-923,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Milt Palacio, Donyell Marshall","Rose, Williams, Carter, Palacio, Marshall",147-1541-1713-1960-923,TOR,26.0,2,-5.0,3.0,5.0,5.0,,1.0,2.0,2.0,276.9230769230769,7.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,2.5,2.5,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2040-2050,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Jerome Moiso, Morris Peterson","Rose, Williams, Carter, Moiso, Peterson",147-1541-1713-2040-2050,TOR,33.0,1,,2.0,3.0,2.0,,,,,130.9090909090909,11.0,11.0,1.0,1.0,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,,2.0,,2.0,2.0,1.0,,,,,1.0,1.0,,11.0,11.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2040-2425,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Jerome Moiso, Robert Archibald","Rose, Williams, Carter, Moiso, Archibald",147-1541-1713-2040-2425,TOR,388.0,1,-4.0,12.0,25.0,15.0,,,,,92.78350515463917,16.916666666666668,16.166666666666668,13.0,5.0,1.0,2.0,1.0,2.0,1.0,,4.0,10.0,1.0,3.0,11.0,2.0,5.0,,,4.0,2.0,1.0,4.0,,11.0,4.0,5.0,0.4,0.4,0.36363636363636365,0.4,0.4230769230769231,0.4,0.09090909090909091,14.23076923076923,14.23076923076923,0.18181818181818182,0.5,0.5,0.09090909090909091,0.4,0.5,,0.2727272727272727,0.4503409090909091,0.48622,0.36363636363636365,25.1,0.38461538461538464,,2.0,,,,,2.0,2.0,,,,,6.0,,1.0,1.0,2.0,,,0.15384615384615385,0.16666666666666666,2.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,0.75,0.75,0.25,0.25,0.5,1.0,0.36363636363636365,0.5,0.5,0.5,0.36363636363636365,0.25,0.25,1.0,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2040-2437,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Jerome Moiso, Lonny Baxter","Rose, Williams, Carter, Moiso, Baxter",147-1541-1713-2040-2437,TOR,57.0,2,2.0,1.0,3.0,2.0,,,,,75.78947368421053,38.0,38.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,4.0,,,,2.0,2.0,,,2.0,,4.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,9.5,9.5,1.0,1.0,1.0,,,,,1.0,0.7477,,0.5,,0.5,1.0,,,,,,,,,,,,1.0,,,,1.0,,,0.5,0.5,,,,,2.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2040-923,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Jerome Moiso, Donyell Marshall","Rose, Williams, Carter, Moiso, Marshall",147-1541-1713-2040-923,TOR,1900.0,6,-6.0,56.0,115.0,63.0,2.0,5.0,11.0,5.0,87.1578947368421,16.625,15.517857142857142,59.0,18.0,12.0,17.0,3.0,5.0,5.0,,24.0,50.0,6.0,9.0,57.0,6.0,12.0,,6.0,18.0,18.0,5.0,12.0,,51.0,18.0,18.0,0.48,0.5,0.42857142857142855,0.5,0.4596774193548387,0.5625,0.10714285714285714,16.423728813559322,14.915254237288135,0.30357142857142855,0.7058823529411765,0.8571428571428571,0.08928571428571429,0.4166666666666667,0.6,,0.4107142857142857,0.47305714285714284,0.47725,0.3157894736842105,24.916666666666668,0.3050847457627119,19.0,2.0,1.0,6.0,5.0,,5.0,14.0,,,,0.5454545454545454,32.0,1.0,19.0,32.0,6.0,4.0,0.3333333333333333,0.0967741935483871,0.10714285714285714,4.0,11.0,8.0,22.0,30.0,15.0,15.0,7.0,1.0,7.0,30.0,15.0,1.0,0.625,0.6521739130434783,0.6521739130434783,0.6206896551724138,,0.5833333333333334,0.19642857142857142,0.36363636363636365,0.4444444444444444,0.25,0.39285714285714285,0.36363636363636365,0.38095238095238093,0.875,9.556000000000001,9.0,3.0,5.0,1.0,1.0,3.0,11.0,1.0,6.0,2.0,6.0,2.0,11.0,3.0,13.0,1.0,2.0,2.0,1.0,1.0,0.2727272727272727,0.25,0.25,0.12,0.17647058823529413,0.18181818181818182,0.045454545454545456,0.4230769230769231,0.5,0.4,0.41935483870967744,0.4,0.5714285714285714,0.35714285714285715,0.5,0.7,0.7272727272727273,1.0,0.25,0.017857142857142856,0.4166666666666667,0.6,0.3333333333333333,0.08333333333333333,0.48531500000000005,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2050-2425,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Morris Peterson, Robert Archibald","Rose, Williams, Carter, Peterson, Archibald",147-1541-1713-2050-2425,TOR,64.0,1,2.0,2.0,3.0,,,,,,67.5,20.5,20.5,1.0,1.0,,,,,1.0,1.0,,,1.0,2.0,2.0,,,1.0,2.0,2.0,,,2.0,,2.0,2.0,1.0,,,,,0.5,0.5,1.0,23.0,23.0,,,,1.0,,,1.0,1.0,,,1.0,47.1,1.0,2.0,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,0.5,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2050-2437,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Morris Peterson, Lonny Baxter","Rose, Williams, Carter, Peterson, Baxter",147-1541-1713-2050-2437,TOR,186.0,1,-1.0,6.0,13.0,9.0,,1.0,2.0,,100.64516129032258,12.333333333333334,12.333333333333334,7.0,2.0,1.0,2.0,,,1.0,,3.0,4.0,1.0,2.0,8.0,1.0,1.0,,2.0,4.0,4.0,1.0,2.0,1.0,6.0,4.0,2.0,0.75,1.0,0.6,1.0,0.6666666666666666,1.0,0.2,16.0,15.714285714285714,0.4,0.5,0.5,0.2,,,,0.6,0.48387,0.3153,0.5,24.6,0.2857142857142857,3.0,,,1.0,1.0,,1.0,3.0,,,,0.5,3.0,1.0,2.0,3.0,,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,0.3333333333333333,0.5,1.0,1.0,,,0.2,1.0,1.0,,0.2,1.0,1.0,1.0,5.4,1.0,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,0.5,1.0,,,,1.0,,,,,1.0,1.0,,,0.5273,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
147-1541-1713-2050-2547,1610612761,"Jalen Rose, Alvin Williams, Vince Carter, Morris Peterson, Chris Bosh","Rose, Williams, Carter, Peterson, Bosh",147-1541-1713-2050-2547,TOR,296.0,3,-1.0,9.0,20.0,10.0,,,,,97.29729729729729,18.555555555555557,15.777777777777779,11.0,11.0,,5.0,,5.0,1.0,1.0,1.0,8.0,1.0,7.0,9.0,1.0,8.0,1.0,7.0,9.0,,1.0,10.0,4.0,5.0,9.0,11.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.32142857142857145,0.32142857142857145,0.1111111111111111,11.727272727272727,11.363636363636363,0.5555555555555556,,,0.1111111111111111,0.5555555555555556,,0.1111111111111111,0.6666666666666666,0.5241944444444444,0.5241944444444444,1.0,23.9,1.0,4.0,,,,,,,2.0,,,1.0,,5.0,,3.0,6.0,1.0,1.0,,0.1,0.1111111111111111,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,,1.0,1.0,,0.6,,,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,1.0,4.55,3.0,,,,,,1.0,,4.0,,1.0,1.0,2.0,3.0,3.0,,,,,,,,0.6666666666666666,0.125,0.2,,,0.3333333333333333,1.0,1.0,0.42857142857142855,0.25,0.5,,1.0,,,1.0,1.0,,,,,,0.3659,0.4444444444444444,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2004,2003-04,True
