EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PlusMinus,ShortMidRangeFGM,LongMidRangeFGA,FG2M,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,BadPassSteals,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,SecondChanceTurnovers,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,Travels,AtRimPctBlocked,OffThreePtRebounds,Technical Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyFg3Pct,OffFTReboundPct,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,OffensiveGoaltends,SelfOReb,BlockedShortMidRange,SelfORebPct,Corner3Assists,Corner3PctAssisted,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,Loose Ball Fouls,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1720-1763-1863-1889-2403,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Andre Miller, Nene","Doleac, Bowen, Boykins, Miller, Nene",1720-1763-1863-1889-2403,DEN,37.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,77.83783783783784,21.0,16.0,21.0,16.0,1.0,0.3448,0.3448,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-1889-948,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Andre Miller, Marcus Camby","Doleac, Bowen, Boykins, Miller, Camby",1720-1763-1863-1889-948,DEN,138.0,1,2.0,5.0,4.0,5.0,4.0,9.0,1.0,3.0,3.0,5.0,93.91304347826087,17.0,13.25,17.0,11.5,0.3333333333333333,0.4226666666666667,0.4226666666666667,3.4333333333333336,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,0.4,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5154,0.4,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-1922-702,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Francisco Elson, Voshon Lenard","Doleac, Bowen, Boykins, Elson, Lenard",1720-1763-1863-1922-702,DEN,104.0,1,2.0,3.0,2.0,,,5.0,1.0,3.0,,,69.23076923076923,20.666666666666668,21.0,17.0,21.0,0.3333333333333333,0.3842666666666667,,15.233333333333334,,1.0,,,,2.0,4.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,,2.0,1.0,4.0,,0.5,,,0.5,,0.5,,,,,,,,0.3866,0.25,0.25,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2206-2401,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Rodney White, Nikoloz Tskitishvili","Doleac, Bowen, Boykins, White, Tskitishvili",1720-1763-1863-2206-2401,DEN,1188.0,2,20.0,37.0,38.0,35.0,23.0,75.0,6.0,22.0,21.0,35.0,90.9090909090909,12.35135135135135,19.236842105263158,12.324324324324325,17.0,0.24,0.543022,0.5501229166666667,5.709090909090909,0.9459459459459459,2.0,13.0,2.0,13.0,15.0,43.0,36.0,2.0,13.0,39.0,2.0,14.0,18.0,2.0,20.0,3.0,5.0,5.0,14.0,3.0,21.0,6.0,39.0,39.0,0.6142857142857143,0.5909090909090909,0.6363636363636364,0.25,0.6153846153846154,0.18181818181818182,0.25,0.8333333333333334,0.6153846153846154,0.52,1.0,0.5416666666666666,0.64,0.51505,0.2,0.2222222222222222,0.9069767441860465,7.0,2.0,3.0,14.0,14.0,7.0,7.0,,14.0,0.5,0.5833333333333334,0.6363636363636364,0.56,,0.3333333333333333,0.3333333333333333,,0.12,9.0,2.0,9.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,13.0,3.0,14.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.6190476190476191,1.0,0.5416666666666666,1.0,0.12,0.4,0.6666666666666666,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.6923076923076923,0.6923076923076923,0.6666666666666666,1.0,1.0,0.3333333333333333,0.08,0.04,1.0,0.6923076923076923,0.08333333333333333,0.041666666666666664,0.09302325581395349,23.400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2206-2403,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Rodney White, Nene","Doleac, Bowen, Boykins, White, Nene",1720-1763-1863-2206-2403,DEN,71.0,1,1.0,2.0,2.0,,,4.0,,,,,81.12676056338029,13.5,22.0,13.5,22.0,,0.57765,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,1.0,2.0,,0.5,,,,,,,,,,,,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,24.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2365-468,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Chris Andersen, Jon Barry","Doleac, Bowen, Boykins, Andersen, Barry",1720-1763-1863-2365-468,DEN,225.0,1,4.0,7.0,6.0,,,13.0,3.0,6.0,,,83.2,15.857142857142858,19.0,12.428571428571429,18.0,0.42857142857142855,0.43238571428571426,,13.700000000000001,,2.0,,,,2.0,13.0,4.0,1.0,,,2.0,3.0,3.0,2.0,5.0,1.0,1.0,,1.0,,2.0,1.0,11.0,,0.8125,,0.6,1.0,0.6,1.0,,,0.6666666666666666,,,,0.14285714285714285,0.4104,0.125,0.14285714285714285,,9.0,2.0,3.0,4.0,2.0,1.0,1.0,,2.0,0.25,0.25,0.6666666666666666,0.7857142857142857,1.0,0.6666666666666666,1.0,,0.42857142857142855,,,,2.0,,,1.0,,1.0,1.0,2.0,,,6.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,0.14285714285714285,,,,1.0,0.5,,,1.0,,,,0.6666666666666666,0.6666666666666666,0.5,,0.14285714285714285,,,,,0.15384615384615385,24.9,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2401-468,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Nikoloz Tskitishvili, Jon Barry","Doleac, Bowen, Boykins, Tskitishvili, Barry",1720-1763-1863-2401-468,DEN,154.0,1,3.0,5.0,4.0,,,9.0,3.0,5.0,,,84.15584415584415,15.0,19.75,14.8,16.75,0.5,0.45415,,9.959999999999999,,1.0,1.0,1.0,,,9.0,1.0,1.0,,,1.0,2.0,3.0,1.0,4.0,,,,1.0,,,,7.0,,0.75,,1.0,0.5,1.0,0.5,,,1.0,0.16666666666666666,1.0,,0.3333333333333333,0.695,,,,8.0,1.0,1.0,3.0,6.0,3.0,4.0,1.0,9.0,1.0,1.0,0.6,0.75,,0.3333333333333333,0.5,1.0,0.16666666666666666,1.0,1.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,0.16666666666666666,,,1.0,0.5,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.16666666666666666,1.0,,,,0.2222222222222222,24.9,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2403-468,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Nene, Jon Barry","Doleac, Bowen, Boykins, Nene, Barry",1720-1763-1863-2403-468,DEN,171.0,1,3.0,6.0,6.0,,,12.0,2.0,6.0,,,101.05263157894737,16.0,12.5,16.0,12.5,0.3333333333333333,0.3811,,14.6,,,,,,,8.0,4.0,,,,,3.0,3.0,,3.0,,,,,,,,8.0,,0.6666666666666666,,1.0,,1.0,,,,1.0,,,,,,,,,4.0,1.0,4.0,4.0,4.0,2.0,2.0,,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,,0.5,0.5,,0.6666666666666666,,,,3.0,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2403-702,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Nene, Voshon Lenard","Doleac, Bowen, Boykins, Nene, Lenard",1720-1763-1863-2403-702,DEN,330.0,2,6.0,7.0,6.0,,,13.0,2.0,6.0,,,56.72727272727273,22.285714285714285,29.0,22.285714285714285,20.333333333333332,0.3333333333333333,0.4268,,8.283333333333333,,,2.0,,,,6.0,4.0,,,,1.0,3.0,4.0,1.0,5.0,1.0,2.0,,1.0,,,,6.0,,0.5,,0.5,0.3333333333333333,0.5,0.3333333333333333,,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,0.6666666666666666,0.6666666666666666,0.5,0.5,,0.5,0.5,1.0,0.3333333333333333,1.0,,,1.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,0.5,1.0,1.0,0.5,,,0.5,0.5,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
1720-1763-1863-2546-948,1610612743,"Michael Doleac, Ryan Bowen, Earl Boykins, Carmelo Anthony, Marcus Camby","Doleac, Bowen, Boykins, Anthony, Camby",1720-1763-1863-2546-948,DEN,173.0,2,3.0,8.0,6.0,8.0,3.0,14.0,3.0,7.0,7.0,8.0,116.53179190751445,12.875,11.666666666666666,12.25,11.666666666666666,0.375,0.4592625,0.4592625,6.8428571428571425,1.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,0.16666666666666666,0.16666666666666666,1.0,0.4,1.0,0.3333333333333333,0.5,1.0,,0.375,1.0,0.375,0.5,0.2562,0.1111111111111111,0.125,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.125,,0.3333333333333333,0.3333333333333333,1.0,0.125,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,0.14285714285714285,,0.125,0.25,0.125,,1.0,,0.5,,,,,,,,,,,,0.125,,,,0.125,0.3333333333333333,24.5,,,,,,2.0,,,,0.2857142857142857,,,,,,,,,,,,,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2004,2003-04,True
