EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsPutbacks,Corner3Assists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,LongMidRangeAssists,SelfOReb,PenaltyTurnovers,SelfORebPct,LongMidRangePctAssisted,SecondChanceFtPoints,FTOffRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,DefensiveGoaltends,PtsUnassisted3s,3SecondViolations,BlockedLongMidRange,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,Fg3aBlocked,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
124-1517-1710-1802-2222,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Gerald Wallace","Divac, Jackson, Bibby, Miller, Wallace",124-1517-1710-1802-2222,SAC,497.0,2,8.0,-10.0,16.0,17.0,2.0,6.0,4.0,33.0,3.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,19.0,29.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,10.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2.0,19.0,2.0,2.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.25,0.25,0.5,0.5,0.4722222222222222,0.3333333333333333,0.475,0.3333333333333333,0.2222222222222222,0.07142857142857142,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.5555555555555556,0.3333333333333333,1.0,1.0,1.0,0.5,95.61368209255534,15.3125,14.823529411764707,13.5,14.176470588235293,0.3333333333333333,0.5,0.6,0.3333333333333333,0.2222222222222222,0.5,0.5,0.5,0.2222222222222222,0.5,0.5,0.2222222222222222,0.25,0.25,1.0,0.2,0.2,0.3333333333333333,1.0,0.3333333333333333,0.5555555555555556,0.25,0.5054888888888889,0.554875,0.4908333333333333,0.1,0.125,0.10526315789473684,7.721428571428571,25.05,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-1802-324,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Anthony Peeler","Divac, Jackson, Bibby, Miller, Peeler",124-1517-1710-1802-324,SAC,893.0,4,15.0,-1.0,28.0,29.0,14.0,6.0,5.0,57.0,3.0,4.0,1.0,3.0,3.0,,5.0,2.0,5.0,4.0,10.0,,6.0,5.0,14.0,5.0,13.0,8.0,33.0,34.0,3.0,1.0,4.0,5.0,8.0,23.0,4.0,6.0,15.0,10.0,4.0,1.0,2.0,5.0,7.0,4.0,2.0,,19.0,2.0,4.0,6.0,9.0,6.0,15.0,3.0,1.0,1.0,2.0,5.0,10.0,,,8.0,1.0,31.0,23.0,14.0,,0.4,0.5,1.0,0.38461538461538464,0.38461538461538464,0.35714285714285715,0.8,0.46296296296296297,0.6538461538461539,0.532258064516129,0.71875,0.48148148148148145,0.07142857142857142,0.25,0.75,0.4444444444444444,0.25,0.8,0.35294117647058826,,0.6666666666666666,0.3333333333333333,1.0,1.0,91.91489361702128,16.178571428571427,15.172413793103448,15.107142857142858,14.827586206896552,0.14814814814814814,0.75,1.0,0.6666666666666666,0.18518518518518517,,,,0.18518518518518517,0.4,0.4,0.37037037037037035,0.4,0.4,1.0,0.25,,0.23076923076923078,1.0,0.46153846153846156,0.6296296296296297,0.4,0.4797240740740741,0.578775,0.5149269230769231,0.03571428571428571,0.06666666666666667,0.696969696969697,9.985714285714286,24.569230769230767,0.5,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,0.375,0.3333333333333333,0.25,0.25,0.5,1.0,1.0,0.4,0.3333333333333333,1.0,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.15384615384615385,0.5,0.3333333333333333,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-1802-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Doug Christie","Divac, Jackson, Bibby, Miller, Christie",124-1517-1710-1802-57,SAC,200.0,2,3.0,-3.0,6.0,5.0,3.0,,1.0,11.0,,1.0,,,,,,1.0,2.0,,,,,1.0,3.0,1.0,1.0,2.0,7.0,10.0,,,,1.0,1.0,3.0,2.0,,3.0,,,,1.0,1.0,2.0,,,,5.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,1.0,3.0,,1.0,2.0,,7.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.625,0.75,0.7,0.75,0.25,,,0.3333333333333333,0.5,,0.25,0.5,,1.0,,0.5,,79.2,18.5,17.8,17.5,15.2,0.25,,,,,,,,0.5,0.5,0.5,,,,,,,,,,0.5,,0.4902125,,0.516775,,,0.42857142857142855,12.833333333333334,23.2,0.5,,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,0.5,,,,,,,0.3333333333333333,0.25,1.0,1.0,1.0,,,0.5,1.0,,,1.0,1.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-1802-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Brad Miller, Peja Stojakovic","Divac, Jackson, Bibby, Miller, Stojakovic",124-1517-1710-1802-978,SAC,6317.0,20,105.0,-65.0,198.0,203.0,94.0,87.0,27.0,401.0,28.0,43.0,12.0,13.0,20.0,12.0,33.0,23.0,74.0,5.0,15.0,2.0,7.0,63.0,150.0,8.0,23.0,38.0,188.0,253.0,23.0,2.0,26.0,63.0,9.0,78.0,70.0,56.0,24.0,15.0,5.0,7.0,35.0,8.0,43.0,5.0,14.0,6.0,94.0,5.0,24.0,47.0,68.0,30.0,98.0,12.0,9.0,11.0,31.0,24.0,64.0,6.0,3.0,52.0,21.0,168.0,78.0,94.0,16.0,0.5555555555555556,0.6140350877192983,1.0,0.34782608695652173,0.34782608695652173,0.42,0.4126984126984127,0.43352601156069365,0.3819444444444444,0.47692307692307695,0.4476744186046512,0.1329479768786127,0.04666666666666667,0.13953488372093023,0.6619718309859155,0.27906976744186046,0.3333333333333333,0.6808510638297872,0.2871287128712871,0.3333333333333333,0.28,0.1,0.5333333333333333,0.775,91.41047965806554,16.545454545454547,14.980295566502463,15.621212121212121,14.088669950738916,0.24855491329479767,0.6511627906976745,0.7567567567567568,0.5,0.1907514450867052,0.36363636363636365,0.375,0.5,0.4277456647398844,0.3108108108108108,0.3108108108108108,0.08670520231213873,0.3333333333333333,0.3333333333333333,1.0,0.48,0.08,0.2777777777777778,0.65,0.09722222222222222,0.3815028901734104,0.3333333333333333,0.45309248554913295,0.4629340909090909,0.4553159722222222,0.11170212765957446,0.12727272727272726,0.4148936170212766,10.863999999999999,24.247826086956525,0.47474747474747475,6.0,3.0,8.0,,,2.0,1.0,9.0,20.0,1.0,23.0,12.0,3.0,17.0,4.0,3.0,20.0,1.0,13.0,3.0,7.0,6.0,5.0,1.0,7.0,5.0,0.1111111111111111,0.391304347826087,0.36,0.38461538461538464,0.6451612903225806,0.8,0.7391304347826086,0.23809523809523808,0.5,0.7692307692307693,0.7,0.7142857142857143,0.046242774566473986,0.375,0.375,1.0,0.5,,0.027777777777777776,,0.14285714285714285,0.10638297872340426,15.0,2.0,19.0,0.02127659574468085,0.6521739130434783,2.0,1.0,7.0,1.0,3.0,6.0,2.0,1.0,1.0,0.030303030303030304,0.1111111111111111,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2074-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Jabari Smith, Peja Stojakovic","Divac, Jackson, Bibby, Smith, Stojakovic",124-1517-1710-2074-978,SAC,68.0,1,1.0,,2.0,3.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,2.0,,2.0,2.0,2.0,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,105.88235294117648,10.0,16.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.52665,,0.52665,,,1.0,,24.1,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2222-2443,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Gerald Wallace, Darius Songaila","Divac, Jackson, Bibby, Wallace, Songaila",124-1517-1710-2222-2443,SAC,326.0,2,5.0,-4.0,9.0,9.0,,5.0,2.0,18.0,1.0,2.0,1.0,,,,1.0,,3.0,,,,,1.0,6.0,1.0,1.0,2.0,7.0,11.0,1.0,1.0,,,,,,2.0,3.0,,,1.0,,1.0,1.0,,,,3.0,,2.0,1.0,4.0,2.0,6.0,,,2.0,3.0,1.0,4.0,,1.0,2.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,0.16666666666666666,,0.35714285714285715,,0.4375,,0.14285714285714285,0.16666666666666666,0.5,0.25,0.4,,0.5,0.4,1.0,0.3333333333333333,,,0.3333333333333333,79.50920245398773,18.0,18.22222222222222,15.666666666666666,15.777777777777779,0.2857142857142857,0.5,1.0,,0.14285714285714285,,,,0.42857142857142855,,,,,,,0.5,,,,,0.42857142857142855,,0.45814285714285713,0.5244,,0.125,0.14285714285714285,,10.683333333333332,23.4,,1.0,1.0,1.0,1.0,,,,1.0,5.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.25,1.25,0.3333333333333333,1.0,1.0,,,1.0,,,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,,,,0.7142857142857143,,1.0,,0.25,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2222-763,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Gerald Wallace, Tony Massenburg","Divac, Jackson, Bibby, Wallace, Massenburg",124-1517-1710-2222-763,SAC,134.0,1,2.0,7.0,5.0,4.0,4.0,4.0,,9.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,2.0,1.0,1.0,4.0,9.0,2.0,,,1.0,2.0,1.0,7.0,2.0,,3.0,,,,1.0,1.0,2.0,,1.0,,5.0,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,4.0,2.0,9.0,7.0,4.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.9,0.875,0.3333333333333333,,,1.0,,,0.6666666666666666,,,,,,1.0,96.71641791044776,10.2,20.75,10.2,18.75,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,,0.54445,,0.54445,0.4,0.5,0.7777777777777778,8.7,24.0,0.8,,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,0.5,,,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2443-324,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Anthony Peeler","Divac, Jackson, Bibby, Songaila, Peeler",124-1517-1710-2443-324,SAC,30.0,1,,-1.0,1.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,144.0,10.0,10.0,10.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2443-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Doug Christie","Divac, Jackson, Bibby, Songaila, Christie",124-1517-1710-2443-57,SAC,713.0,4,12.0,-7.0,24.0,25.0,10.0,10.0,4.0,49.0,6.0,6.0,1.0,3.0,3.0,5.0,8.0,2.0,3.0,,5.0,,3.0,13.0,17.0,1.0,7.0,,29.0,36.0,2.0,,7.0,7.0,4.0,14.0,12.0,14.0,3.0,5.0,,,6.0,1.0,7.0,,5.0,1.0,15.0,3.0,,7.0,10.0,4.0,14.0,3.0,2.0,4.0,6.0,2.0,6.0,,2.0,3.0,2.0,25.0,14.0,10.0,2.0,0.46153846153846156,0.46153846153846156,1.0,0.14285714285714285,0.14285714285714285,0.7647058823529411,1.0,0.6041666666666666,0.6363636363636364,0.58,0.5833333333333334,0.2916666666666667,,,0.6363636363636364,,0.75,0.6923076923076923,0.375,,,0.6666666666666666,,0.6666666666666666,98.96213183730715,16.041666666666668,13.12,15.25,12.0,0.25,1.0,1.0,0.8333333333333334,0.3333333333333333,0.625,0.625,0.2,0.125,0.6666666666666666,0.6666666666666666,0.20833333333333334,,,,0.5,,0.2727272727272727,1.0,0.2727272727272727,0.5416666666666666,,0.4498772727272727,,0.45571,0.08,0.1111111111111111,0.4827586206896552,6.7176470588235295,28.12857142857143,0.4166666666666667,1.0,1.0,2.0,,,1.0,,2.0,4.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,,2.0,1.0,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,0.75,1.0,1.0,0.5,0.08333333333333333,0.5,0.5,1.0,1.0,,0.09090909090909091,,,0.13793103448275862,,1.0,3.0,0.125,,,1.0,2.0,,,1.0,,,,,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
124-1517-1710-2443-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Darius Songaila, Peja Stojakovic","Divac, Jackson, Bibby, Songaila, Stojakovic",124-1517-1710-2443-978,SAC,372.0,4,6.0,3.0,12.0,11.0,10.0,,4.0,23.0,2.0,7.0,6.0,2.0,7.0,3.0,3.0,,2.0,,,,,5.0,12.0,,,5.0,15.0,12.0,6.0,,3.0,10.0,,11.0,6.0,4.0,,,,1.0,3.0,,3.0,,2.0,1.0,6.0,,4.0,3.0,4.0,6.0,10.0,,,,2.0,,2.0,,,9.0,2.0,11.0,11.0,10.0,,0.6,0.6,,,,0.4166666666666667,0.3,0.4166666666666667,0.3,0.46875,0.4230769230769231,,0.08333333333333333,0.14285714285714285,1.0,0.5714285714285714,,1.0,0.5714285714285714,0.6,0.5,,,1.0,89.03225806451613,16.083333333333332,16.272727272727273,14.416666666666666,16.272727272727273,0.5833333333333334,0.2857142857142857,0.3333333333333333,1.0,0.25,1.0,1.0,0.3333333333333333,0.16666666666666666,,,,,,,1.0,,0.7,0.2857142857142857,,0.5833333333333334,,0.46446666666666664,0.5223333333333333,0.4857,0.2,0.14285714285714285,0.7333333333333333,5.05,,0.8333333333333334,1.0,,,,,,,1.0,4.0,,5.0,,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,0.16666666666666666,0.16666666666666666,0.2857142857142857,1.0,,1.0,,1.0,,1.0,1.0,,,,,0.16666666666666666,,,,,0.26666666666666666,,1.0,2.0,0.16666666666666666,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612758,2004,2003-04,True
