EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,AtRimFGA,PenaltyAtRimFGA,PenaltyFG2A,OffTwoPtRebounds,OffRebounds,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,Fg2aBlocked,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,ShortMidRangeFrequency,LostBallTurnovers,DefShortMidRangeReboundPct,PenaltyOffPoss,ShootingFouls,PenaltyOffPossExcludingTakeFouls,ShortMidRangePctBlocked,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,ShortMidRangeAssists,FTDefRebounds,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceFtPoints,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,DefThreePtRebounds,SelfOReb,Offensive Fouls,BlockedShortMidRange,OffFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,Defensive 3 Seconds Violations,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,HeaveAttempts,OffArc3ReboundPct,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassSteals,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,DefensiveGoaltends,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1502-1601-2073-2202-2211,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Jason Richardson, Troy Murphy","Foyle, LaRue, Cardinal, Richardson, Murphy",1502-1601-2073-2202-2211,GSW,77.0,1,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,93.5064935064935,13.333333333333334,18.5,13.333333333333334,18.5,1.0,1.0,1.0,1.0,0.4397,0.5,0.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-1601-2073-2202-2554,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Jason Richardson, Mickael Pietrus","Foyle, LaRue, Cardinal, Richardson, Pietrus",1502-1601-2073-2202-2554,GSW,35.0,1,1.0,-5.0,,2.0,2.0,,,,1.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,82.28571428571428,,7.0,,7.0,,,,,0.4209,,,3.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-1601-2073-2202-384,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Jason Richardson, Calbert Cheaney","Foyle, LaRue, Cardinal, Richardson, Cheaney",1502-1601-2073-2202-384,GSW,133.0,1,2.0,2.0,4.0,3.0,7.0,,1.0,2.0,3.0,,4.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,,,2.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,,75.78947368421052,19.0,19.0,19.0,19.0,0.3333333333333333,,,,0.48543333333333333,,,5.266666666666667,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,0.6666666666666666,,0.6666666666666666,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5269,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-1601-2073-2399-361,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Mike Dunleavy, Clifford Robinson","Foyle, LaRue, Cardinal, Dunleavy, Robinson",1502-1601-2073-2399-361,GSW,101.0,1,2.0,-5.0,3.0,3.0,6.0,,,,2.0,,,5.0,,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,85.54455445544555,18.333333333333332,15.333333333333334,16.333333333333332,15.333333333333334,,,,,0.48395,,,6.55,,1.0,,,1.0,1.0,,,,0.5,0.5,,0.5,,0.5,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-1601-2073-2399-384,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Mike Dunleavy, Calbert Cheaney","Foyle, LaRue, Cardinal, Dunleavy, Cheaney",1502-1601-2073-2399-384,GSW,91.0,1,2.0,-3.0,3.0,3.0,6.0,,1.0,,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,0.25,1.0,0.5,,94.94505494505495,17.0,13.333333333333334,17.0,11.333333333333334,1.0,,,,0.3876,0.5,0.5,19.1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-1601-2073-361-384,1610612744,"Adonal Foyle, Rusty LaRue, Brian Cardinal, Clifford Robinson, Calbert Cheaney","Foyle, LaRue, Cardinal, Robinson, Cheaney",1502-1601-2073-361-384,GSW,64.0,2,1.0,-7.0,1.0,3.0,4.0,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,90.0,19.0,15.0,19.0,15.0,,,,,0.4037,,,7.3,,,,1.0,,,1.0,,,,,,,,,0.4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-2049-2073-2202-2211,1610612744,"Adonal Foyle, Speedy Claxton, Brian Cardinal, Jason Richardson, Troy Murphy","Foyle, Claxton, Cardinal, Richardson, Murphy",1502-2049-2073-2202-2211,GSW,307.0,1,5.0,6.0,11.0,12.0,23.0,1.0,2.0,4.0,8.0,5.0,13.0,7.0,6.0,3.0,3.0,,6.0,5.0,6.0,7.0,,1.0,7.0,3.0,13.0,0.75,0.75,0.5,0.4444444444444444,0.5416666666666666,0.7142857142857143,0.7142857142857143,0.8,107.8827361563518,15.636363636363637,11.25,14.363636363636363,10.916666666666666,0.2222222222222222,0.5,0.5,,0.45519444444444446,0.2727272727272727,0.3,7.6625,2.0,3.0,3.0,8.0,1.0,1.0,3.0,1.0,1.0,0.25,0.2,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.45519444444444446,1.0,2.0,,,,1.0,,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.5,0.6666666666666666,1.0,1.0,,,0.3721,,3.0,2.0,,0.25,0.3333333333333333,,0.3333333333333333,,,11.0,1.0,11.0,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,0.5,0.4444444444444444,0.5416666666666666,0.1111111111111111,1.0,0.3333333333333333,0.5,1.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-2049-2073-2202-2399,1610612744,"Adonal Foyle, Speedy Claxton, Brian Cardinal, Jason Richardson, Mike Dunleavy","Foyle, Claxton, Cardinal, Richardson, Dunleavy",1502-2049-2073-2202-2399,GSW,72.0,1,1.0,5.0,3.0,2.0,5.0,,1.0,,2.0,2.0,5.0,,,,1.0,,3.0,1.0,1.0,2.0,,,2.0,,5.0,,,,0.5,0.625,1.0,1.0,,100.0,10.333333333333334,20.5,10.333333333333334,20.5,0.3333333333333333,,,,0.4303166666666667,,,10.7,2.0,1.0,1.0,2.0,1.0,1.0,,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4303166666666667,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,0.3941,,,,,,,,,,,3.0,,3.0,,1.0,,,,,1.0,,1.0,2.0,5.0,,,,,,1.0,5.0,,0.5,0.625,0.3333333333333333,,,,,,,,1.0,23.3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-2049-2073-2202-361,1610612744,"Adonal Foyle, Speedy Claxton, Brian Cardinal, Jason Richardson, Clifford Robinson","Foyle, Claxton, Cardinal, Richardson, Robinson",1502-2049-2073-2202-361,GSW,661.0,3,11.0,,19.0,20.0,39.0,1.0,5.0,6.0,17.0,3.0,18.0,18.0,12.0,6.0,7.0,1.0,15.0,9.0,10.0,15.0,2.0,4.0,5.0,3.0,16.0,1.0,1.0,0.35294117647058826,0.39473684210526316,0.42857142857142855,0.8181818181818182,0.8333333333333334,0.6666666666666666,84.96217851739787,18.42105263157895,15.55,17.05263157894737,15.45,0.2631578947368421,0.2,0.2,1.0,0.4499052631578947,0.14285714285714285,0.15789473684210525,7.68235294117647,2.0,6.0,,,4.0,5.0,5.0,1.0,,0.4,0.36363636363636365,,0.3157894736842105,,0.42105263157894735,,4.0,4.0,,1.0,,3.0,2.0,,,4.0,,,2.0,,2.0,,,0.25,0.5,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.4686666666666666,0.1111111111111111,6.0,,2.0,,,0.75,0.3157894736842105,,1.0,2.0,3.0,2.0,,0.10526315789473684,,1.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,,,1.0,0.10526315789473684,,0.16666666666666666,0.16666666666666666,1.0,0.10526315789473684,,,0.1111111111111111,25.9,,,,,1.0,,3.0,1.0,,1.0,,1.0,1.0,1.0,0.5,,0.5,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
1502-2049-2073-2202-384,1610612744,"Adonal Foyle, Speedy Claxton, Brian Cardinal, Jason Richardson, Calbert Cheaney","Foyle, Claxton, Cardinal, Richardson, Cheaney",1502-2049-2073-2202-384,GSW,83.0,2,1.0,-2.0,3.0,4.0,7.0,,,1.0,2.0,1.0,3.0,5.0,,,,,,,1.0,3.0,,,2.0,,1.0,,,0.5,0.3333333333333333,0.375,,,,121.44578313253012,15.333333333333334,9.25,14.666666666666666,9.25,,,,,0.5915666666666667,,,,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5915666666666667,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,0.5,0.5,0.5,,,,0.5,0.5,,1.0,0.5,0.6008,0.6666666666666666,,,,,,,,,,3.0,1.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,,,1.0,,,1.0,3.0,0.5,0.3333333333333333,0.375,0.3333333333333333,1.0,,,,,0.5,,1.0,23.2,,1.0,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,,,,,,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2004,2003-04,False
