EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,ShootingFouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,DefCorner3ReboundPct,PenaltyArc3Frequency,Loose Ball Fouls,DefAtRimReboundPct,Fg2aBlocked,FG2APctBlocked,LongMidRangePctBlocked,AtRimFGM,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,AtRimAssists,LongMidRangeAssists,FTDefRebounds,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,Steals,BadPassSteals,SecondChanceTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,3SecondViolations,LostBallSteals,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,SelfOReb,AtRimPctBlocked,SelfORebPct,SecondChanceCorner3Frequency,PenaltyArc3FGM,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceFtPoints,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1709-1887-2058-208-2239,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Trenton Hassell","Olowokandi, Szczerbiak, Madsen, Cassell, Hassell",1709-1887-2058-208-2239,MIN,105.0,1,2.0,-5.0,4.0,5.0,4.0,5.0,9,1.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,123.42857142857143,11.75,11.6,11.75,7.6,0.5,1.0,1.0,1.0,0.5,0.43315,0.43315,1.0,11.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2058-208-697,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Fred Hoiberg","Olowokandi, Szczerbiak, Madsen, Cassell, Hoiberg",1709-1887-2058-208-697,MIN,528.0,4,9.0,-2.0,17.0,17.0,,,34,,2.0,3.0,2.0,9.0,9.0,11.0,,,,,,1.0,,3.0,5.0,8.0,11.0,3.0,,1.0,5.0,8.0,,5.0,9.0,,,,,0.2222222222222222,,0.2916666666666667,,0.34615384615384615,,0.375,1.0,1.0,1.0,92.72727272727272,16.764705882352942,14.294117647058824,14.882352941176471,14.294117647058824,0.16666666666666666,,,,0.25,0.472275,,,7.577777777777778,,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.375,0.25,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.5,1.0,0.75,0.5833333333333334,0.3333333333333333,0.515,0.07692307692307693,0.1,25.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2058-208-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell, Latrell Sprewell","Olowokandi, Szczerbiak, Madsen, Cassell, Sprewell",1709-1887-2058-208-84,MIN,168.0,1,3.0,-6.0,6.0,6.0,6.0,,12,,,2.0,,2.0,2.0,8.0,,2.0,2.0,,,,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,,2.0,2.0,6.0,,,,,,,0.2,0.2,1.0,,0.6666666666666666,,102.85714285714286,15.833333333333334,12.166666666666666,15.833333333333334,12.166666666666666,,,,,0.6666666666666666,0.4391,0.4391,1.0,17.25,1.0,,,,,,1.0,,1.0,2.0,,,,1.0,,,,,,2.0,,,,,,,4.0,1.0,,,,0.3333333333333333,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,0.25,0.3333333333333333,25.2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2058-239-697,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Darrick Martin, Fred Hoiberg","Olowokandi, Szczerbiak, Madsen, Martin, Hoiberg",1709-1887-2058-239-697,MIN,37.0,1,1.0,,2.0,1.0,,,3,,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,116.75675675675676,11.5,14.0,11.5,11.0,0.5,,,,0.5,0.39425,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2058-697-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Fred Hoiberg, Latrell Sprewell","Olowokandi, Szczerbiak, Madsen, Hoiberg, Sprewell",1709-1887-2058-697-84,MIN,44.0,1,1.0,2.0,2.0,1.0,2.0,,3,,,1.0,,1.0,2.0,,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,2.0,2.0,,,,,,,0.5,0.5,,1.0,1.0,,98.18181818181819,16.0,12.0,16.0,12.0,,,,,1.0,0.3308,0.3308,1.0,14.6,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-208-697-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Sam Cassell, Fred Hoiberg, Kevin Garnett","Olowokandi, Szczerbiak, Cassell, Hoiberg, Garnett",1709-1887-208-697-708,MIN,327.0,1,5.0,10.0,9.0,10.0,,6.0,19,,2.0,3.0,8.0,10.0,17.0,7.0,,,,10.0,5.0,5.0,,10.0,3.0,6.0,8.0,1.0,,1.0,,1.0,,6.0,15.0,,,0.625,0.7142857142857143,0.8,,0.8,,0.85,,1.0,0.75,0.8,1.0,83.6697247706422,17.555555555555557,16.9,17.333333333333332,16.5,0.2,,,,0.3,0.50509,,,7.459999999999999,,1.0,5.0,1.0,3.0,,,,,1.0,1.0,6.0,,,,,,,2.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,0.5,1.0,0.5,1.0,1.0,,,,,1.0,0.5,,0.5649,0.1,0.1,,,,,,1.0,,1.0,,,,1.0,,,,5.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.3333333333333333,1.0,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-208-708-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Sam Cassell, Kevin Garnett, Latrell Sprewell","Olowokandi, Szczerbiak, Cassell, Garnett, Sprewell",1709-1887-208-708-84,MIN,1100.0,5,18.0,-9.0,35.0,35.0,16.0,15.0,70,4.0,10.0,8.0,11.0,21.0,40.0,49.0,3.0,9.0,12.0,12.0,6.0,9.0,2.0,21.0,10.0,13.0,15.0,4.0,,2.0,1.0,5.0,3.0,12.0,38.0,12.0,16.0,0.5454545454545454,0.6,0.5238095238095238,0.3333333333333333,0.5666666666666667,0.25,0.59375,0.35714285714285715,0.8,0.8333333333333334,0.8125,0.8888888888888888,91.63636363636364,16.485714285714284,14.942857142857143,16.02857142857143,14.8,0.3333333333333333,0.4,0.4,0.5,0.26666666666666666,0.45949666666666666,0.4333666666666667,0.3,12.138095238095238,0.45714285714285713,2.0,3.0,1.0,4.0,2.0,7.0,4.0,9.0,6.0,1.0,10.0,9.0,7.0,2.0,,3.0,1.0,1.0,3.0,2.0,,2.0,,5.0,1.0,6.0,,0.75,0.4444444444444444,0.4444444444444444,0.3,,,0.1,0.75,0.13333333333333333,,0.16666666666666666,,1.0,0.6666666666666666,0.1,0.5,0.5,0.23333333333333334,0.2857142857142857,0.2857142857142857,0.5,1.0,0.4,0.2857142857142857,,,,24.91111111111111,3.0,3.0,6.0,2.0,2.0,,2.0,1.0,0.25,3.0,0.5,,,,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,,2.0,1.0,4.0,1.0,1.0,1.0,,0.5,1.0,1.0,0.3333333333333333,0.75,1.0,0.05,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.2,0.06666666666666667,1.0,1.0,1.0,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2239-239-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Darrick Martin, Kevin Garnett","Olowokandi, Szczerbiak, Hassell, Martin, Garnett",1709-1887-2239-239-708,MIN,86.0,1,1.0,-2.0,2.0,3.0,,,5,,1.0,,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,83.72093023255813,23.0,13.333333333333334,23.0,13.333333333333334,1.0,,,,,0.3678,,,11.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-2239-697-84,1610612750,"Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Fred Hoiberg, Latrell Sprewell","Olowokandi, Szczerbiak, Hassell, Hoiberg, Sprewell",1709-1887-2239-697-84,MIN,100.0,1,2.0,,3.0,4.0,3.0,,7,,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,,,,,,1.0,1.0,1.0,,,,,,,,4.0,4.0,3.0,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,100.8,14.0,14.5,14.0,14.5,0.5,,,,0.5,0.4028,0.4028,1.0,13.95,1.0,,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1709-1887-239-697-708,1610612750,"Michael Olowokandi, Wally Szczerbiak, Darrick Martin, Fred Hoiberg, Kevin Garnett","Olowokandi, Szczerbiak, Martin, Hoiberg, Garnett",1709-1887-239-697-708,MIN,420.0,5,7.0,5.0,13.0,11.0,1.0,2.0,24,3.0,5.0,2.0,6.0,10.0,15.0,10.0,,1.0,,8.0,4.0,4.0,3.0,8.0,2.0,5.0,7.0,1.0,,1.0,1.0,2.0,,3.0,13.0,,1.0,0.6666666666666666,0.8,0.6,,0.5769230769230769,,0.5769230769230769,,0.5,0.5,0.6,,82.28571428571429,17.76923076923077,17.181818181818183,17.692307692307693,16.272727272727273,0.38461538461538464,0.6,0.75,1.0,0.15384615384615385,0.41356538461538467,0.3341,,8.790000000000001,0.07692307692307693,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,4.0,,3.0,1.0,,,,2.0,1.0,2.0,,,,2.0,,,,,0.3333333333333333,0.3333333333333333,0.23076923076923078,,,0.5,1.0,0.3333333333333333,1.0,0.5,,1.0,1.0,0.23076923076923078,0.5,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,,1.0,0.46153846153846156,0.3333333333333333,0.5578,,,26.133333333333336,,,,,1.0,,1.0,,,,,1.0,0.1,,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.13333333333333333,,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
