EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,OffThreePtRebounds,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,Fg2aBlocked,BadPassSteals,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,HeaveAttempts,AtRimPctBlocked,SecondChanceCorner3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,FTOffRebounds,BadPassOutOfBoundsTurnovers,BlockedAtRim,OffFTReboundPct,PenaltyArc3Accuracy,DefCorner3ReboundPct,LostBallTurnovers,LongMidRangeAssists,LongMidRangePctAssisted,ShortMidRangeAssists,Technical Free Throw Trips,ShortMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceArc3Frequency,Travels,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,3SecondViolations,Loose Ball Fouls,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
1498-1738-1740-1744-2209,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Jerome James, Vladimir Radmanovic","Daniels, Sesay, Lewis, James, Radmanovic",1498-1738-1740-1744-2209,SEA,5.0,1,1.0,1.0,1.0,288.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1744-2436,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Jerome James, Flip Murray","Daniels, Sesay, Lewis, James, Murray",1498-1738-1740-1744-2436,SEA,694.0,3,23.0,20.0,44.0,91.29682997118155,16.91304347826087,16.52173913043478,12.0,7.0,21.0,17.0,2.0,6.0,8.0,2.0,2.0,6.0,7.0,1.0,3.0,5.0,2.0,1.0,9.0,14.0,2.0,7.0,25.0,18.0,2.0,2.0,4.0,8.0,12.0,1.0,6.0,22.0,4.0,14.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,7.0,2.0,9.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,6.0,1.0,9.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,21.0,22.0,17.0,3.0,0.2222222222222222,0.25,0.6428571428571429,1.0,0.6666666666666666,0.5625,1.0,0.6153846153846154,0.625,1.0,0.6875,0.125,0.6666666666666666,1.0,0.375,0.4,1.0,0.5,0.2857142857142857,0.5,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,14.523809523809524,13.571428571428571,0.5,0.75,0.75,0.3333333333333333,0.0625,0.3125,0.6,0.6,0.125,1.0,1.0,0.5384615384615384,0.8571428571428571,0.07692307692307693,0.625,0.5096,0.5516,0.5178961538461538,0.16666666666666666,0.1875,0.16,0.88,7.185714285714285,25.25,0.8095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1744-951,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Jerome James, Ray Allen","Daniels, Sesay, Lewis, James, Allen",1498-1738-1740-1744-951,SEA,349.0,3,10.0,7.0,21.0,86.64756446991404,15.4,15.4,6.0,6.0,11.0,7.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,,,3.0,1.0,1.0,3.0,6.0,3.0,6.0,15.0,9.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,11.0,2.0,4.0,,1.0,1.0,2.0,1.0,5.0,1.0,,5.0,1.0,6.0,3.0,9.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,6.0,,3.0,,,,,,,13.0,11.0,7.0,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.5833333333333334,0.625,1.0,0.6875,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,1.0,0.6,,,,1.0,,,17.727272727272727,17.181818181818183,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.1111111111111111,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,0.6666666666666666,0.5043888888888889,0.5616,0.5107666666666667,0.25,0.3333333333333333,0.13333333333333333,0.7333333333333333,10.133333333333333,23.766666666666666,0.6363636363636364,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,0.2222222222222222,0.5,0.5,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1916-2209,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Calvin Booth, Vladimir Radmanovic","Daniels, Sesay, Lewis, Booth, Radmanovic",1498-1738-1740-1916-2209,SEA,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1916-2436,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Calvin Booth, Flip Murray","Daniels, Sesay, Lewis, Booth, Murray",1498-1738-1740-1916-2436,SEA,192.0,3,5.0,2.0,9.0,67.5,16.8,16.8,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,,,2.0,5.0,,1.0,5.0,4.0,1.0,1.0,2.0,,,,,,,4.0,2.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,2.0,,1.0,,,,,,,3.0,,,,,,0.4,1.0,,0.4,1.0,,0.4166666666666667,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,1.0,,,,,27.0,27.0,0.2,1.0,1.0,,0.4,0.4,,,,1.0,1.0,,,,0.2,0.4389,0.6383,,0.16666666666666666,0.16666666666666666,0.4,,11.059999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1916-2557,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Calvin Booth, Luke Ridnour","Daniels, Sesay, Lewis, Booth, Ridnour",1498-1738-1740-1916-2557,SEA,58.0,1,2.0,2.0,5.0,124.13793103448276,12.5,12.5,1.0,5.0,3.0,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,7.0,2.0,,,,,,,,,2.0,,,1.0,1.0,2.0,1.0,5.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,7.0,,,,1.0,1.0,1.0,,,1.25,,,1.1666666666666667,,,0.5,,,,,,,,,,,,,,11.0,11.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,1.0,0.601875,,,0.3333333333333333,0.5,,,,26.4,,,,,,1.0,,3.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-1916-699,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Calvin Booth, Brent Barry","Daniels, Sesay, Lewis, Booth, Barry",1498-1738-1740-1916-699,SEA,10.0,1,1.0,1.0,2.0,288.0,4.0,4.0,,-2.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,1.0,,,,,,,,,,,0.5043,,0.5043,,,,,4.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-2209-2436,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Vladimir Radmanovic, Flip Murray","Daniels, Sesay, Lewis, Radmanovic, Murray",1498-1738-1740-2209-2436,SEA,81.0,2,3.0,3.0,6.0,106.66666666666666,16.666666666666668,9.0,1.0,-4.0,3.0,3.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,3.0,2.0,,,4.0,,1.0,,,3.0,2.0,,,,,,,,,,,1.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,0.4,,,1.0,0.3333333333333333,,1.0,0.5,,1.0,,,,,10.333333333333334,7.333333333333333,0.2,,,,0.2,0.2,,,0.2,,,0.2,,0.2,0.6,0.5011125,0.46485,0.5011125,,,,,10.299999999999999,35.9,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,0.2,,,,,0.2,,,1.0,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-2209-699,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Vladimir Radmanovic, Brent Barry","Daniels, Sesay, Lewis, Radmanovic, Barry",1498-1738-1740-2209-699,SEA,546.0,3,20.0,19.0,39.0,102.85714285714286,13.45,13.45,9.0,-2.0,19.0,19.0,5.0,,1.0,,,,1.0,5.0,1.0,2.0,2.0,2.0,3.0,8.0,6.0,12.0,21.0,23.0,1.0,4.0,4.0,3.0,8.0,6.0,12.0,21.0,,6.0,2.0,1.0,,1.0,,3.0,2.0,2.0,4.0,1.0,7.0,6.0,13.0,1.0,,1.0,1.0,3.0,4.0,4.0,3.0,6.0,1.0,14.0,,3.0,4.0,1.0,,,1.0,,17.0,21.0,19.0,2.0,,,0.375,0.25,0.375,0.32142857142857145,0.25,0.32142857142857145,0.5,0.4,0.5,0.42857142857142855,0.25,1.0,0.8,0.5,1.0,0.8571428571428571,0.625,,0.5,0.5,1.0,1.0,,14.578947368421053,13.578947368421053,0.07142857142857142,,,,0.35714285714285715,0.14285714285714285,0.5,0.5,0.14285714285714285,,,0.07142857142857142,,0.14285714285714285,0.5,0.4319653846153846,0.37075,0.4319653846153846,0.17647058823529413,0.2727272727272727,0.19047619047619047,1.0,9.6875,31.0,1.0,,4.0,,4.0,1.0,1.0,3.0,1.0,,3.0,,,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2,0.75,1.0,,0.75,1.0,,0.2857142857142857,,,,,0.2857142857142857,,2.0,,1.0,,,0.4,0.4,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
1498-1738-1740-2209-951,1610612760,"Antonio Daniels, Ansu Sesay, Rashard Lewis, Vladimir Radmanovic, Ray Allen","Daniels, Sesay, Lewis, Radmanovic, Allen",1498-1738-1740-2209-951,SEA,156.0,1,3.0,3.0,7.0,64.61538461538461,24.0,24.0,3.0,4.0,4.0,4.0,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,2.0,4.0,4.0,,,1.0,2.0,,2.0,2.0,4.0,4.0,,,,1.0,,,,,1.0,1.0,1.0,,2.0,3.0,5.0,,,,,,,,,1.0,,6.0,,,3.0,,,,,,2.0,4.0,4.0,,,,,,,,,,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,,,1.0,0.5,1.0,1.0,0.5,1.0,,,,1.0,,21.0,13.75,0.25,,,,0.25,,,,0.25,0.5,,0.25,,0.25,0.75,0.4567875,0.488925,0.4567875,,,0.5,1.0,3.3,24.5,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,0.5,,1.0,,1.0,,0.25,,,,,0.25,,,1.0,,0.5,1.0,,,,,,,,,,1.0,1.0,,,0.5,,2.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2004,2003-04,False
