EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,DefensiveGoaltends,3SecondViolations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Arc3FGA,FG3A,NonHeaveArc3FGA,FTDefRebounds,BadPassOutOfBoundsTurnovers,FG3APct,DefFTReboundPct,Arc3Frequency,Avg3ptShotDistance,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,LostBallTurnovers,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PtsAssisted3s,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,PenaltyTurnovers,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceTurnovers,BlockedLongMidRange,HeaveAttempts,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SelfOReb,SecondChanceFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,team_id,year,season,team_vs
1000-1501-1737-703-950,1610612752,"Shandon Anderson, Tim Thomas, Nazr Mohammed, Kurt Thomas, Stephon Marbury","Anderson, Thomas, Mohammed, Thomas, Marbury",1000-1501-1737-703-950,NYK,554.0,1,9.0,8.0,17.0,18.0,1.0,35.0,6.0,7.0,1.0,2.0,4.0,8.0,12.0,3.0,19.0,11.0,2.0,2.0,14.0,2.0,1.0,7.0,7.0,5.0,2.0,14.0,1.0,2.0,5.0,7.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,17.0,0.875,0.875,0.6666666666666666,0.6666666666666666,0.6785714285714286,1.0,0.08333333333333333,0.14285714285714285,0.25,0.5,0.25,0.6666666666666666,0.5384615384615384,0.25,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,90.97472924187727,12.235294117647058,19.22222222222222,11.823529411764707,16.5,0.5833333333333334,0.8571428571428571,1.0,0.8333333333333334,0.08333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5833333333333334,0.5817833333333333,0.21428571428571427,0.21428571428571427,0.10526315789473684,6.441666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-1737-2421-2552-950,1610612752,"Shandon Anderson, Nazr Mohammed, Frank Williams, Michael Sweetney, Stephon Marbury","Anderson, Mohammed, Williams, Sweetney, Marbury",1000-1737-2421-2552-950,NYK,62.0,1,1.0,-2.0,3.0,3.0,,6.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.3548387096774,13.0,7.666666666666667,13.0,7.666666666666667,,,,,,,,,,1.0,0.61485,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-1737-2421-358-950,1610612752,"Shandon Anderson, Nazr Mohammed, Frank Williams, Anfernee Hardaway, Stephon Marbury","Anderson, Mohammed, Williams, Hardaway, Marbury",1000-1737-2421-358-950,NYK,1.0,1,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-1737-2421-703-950,1610612752,"Shandon Anderson, Nazr Mohammed, Frank Williams, Kurt Thomas, Stephon Marbury","Anderson, Mohammed, Williams, Thomas, Marbury",1000-1737-2421-703-950,NYK,152.0,1,3.0,-5.0,5.0,6.0,,11.0,,,1.0,,,,1.0,3.0,3.0,8.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,3.0,,,,4.0,,1.0,1.0,1.0,,1.0,,,3.0,,,,,0.5,,,,0.6666666666666666,0.5,,,0.5,,,,1.0,,104.21052631578948,17.2,11.0,17.2,11.0,,,,,1.0,,,,,,0.4231,0.5,0.5,,13.4,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-1737-2552-358-950,1610612752,"Shandon Anderson, Nazr Mohammed, Michael Sweetney, Anfernee Hardaway, Stephon Marbury","Anderson, Mohammed, Sweetney, Hardaway, Marbury",1000-1737-2552-358-950,NYK,352.0,2,6.0,-1.0,9.0,10.0,,19.0,1.0,1.0,1.0,,,2.0,2.0,4.0,11.0,12.0,,,2.0,2.0,,1.0,2.0,,,5.0,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,2.0,7.0,,4.0,,1.0,,,,,,,11.0,0.5,0.5,1.0,0.875,0.9166666666666666,,,,1.0,0.5,,,0.5,,,,0.6666666666666666,,77.72727272727273,16.555555555555557,20.3,16.555555555555557,19.7,0.25,1.0,1.0,,0.25,,,,,0.75,0.4875,0.2,0.3333333333333333,,6.4,,2.0,,,,0.5,,,23.2,4.0,8.0,1.0,8.0,1.0,0.7272727272727273,,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.40365,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-1737-358-703-950,1610612752,"Shandon Anderson, Nazr Mohammed, Anfernee Hardaway, Kurt Thomas, Stephon Marbury","Anderson, Mohammed, Hardaway, Thomas, Marbury",1000-1737-358-703-950,NYK,2483.0,4,41.0,13.0,77.0,80.0,6.0,157.0,10.0,17.0,13.0,7.0,16.0,24.0,46.0,20.0,77.0,64.0,1.0,7.0,28.0,20.0,1.0,14.0,16.0,8.0,4.0,34.0,3.0,3.0,29.0,32.0,8.0,40.0,8.0,4.0,4.0,8.0,4.0,9.0,17.0,5.0,14.0,2.0,24.0,2.0,10.0,5.0,4.0,1.0,5.0,1.0,1.0,70.0,0.5833333333333334,0.6666666666666666,0.5217391304347826,0.4830508474576271,0.5579710144927537,0.5,0.021739130434782608,0.058823529411764705,0.47058823529411764,0.6444444444444445,0.13636363636363635,0.75,0.6530612244897959,0.25,0.16666666666666666,0.7142857142857143,0.8666666666666667,0.75,91.0511478050745,16.363636363636363,15.2875,15.909090909090908,14.475,0.288135593220339,0.5882352941176471,0.625,0.8,0.22033898305084745,0.2711864406779661,0.4375,0.4375,0.5714285714285714,0.5084745762711864,0.4882398305084746,0.16176470588235295,0.18518518518518517,0.09090909090909091,8.79782608695652,10.0,13.0,10.0,,,0.22033898305084745,,0.1694915254237288,24.26153846153846,3.0,5.0,1.0,5.0,0.5,0.06493506493506493,4.0,5.0,16.0,,,7.0,,3.0,3.0,1.0,3.0,6.0,2.0,,2.0,1.0,2.0,5.0,3.0,0.6666666666666666,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.375,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.05084745762711865,,,,,,0.38680000000000003,0.06493506493506493,2.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,6.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6,0.5,0.5,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.2,0.3,0.3,0.6666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.3,0.5106666666666667,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-2035-2421-2552-452,1610612752,"Shandon Anderson, DerMarr Johnson, Frank Williams, Michael Sweetney, Vin Baker","Anderson, Johnson, Williams, Sweetney, Baker",1000-2035-2421-2552-452,NYK,250.0,2,4.0,-3.0,8.0,8.0,,16.0,,,1.0,,2.0,1.0,3.0,2.0,4.0,7.0,,,2.0,,,1.0,1.0,,,2.0,,,3.0,4.0,,4.0,,,,2.0,1.0,2.0,4.0,2.0,2.0,,2.0,,,,,,,,,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,0.5,0.75,,,0.6,,,1.0,1.0,,92.16,18.0,13.25,18.0,11.75,,,,,0.3333333333333333,0.6666666666666666,,,,,0.3349,,,,17.0,,,,1.0,1.0,,1.0,,,2.0,4.0,1.0,4.0,0.5,1.0,1.0,8.0,8.0,,,1.0,,,,1.0,3.0,,,,1.0,4.0,,8.0,,,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,,,,,,,0.3349,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-2035-358-703-950,1610612752,"Shandon Anderson, DerMarr Johnson, Anfernee Hardaway, Kurt Thomas, Stephon Marbury","Anderson, Johnson, Hardaway, Thomas, Marbury",1000-2035-358-703-950,NYK,2.0,1,,2.0,1.0,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-2421-2552-358-452,1610612752,"Shandon Anderson, Frank Williams, Michael Sweetney, Anfernee Hardaway, Vin Baker","Anderson, Williams, Sweetney, Hardaway, Baker",1000-2421-2552-358-452,NYK,104.0,1,2.0,-1.0,3.0,3.0,,6.0,,,1.0,1.0,1.0,2.0,2.0,,4.0,5.0,,,2.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,4.0,0.5,0.5,1.0,1.0,1.0,,,,1.0,,,,,,,,,,83.07692307692308,15.333333333333334,19.333333333333332,15.333333333333334,19.333333333333332,,,,,0.5,0.5,1.0,1.0,1.0,,0.3818,,,,14.1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
1000-2421-2552-358-87,1610612752,"Shandon Anderson, Frank Williams, Michael Sweetney, Anfernee Hardaway, Dikembe Mutombo","Anderson, Williams, Sweetney, Hardaway, Mutombo",1000-2421-2552-358-87,NYK,303.0,1,5.0,5.0,8.0,9.0,2.0,17.0,2.0,3.0,2.0,,2.0,3.0,7.0,4.0,13.0,8.0,,4.0,4.0,2.0,1.0,2.0,3.0,1.0,,7.0,3.0,1.0,,2.0,3.0,5.0,1.0,1.0,,,,1.0,1.0,2.0,4.0,,4.0,,,,,,,,,9.0,0.6666666666666666,1.0,0.42857142857142855,0.5625,0.65,0.6666666666666666,0.14285714285714285,,,,0.75,1.0,1.0,0.75,1.0,,,1.0,80.79207920792079,16.25,19.22222222222222,15.375,19.22222222222222,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,,,,0.5,0.4887625,,,0.3076923076923077,8.7,1.0,1.0,1.0,1.0,,0.125,1.0,0.125,24.3,4.0,13.0,2.0,13.0,0.7222222222222222,1.0,,6.0,3.0,2.0,3.0,1.0,,,1.0,3.0,6.0,3.0,1.0,,1.0,,,6.0,,1.0,1.0,1.0,0.5,0.6428571428571429,,0.5,1.0,1.0,,,,,0.42857142857142855,0.6666666666666666,0.5062571428571429,0.75,1.0,2.0,1.0,,2.0,3.0,,,2.0,1.0,1.0,,1.0,,,,,,0.6666666666666666,0.6666666666666666,,1.0,,,,1.0,1.0,1.0,0.6666666666666666,0.5,,1.0,0.4503333333333333,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,1610612752,2004,2003-04,True
