EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,OffAtRimReboundPct,SecondChanceArc3Frequency,DefShortMidRangeReboundPct,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,LostBallSteals,DefFTReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceFtPoints,NonShootingPenaltyNonTakeFouls,Loose Ball Fouls,PtsUnassisted3s,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,Travels,BlockedLongMidRange,HeaveAttempts,3SecondViolations,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,BlockedCorner3,StepOutOfBoundsTurnovers,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1052-1723-1905-1952-2052,1610612762,"Ben Handlogten, Matt Harpring, Andrei Kirilenko, Raja Bell, DeShawn Stevenson","Handlogten, Harpring, Kirilenko, Bell, Stevenson",1052-1723-1905-1952-2052,UTA,231.0,1,4.0,5.0,7.0,8.0,7.0,6.0,15.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,14.0,9.0,3.0,3.0,1.0,3.0,5.0,14.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,14.0,14.0,7.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.75,0.875,0.875,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,93.5064935064935,14.857142857142858,15.875,14.857142857142858,15.75,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,0.3333333333333333,0.8333333333333334,0.6040583333333334,0.6040583333333334,0.16666666666666666,0.3333333333333333,1.0,3.1666666666666665,24.03333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1905-1952-2221,1610612762,"Ben Handlogten, Matt Harpring, Andrei Kirilenko, Raja Bell, Raul Lopez","Handlogten, Harpring, Kirilenko, Bell, Lopez",1052-1723-1905-1952-2221,UTA,891.0,2,15.0,-10.0,27.0,26.0,18.0,9.0,53.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,10.0,17.0,1.0,6.0,5.0,28.0,38.0,7.0,11.0,1.0,4.0,5.0,22.0,12.0,8.0,3.0,4.0,6.0,1.0,7.0,1.0,1.0,1.0,15.0,7.0,8.0,12.0,1.0,1.0,4.0,7.0,8.0,,,4.0,22.0,22.0,18.0,0.6,0.75,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5882352941176471,0.6363636363636364,0.5,0.5666666666666667,0.5185185185185185,0.5789473684210527,0.2608695652173913,0.7,0.7272727272727273,0.5714285714285714,1.0,85.65656565656566,15.296296296296296,18.384615384615383,14.703703703703704,17.807692307692307,0.21739130434782608,0.6,0.75,0.3333333333333333,0.21739130434782608,0.6,0.6,0.3333333333333333,0.08695652173913043,0.5,0.5,1.0,0.17391304347826086,0.2,1.0,0.06666666666666667,1.0,0.2,0.4782608695652174,0.4940847826086957,0.491,,,0.7857142857142857,9.952941176470588,23.816666666666666,0.6666666666666666,4.0,2.0,2.0,4.0,7.0,3.0,3.0,6.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.11764705882352941,0.2,0.14285714285714285,0.3333333333333333,0.42857142857142855,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.1,1.0,0.30434782608695654,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5852,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1905-2052-2221,1610612762,"Ben Handlogten, Matt Harpring, Andrei Kirilenko, DeShawn Stevenson, Raul Lopez","Handlogten, Harpring, Kirilenko, Stevenson, Lopez",1052-1723-1905-2052-2221,UTA,35.0,1,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,1.0,3.0,2.0,1.0,2.0,,,1.0,3.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,,,,,0.5,0.5,0.5,0.5,0.75,0.75,,,,,,164.57142857142856,8.5,9.0,8.5,9.0,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,,,,0.5,0.53575,0.53575,0.5,0.5,1.0,9.9,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1905-2052-2306,1610612762,"Ben Handlogten, Matt Harpring, Andrei Kirilenko, DeShawn Stevenson, Carlos Arroyo","Handlogten, Harpring, Kirilenko, Stevenson, Arroyo",1052-1723-1905-2052-2306,UTA,244.0,1,4.0,-4.0,7.0,6.0,,,13.0,1.0,3.0,,,,,,,,,1.0,,2.0,6.0,,1.0,1.0,5.0,9.0,,,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,2.0,1.0,2.0,4.0,,,,,2.0,,1.0,,5.0,,,0.5,0.5,,,,,0.3333333333333333,,0.2857142857142857,,0.3125,,0.14285714285714285,1.0,0.6666666666666666,,1.0,76.72131147540983,18.0,19.666666666666668,13.857142857142858,17.166666666666668,0.42857142857142855,0.3333333333333333,1.0,,,,,,,,,,0.14285714285714285,,,,,,0.5714285714285714,0.45220714285714286,,0.125,0.14285714285714285,,8.549999999999999,25.3,,1.0,,1.0,1.0,3.0,,1.0,,,2.0,1.0,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,0.3333333333333333,0.6666666666666666,,0.5,0.5,0.5,,0.5,,,,0.5,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.405075,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1905-2052-2590,1610612762,"Ben Handlogten, Matt Harpring, Andrei Kirilenko, DeShawn Stevenson, Mo Williams","Handlogten, Harpring, Kirilenko, Stevenson, Williams",1052-1723-1905-2052-2590,UTA,17.0,1,,-1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1952-2221-2260,1610612762,"Ben Handlogten, Matt Harpring, Raja Bell, Raul Lopez, Jarron Collins","Handlogten, Harpring, Bell, Lopez, Collins",1052-1723-1952-2221-2260,UTA,102.0,1,2.0,,3.0,4.0,2.0,,7.0,,,,,1.0,2.0,,,,,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,4.0,1.0,2.0,,1.0,,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,2.0,,,1.0,4.0,2.0,2.0,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,,,98.82352941176471,14.333333333333334,14.75,14.333333333333334,11.25,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,0.29888333333333333,0.29888333333333333,,,0.5,6.3,34.9,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1952-2221-2562,1610612762,"Ben Handlogten, Matt Harpring, Raja Bell, Raul Lopez, Sasha Pavlovic","Handlogten, Harpring, Bell, Lopez, Pavlovic",1052-1723-1952-2221-2562,UTA,360.0,1,6.0,6.0,10.0,10.0,1.0,,20.0,1.0,2.0,,,,1.0,,1.0,,,1.0,1.0,3.0,6.0,1.0,2.0,7.0,16.0,10.0,,,1.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,,1.0,,7.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,8.0,,4.0,,16.0,4.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.5,,0.5625,1.5,0.6666666666666666,1.0,0.25,0.4,0.42857142857142855,0.3333333333333333,0.5,80.0,17.5,18.5,16.3,14.9,0.25,0.5,0.5,1.0,0.125,,,,0.125,,,,0.125,,,,,1.0,0.5,0.49304375,0.57615,0.3333333333333333,0.4,0.25,9.666666666666666,24.4,0.1,1.0,,,2.0,3.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,0.3333333333333333,0.5,,0.25,,,,,,0.5,0.375,0.6666666666666666,0.6666666666666666,0.5,,,0.4119,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1952-2221-731,1610612762,"Ben Handlogten, Matt Harpring, Raja Bell, Raul Lopez, Greg Ostertag","Handlogten, Harpring, Bell, Lopez, Ostertag",1052-1723-1952-2221-731,UTA,403.0,3,7.0,-7.0,12.0,12.0,3.0,2.0,24.0,2.0,2.0,1.0,1.0,,,,1.0,,,3.0,,4.0,5.0,1.0,4.0,1.0,12.0,19.0,1.0,1.0,,,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,,1.0,,7.0,2.0,2.0,3.0,,,4.0,5.0,2.0,,1.0,,10.0,3.0,3.0,0.5,0.5,1.0,0.25,,0.25,0.8,1.0,0.6111111111111112,1.0,0.6,0.75,0.4444444444444444,0.5,0.5,0.3333333333333333,,85.75682382133995,15.083333333333334,18.5,13.666666666666666,18.083333333333332,0.2222222222222222,1.0,1.0,0.5,,,,,0.1111111111111111,,,,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,0.49467777777777777,0.5538,0.1,0.16666666666666666,0.25,11.879999999999999,24.3,0.25,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,3.0,,1.0,1.0,,,,,,1.0,0.5,0.5,,,,0.3333333333333333,1.0,,,0.25,,1.0,,,0.25,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.562725,0.16666666666666666,1.0,1.0,,0.5,1.0,1.0,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1952-2260-2306,1610612762,"Ben Handlogten, Matt Harpring, Raja Bell, Jarron Collins, Carlos Arroyo","Handlogten, Harpring, Bell, Collins, Arroyo",1052-1723-1952-2260-2306,UTA,107.0,2,2.0,-2.0,5.0,3.0,4.0,3.0,8.0,,1.0,,1.0,,,,,,,1.0,1.0,,2.0,,1.0,2.0,2.0,4.0,,2.0,,1.0,2.0,2.0,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,1.0,2.0,,1.0,,,2.0,4.0,,,,,,,,,,,0.25,0.25,0.3333333333333333,0.5,0.5,,0.5,107.66355140186916,7.6,23.0,5.4,23.0,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.35345,0.35345,0.25,0.3333333333333333,1.0,12.05,26.8,0.8,2.0,,,,1.0,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,0.5,,,0.5,,,,,,,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
1052-1723-1952-2260-2590,1610612762,"Ben Handlogten, Matt Harpring, Raja Bell, Jarron Collins, Mo Williams","Handlogten, Harpring, Bell, Collins, Williams",1052-1723-1952-2260-2590,UTA,178.0,2,3.0,1.0,5.0,5.0,2.0,2.0,10.0,1.0,1.0,,,1.0,2.0,,,,,,,2.0,4.0,,,3.0,7.0,6.0,,,,,2.0,2.0,,4.0,,,,,,,,,,1.0,1.0,2.0,,,1.0,3.0,3.0,1.0,2.0,,5.0,2.0,2.0,,,,,,,0.5,,0.5,,0.7,1.0,,0.3333333333333333,0.3333333333333333,0.5,,80.89887640449437,12.6,23.0,12.6,20.8,0.25,1.0,1.0,,0.5,0.5,0.5,,,,,,,,,,,,0.25,0.4612,,0.4,0.4,0.2857142857142857,9.4,,0.4,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.25,,1.0,,0.5,,,0.5,,1.0,,,,1.0,0.25,,,,1.0,1.0,0.642,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2004,2003-04,True
