EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Steals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,BadPassSteals,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,Corner3FGM,SecondChanceFG2A,Corner3Assists,Travels,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,OffArc3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,3SecondViolations,LongMidRangePctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,team_id,year,season,team_vs
1506-1886-1897-1902-2410,1610612754,"Austin Croshere, Jonathan Bender, Metta World Peace, Jeff Foster, Fred Jones","Croshere, Bender, World Peace, Foster, Jones",1506-1886-1897-1902-2410,IND,67.0,1,1.0,-2.0,2.0,1.0,,,3.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,64.4776119402985,23.5,20.0,23.5,20.0,,,,,,,,,,,,,,,,1.0,,0.4908,,,,,,24.0,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1886-1897-2224-397,1610612754,"Austin Croshere, Jonathan Bender, Metta World Peace, Jamaal Tinsley, Reggie Miller","Croshere, Bender, World Peace, Tinsley, Miller",1506-1886-1897-2224-397,IND,11.0,1,,3.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,3.0,1.0,,,,1.0,1.0,,1.0,,1.5,,1.5,,1.0,,,,,,,130.9090909090909,11.0,,11.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.3417,,,,,,24.8,1.0,,,,,1.0,,3.0,,,,,,,,3.0,1.5,,,0.3417,1.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1886-1897-72-979,1610612754,"Austin Croshere, Jonathan Bender, Metta World Peace, Kenny Anderson, Jermaine O'Neal","Croshere, Bender, World Peace, Anderson, O'Neal",1506-1886-1897-72-979,IND,130.0,1,2.0,-4.0,4.0,4.0,4.0,,8.0,,2.0,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,88.61538461538463,20.25,12.25,20.25,12.25,1.0,,,,,,,,,,,,,,,1.0,,0.52515,,,,,,,1.0,,,,2.0,,,,,,,,2.0,,,,,,,0.52515,,2.0,,,,,,,,,,1.0,,,,,,,,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1886-1902-2224-2410,1610612754,"Austin Croshere, Jonathan Bender, Jeff Foster, Jamaal Tinsley, Fred Jones","Croshere, Bender, Foster, Tinsley, Jones",1506-1886-1902-2224-2410,IND,55.0,1,1.0,,2.0,1.0,2.0,,3.0,,,,,1.0,2.0,,,,,1.0,2.0,,3.0,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,0.5,,0.5,,0.75,,0.75,,1.0,,,,,,,78.54545454545455,23.5,8.0,23.5,8.0,,,,,,,,,1.0,0.5,0.5,,,,,1.0,0.5,0.3885,,,,,,25.1,1.0,1.0,,,,2.0,,3.0,,,,,,,,3.0,0.75,,,0.3885,1.0,,,,1.0,2.0,,,1.0,,3.0,,,,,,0.5,,0.75,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1886-2224-2410-979,1610612754,"Austin Croshere, Jonathan Bender, Jamaal Tinsley, Fred Jones, Jermaine O'Neal","Croshere, Bender, Tinsley, Jones, O'Neal",1506-1886-2224-2410-979,IND,325.0,1,5.0,3.0,12.0,12.0,5.0,2.0,24.0,4.0,6.0,,1.0,1.0,4.0,,1.0,4.0,8.0,1.0,4.0,3.0,14.0,11.0,,1.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,,2.0,,4.0,3.0,7.0,1.0,,1.0,,2.0,4.0,,1.0,10.0,5.0,2.0,0.5,1.0,1.0,0.25,,0.25,0.5,0.4583333333333333,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,,,1.0,1.0,,106.33846153846153,15.0,12.083333333333334,14.166666666666666,12.083333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,,,,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,,,0.8333333333333334,0.25,0.5682041666666667,0.576275,0.07692307692307693,0.1111111111111111,0.2857142857142857,4.9,25.1,0.4166666666666667,12.0,,,1.0,2.0,3.0,8.0,1.0,1.0,,1.0,,,1.0,8.0,0.8,,,0.6092833333333333,0.5714285714285714,1.0,,1.0,1.0,2.0,,1.0,1.0,4.0,,,,2.0,2.0,,0.5,1.0,0.8333333333333334,,,,0.5,1.0,0.42857142857142855,0.5,,1.0,0.08333333333333333,,,,0.3333333333333333,0.6666666666666666,0.5,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,1.0,2.0,2.0,,2.0,4.0,1.0,1.0,,,,,,1.0,0.3333333333333333,,0.14285714285714285,0.6666666666666666,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1886-2224-397-979,1610612754,"Austin Croshere, Jonathan Bender, Jamaal Tinsley, Reggie Miller, Jermaine O'Neal","Croshere, Bender, Tinsley, Miller, O'Neal",1506-1886-2224-397-979,IND,85.0,2,1.0,-2.0,4.0,3.0,,,7.0,,,,1.0,,,,,1.0,2.0,,,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,1.0,1.0,3.0,,,,,,,,,0.5,0.5,,0.75,,,1.0,,,,,,118.58823529411764,15.5,7.666666666666667,15.5,7.666666666666667,,,,,0.5,,,,,,,,,,,,,0.4146,,0.5,0.5,,14.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1897-1902-2224-397,1610612754,"Austin Croshere, Metta World Peace, Jeff Foster, Jamaal Tinsley, Reggie Miller","Croshere, World Peace, Foster, Tinsley, Miller",1506-1897-1902-2224-397,IND,68.0,3,1.0,-1.0,3.0,4.0,2.0,,7.0,,,,,,,,,2.0,2.0,,,,4.0,5.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,4.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,148.23529411764707,11.0,8.75,11.0,8.75,,,,,,,,,,,,,,,,,,0.3691,,,,,4.75,,0.6666666666666666,3.0,,,2.0,,,4.0,1.0,,1.0,,,,,4.0,1.0,,,0.3691,1.0,,2.0,2.0,,,,2.0,,4.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1897-2224-397-979,1610612754,"Austin Croshere, Metta World Peace, Jamaal Tinsley, Reggie Miller, Jermaine O'Neal","Croshere, World Peace, Tinsley, Miller, O'Neal",1506-1897-2224-397-979,IND,2995.0,5,50.0,3.0,87.0,83.0,23.0,12.0,170.0,17.0,39.0,9.0,12.0,4.0,13.0,,,29.0,58.0,7.0,22.0,20.0,99.0,96.0,,1.0,16.0,34.0,18.0,13.0,4.0,17.0,6.0,23.0,4.0,8.0,8.0,52.0,,26.0,1.0,32.0,15.0,47.0,7.0,3.0,11.0,9.0,26.0,24.0,1.0,7.0,83.0,23.0,4.0,0.5862068965517241,0.68,0.8571428571428571,0.3181818181818182,,0.3181818181818182,0.5,0.49375,0.5555555555555556,0.5384615384615384,0.6153846153846154,0.275,0.6363636363636364,0.5,,0.7647058823529411,0.7209302325581395,0.625,81.73622704507513,16.666666666666668,18.6144578313253,15.885057471264368,17.44578313253012,0.4875,0.4358974358974359,0.5666666666666667,0.47058823529411764,0.15,0.75,0.75,0.8888888888888888,0.1625,0.3076923076923077,0.3076923076923077,1.0,,,,0.7625,0.3076923076923077,0.525795,0.5706428571428571,0.08139534883720931,0.109375,0.16161616161616163,5.067241379310344,24.94545454545454,0.26436781609195403,21.0,9.0,2.0,10.0,5.0,16.0,28.0,7.0,,4.0,4.0,4.0,2.0,5.0,28.0,0.6086956521739131,0.1125,0.13333333333333333,0.5451166666666667,0.2828282828282828,9.0,3.0,7.0,,3.0,6.0,6.0,,24.0,3.0,10.0,1.0,11.0,5.0,7.0,,0.6,0.4,0.1724137931034483,0.23076923076923078,0.14285714285714285,0.3793103448275862,0.5555555555555556,0.3409090909090909,0.45454545454545453,,0.5714285714285714,0.0875,0.42857142857142855,0.5,0.3333333333333333,0.6,0.2,,6.0,3.0,8.0,2.0,1.0,1.0,1.0,9.0,6.0,3.0,9.0,7.0,0.3333333333333333,0.7,0.875,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,5.0,8.0,,5.0,8.0,4.0,3.0,,4.0,,,,0.625,0.26666666666666666,0.3333333333333333,0.08823529411764706,0.8888888888888888,0.625,,,,0.5,,,,,1.0,0.2222222222222222,1.0,1.0,0.2,0.1111111111111111,,,,,,,,1610612754,2004,2003-04,False
1506-1897-2410-72-979,1610612754,"Austin Croshere, Metta World Peace, Fred Jones, Kenny Anderson, Jermaine O'Neal","Croshere, World Peace, Jones, Anderson, O'Neal",1506-1897-2410-72-979,IND,111.0,1,2.0,,3.0,3.0,,,6.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,1.0,1.0,,77.83783783783784,21.333333333333332,15.666666666666666,21.333333333333332,15.666666666666666,,,,,1.0,,,,,,,,,,,,,0.3411,,,,,18.3,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1902-2224-397-979,1610612754,"Austin Croshere, Jeff Foster, Jamaal Tinsley, Reggie Miller, Jermaine O'Neal","Croshere, Foster, Tinsley, Miller, O'Neal",1506-1902-2224-397-979,IND,53.0,1,1.0,-3.0,2.0,2.0,,1.0,4.0,,,,,,,,,,2.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,108.67924528301887,15.5,11.0,13.0,11.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.4749833333333333,0.64815,,,,9.65,22.5,,2.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,0.5,,0.3333333333333333,,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1610612754,2004,2003-04,False
1506-2224-2410-397-979,1610612754,"Austin Croshere, Jamaal Tinsley, Fred Jones, Reggie Miller, Jermaine O'Neal","Croshere, Tinsley, Jones, Miller, O'Neal",1506-2224-2410-397-979,IND,125.0,1,2.0,,3.0,3.0,,,6.0,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,2.0,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,1.0,1.0,,,,,0.5,0.5,,0.5,,,1.0,,,1.0,1.0,1.0,69.11999999999999,20.0,21.666666666666668,20.0,21.666666666666668,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,,0.46265,,,,,5.6,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1533-1733-1886-1897-1902,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Metta World Peace, Jeff Foster","Johnson, Harrington, Bender, World Peace, Foster",1533-1733-1886-1897-1902,IND,456.0,3,8.0,-13.0,15.0,14.0,9.0,,29.0,1.0,4.0,1.0,3.0,,1.0,,,2.0,10.0,1.0,3.0,,7.0,20.0,,,,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,4.0,,5.0,,5.0,,,2.0,1.0,2.0,,,,7.0,9.0,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.2,0.2692307692307692,,0.2692307692307692,,0.23076923076923078,,,,1.0,1.0,1.0,91.57894736842105,17.4,13.928571428571429,17.4,13.928571428571429,0.3076923076923077,0.25,0.5,1.0,0.23076923076923078,0.3333333333333333,0.5,,0.07692307692307693,,,,,,,0.5384615384615384,,0.4519125,,,,,8.809999999999999,28.233333333333334,0.6,5.0,2.0,1.0,6.0,2.0,,4.0,,,2.0,,1.0,,,4.0,0.25,0.15384615384615385,0.125,0.46035,0.5714285714285714,2.0,,3.0,,1.0,,2.0,,2.0,,3.0,,,1.0,,,0.3333333333333333,0.25,0.3,0.5,,,1.0,,,,1.0,0.23076923076923078,,,,0.25,0.125,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.3333333333333333,,,,,,1610612754,2004,2003-04,False
1533-1733-1886-1897-979,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Metta World Peace, Jermaine O'Neal","Johnson, Harrington, Bender, World Peace, O'Neal",1533-1733-1886-1897-979,IND,1101.0,6,18.0,-1.0,28.0,31.0,15.0,7.0,59.0,5.0,8.0,1.0,6.0,2.0,5.0,,,9.0,20.0,2.0,7.0,10.0,34.0,35.0,,,10.0,8.0,6.0,5.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,14.0,1.0,11.0,,12.0,8.0,20.0,1.0,,2.0,7.0,12.0,14.0,2.0,6.0,24.0,15.0,3.0,0.4444444444444444,0.5,1.0,0.2857142857142857,,0.2857142857142857,0.45,0.4444444444444444,0.6,0.5151515151515151,0.7142857142857143,0.25925925925925924,0.5,,0.3333333333333333,0.6470588235294118,0.631578947368421,0.7142857142857143,77.16621253405994,19.714285714285715,17.70967741935484,17.857142857142858,15.806451612903226,0.2962962962962963,0.625,0.8333333333333334,0.4,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.18518518518518517,0.4,0.4,1.0,,,,0.5555555555555556,0.4,0.44752037037037035,0.522425,0.1935483870967742,0.25,0.29411764705882354,8.545,24.942857142857143,0.5357142857142857,15.0,2.0,2.0,9.0,3.0,7.0,15.0,,,1.0,1.0,2.0,,2.0,15.0,0.4411764705882353,0.07407407407407407,0.16666666666666666,0.4574125,0.4411764705882353,4.0,3.0,6.0,,1.0,4.0,4.0,,10.0,,3.0,1.0,5.0,1.0,,,0.4444444444444444,0.3333333333333333,0.15,0.25,0.16666666666666666,0.45454545454545453,0.5,0.4375,0.6666666666666666,,1.0,0.2222222222222222,0.5,0.6,0.3333333333333333,0.3333333333333333,0.08333333333333333,,1.0,,5.0,,,,,2.0,1.0,,2.0,2.0,0.6,0.6666666666666666,0.5714285714285714,1.0,,,,0.25,2.0,3.0,,3.0,2.0,2.0,1.0,,,,,,0.6,0.4,0.5,0.07692307692307693,0.6,0.6666666666666666,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,1610612754,2004,2003-04,False
1533-1733-1886-1902-2224,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Jeff Foster, Jamaal Tinsley","Johnson, Harrington, Bender, Foster, Tinsley",1533-1733-1886-1902-2224,IND,21.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,68.57142857142857,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1533-1733-1886-1902-2410,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Jeff Foster, Fred Jones","Johnson, Harrington, Bender, Foster, Jones",1533-1733-1886-1902-2410,IND,1186.0,5,20.0,-3.0,38.0,35.0,8.0,5.0,73.0,3.0,8.0,4.0,10.0,1.0,4.0,,,10.0,21.0,1.0,5.0,9.0,32.0,35.0,,1.0,6.0,8.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,,7.0,1.0,11.0,5.0,16.0,4.0,2.0,8.0,4.0,14.0,12.0,,6.0,26.0,8.0,1.0,0.4,0.4444444444444444,1.0,0.2,,0.2,0.47619047619047616,0.4423076923076923,0.4,0.5,0.5,0.19230769230769232,0.5,1.0,,0.3888888888888889,0.47619047619047616,0.2,88.63406408094436,17.605263157894736,14.771428571428572,16.289473684210527,13.514285714285714,0.3076923076923077,0.375,0.5,0.6666666666666666,0.38461538461538464,0.4,0.4444444444444444,0.5,0.15384615384615385,0.25,0.25,1.0,,,,0.5,0.25,0.4662307692307692,0.54698,0.1875,0.2222222222222222,0.1875,10.871428571428572,24.619999999999997,0.21052631578947367,6.0,1.0,,2.0,1.0,4.0,8.0,4.0,2.0,4.0,2.0,,4.0,,8.0,0.8,0.038461538461538464,,0.39704999999999996,0.25,,3.0,3.0,,1.0,2.0,2.0,,12.0,,3.0,,5.0,3.0,2.0,,1.0,0.6666666666666666,0.14285714285714285,0.25,,0.45454545454545453,1.0,0.3333333333333333,0.6,,1.0,0.11538461538461539,1.0,1.0,,,0.3333333333333333,,,,4.0,,,,,3.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.4,0.6666666666666666,0.3333333333333333,,,,,1.0,3.0,,2.0,2.0,,,,1.0,,,,0.5,,,,0.6,0.3333333333333333,,,,,,,,1.0,,,,1.0,,0.2,,0.1,1.0,,,,,1610612754,2004,2003-04,False
1533-1733-1886-1902-397,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Jeff Foster, Reggie Miller","Johnson, Harrington, Bender, Foster, Miller",1533-1733-1886-1902-397,IND,18.0,1,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,160.0,17.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,,0.4173,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1533-1733-1886-2410-979,1610612754,"Anthony Johnson, Al Harrington, Jonathan Bender, Fred Jones, Jermaine O'Neal","Johnson, Harrington, Bender, Jones, O'Neal",1533-1733-1886-2410-979,IND,2309.0,10,38.0,16.0,69.0,75.0,18.0,7.0,144.0,9.0,15.0,6.0,17.0,6.0,11.0,1.0,1.0,20.0,44.0,6.0,11.0,21.0,79.0,63.0,1.0,1.0,12.0,18.0,18.0,11.0,6.0,9.0,6.0,15.0,6.0,4.0,2.0,36.0,1.0,19.0,1.0,25.0,7.0,32.0,4.0,4.0,10.0,5.0,17.0,29.0,3.0,12.0,67.0,18.0,1.0,0.45,0.5294117647058824,1.0,0.5454545454545454,1.0,0.5454545454545454,0.45454545454545453,0.5272727272727272,0.9166666666666666,0.5746268656716418,0.75,0.2,0.4,0.5,0.25,0.5277777777777778,0.5714285714285714,0.46153846153846156,89.80511043741879,15.884057971014492,16.173333333333332,15.521739130434783,14.906666666666666,0.2727272727272727,0.6,0.6,0.4444444444444444,0.3090909090909091,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.2,0.5454545454545454,0.5454545454545454,1.0,0.16666666666666666,1.0,1.0,0.4727272727272727,0.5454545454545454,0.46715727272727275,0.5192833333333333,0.1875,0.22641509433962265,0.1518987341772152,9.756818181818183,25.88181818181818,0.2608695652173913,7.0,,,9.0,2.0,6.0,15.0,9.0,5.0,6.0,,3.0,2.0,3.0,15.0,0.5357142857142857,,,0.44684545454545455,0.189873417721519,2.0,5.0,12.0,1.0,2.0,1.0,3.0,1.0,22.0,,1.0,3.0,5.0,5.0,4.0,0.5,0.3333333333333333,0.4090909090909091,0.022727272727272728,,0.08333333333333333,0.20833333333333334,0.8333333333333334,0.20689655172413793,0.16666666666666666,0.14285714285714285,1.0,0.21818181818181817,0.4166666666666667,0.45454545454545453,0.6,0.18181818181818182,0.18181818181818182,0.5,,,5.0,,2.0,,2.0,9.0,7.0,2.0,9.0,4.0,0.2727272727272727,0.6923076923076923,0.4,0.4444444444444444,,,,,3.0,3.0,,4.0,6.0,1.0,1.0,,3.0,,,,0.8,0.2,,0.03571428571428571,0.5,1.0,,,2.0,0.5,,,,,,0.2,,,,,,,1.0,,,,,1610612754,2004,2003-04,False
