EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,Corner3Assists,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,SecondChanceTurnovers,BlockedShortMidRange,OffLongMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Technical Free Throw Trips,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,PtsUnassisted3s,SecondChanceArc3Frequency,LongMidRangePctBlocked,Defensive 3 Seconds Violations,PenaltyCorner3FGA,PenaltyCorner3Frequency,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsPutbacks,HeaveAttempts,SecondChanceFtPoints,OffAtRimReboundPct,SelfOReb,SelfORebPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls,BlockedArc3,HeaveMakes,team_id,year,season,team_vs
1607-1709-1887-2058-208,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Sam Cassell","Hudson, Olowokandi, Szczerbiak, Madsen, Cassell",1607-1709-1887-2058-208,MIN,154.0,1,3.0,3.0,5.0,6.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.5,0.5,1.0,1.0,1.0,1.0,1.1666666666666667,1.125,0.3333333333333333,1.0,0.75,0.75,1.0,1.0,102.85714285714285,1.0,11.2,16.333333333333332,11.2,16.333333333333332,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.5583833333333333,0.5,0.6666666666666666,11.35,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-2058-697,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Fred Hoiberg","Hudson, Olowokandi, Szczerbiak, Madsen, Hoiberg",1607-1709-1887-2058-697,MIN,817.0,3,14.0,-8.0,24.0,25.0,49.0,2.0,3.0,1.0,2.0,1.0,1.0,9.0,18.0,1.0,1.0,3.0,24.0,32.0,8.0,10.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,11.0,5.0,7.0,8.0,1.0,1.0,5.0,2.0,6.0,3.0,1.0,2.0,,,,,24.0,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.5,0.5526315789473685,0.6,0.05263157894736842,0.2,0.625,0.6666666666666666,0.3333333333333333,0.75,86.36474908200734,,18.333333333333332,15.08,18.041666666666668,14.48,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.10526315789473684,0.5,0.5,1.0,0.05263157894736842,1.0,1.0,1.0,0.21052631578947367,1.0,0.39435000000000003,0.1,0.10526315789473684,9.816666666666666,25.3,4.0,3.0,1.0,6.0,13.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.15384615384615385,0.5,0.1111111111111111,1.0,0.1111111111111111,0.14285714285714285,1.0,1.0,0.5,0.6842105263157895,0.46153846153846156,0.5454545454545454,0.3333333333333333,0.4249,0.31370000000000003,0.20833333333333334,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-2058-84,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Mark Madsen, Latrell Sprewell","Hudson, Olowokandi, Szczerbiak, Madsen, Sprewell",1607-1709-1887-2058-84,MIN,1283.0,7,21.0,-1.0,36.0,39.0,75.0,3.0,6.0,2.0,11.0,2.0,4.0,10.0,28.0,3.0,5.0,3.0,32.0,33.0,14.0,6.0,9.0,4.0,2.0,7.0,3.0,10.0,2.0,2.0,23.0,8.0,13.0,16.0,2.0,,4.0,2.0,9.0,9.0,1.0,4.0,3.0,,3.0,,30.0,0.7,0.7,1.0,0.6,0.6,0.35714285714285715,0.4393939393939394,0.43243243243243246,0.15151515151515152,0.5,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.8333333333333334,84.17770849571318,,17.02777777777778,17.17948717948718,16.555555555555557,15.743589743589743,0.18181818181818182,0.5,0.6,0.3333333333333333,0.18181818181818182,0.18181818181818182,1.0,0.12121212121212122,0.5,0.5,1.0,0.3333333333333333,0.5,0.4186530303030303,0.1111111111111111,0.12903225806451613,11.042857142857143,26.04,10.0,11.0,2.0,5.0,11.0,2.0,3.0,7.0,,6.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,,2.0,,1.0,1.0,,6.0,10.0,0.42857142857142855,0.375,0.3333333333333333,0.03571428571428571,,1.0,0.1111111111111111,0.5714285714285714,0.15789473684210525,0.3333333333333333,0.2,1.0,0.6666666666666666,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.6,0.3424,0.3991,0.1875,0.2777777777777778,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,0.4,0.030303030303030304,1.0,1.0,1.0,0.375,0.6666666666666666,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-208-718,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Sam Cassell, Gary Trent","Hudson, Olowokandi, Szczerbiak, Cassell, Trent",1607-1709-1887-208-718,MIN,52.0,1,1.0,-4.0,1.0,2.0,3.0,,,,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,83.07692307692308,,25.0,13.5,25.0,13.5,,,,1.0,,,,,,,,,,0.3547,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-2239-697,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Fred Hoiberg","Hudson, Olowokandi, Szczerbiak, Hassell, Hoiberg",1607-1709-1887-2239-697,MIN,80.0,1,1.0,-4.0,2.0,2.0,4.0,,,,1.0,,,,2.0,,,,,4.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,72.0,,23.5,16.5,19.0,16.0,,,,0.5,,,,,,,,,,0.3895,,,12.4,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-2239-708,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Kevin Garnett","Hudson, Olowokandi, Szczerbiak, Hassell, Garnett",1607-1709-1887-2239-708,MIN,170.0,3,3.0,-4.0,6.0,6.0,12.0,1.0,1.0,,1.0,,1.0,2.0,4.0,,2.0,1.0,5.0,9.0,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,2.0,2.0,3.0,,,,,2.0,2.0,,1.0,,,,,5.0,0.5,0.5,,,,0.5,0.3333333333333333,0.35714285714285715,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,1.0,101.6470588235294,,15.166666666666666,13.166666666666666,15.166666666666666,12.333333333333334,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,,,,0.5,,0.44543333333333335,0.14285714285714285,0.2,8.325,24.45,1.0,6.0,,1.0,2.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,1.0,0.3333333333333333,0.5,0.5,,,0.2442,,0.16666666666666666,,,,1.0,,,,,,1.0,,,,,,,,,,0.5,,,0.16666666666666666,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-2239-718,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Trenton Hassell, Gary Trent","Hudson, Olowokandi, Szczerbiak, Hassell, Trent",1607-1709-1887-2239-718,MIN,165.0,1,3.0,,5.0,5.0,10.0,1.0,1.0,1.0,2.0,,,3.0,4.0,,,,6.0,6.0,6.0,,,,,3.0,,3.0,,1.0,6.0,2.0,3.0,3.0,,,1.0,,,,,,,,,,6.0,1.0,1.0,,,,0.75,0.75,0.75,,,1.0,1.0,,1.0,87.27272727272727,,16.6,16.4,16.6,16.4,0.25,1.0,1.0,0.5,0.5,0.5,1.0,,,,,0.25,,0.426775,,,11.875,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-697-708,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Fred Hoiberg, Kevin Garnett","Hudson, Olowokandi, Szczerbiak, Hoiberg, Garnett",1607-1709-1887-697-708,MIN,174.0,2,3.0,-2.0,5.0,6.0,11.0,,,1.0,1.0,,1.0,2.0,2.0,,1.0,2.0,6.0,8.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,,,,,6.0,0.5,0.5,,,,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,0.5,0.6666666666666666,,1.0,91.0344827586207,,16.6,15.166666666666666,16.6,14.5,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,0.46225,0.25,0.3333333333333333,14.9,24.5,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-697-718,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Fred Hoiberg, Gary Trent","Hudson, Olowokandi, Szczerbiak, Hoiberg, Trent",1607-1709-1887-697-718,MIN,175.0,1,3.0,-5.0,5.0,6.0,11.0,,,,1.0,,,,2.0,1.0,1.0,,3.0,8.0,,,3.0,,,,1.0,1.0,,,3.0,,1.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,0.5,0.5,0.3333333333333333,0.6666666666666666,,,,,90.51428571428572,,21.4,11.333333333333334,20.8,10.333333333333334,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.5014166666666667,,,9.4,23.3,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,0.5,,0.5,1.0,,,,0.3333333333333333,,,,0.60915,,,,,,1.0,1.0,,,3.0,,1.0,,1.0,1.0,,,,,1.5,1.5,,,,,0.3333333333333333,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
1607-1709-1887-697-84,1610612750,"Troy Hudson, Michael Olowokandi, Wally Szczerbiak, Fred Hoiberg, Latrell Sprewell","Hudson, Olowokandi, Szczerbiak, Hoiberg, Sprewell",1607-1709-1887-697-84,MIN,451.0,2,8.0,-1.0,14.0,14.0,28.0,1.0,1.0,1.0,4.0,,1.0,6.0,11.0,,2.0,1.0,13.0,14.0,4.0,8.0,,1.0,,2.0,,2.0,,,4.0,6.0,6.0,8.0,,,1.0,3.0,4.0,3.0,,1.0,1.0,,1.0,1.0,11.0,0.3333333333333333,0.3333333333333333,,,,0.5454545454545454,0.46153846153846156,0.4642857142857143,0.15384615384615385,,0.8571428571428571,0.8571428571428571,1.0,0.5,89.40133037694014,1.0,15.785714285714286,16.428571428571427,14.928571428571429,15.857142857142858,0.07692307692307693,1.0,1.0,0.3076923076923077,0.25,0.25,,0.07692307692307693,,,,0.23076923076923078,,0.42409615384615384,0.07142857142857142,0.08333333333333333,12.0,24.5,,,2.0,4.0,6.0,2.0,,,,,,,2.0,2.0,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,0.4,,0.2857142857142857,0.5,1.0,,,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.5,0.5156,,,,,,,1.0,,1.0,2.0,,,,1.0,,,,1.0,0.5,0.5,0.5,,,,,0.07692307692307693,,,,,,,0.15384615384615385,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2004,2003-04,False
