EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,LongMidRangePctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1903-2223-2422-243-727,1610612755,"Kenny Thomas, Samuel Dalembert, John Salmons, Aaron McKie, Eric Snow","Thomas, Dalembert, Salmons, McKie, Snow",1903-2223-2422-243-727,PHI,18650.0,27,311.0,30.0,529.0,524.0,57.0,73.0,76.0,1053,84.0,148.0,20.0,33.0,12.0,18.0,52.0,131.0,58.0,131.0,3.0,19.0,2.0,1.0,5.0,26.0,70.0,7.0,9.0,3.0,12.0,194.0,410.0,29.0,89.0,76.0,551.0,521.0,28.0,54.0,7.0,11.0,16.0,93.0,24.0,43.0,4.0,17.0,10.0,70.0,224.0,164.0,75.0,12.0,30.0,70.0,26.0,23.0,1.0,112.0,25.0,137.0,22.0,3.0,47.0,28.0,37.0,299.0,19.0,67.0,1.0,28.0,150.0,10.0,188.0,87.0,275.0,8.0,51.0,31.0,20.0,37.0,18.0,22.0,49.0,3.0,15.0,1.0,4.0,86.0,13.0,8.0,58.0,108.0,6.0,9.0,93.0,19.0,2.0,51.0,4.0,29.0,1.0,23.0,1.0,6.0,30.0,15.0,2.0,1.0,458.0,70.0,57.0,4.0,0.5773195876288659,0.6256983240223464,0.8620689655172413,0.3258426966292135,0.6363636363636364,0.23529411764705882,0.3258426966292135,0.47317073170731705,0.5185185185185185,0.5581395348837209,0.4759519038076152,0.5923076923076923,0.5,0.514018691588785,0.636986301369863,0.5384615384615384,0.17835671342685372,0.011235955056179775,0.05609756097560976,0.10810810810810811,0.05343511450381679,0.014285714285714285,0.43023255813953487,0.7142857142857143,0.125,0.7352941176470589,0.3160377358490566,0.7,0.3275862068965517,0.7295081967213115,0.31851851851851853,0.45161290322580644,0.2692307692307692,0.25,0.23809523809523808,0.5625,0.6071428571428571,0.7777777777777778,0.7894736842105263,0.7222222222222222,0.6818181818181818,0.0321285140562249,81.30402144772118,0.5,16.580340264650285,18.853053435114504,15.87523629489603,17.73854961832061,0.2965931863727455,0.5675675675675675,0.6363636363636364,0.5595238095238095,0.2625250501002004,0.3969465648854962,0.41935483870967744,0.5384615384615384,0.2625250501002004,0.44274809160305345,0.44274809160305345,0.6379310344827587,0.03807615230460922,0.15789473684210525,0.15789473684210525,1.0,0.1402805611222445,0.37142857142857144,0.37681159420289856,0.8461538461538461,0.5076923076923077,0.6060606060606061,0.2,0.03076923076923077,0.13846153846153847,0.7777777777777778,0.8571428571428571,0.3,0.6666666666666666,0.08333333333333333,0.2,0.2,0.25,0.4749498997995992,0.37142857142857144,0.47611526104417673,0.5064947368421052,0.48105416666666667,0.096045197740113,0.11538461538461539,0.16878402903811252,0.12704174228675136,8.719756097560975,25.541573033707863,0.10775047258979206,,,,,,,,,,,,,,1610612755,2004,2003-04,True
1903-2223-299-727-947,1610612755,"Kenny Thomas, Samuel Dalembert, Glenn Robinson, Eric Snow, Allen Iverson","Thomas, Dalembert, Robinson, Snow, Iverson",1903-2223-299-727-947,PHI,13947.0,20,232.0,-27.0,444.0,440.0,35.0,72.0,55.0,884,66.0,118.0,16.0,30.0,4.0,13.0,30.0,77.0,41.0,113.0,9.0,18.0,1.0,1.0,3.0,24.0,68.0,5.0,9.0,1.0,7.0,137.0,308.0,33.0,86.0,66.0,439.0,466.0,22.0,44.0,6.0,10.0,8.0,70.0,9.0,27.0,2.0,10.0,9.0,33.0,172.0,102.0,90.0,9.0,18.0,68.0,24.0,23.0,,86.0,30.0,116.0,21.0,9.0,43.0,15.0,28.0,262.0,15.0,48.0,2.0,17.0,120.0,13.0,150.0,65.0,215.0,6.0,39.0,25.0,14.0,46.0,5.0,33.0,26.0,5.0,13.0,,5.0,72.0,6.0,2.0,58.0,106.0,1.0,6.0,92.0,8.0,1.0,45.0,4.0,27.0,,17.0,,9.0,27.0,10.0,,3.0,369.0,33.0,35.0,12.0,0.6277372262773723,0.671875,0.9090909090909091,0.38372093023255816,0.6,0.2,0.38372093023255816,0.4448051948051948,0.5,0.3333333333333333,0.4733502538071066,0.5740740740740741,0.32432432432432434,0.503448275862069,0.5833333333333334,0.39285714285714285,0.2182741116751269,,0.07467532467532467,0.13559322033898305,0.09090909090909091,,0.6388888888888888,0.7222222222222222,0.13333333333333333,0.6382978723404256,0.2807017543859649,0.68,0.2830188679245283,0.6431924882629108,0.28125,0.4230769230769231,0.2553191489361702,0.19444444444444445,0.2727272727272727,0.3333333333333333,0.49056603773584906,0.6567164179104478,0.7352941176470589,0.7222222222222222,0.5714285714285714,0.029850746268656716,91.27124112712411,0.37037037037037035,15.06981981981982,16.490909090909092,14.27027027027027,15.49090909090909,0.29949238578680204,0.559322033898305,0.6470588235294118,0.6515151515151515,0.19543147208121828,0.38961038961038963,0.42857142857142855,0.5,0.2868020304568528,0.36283185840707965,0.36283185840707965,0.6829268292682927,0.04568527918781726,0.5,0.5,1.0,0.17258883248730963,0.35294117647058826,0.35294117647058826,0.875,0.5555555555555556,0.5333333333333333,0.375,0.018518518518518517,0.16666666666666666,0.5555555555555556,1.0,0.35135135135135137,0.3076923076923077,0.08108108108108109,0.3333333333333333,0.1891891891891892,0.14285714285714285,0.5177664974619289,0.35294117647058826,0.4933218274111675,0.5100219512195122,0.4894256756756757,0.10440835266821345,0.13043478260869565,0.15945330296127563,0.07517084282460136,8.936688311688311,25.02906976744186,0.07882882882882883,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1610612755,2004,2003-04,True
1903-299-727-934-947,1610612755,"Kenny Thomas, Glenn Robinson, Eric Snow, Derrick Coleman, Allen Iverson","Thomas, Robinson, Snow, Coleman, Iverson",1903-299-727-934-947,PHI,10177.0,10,170.0,-4.0,314.0,307.0,21.0,59.0,51.0,621,54.0,101.0,13.0,25.0,3.0,5.0,26.0,56.0,29.0,90.0,2.0,8.0,2.0,1.0,2.0,17.0,46.0,3.0,8.0,,5.0,109.0,247.0,19.0,54.0,36.0,311.0,315.0,14.0,35.0,4.0,10.0,7.0,47.0,4.0,11.0,1.0,7.0,8.0,19.0,142.0,76.0,45.0,12.0,22.0,46.0,17.0,11.0,,71.0,15.0,86.0,13.0,2.0,32.0,17.0,22.0,187.0,12.0,46.0,,22.0,77.0,6.0,105.0,58.0,163.0,9.0,29.0,21.0,8.0,30.0,9.0,14.0,21.0,4.0,16.0,,2.0,51.0,7.0,6.0,29.0,69.0,5.0,6.0,45.0,4.0,1.0,20.0,4.0,16.0,,5.0,,6.0,16.0,9.0,,3.0,264.0,19.0,21.0,,0.6513761467889908,0.7244897959183674,0.7894736842105263,0.35185185185185186,0.4,0.14285714285714285,0.35185185185185186,0.44129554655870445,0.4,0.36363636363636365,0.4568106312292359,0.4444444444444444,0.3055555555555556,0.48286604361370716,0.46078431372549017,0.4318181818181818,0.17940199335548174,,0.044534412955465584,0.0891089108910891,0.03571428571428571,,0.5882352941176471,1.0,,0.652542372881356,0.3333333333333333,0.9565217391304348,0.34285714285714286,0.7021276595744681,0.3352601156069364,0.3404255319148936,0.43333333333333335,0.2786885245901639,0.3103448275862069,0.5,0.5333333333333333,0.675,0.7083333333333334,0.9473684210526315,1.0,0.05555555555555555,87.86872359241427,0.5625,16.238853503184714,16.54071661237785,15.321656050955413,15.98371335504886,0.33554817275747506,0.5346534653465347,0.5869565217391305,0.5925925925925926,0.18604651162790697,0.4642857142857143,0.48148148148148145,0.6538461538461539,0.29900332225913623,0.32222222222222224,0.32222222222222224,0.7586206896551724,0.026578073089700997,0.25,0.25,1.0,0.15282392026578073,0.3695652173913043,0.3695652173913043,0.7647058823529411,0.5555555555555556,0.52,0.07692307692307693,0.044444444444444446,0.17777777777777778,0.375,1.0,0.2777777777777778,0.6,0.1111111111111111,0.5,0.2777777777777778,,0.5149501661129569,0.3695652173913043,0.4956229235880399,0.5381374999999999,0.48183333333333334,0.06309148264984227,0.07604562737642585,0.15112540192926044,0.06109324758842444,8.713360323886638,25.17962962962963,0.06687898089171974,1.0,5.0,,0.5,1.0,,,,,,,,,1610612755,2004,2003-04,True
1903-2223-243-727-947,1610612755,"Kenny Thomas, Samuel Dalembert, Aaron McKie, Eric Snow, Allen Iverson","Thomas, Dalembert, McKie, Snow, Iverson",1903-2223-243-727-947,PHI,7018.0,18,117.0,6.0,210.0,212.0,40.0,40.0,41.0,422,28.0,69.0,7.0,19.0,5.0,15.0,13.0,37.0,23.0,56.0,5.0,11.0,2.0,,3.0,8.0,22.0,1.0,3.0,,2.0,64.0,162.0,13.0,33.0,43.0,210.0,204.0,13.0,33.0,2.0,5.0,12.0,44.0,9.0,27.0,,5.0,21.0,39.0,76.0,52.0,30.0,9.0,14.0,22.0,8.0,15.0,,38.0,10.0,48.0,5.0,5.0,15.0,6.0,17.0,106.0,7.0,45.0,,10.0,59.0,2.0,71.0,52.0,123.0,8.0,19.0,16.0,3.0,21.0,7.0,15.0,20.0,1.0,6.0,3.0,3.0,41.0,4.0,7.0,24.0,48.0,1.0,3.0,57.0,4.0,1.0,22.0,8.0,10.0,1.0,7.0,,1.0,11.0,5.0,,,166.0,39.0,40.0,2.0,0.59375,0.6666666666666666,0.7692307692307693,0.3939393939393939,0.4,,0.3939393939393939,0.3950617283950617,0.3939393939393939,0.3333333333333333,0.4282051282051282,0.42105263157894735,0.28125,0.4751131221719457,0.4888888888888889,0.42391304347826086,0.16923076923076924,,0.09259259259259259,0.15942028985507245,0.10810810810810811,,0.5121951219512195,1.0,,0.7108433734939759,0.45918367346938777,0.7142857142857143,0.35,0.711340206185567,0.4406779661016949,0.5853658536585366,0.3333333333333333,0.3939393939393939,0.35714285714285715,0.3333333333333333,0.6538461538461539,0.6842105263157895,0.7631578947368421,0.7,0.75,0.07766990291262135,86.58877172983756,0.45454545454545453,17.080952380952382,16.183962264150942,15.880952380952381,15.566037735849056,0.35384615384615387,0.4057971014492754,0.4827586206896552,0.5357142857142857,0.18974358974358974,0.35135135135135137,0.3939393939393939,0.46153846153846156,0.28717948717948716,0.4107142857142857,0.4107142857142857,0.7391304347826086,0.05641025641025641,0.45454545454545453,0.45454545454545453,1.0,0.11282051282051282,0.36363636363636365,0.36363636363636365,0.625,0.5,0.3684210526315789,0.14285714285714285,0.05263157894736842,0.07894736842105263,0.3333333333333333,1.0,0.46875,0.3333333333333333,0.09375,,0.0625,,0.5230769230769231,0.36363636363636365,0.4845297435897436,0.49279705882352937,0.4925734375,0.10328638497652583,0.12222222222222222,0.20952380952380953,0.18571428571428572,8.319135802469136,24.448484848484846,0.19047619047619047,1.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,1610612755,2004,2003-04,True
1531-2223-243-727-947,1610612755,"Marc Jackson, Samuel Dalembert, Aaron McKie, Eric Snow, Allen Iverson","Jackson, Dalembert, McKie, Snow, Iverson",1531-2223-243-727-947,PHI,5446.0,9,91.0,-11.0,172.0,172.0,58.0,58.0,25.0,344,26.0,55.0,7.0,21.0,7.0,13.0,14.0,39.0,9.0,33.0,5.0,13.0,4.0,1.0,1.0,5.0,17.0,1.0,3.0,2.0,5.0,49.0,127.0,10.0,30.0,26.0,154.0,165.0,10.0,29.0,4.0,7.0,1.0,33.0,13.0,32.0,3.0,6.0,11.0,46.0,60.0,38.0,24.0,6.0,14.0,17.0,5.0,10.0,,30.0,8.0,38.0,3.0,5.0,16.0,6.0,8.0,84.0,8.0,31.0,,5.0,53.0,6.0,64.0,39.0,103.0,6.0,13.0,12.0,1.0,23.0,4.0,12.0,15.0,,11.0,,3.0,38.0,2.0,16.0,20.0,47.0,3.0,3.0,36.0,1.0,3.0,12.0,5.0,14.0,,11.0,,3.0,14.0,8.0,1.0,1.0,121.0,46.0,58.0,7.0,0.6122448979591837,0.7142857142857143,0.8,0.3333333333333333,0.5714285714285714,0.5,0.3333333333333333,0.3858267716535433,0.3448275862068966,0.40625,0.40764331210191085,0.4444444444444444,0.4605263157894737,0.43641618497109824,0.44594594594594594,0.4888888888888889,0.1910828025477707,,0.07874015748031496,0.07272727272727272,0.15384615384615385,,0.6052631578947368,0.8571428571428571,,0.6708860759493671,0.3974358974358974,0.8333333333333334,0.4,0.6823529411764706,0.3979591836734694,0.4827586206896552,0.32,0.375,0.4166666666666667,0.375,0.4838709677419355,0.6190476190476191,0.9259259259259259,0.75,1.0,0.06818181818181818,90.95850165258906,0.5714285714285714,16.226744186046513,15.436046511627907,14.901162790697674,14.767441860465116,0.3503184713375796,0.4727272727272727,0.5098039215686274,0.6153846153846154,0.2484076433121019,0.358974358974359,0.42424242424242425,0.42857142857142855,0.21019108280254778,0.2727272727272727,0.2727272727272727,0.8888888888888888,0.08280254777070063,0.38461538461538464,0.38461538461538464,1.0,0.10828025477707007,0.29411764705882354,0.29411764705882354,0.6,0.5833333333333334,0.3333333333333333,,0.1111111111111111,0.08333333333333333,0.3333333333333333,1.0,0.34210526315789475,0.5384615384615384,0.02631578947368421,1.0,0.13157894736842105,0.4,0.5414012738853503,0.29411764705882354,0.5048735668789809,0.5494224137931034,0.4846302631578947,0.07142857142857142,0.08695652173913043,0.21428571428571427,0.2987012987012987,7.5653543307086615,25.023333333333333,0.3372093023255814,3.0,,,0.75,1.0,,,,,,,,,1610612755,2004,2003-04,True
1903-243-299-727-934,1610612755,"Kenny Thomas, Aaron McKie, Glenn Robinson, Eric Snow, Derrick Coleman","Thomas, McKie, Robinson, Snow, Coleman",1903-243-299-727-934,PHI,4588.0,9,76.0,11.0,140.0,141.0,20.0,21.0,14.0,281,26.0,42.0,6.0,12.0,1.0,2.0,10.0,23.0,10.0,38.0,1.0,2.0,1.0,,,3.0,12.0,,,,2.0,46.0,103.0,4.0,14.0,31.0,135.0,124.0,7.0,17.0,1.0,1.0,,17.0,3.0,9.0,,2.0,10.0,16.0,48.0,44.0,9.0,3.0,6.0,12.0,3.0,6.0,1.0,24.0,3.0,27.0,3.0,,13.0,5.0,6.0,57.0,3.0,15.0,,5.0,42.0,1.0,48.0,18.0,66.0,5.0,20.0,16.0,4.0,16.0,2.0,10.0,8.0,1.0,6.0,1.0,1.0,24.0,,4.0,11.0,25.0,1.0,1.0,40.0,4.0,,17.0,5.0,14.0,,7.0,,6.0,14.0,10.0,,,118.0,16.0,20.0,2.0,0.5217391304347826,0.5581395348837209,0.75,0.2857142857142857,1.0,,0.2857142857142857,0.44660194174757284,0.4117647058823529,0.3333333333333333,0.4444444444444444,0.4722222222222222,0.2727272727272727,0.5,0.4722222222222222,0.4444444444444444,0.11965811965811966,0.07142857142857142,0.05825242718446602,0.047619047619047616,0.043478260869565216,0.08333333333333333,0.6666666666666666,0.5,,0.75,0.2631578947368421,0.625,0.3,0.734375,0.26865671641791045,0.375,0.15384615384615385,0.25,0.2222222222222222,1.0,0.8125,0.8421052631578947,0.6190476190476191,0.8333333333333334,,0.08333333333333333,88.19529206625981,0.7142857142857143,15.564285714285715,17.085106382978722,14.657142857142857,16.326241134751772,0.358974358974359,0.6190476190476191,0.65,0.5,0.19658119658119658,0.43478260869565216,0.45454545454545453,0.5,0.3247863247863248,0.2631578947368421,0.2857142857142857,0.6,0.017094017094017096,0.5,0.5,,0.10256410256410256,0.25,0.2727272727272727,1.0,0.6666666666666666,0.5,0.3333333333333333,0.05555555555555555,,,,0.18181818181818182,0.5,,,0.18181818181818182,,0.47863247863247865,0.25,0.49519957264957265,0.5148166666666667,0.44863181818181813,0.13076923076923078,0.14655172413793102,0.1259259259259259,0.11851851851851852,8.845631067961165,25.385714285714283,0.14285714285714285,1.0,1.0,,1.0,,,0.07894736842105263,,,,,,,1610612755,2004,2003-04,True
1531-1903-243-727-947,1610612755,"Marc Jackson, Kenny Thomas, Aaron McKie, Eric Snow, Allen Iverson","Jackson, Thomas, McKie, Snow, Iverson",1531-1903-243-727-947,PHI,3916.0,12,65.0,10.0,127.0,122.0,23.0,43.0,13.0,249,17.0,32.0,5.0,6.0,1.0,5.0,9.0,16.0,11.0,32.0,3.0,9.0,,,2.0,5.0,14.0,,2.0,,3.0,37.0,80.0,8.0,23.0,19.0,117.0,107.0,5.0,8.0,,2.0,3.0,13.0,4.0,14.0,,5.0,4.0,12.0,38.0,36.0,18.0,6.0,8.0,14.0,5.0,2.0,,19.0,6.0,25.0,4.0,2.0,9.0,3.0,7.0,56.0,3.0,11.0,,4.0,44.0,5.0,53.0,14.0,67.0,1.0,8.0,4.0,4.0,18.0,5.0,13.0,12.0,1.0,5.0,,,30.0,2.0,6.0,16.0,39.0,3.0,3.0,21.0,5.0,2.0,10.0,2.0,12.0,,9.0,,3.0,12.0,7.0,,,104.0,12.0,23.0,5.0,0.5135135135135135,0.5757575757575758,0.75,0.34782608695652173,,,0.34782608695652173,0.4625,0.625,0.2857142857142857,0.47572815533980584,0.5,0.21052631578947367,0.5227272727272727,0.5909090909090909,0.2727272727272727,0.22330097087378642,,0.025,0.03125,0.0625,,0.6,0.8333333333333334,,0.676923076923077,0.2619047619047619,0.8,0.2,0.6857142857142857,0.24561403508771928,0.5,,0.19047619047619047,0.3333333333333333,,0.6451612903225806,0.625,0.7777777777777778,1.0,0.6666666666666666,0.01818181818181818,91.56281920326865,0.5833333333333334,15.11023622047244,16.368852459016395,14.5748031496063,15.360655737704919,0.3106796116504854,0.53125,0.5483870967741935,0.5294117647058824,0.1553398058252427,0.5625,0.6,0.3333333333333333,0.3106796116504854,0.34375,0.34375,0.6363636363636364,0.08737864077669903,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.13592233009708737,0.35714285714285715,0.35714285714285715,0.8,0.6,0.8333333333333334,0.2,,0.2,,,0.2631578947368421,0.2,0.10526315789473684,,0.15789473684210525,,0.5339805825242718,0.35714285714285715,0.4827893203883495,0.5053611111111111,0.4232,0.09259259259259259,0.11764705882352941,0.1111111111111111,0.10256410256410256,9.05875,24.93913043478261,0.18110236220472442,,,,,,,,1.0,,,,,,1610612755,2004,2003-04,True
1903-2223-243-299-727,1610612755,"Kenny Thomas, Samuel Dalembert, Aaron McKie, Glenn Robinson, Eric Snow","Thomas, Dalembert, McKie, Robinson, Snow",1903-2223-243-299-727,PHI,3664.0,11,61.0,31.0,104.0,106.0,11.0,21.0,8.0,210,16.0,24.0,1.0,2.0,,,5.0,15.0,13.0,24.0,4.0,10.0,1.0,,,7.0,17.0,1.0,3.0,,2.0,34.0,63.0,11.0,27.0,26.0,127.0,96.0,1.0,4.0,1.0,4.0,5.0,10.0,,2.0,,2.0,5.0,5.0,42.0,26.0,33.0,,,17.0,7.0,2.0,,21.0,11.0,32.0,7.0,4.0,11.0,3.0,7.0,75.0,4.0,6.0,,4.0,29.0,2.0,35.0,10.0,45.0,1.0,9.0,5.0,4.0,4.0,2.0,2.0,10.0,3.0,2.0,2.0,1.0,14.0,,3.0,16.0,27.0,2.0,,32.0,5.0,3.0,14.0,3.0,9.0,,5.0,,2.0,9.0,4.0,1.0,,117.0,5.0,11.0,3.0,0.6176470588235294,0.6176470588235294,1.0,0.4074074074074074,0.25,,0.4074074074074074,0.5396825396825397,0.25,,0.5611111111111111,0.3125,,0.6078431372549019,0.45,0.3125,0.3,,0.031746031746031744,0.08333333333333333,,,0.2857142857142857,0.6666666666666666,,0.5686274509803921,0.20689655172413793,0.8,0.25,0.5892857142857143,0.2222222222222222,0.125,0.2,0.2727272727272727,0.3,0.16666666666666666,0.4666666666666667,0.47368421052631576,0.7647058823529411,0.8,,0.023255813953488372,82.53275109170305,0.4444444444444444,15.701923076923077,19.160377358490567,15.10576923076923,17.39622641509434,0.26666666666666666,0.6666666666666666,0.7272727272727273,0.6875,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.26666666666666666,0.5416666666666666,0.5416666666666666,0.5384615384615384,0.1111111111111111,0.4,0.4,1.0,0.18888888888888888,0.4117647058823529,0.4117647058823529,1.0,0.25,0.5,1.0,0.125,0.375,0.3333333333333333,1.0,,,,,0.5,,0.5666666666666667,0.4117647058823529,0.5068494444444445,0.52964,0.4733625,0.1414141414141414,0.19444444444444445,0.07874015748031496,0.03937007874015748,9.350793650793651,24.574074074074073,0.10576923076923077,,2.0,,,,,,,,,,,,1610612755,2004,2003-04,True
1903-1985-2422-243-727,1610612755,"Kenny Thomas, Zendon Hamilton, John Salmons, Aaron McKie, Eric Snow","Thomas, Hamilton, Salmons, McKie, Snow",1903-1985-2422-243-727,PHI,3239.0,11,54.0,-4.0,100.0,102.0,32.0,25.0,9.0,202,18.0,24.0,3.0,3.0,5.0,7.0,6.0,17.0,9.0,24.0,2.0,7.0,,,3.0,5.0,14.0,1.0,1.0,,2.0,33.0,65.0,7.0,21.0,10.0,97.0,101.0,5.0,7.0,1.0,1.0,,13.0,11.0,23.0,,5.0,8.0,30.0,42.0,24.0,18.0,3.0,6.0,14.0,5.0,1.0,1.0,21.0,6.0,27.0,4.0,2.0,12.0,3.0,6.0,60.0,2.0,8.0,1.0,7.0,23.0,2.0,32.0,11.0,43.0,1.0,11.0,6.0,5.0,11.0,3.0,6.0,7.0,,5.0,,,18.0,2.0,3.0,10.0,26.0,1.0,3.0,14.0,2.0,,6.0,2.0,7.0,,4.0,,3.0,7.0,6.0,,,84.0,30.0,32.0,5.0,0.6363636363636364,0.7,0.8571428571428571,0.3333333333333333,1.0,,0.3333333333333333,0.5076923076923077,0.7142857142857143,0.4782608695652174,0.5058139534883721,0.8125,0.39285714285714285,0.5271739130434783,0.8125,0.46875,0.2441860465116279,0.047619047619047616,0.015384615384615385,,0.058823529411764705,0.07142857142857142,0.6111111111111112,0.5,0.25,0.6052631578947368,0.25806451612903225,0.875,0.14285714285714285,0.6521739130434783,0.2222222222222222,0.3333333333333333,0.36363636363636365,0.14285714285714285,0.1111111111111111,0.2,0.5714285714285714,0.42857142857142855,0.9,0.6666666666666666,1.0,0.023255813953488372,89.80549552330966,0.8571428571428571,15.24,16.813725490196077,14.83,15.568627450980392,0.27906976744186046,0.75,0.75,0.6666666666666666,0.19767441860465115,0.35294117647058826,0.375,0.5,0.27906976744186046,0.375,0.375,0.6666666666666666,0.08139534883720931,0.2857142857142857,0.2857142857142857,1.0,0.16279069767441862,0.35714285714285715,0.38461538461538464,0.8,0.375,1.0,,,0.125,1.0,1.0,0.25,0.7142857142857143,0.10714285714285714,,0.07142857142857142,,0.5232558139534884,0.35714285714285715,0.49094651162790703,0.5033857142857142,0.4469607142857143,0.06666666666666667,0.08695652173913043,0.13402061855670103,0.30927835051546393,9.081538461538461,24.804761904761904,0.32,,,,,,,,1.0,,,,,,1610612755,2004,2003-04,True
