EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceFtPoints,SecondChancePoints,Fg3aBlocked,OffThreePtRebounds,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Arc3Assists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,BlockedLongMidRange,StepOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceAtRimPctAssisted,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1506-1513-1533-1886-2410,1610612754,"Austin Croshere, Scot Pollard, Anthony Johnson, Jonathan Bender, Fred Jones","Croshere, Pollard, Johnson, Bender, Jones",1506-1513-1533-1886-2410,IND,206.0,2,3.0,-1.0,5.0,6.0,1.0,11.0,2.0,2.0,1.0,2.0,3.0,3.0,7.0,8.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,7.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,1.0,1.0,1.0,76.89320388349515,17.6,19.666666666666668,17.6,16.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6129333333333333,0.4,0.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1513-1533-1886-72,1610612754,"Austin Croshere, Scot Pollard, Anthony Johnson, Jonathan Bender, Kenny Anderson","Croshere, Pollard, Johnson, Bender, Anderson",1506-1513-1533-1886-72,IND,182.0,1,3.0,7.0,7.0,7.0,7.0,14.0,3.0,3.0,2.0,3.0,5.0,2.0,8.0,1.0,4.0,1.0,,3.0,3.0,2.0,1.0,,1.0,2.0,,1.0,8.0,0.6,0.6,0.6666666666666666,,1.0,1.0,,110.76923076923077,8.285714285714286,17.714285714285715,8.285714285714286,17.714285714285715,0.6,1.0,1.0,0.4,0.6,0.59286,,,7.7,7.0,3.0,3.0,3.0,5.0,2.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6,1.0,0.59286,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1513-1886-2410-72,1610612754,"Austin Croshere, Scot Pollard, Jonathan Bender, Fred Jones, Kenny Anderson","Croshere, Pollard, Bender, Jones, Anderson",1506-1513-1886-2410-72,IND,345.0,1,6.0,,12.0,13.0,11.0,25.0,,,6.0,3.0,7.0,2.0,14.0,14.0,2.0,,1.0,5.0,6.0,1.0,,3.0,3.0,2.0,1.0,,14.0,0.42857142857142855,0.6,0.6363636363636364,1.0,,0.6666666666666666,,104.34782608695652,12.416666666666666,15.076923076923077,12.25,14.384615384615385,,,,0.6,0.3,0.40281500000000003,0.09090909090909091,0.125,14.528571428571428,5.0,,,1.0,3.0,,8.0,4.0,2.0,3.0,,7.0,4.0,1.0,2.0,1.0,2.0,,8.0,5.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.6666666666666666,1.0,,,,,0.42049000000000003,0.5714285714285714,0.4166666666666667,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3,0.25,0.2,1.0,0.5,0.5,0.3333333333333333,0.1,0.5,0.5,0.6666666666666666,0.1,1.0,1.0,1.0,0.2,0.5,0.5,0.2,1.0,0.2,1.0,0.5,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1886-1897,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Jonathan Bender, Metta World Peace","Croshere, Johnson, Harrington, Bender, World Peace",1506-1533-1733-1886-1897,IND,636.0,4,11.0,-5.0,17.0,17.0,7.0,34.0,,3.0,5.0,3.0,11.0,4.0,10.0,15.0,,1.0,,5.0,9.0,4.0,,1.0,3.0,6.0,2.0,1.0,10.0,0.2727272727272727,0.25,0.3333333333333333,,1.0,0.7142857142857143,1.0,76.9811320754717,17.58823529411765,19.823529411764707,17.41176470588235,18.11764705882353,0.25,,,0.4166666666666667,0.3333333333333333,0.40854545454545454,0.14285714285714285,0.15384615384615385,11.8,4.0,,,,,3.0,3.0,6.0,3.0,3.0,,6.0,4.0,4.0,3.0,1.0,6.0,2.0,3.0,4.0,,1.0,1.0,,,0.5,0.5,0.6666666666666666,0.75,,,,,,0.3,0.23529411764705882,1.0,3.0,2.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,4.0,4.0,2.0,1.0,1.0,1.0,,1.0,,,,,,0.08333333333333333,0.5,0.5,0.5,,1.0,,0.25,0.4,0.4,1.0,,,,,0.08333333333333333,,,,,1.0,,,57.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1886-2410,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Jonathan Bender, Fred Jones","Croshere, Johnson, Harrington, Bender, Jones",1506-1533-1733-1886-2410,IND,1263.0,5,21.0,-16.0,34.0,37.0,7.0,71.0,4.0,13.0,6.0,9.0,25.0,10.0,28.0,44.0,10.0,1.0,1.0,11.0,15.0,1.0,,5.0,13.0,17.0,8.0,1.0,27.0,0.36,0.3,0.36486486486486486,1.0,0.3333333333333333,0.5,1.0,80.9501187648456,17.676470588235293,17.89189189189189,17.470588235294116,16.945945945945947,0.43333333333333335,0.3076923076923077,0.3333333333333333,0.2,0.6,0.4930362068965517,0.2222222222222222,0.25806451612903225,7.056,4.0,,,1.0,1.0,2.0,4.0,8.0,4.0,4.0,3.0,8.0,9.0,1.0,3.0,1.0,3.0,,4.0,4.0,,0.4444444444444444,0.4444444444444444,1.0,0.5,0.5,1.0,0.5294117647058824,0.6666666666666666,,0.75,,,0.3495,0.14285714285714285,0.11764705882352941,1.0,6.0,2.0,,1.0,,,,4.0,,1.0,,5.0,,1.0,,,4.0,,,,1.0,3.0,4.0,2.0,,2.0,1.0,1.0,2.0,,,,,,0.16666666666666666,0.1875,0.2,0.3333333333333333,0.42857142857142855,0.5714285714285714,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.03333333333333333,,,,0.13333333333333333,,,,,0.5,,,27.02,2.0,3.0,2.0,,2.0,,,,,,0.08,0.07692307692307693,0.16666666666666666,0.2222222222222222,,0.5,0.6,,1.0,0.5542,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.2,0.25,0.25,1.0,0.058823529411764705,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1886-397,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Jonathan Bender, Reggie Miller","Croshere, Johnson, Harrington, Bender, Miller",1506-1533-1733-1886-397,IND,142.0,3,2.0,2.0,6.0,5.0,2.0,11.0,,2.0,,1.0,3.0,,2.0,,2.0,1.0,,3.0,3.0,,,,1.0,,,,2.0,0.3333333333333333,0.25,0.25,,1.0,1.0,1.0,111.54929577464789,12.333333333333334,13.6,11.666666666666666,13.6,0.5,,,,0.75,0.41685,,,5.566666666666666,2.0,,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,0.3418,,0.3333333333333333,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.25,,,,,,,,0.25,,,,,,,,24.5,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,0.4182,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1897-2410,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Metta World Peace, Fred Jones","Croshere, Johnson, Harrington, World Peace, Jones",1506-1533-1733-1897-2410,IND,1818.0,9,30.0,-3.0,48.0,50.0,16.0,98.0,6.0,14.0,7.0,11.0,28.0,10.0,44.0,47.0,6.0,7.0,4.0,23.0,28.0,2.0,1.0,2.0,10.0,13.0,5.0,2.0,40.0,0.39285714285714285,0.4594594594594595,0.5116279069767442,1.0,0.875,0.6551724137931034,1.0,77.62376237623762,19.041666666666668,18.08,18.270833333333332,16.74,0.3783783783783784,0.42857142857142855,0.42857142857142855,0.1891891891891892,0.6216216216216216,0.4721594594594594,0.12195121951219512,0.15625,7.103571428571429,15.0,2.0,5.0,3.0,8.0,6.0,15.0,16.0,8.0,11.0,5.0,25.0,12.0,1.0,6.0,2.0,10.0,3.0,15.0,15.0,2.0,0.7272727272727273,0.8,0.375,0.4090909090909091,0.5357142857142857,0.6,0.5714285714285714,0.5,0.5,0.8333333333333334,0.45454545454545453,0.4,0.5037227272727273,0.3409090909090909,0.3125,5.0,7.0,3.0,,,,,4.0,9.0,1.0,3.0,4.0,9.0,1.0,3.0,9.0,3.0,9.0,4.0,3.0,,3.0,3.0,5.0,4.0,1.0,2.0,2.0,,2.0,1.0,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.24324324324324326,0.17647058823529413,0.22727272727272727,,0.3333333333333333,1.0,0.5,0.1891891891891892,0.42857142857142855,0.42857142857142855,1.0,,,,,0.24324324324324326,0.4444444444444444,0.4444444444444444,,,0.2727272727272727,0.3333333333333333,0.4444444444444444,25.37777777777778,2.0,2.0,3.0,,,,,4.0,,,,,,0.25,0.25,0.2857142857142857,0.2857142857142857,,0.6666666666666666,0.5248333333333334,2.0,4.0,,2.0,1.0,1.0,,,0.5,,,0.4,,0.045454545454545456,0.09090909090909091,,,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.4,0.75,0.5,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1897-397,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Metta World Peace, Reggie Miller","Croshere, Johnson, Harrington, World Peace, Miller",1506-1533-1733-1897-397,IND,94.0,1,2.0,-3.0,2.0,3.0,3.0,5.0,,,,,,,,3.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,76.59574468085107,16.0,20.666666666666668,16.0,20.666666666666668,,,,,1.0,0.499125,,,,2.0,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,0.499125,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,0.5,,,0.5,,0.5,,,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-1897-979,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Metta World Peace, Jermaine O'Neal","Croshere, Johnson, Harrington, World Peace, O'Neal",1506-1533-1733-1897-979,IND,188.0,2,3.0,3.0,6.0,4.0,4.0,10.0,1.0,1.0,,1.0,3.0,2.0,7.0,4.0,2.0,1.0,,2.0,4.0,,,,2.0,2.0,1.0,,5.0,0.3333333333333333,0.5,0.5833333333333334,,1.0,1.0,,76.59574468085107,18.166666666666668,19.75,16.5,19.75,0.2,1.0,1.0,,0.6,0.46536999999999995,0.16666666666666666,0.25,6.666666666666667,2.0,,,,,,3.0,,,1.0,,3.0,1.0,,,,1.0,,3.0,2.0,1.0,,,,1.5,1.5,,1.0,1.0,1.0,,,,0.4437,0.42857142857142855,0.3333333333333333,2.0,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,2.0,1.0,1.0,,,2.0,2.0,,,,,,,,1.0,0.5,1.0,0.5,0.4,1.0,0.6666666666666666,1.0,,,,0.4,,,,,,,,0.4,0.5,0.5,,,1.0,1.0,0.5,24.95,1.0,,1.0,,,,,1.0,,,,,,,,,,,0.5,0.560825,,2.0,,,,,,,0.5,,,,,,0.2857142857142857,1.0,1.0,0.5,1.0,1.0,2.0,1.0,,,1.0,1.0,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
1506-1533-1733-2410-397,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Fred Jones, Reggie Miller","Croshere, Johnson, Harrington, Jones, Miller",1506-1533-1733-2410-397,IND,281.0,2,5.0,4.0,9.0,9.0,,18.0,2.0,2.0,4.0,3.0,7.0,2.0,8.0,4.0,2.0,3.0,,5.0,5.0,,,1.0,1.0,2.0,1.0,,8.0,0.42857142857142855,0.42857142857142855,0.5,,1.0,0.8333333333333334,1.0,92.24199288256227,15.333333333333334,15.88888888888889,15.333333333333334,15.333333333333334,0.2857142857142857,1.0,1.0,0.5714285714285714,0.2857142857142857,0.4740857142857143,0.125,0.125,11.414285714285715,3.0,2.0,2.0,2.0,2.0,,4.0,4.0,2.0,2.0,2.0,4.0,2.0,,,,,,4.0,3.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.72845,0.5,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,True
