EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SelfOReb,LostBallSteals,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1508-1509-1749-1883-2411,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Bostjan Nachbar","Taylor, Cato, Mobley, Francis, Nachbar",1508-1509-1749-1883-2411,HOU,1101.0,5,18.0,-16.0,32.0,34.0,18.0,4.0,2.0,66.0,2.0,8.0,1.0,3.0,1.0,4.0,3.0,9.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,6.0,21.0,3.0,7.0,5.0,26.0,42.0,1.0,1.0,1.0,2.0,4.0,9.0,2.0,4.0,5.0,19.0,10.0,2.0,9.0,1.0,4.0,2.0,3.0,5.0,3.0,8.0,2.0,1.0,2.0,3.0,19.0,2.0,7.0,7.0,2.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,8.0,1.0,9.0,1.0,1.0,3.0,24.0,19.0,18.0,0.8333333333333334,0.8333333333333334,1.0,0.42857142857142855,0.5,0.5,0.2857142857142857,1.0,0.4444444444444444,0.375,0.5,0.5384615384615384,0.390625,0.5,0.5294117647058824,0.25,0.14285714285714285,0.375,0.3333333333333333,0.7,0.13333333333333333,0.7,0.1111111111111111,0.16666666666666666,0.3333333333333333,1.0,0.25,1.0,86.32152588555857,17.875,15.558823529411764,17.28125,15.235294117647058,0.2857142857142857,0.25,0.4,1.0,0.14285714285714285,0.25,0.25,0.32142857142857145,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,1.0,0.17857142857142858,0.4,0.4,1.0,0.5,0.23076923076923078,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.5357142857142857,0.5,0.46466296296296294,0.502,0.4696208333333333,0.034482758620689655,0.045454545454545456,0.07692307692307693,0.7307692307692307,9.70952380952381,29.014285714285712,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-1883-349,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Mark Jackson","Taylor, Cato, Mobley, Francis, Jackson",1508-1509-1749-1883-349,HOU,279.0,2,5.0,,7.0,7.0,7.0,7.0,2.0,14.0,2.0,4.0,2.0,4.0,,,3.0,4.0,,,,,1.0,,,1.0,5.0,8.0,,1.0,1.0,11.0,11.0,2.0,2.0,,4.0,5.0,8.0,,1.0,1.0,11.0,8.0,2.0,,1.0,,,1.0,4.0,,4.0,,,2.0,2.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,1.0,,2.0,,1.0,,7.0,11.0,7.0,0.8,0.8,,,,,0.625,1.0,0.625,0.5555555555555556,1.0,0.5555555555555556,0.55,1.0,0.55,0.1111111111111111,0.125,0.25,,0.25,0.6666666666666666,0.2,0.6666666666666666,0.5,,,0.5,,72.25806451612902,17.285714285714285,22.571428571428573,13.285714285714286,17.571428571428573,0.4444444444444444,0.5,0.6666666666666666,1.0,,,,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,,0.1111111111111111,,,,,0.4444444444444444,0.5,,0.1111111111111111,,0.5555555555555556,,0.4803125,0.46465,0.4803125,0.1,0.1111111111111111,0.36363636363636365,1.0,9.0,49.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-1883-754,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Jim Jackson","Taylor, Cato, Mobley, Francis, Jackson",1508-1509-1749-1883-754,HOU,19000.0,57,317.0,79.0,576.0,576.0,172.0,182.0,74.0,1152.0,82.0,141.0,22.0,35.0,39.0,99.0,64.0,171.0,9.0,23.0,9.0,28.0,71.0,5.0,6.0,17.0,185.0,411.0,37.0,94.0,120.0,601.0,522.0,33.0,64.0,9.0,95.0,53.0,110.0,9.0,26.0,60.0,193.0,202.0,168.0,108.0,1.0,70.0,28.0,32.0,101.0,36.0,137.0,27.0,9.0,32.0,48.0,310.0,75.0,161.0,228.0,91.0,319.0,54.0,33.0,45.0,29.0,50.0,4.0,95.0,27.0,55.0,125.0,18.0,161.0,8.0,59.0,20.0,506.0,193.0,172.0,0.5459459459459459,0.6196319018404908,0.972972972972973,0.39361702127659576,0.34615384615384615,0.3978494623655914,0.45012165450121655,0.515625,0.4818181818181818,0.4762376237623762,0.5547945205479452,0.4889705882352941,0.519163763066202,0.5802469135802469,0.5552325581395349,0.18613861386138614,0.07785888077858881,0.14893617021276595,0.47368421052631576,0.7318181818181818,0.33482142857142855,0.7448275862068966,0.3249097472924188,0.4745762711864407,0.3728813559322034,0.6612903225806451,0.7049180327868853,0.7938144329896907,87.30947368421052,15.944444444444445,17.041666666666668,15.258680555555555,16.135416666666668,0.27920792079207923,0.5815602836879432,0.6833333333333333,0.3902439024390244,0.19603960396039605,0.3939393939393939,0.42391304347826086,0.33861386138613864,0.3742690058479532,0.38323353293413176,0.75,0.04554455445544554,0.391304347826087,0.391304347826087,1.0,0.1405940594059406,0.39436619718309857,0.4057971014492754,0.9642857142857143,0.0684931506849315,0.25735294117647056,0.6285714285714286,0.0661764705882353,0.125,0.35294117647058826,0.46534653465346537,0.4,0.47789055666003977,0.5045969696969698,0.4669761194029851,0.11010830324909747,0.12882096069868995,0.15806988352745424,0.3211314475873544,9.745498783454988,25.365957446808512,0.2986111111111111,24.0,38.0,13.0,21.0,12.0,0.2358490566037736,0.053061224489795916,0.5205479452054794,0.631578947368421,0.125,2.0,4.0,3.0,3.0,5.0,14.0,3.0,44.0,2.0,21.0,15.0,1.0,55.0,12.0,12.0,16.0,1.0,2.0,11.0,8.0,12.0,2.0,40.0,2.0,1.0,22.0,1.0,5.0,13.0,42.0,27.0,2.0,3.0,2.0,0.5555555555555556,0.02127659574468085,0.0707070707070707,0.023391812865497075,0.028169014084507043,0.8,0.045454545454545456,0.7857142857142857,0.2830188679245283,0.358974358974359,0.07142857142857142,0.7916666666666666,0.7727272727272727,0.6428571428571429,0.5384615384615384,0.0547945205479452,0.5,1.0,0.6,1.0,0.3333333333333333,0.020833333333333332,,,,,1610612745,2004,2003-04,True
1508-1509-1749-1883-983,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Moochie Norris","Taylor, Cato, Mobley, Francis, Norris",1508-1509-1749-1883-983,HOU,536.0,4,9.0,-8.0,15.0,14.0,5.0,10.0,2.0,29.0,1.0,1.0,,,,3.0,3.0,6.0,,,,,3.0,,,2.0,4.0,10.0,,3.0,6.0,14.0,22.0,2.0,3.0,,4.0,1.0,3.0,,2.0,1.0,3.0,6.0,2.0,,,3.0,,,3.0,,3.0,,,,3.0,6.0,2.0,3.0,5.0,3.0,8.0,,,1.0,1.0,,,1.0,,2.0,8.0,,8.0,,3.0,1.0,10.0,3.0,5.0,0.75,1.0,,,,,0.4,0.6666666666666666,0.3333333333333333,0.3076923076923077,0.6666666666666666,0.2,0.4117647058823529,0.6666666666666666,0.25,0.23076923076923078,,,1.0,0.6,0.3333333333333333,0.6,0.3333333333333333,,,0.5,,0.6666666666666666,77.91044776119402,17.933333333333334,19.071428571428573,16.866666666666667,19.0,0.07692307692307693,1.0,1.0,,0.23076923076923078,,,0.46153846153846156,0.5,0.5,1.0,,,,,0.23076923076923078,,,,,,,,0.4,,0.3076923076923077,,0.4266307692307692,0.43793333333333334,0.43006,0.1875,0.23076923076923078,0.2857142857142857,0.21428571428571427,12.930000000000001,26.0,0.3333333333333333,1.0,1.0,,,2.0,0.6666666666666666,,0.3333333333333333,1.0,,,,,,,,,2.0,,,1.0,,,2.0,,,,,,2.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-221-349,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Clar. Weatherspoon, Mark Jackson","Taylor, Cato, Mobley, Weatherspoon, Jackson",1508-1509-1749-221-349,HOU,99.0,1,2.0,3.0,3.0,2.0,,,1.0,5.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,3.0,,,,,1.0,1.0,,1.0,,,,0.5,,,0.5,,,0.3333333333333333,,,,1.0,0.5,1.0,0.5,,,,1.0,,72.72727272727273,16.666666666666668,24.5,13.666666666666666,24.5,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,0.6666666666666666,1.0,0.49311666666666665,,,,,,,8.8,24.8,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-2366-754,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Mike Wilks, Jim Jackson","Taylor, Cato, Mobley, Wilks, Jackson",1508-1509-1749-2366-754,HOU,246.0,2,4.0,,8.0,6.0,3.0,,1.0,14.0,,3.0,,1.0,,1.0,,,,,,1.0,2.0,,,1.0,,4.0,1.0,2.0,3.0,6.0,6.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,3.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,2.0,2.0,,2.0,,,,,,,,,,,,4.0,,2.0,,6.0,1.0,3.0,,,1.0,0.5,,0.5,,,,0.25,,,0.375,,0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,,1.0,,1.0,,,,,,1.0,81.95121951219512,17.0,18.333333333333332,15.375,18.333333333333332,0.5,,,,0.16666666666666666,,,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,0.5,,,0.5,,0.8333333333333334,0.5,0.46810833333333335,0.5304,0.432225,0.25,0.3333333333333333,,0.16666666666666666,1.3,26.05,0.375,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-2411-983,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Bostjan Nachbar, Moochie Norris","Taylor, Cato, Mobley, Nachbar, Norris",1508-1509-1749-2411-983,HOU,344.0,3,6.0,7.0,10.0,11.0,3.0,4.0,,21.0,1.0,1.0,,,,1.0,1.0,5.0,,,,1.0,1.0,,,,2.0,7.0,1.0,1.0,4.0,11.0,4.0,,,,,1.0,2.0,,,3.0,5.0,2.0,2.0,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,,6.0,7.0,,7.0,,,,,,,,,,,,6.0,,2.0,1.0,11.0,5.0,3.0,0.5,0.5,1.0,1.0,,1.0,0.2857142857142857,,0.5,0.4375,,0.5,0.5,,0.625,0.125,,,,0.8571428571428571,,0.8571428571428571,,,,1.0,0.5,1.0,87.90697674418604,15.9,16.818181818181817,15.9,16.0,0.125,1.0,1.0,,0.125,,,0.625,0.2,0.2,1.0,,,,,0.125,1.0,1.0,1.0,,,,,,,0.25,1.0,0.4346375,,0.40675,0.2,0.2222222222222222,,0.45454545454545453,14.014285714285714,25.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-349-754,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Mark Jackson, Jim Jackson","Taylor, Cato, Mobley, Jackson, Jackson",1508-1509-1749-349-754,HOU,248.0,3,4.0,-2.0,5.0,7.0,3.0,,2.0,12.0,,,,,,1.0,1.0,4.0,,,,1.0,3.0,,1.0,2.0,1.0,5.0,1.0,3.0,,5.0,7.0,,1.0,,,,4.0,1.0,2.0,,3.0,2.0,,3.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,2.0,2.0,3.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,,,5.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.2,,,0.3125,,0.25,0.3125,,0.25,0.375,,,,0.5,0.5,0.6,0.6,,1.0,0.5,0.5,,69.6774193548387,20.0,21.142857142857142,17.6,20.285714285714285,,,,,0.125,,,0.5,0.25,0.25,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.5,0.375,0.5,0.45407142857142857,0.4163,0.43305,,,,0.6,16.72,31.633333333333336,0.6,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,2.0,,,,2.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,0.5,,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1749-754-983,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Jim Jackson, Moochie Norris","Taylor, Cato, Mobley, Jackson, Norris",1508-1509-1749-754-983,HOU,1103.0,5,18.0,16.0,33.0,33.0,15.0,2.0,5.0,66.0,4.0,9.0,1.0,3.0,4.0,10.0,4.0,6.0,,,,3.0,4.0,,1.0,1.0,12.0,25.0,3.0,4.0,4.0,37.0,21.0,,2.0,,2.0,6.0,12.0,1.0,1.0,2.0,17.0,12.0,12.0,6.0,,4.0,3.0,4.0,6.0,2.0,8.0,2.0,,,4.0,18.0,4.0,10.0,11.0,5.0,16.0,2.0,2.0,7.0,3.0,1.0,,8.0,4.0,1.0,4.0,,5.0,,2.0,1.0,35.0,17.0,15.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.75,0.48,,0.5,0.5689655172413793,,0.5769230769230769,0.5967741935483871,0.3333333333333333,0.6071428571428571,0.13793103448275862,0.16,0.3333333333333333,0.875,0.6666666666666666,0.3076923076923077,0.6470588235294118,0.35714285714285715,0.4,0.3333333333333333,0.8333333333333334,0.5,0.5714285714285714,86.16500453309158,16.181818181818183,17.242424242424242,15.181818181818182,15.0,0.3103448275862069,0.4444444444444444,0.6666666666666666,,0.3448275862068966,0.4,0.4444444444444444,0.20689655172413793,0.6666666666666666,0.6666666666666666,1.0,,,,,0.13793103448275862,0.75,0.75,0.6666666666666666,,0.23076923076923078,0.3333333333333333,,0.07692307692307693,1.0,0.4482758620689655,0.75,0.48383103448275866,0.6391,0.4399076923076923,0.06666666666666667,0.07692307692307693,0.05405405405405406,0.4594594594594595,8.628,25.0,0.45454545454545453,,1.0,,,,,,0.5,,,,,,,,2.0,3.0,,,2.0,1.0,,1.0,,,4.0,,,2.0,,1.0,,4.0,,,4.0,,,,4.0,3.0,1.0,,,,,0.1,,,,,0.5,1.0,1.0,,,0.5,0.75,0.5,,,,,,,,,,,,1610612745,2004,2003-04,True
1508-1509-1883-221-349,1610612745,"Maurice Taylor, Kelvin Cato, Steve Francis, Clar. Weatherspoon, Mark Jackson","Taylor, Cato, Francis, Weatherspoon, Jackson",1508-1509-1883-221-349,HOU,78.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,73.84615384615384,11.5,27.5,11.5,19.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,0.3861,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,True
