EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGA,PenaltyArc3FGM,PtsUnassisted3s,SelfOReb,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,AtRimPctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,LostBallSteals,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,BlockedArc3,Technical Free Throw Trips,Clear Path Fouls,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,team_id,year,season,team_vs
1508-1509-1749-1883-2411,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Bostjan Nachbar","Taylor, Cato, Mobley, Francis, Nachbar",1508-1509-1749-1883-2411,HOU,238.0,2,4.0,-4.0,6.0,5.0,2.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,0.3333333333333333,0.2,0.3333333333333333,1.0,0.4,0.5,1.0,0.5,0.5,0.5,0.5,0.5,66.55462184873949,22.333333333333332,20.8,19.666666666666668,20.6,0.2,1.0,1.0,0.4,0.4,1.0,0.6,0.49306,0.5985,0.5,6.566666666666666,24.7,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1509-1749-1883-754,1610612745,"Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis, Jim Jackson","Taylor, Cato, Mobley, Francis, Jackson",1508-1509-1749-1883-754,HOU,1728.0,5,29.0,-7.0,53.0,54.0,22.0,5.0,107.0,8.0,10.0,7.0,5.0,,12.0,29.0,6.0,14.0,47.0,54.0,,6.0,19.0,12.0,5.0,2.0,2.0,4.0,21.0,5.0,26.0,8.0,,7.0,1.0,15.0,7.0,10.0,20.0,17.0,1.0,38.0,19.0,22.0,0.41379310344827586,0.4714285714285714,0.5465116279069767,0.5588235294117647,0.17142857142857143,0.5333333333333333,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.2,0.16666666666666666,0.6666666666666666,89.16666666666667,16.49056603773585,15.814814814814815,15.943396226415095,14.962962962962964,0.2857142857142857,0.8,0.8,0.2,0.14285714285714285,,0.45714285714285713,0.45259714285714286,0.46535,0.40425531914893614,9.62758620689655,24.833333333333332,0.41509433962264153,15.0,2.0,2.0,4.0,5.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,9.0,5.0,12.0,1.0,2.0,12.0,9.0,4.0,2.0,1.0,6.0,3.0,9.0,2.0,1.0,4.0,2.0,21.0,1.0,4.0,13.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.5,0.6,1.0,0.5,0.5,0.5,0.75,0.4166666666666667,0.75,0.4642857142857143,0.9,0.034482758620689655,0.14285714285714285,0.5,0.6190476190476191,0.8,0.6538461538461539,0.5,0.6666666666666666,0.6,0.6153846153846154,0.75,1.0,0.6666666666666666,0.5,0.14285714285714285,0.16666666666666666,0.34285714285714286,0.25,0.25,0.6666666666666666,0.02857142857142857,1.0,1.0,1.0,0.4,0.4,1.0,0.5,1.0,0.35714285714285715,0.8,0.07142857142857142,1.0,0.07142857142857142,0.4,0.45376785714285717,0.19047619047619047,0.2222222222222222,0.19148936170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1509-1883-2411-754,1610612745,"Maurice Taylor, Kelvin Cato, Steve Francis, Bostjan Nachbar, Jim Jackson","Taylor, Cato, Francis, Nachbar, Jackson",1508-1509-1883-2411-754,HOU,275.0,3,5.0,-1.0,9.0,6.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,,1.0,4.0,3.0,,5.0,6.0,1.0,,3.0,,1.0,1.0,,,3.0,1.0,4.0,1.0,,2.0,,3.0,,,3.0,,,5.0,3.0,2.0,0.25,0.35714285714285715,0.35714285714285715,0.75,0.42857142857142855,0.3333333333333333,,,0.5,0.25,,,78.54545454545455,16.88888888888889,20.5,16.555555555555557,20.5,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,,0.5714285714285714,0.4616071428571429,,0.6,10.875,23.566666666666666,0.2222222222222222,,,,,,,,2.0,,2.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,,,,0.75,,,,,0.6666666666666666,1.0,0.75,,,0.6666666666666666,,1.0,,,1.0,,,0.2857142857142857,,,,0.2857142857142857,,,,1.0,1.0,,,,,,,,0.5,1.0,0.398525,,,,1.0,1.0,3.0,1.0,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1749-1883-221-754,1610612745,"Maurice Taylor, Cuttino Mobley, Steve Francis, Clar. Weatherspoon, Jim Jackson","Taylor, Mobley, Francis, Weatherspoon, Jackson",1508-1749-1883-221-754,HOU,297.0,2,5.0,-5.0,9.0,10.0,4.0,,19.0,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,4.0,9.0,,1.0,1.0,2.0,,,,,4.0,,4.0,1.0,1.0,2.0,,3.0,2.0,1.0,2.0,4.0,,4.0,1.0,4.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.25,0.3333333333333333,,,,,,,92.12121212121212,16.333333333333332,15.0,16.333333333333332,14.2,0.25,1.0,1.0,0.25,,,0.5,0.4097875,,0.25,9.033333333333333,23.7,0.4444444444444444,4.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,1.0,0.8,,,1.0,0.5,1.0,,,,,,0.25,,,,0.25,,,,,,,,,,,1.0,,,,0.29115,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1749-1883-2397-2411,1610612745,"Maurice Taylor, Cuttino Mobley, Steve Francis, Yao Ming, Bostjan Nachbar","Taylor, Mobley, Francis, Ming, Nachbar",1508-1749-1883-2397-2411,HOU,245.0,2,4.0,2.0,8.0,8.0,,,16.0,1.0,2.0,3.0,2.0,,3.0,5.0,3.0,,9.0,7.0,,,,4.0,2.0,,,,4.0,,4.0,,,,,,,,4.0,,,9.0,,,0.6,0.5625,0.5625,,0.375,,,,,,,,94.04081632653062,14.375,16.25,14.375,16.25,0.25,0.5,0.5,0.375,0.25,,0.625,0.48964375,,,4.68,24.866666666666664,,3.0,,,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,2.0,,,1.0,,1.0,,1.0,,,,,2.0,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,0.6666666666666666,0.6666666666666666,,,,,0.125,,,,0.5,0.5,,,,,,,,,0.5,,,,,,,3.0,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1749-1883-2397-349,1610612745,"Maurice Taylor, Cuttino Mobley, Steve Francis, Yao Ming, Mark Jackson","Taylor, Mobley, Francis, Ming, Jackson",1508-1749-1883-2397-349,HOU,43.0,1,1.0,-5.0,1.0,2.0,1.0,,3.0,,1.0,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,100.46511627906976,24.0,9.5,24.0,9.5,1.0,,,,,,1.0,0.5618,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5618,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1749-1883-2397-754,1610612745,"Maurice Taylor, Cuttino Mobley, Steve Francis, Yao Ming, Jim Jackson","Taylor, Mobley, Francis, Ming, Jackson",1508-1749-1883-2397-754,HOU,2617.0,5,44.0,2.0,75.0,76.0,38.0,6.0,151.0,12.0,18.0,18.0,6.0,1.0,26.0,50.0,11.0,23.0,90.0,88.0,1.0,11.0,42.0,26.0,5.0,1.0,7.0,4.0,34.0,8.0,42.0,7.0,,2.0,4.0,9.0,6.0,13.0,19.0,29.0,4.0,83.0,42.0,38.0,0.52,0.5491803278688525,0.6,0.5526315789473685,0.18032786885245902,0.7777777777777778,1.0,0.2916666666666667,0.2,0.27586206896551724,0.3,0.3333333333333333,83.0875047764616,16.893333333333334,17.763157894736842,16.14666666666667,16.69736842105263,0.29508196721311475,0.6666666666666666,0.7058823529411765,0.29508196721311475,0.09836065573770492,0.2,0.47540983606557374,0.46463166666666667,0.46712,0.4666666666666667,8.208,27.845454545454547,0.5066666666666667,44.0,,1.0,6.0,11.0,8.0,6.0,14.0,3.0,5.0,,2.0,2.0,3.0,5.0,1.0,4.0,2.0,7.0,14.0,26.0,1.0,5.0,26.0,12.0,2.0,2.0,4.0,13.0,4.0,17.0,1.0,3.0,8.0,2.0,38.0,,2.0,28.0,1.0,,3.0,,,2.0,2.0,,1.0,11.0,4.0,,2.0,,1.0,4.0,3.0,2.0,0.5,0.52,0.8,0.45454545454545453,0.2,0.5,0.25,0.5384615384615384,0.5,0.5,0.5,0.08,0.16666666666666666,,0.6829268292682927,0.3333333333333333,0.6382978723404256,0.3333333333333333,0.75,0.75,0.6190476190476191,0.25,0.5,0.75,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.22950819672131148,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.08196721311475409,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.5,0.2,,0.3548387096774194,0.5454545454545454,0.06451612903225806,,0.0967741935483871,0.4,0.46291,0.15492957746478872,0.18333333333333332,0.07777777777777778,,1.0,3.0,1.0,,0.04,,0.3333333333333333,3.0,0.375,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,,,,,,1610612745,2004,2003-04,False
1508-1749-1883-2411-754,1610612745,"Maurice Taylor, Cuttino Mobley, Steve Francis, Bostjan Nachbar, Jim Jackson","Taylor, Mobley, Francis, Nachbar, Jackson",1508-1749-1883-2411-754,HOU,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2004,2003-04,False
1508-1749-2397-2411-349,1610612745,"Maurice Taylor, Cuttino Mobley, Yao Ming, Bostjan Nachbar, Mark Jackson","Taylor, Mobley, Ming, Nachbar, Jackson",1508-1749-2397-2411-349,HOU,288.0,2,5.0,-1.0,9.0,8.0,2.0,2.0,17.0,1.0,1.0,4.0,2.0,,3.0,7.0,2.0,2.0,8.0,9.0,,,,,2.0,,1.0,1.0,5.0,2.0,7.0,,,,,,,2.0,3.0,2.0,,6.0,,2.0,0.42857142857142855,0.3333333333333333,0.4,,0.2222222222222222,,1.0,0.25,,0.16666666666666666,0.25,,85.0,16.22222222222222,17.75,14.333333333333334,16.875,0.1111111111111111,1.0,1.0,0.4444444444444444,0.2222222222222222,,0.3333333333333333,0.45066666666666666,0.4124,,11.442857142857141,25.65,0.2222222222222222,4.0,,,,,,2.0,2.0,,,,,,1.0,,1.0,2.0,,2.0,,2.0,,1.0,6.0,,,,,3.0,,3.0,,,1.0,2.0,6.0,1.0,1.0,3.0,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,0.5,,0.5,,0.5,,,1.0,1.0,0.5,0.8,,1.0,1.0,1.0,0.5,,,1.0,,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,0.44628333333333337,0.1,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1610612745,2004,2003-04,False
1508-1749-2397-349-754,1610612745,"Maurice Taylor, Cuttino Mobley, Yao Ming, Mark Jackson, Jim Jackson","Taylor, Mobley, Ming, Jackson, Jackson",1508-1749-2397-349-754,HOU,445.0,3,7.0,,13.0,13.0,,1.0,26.0,,2.0,1.0,1.0,,3.0,7.0,2.0,2.0,11.0,11.0,,,,2.0,1.0,,1.0,1.0,5.0,1.0,6.0,4.0,,,3.0,4.0,,1.0,2.0,2.0,,11.0,,,0.42857142857142855,0.5,0.55,,0.2222222222222222,1.0,1.0,0.25,,0.2,,,84.13483146067415,18.076923076923077,16.153846153846153,17.846153846153847,13.692307692307692,0.2222222222222222,,,0.1111111111111111,0.1111111111111111,,0.4444444444444444,0.4760333333333333,0.5765,,11.657142857142857,23.85,,3.0,,1.0,,,1.0,2.0,4.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,4.0,,,1.0,,2.0,,2.0,,,,1.0,4.0,,1.0,3.0,2.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,0.6666666666666666,0.6666666666666666,,0.5,,0.5,,,,,,,,,0.5,1.0,0.5714285714285714,0.5,1.0,,0.5,1.0,,1.0,,1.0,1.0,0.4444444444444444,0.5,0.5,0.5,0.1111111111111111,,,,1.0,1.0,,1.0,,,,,,,1.0,,0.1,0.125,,,,3.0,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,1610612745,2004,2003-04,False
