EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FtPoints,ShortMidRangeAssists,LongMidRangeAssists,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,DefThreePtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFtPoints,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyAtRimAccuracy,FTDefRebounds,DefFTReboundPct,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyCorner3FGA,PenaltyFG3A,PenaltyCorner3Frequency,PenaltyArc3FGA,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PenaltyArc3Frequency,RecoveredBlocks,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,LostBallSteals,Offensive Fouls,Defensive 3 Seconds Violations,SecondChanceTurnovers,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,Corner3FGM,Corner3Assists,LostBallTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,BlockedShortMidRange,3SecondViolations,Travels,LongMidRangePctBlocked,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,OffensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
145-1719-1735-2216-976,1610612757,"Tracy Murray, Bonzi Wells, Vladimir Stepania, Zach Randolph, Jeff McInnis","Murray, Wells, Stepania, Randolph, McInnis",145-1719-1735-2216-976,POR,200.0,1,3.0,-4.0,5.0,6.0,1.0,3.0,11.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,8.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,0.5,1.0,0.4,0.3333333333333333,0.2222222222222222,0.25,0.2222222222222222,0.25,0.4444444444444444,0.4,0.25,1.0,1.0,0.6666666666666666,0.5,1.0,0.5714285714285714,1.0,0.6666666666666666,1.0,0.2,79.2,23.8,13.5,18.0,13.5,0.4444444444444444,0.5,0.6666666666666666,0.5,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5,0.5,0.25,0.8888888888888888,0.525461111111111,0.4695833333333333,0.5,0.8,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-1735-739-976,1610612757,"Tracy Murray, Bonzi Wells, Vladimir Stepania, Rasheed Wallace, Jeff McInnis","Murray, Wells, Stepania, Wallace, McInnis",145-1719-1735-739-976,POR,173.0,1,3.0,4.0,5.0,4.0,,,9.0,1.0,1.0,,,2.0,,,,3.0,4.0,,9.0,5.0,,,,,6.0,,,,,3.0,3.0,1.0,6.0,,,2.0,2.0,,2.0,,,,9.0,1.0,1.0,0.75,,0.75,,0.9,,,,,,1.0,,,1.0,,,,,,74.91329479768787,16.4,22.75,16.4,22.75,0.25,1.0,1.0,1.0,0.5,,,,,,0.25,0.4158,,,9.975,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-2216-739-757,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Rasheed Wallace, Damon Stoudamire","Murray, Wells, Randolph, Wallace, Stoudamire",145-1719-2216-739-757,POR,93.0,1,2.0,,4.0,3.0,3.0,,7.0,,1.0,,,,,,,1.0,3.0,,2.0,2.0,,,,,2.0,,,,,1.0,1.0,,2.0,,,,1.0,,1.0,,,,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,0.5,,,,,,108.38709677419355,17.75,7.333333333333333,17.75,7.333333333333333,0.3333333333333333,,,,,,,,,,0.3333333333333333,0.39326666666666665,,,12.299999999999999,,,1.0,2.0,,,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,4.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.39326666666666665,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-2216-739-976,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Rasheed Wallace, Jeff McInnis","Murray, Wells, Randolph, Wallace, McInnis",145-1719-2216-739-976,POR,34.0,1,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,,,,,1.0,1.0,,4.0,3.0,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,,4.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.5,,,0.3333333333333333,,,,1.0,,169.41176470588235,4.5,12.5,4.5,9.5,1.0,1.0,1.0,1.0,,,,,,,1.0,0.8709,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,4.0,,4.0,2.0,1.0,1.0,1.0,,,1.0,0.8709,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-2216-905-976,1610612757,"Tracy Murray, Bonzi Wells, Zach Randolph, Dale Davis, Jeff McInnis","Murray, Wells, Randolph, Davis, McInnis",145-1719-2216-905-976,POR,105.0,1,2.0,-2.0,2.0,3.0,,,5.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,0.5,,,0.5,,,,,,68.57142857142857,19.0,22.333333333333332,19.0,16.666666666666668,,,,,1.0,,,,,,,0.3767,,,7.75,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-2257-2417-757,1610612757,"Tracy Murray, Bonzi Wells, Ruben Boumtje-Boumtje, Qyntel Woods, Damon Stoudamire","Murray, Wells, Boumtje-Boumtje, Woods, Stoudamire",145-1719-2257-2417-757,POR,5.0,1,,-1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,576.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,0.5,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1719-2257-2417-976,1610612757,"Tracy Murray, Bonzi Wells, Ruben Boumtje-Boumtje, Qyntel Woods, Jeff McInnis","Murray, Wells, Boumtje-Boumtje, Woods, McInnis",145-1719-2257-2417-976,POR,45.0,1,1.0,,2.0,2.0,2.0,,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,128.0,12.5,10.0,12.5,10.0,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,2.0,,,,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1735-2216-2417-976,1610612757,"Tracy Murray, Vladimir Stepania, Zach Randolph, Qyntel Woods, Jeff McInnis","Murray, Stepania, Randolph, Woods, McInnis",145-1735-2216-2417-976,POR,56.0,1,1.0,-1.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,3.0,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,1.0,,0.5,,0.75,,0.5,,,,,,,,,,,,,102.85714285714286,15.0,13.0,15.0,5.0,0.5,1.0,1.0,,,0.5,,,,,1.0,0.6021,,,,23.3,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,0.5,0.75,,,0.5,0.6021,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1735-2257-2417-976,1610612757,"Tracy Murray, Vladimir Stepania, Ruben Boumtje-Boumtje, Qyntel Woods, Jeff McInnis","Murray, Stepania, Boumtje-Boumtje, Woods, McInnis",145-1735-2257-2417-976,POR,236.0,1,4.0,2.0,7.0,8.0,8.0,1.0,15.0,2.0,3.0,1.0,1.0,2.0,,,1.0,4.0,6.0,1.0,8.0,6.0,1.0,1.0,,2.0,2.0,6.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.14285714285714285,,,,1.0,0.5,,1.0,0.3333333333333333,1.0,,,0.3333333333333333,91.52542372881356,17.857142857142858,13.875,17.857142857142858,13.875,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.2857142857142857,,0.14285714285714285,1.0,1.0,,0.5714285714285714,0.49833571428571427,0.631,0.25,5.916666666666667,25.2,1.0,1.0,1.0,,1.0,,,,,,1.0,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,,,7.0,3.0,4.0,6.0,8.0,,8.0,7.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,,,0.42857142857142855,0.49833571428571427,1.0,1.0,2.0,,,,,,0.6666666666666666,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
145-1735-2417-739-976,1610612757,"Tracy Murray, Vladimir Stepania, Qyntel Woods, Rasheed Wallace, Jeff McInnis","Murray, Stepania, Woods, Wallace, McInnis",145-1735-2417-739-976,POR,476.0,1,8.0,-12.0,13.0,14.0,,2.0,27.0,3.0,3.0,,,2.0,1.0,,1.0,4.0,12.0,2.0,8.0,20.0,1.0,2.0,,2.0,6.0,2.0,,1.0,,3.0,3.0,2.0,6.0,,2.0,5.0,5.0,2.0,7.0,,3.0,5.0,6.0,0.75,0.75,0.3333333333333333,0.5,0.2857142857142857,0.5,0.2857142857142857,0.5,0.14285714285714285,,,,0.625,0.25,,0.625,0.2,,,1.0,,81.68067226890756,17.53846153846154,17.714285714285715,16.307692307692307,16.928571428571427,0.21428571428571427,1.0,1.0,0.6666666666666666,0.14285714285714285,0.07142857142857142,0.07142857142857142,,,,0.35714285714285715,0.4434214285714286,0.42965,0.25,12.333333333333334,23.45,,1.0,7.0,,,1.0,,,,0.3333333333333333,0.75,,,,0.5,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,0.5,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2004,2003-04,True
