EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,SelfOReb,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Charge Fouls,BlockedArc3,Travels,DefensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,team_id,year,season,team_vs
1737-201571-201959-202710-203503,1610612741,"Nazr Mohammed, D.J. Augustin, Taj Gibson, Jimmy Butler, Tony Snell","Mohammed, Augustin, Gibson, Butler, Snell",1737-201571-201959-202710-203503,CHI,306.0,2,5.0,-2.0,8.0,9,5.0,2.0,1.0,17,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,11.0,13.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.25,0.7142857142857143,0.5,0.6111111111111112,0.4166666666666667,0.2857142857142857,1.0,0.2,1.0,0.3333333333333333,1.0,1.0,80.0,17.75,18.22222222222222,15.875,17.555555555555557,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.2,1.0,0.2857142857142857,1.0,0.4635142857142857,0.44611999999999996,0.25,0.16666666666666666,0.5,0.45454545454545453,12.4,24.25,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-201959-202710-203503,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Tony Snell","Noah, Augustin, Gibson, Butler, Snell",201149-201571-201959-202710-203503,CHI,570.0,3,10.0,-2.0,17.0,18,12.0,9.0,,35,3.0,5.0,4.0,5.0,,,,1.0,,1.0,9.0,14.0,,1.0,2.0,20.0,22.0,,4.0,8.0,,1.0,10.0,12.0,,1.0,,6.0,,6.0,,,,4.0,12.0,3.0,2.0,1.0,6.0,7.0,6.0,9.0,2.0,3.0,,1.0,,,,,,20.0,10.0,12.0,,0.6666666666666666,0.6666666666666666,,,,,0.6428571428571429,0.5,0.6,0.4444444444444444,0.59375,0.45,0.06666666666666667,1.0,0.5,0.75,0.625,,,88.42105263157895,15.235294117647058,17.27777777777778,15.235294117647058,16.444444444444443,0.3333333333333333,0.6,0.6,,0.3333333333333333,0.8,0.8,1.0,,,,,0.06666666666666667,,,,0.1111111111111111,,0.3333333333333333,,0.44870666666666664,0.43152222222222225,0.0625,0.06666666666666667,,0.5,11.257142857142856,25.2,0.7058823529411765,2.0,4.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.25,1.0,0.2,0.16666666666666666,0.5,1.0,0.5,0.75,0.26666666666666666,0.5,0.6666666666666666,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-201959-202710-2399,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Mike Dunleavy","Noah, Augustin, Gibson, Butler, Dunleavy",201149-201571-201959-202710-2399,CHI,1254.0,4,21.0,-9.0,39.0,39,12.0,13.0,3.0,78,2.0,6.0,3.0,10.0,,,3.0,5.0,2.0,2.0,9.0,28.0,3.0,5.0,4.0,31.0,40.0,4.0,4.0,10.0,2.0,2.0,14.0,6.0,6.0,5.0,3.0,3.0,2.0,5.0,2.0,,,,12.0,5.0,12.0,2.0,19.0,23.0,4.0,11.0,8.0,8.0,,4.0,,,1.0,,2.0,29.0,14.0,12.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6,1.0,0.6,0.32142857142857145,0.4,0.4090909090909091,0.5833333333333334,0.4189189189189189,0.5833333333333334,0.15151515151515152,1.0,0.9230769230769231,0.8333333333333334,0.8947368421052632,0.75,1.0,89.56937799043062,16.53846153846154,15.615384615384615,15.564102564102564,15.307692307692308,0.18181818181818182,0.3333333333333333,0.3333333333333333,,0.30303030303030304,0.3,0.3,,,,,,0.15151515151515152,0.6,0.6,0.6666666666666666,0.16666666666666666,1.0,0.5151515151515151,0.6,0.45589696969696974,0.4342458333333334,0.10810810810810811,0.125,,0.45161290322580644,9.060714285714285,25.72,0.3076923076923077,4.0,12.0,4.0,,12.0,2.0,3.0,3.0,4.0,1.0,1.0,,5.0,1.0,7.0,2.0,,3.0,,1.0,0.07142857142857142,0.16666666666666666,0.7142857142857143,0.15789473684210525,0.19047619047619047,,1.0,1.0,0.75,0.36363636363636365,0.3333333333333333,0.4,0.75,0.3333333333333333,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.25,0.25,0.25,0.5,0.125,0.2857142857142857,0.5,1.0,0.25,0.42683333333333334,0.06451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-201959-202710-2550,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Kirk Hinrich","Noah, Augustin, Gibson, Butler, Hinrich",201149-201571-201959-202710-2550,CHI,3077.0,5,51.0,3.0,89.0,90,29.0,40.0,16.0,179,4.0,15.0,9.0,26.0,,5.0,5.0,14.0,3.0,6.0,27.0,65.0,5.0,19.0,26.0,95.0,92.0,10.0,11.0,19.0,3.0,8.0,44.0,30.0,12.0,13.0,5.0,15.0,4.0,19.0,4.0,,2.0,5.0,42.0,15.0,16.0,5.0,36.0,54.0,14.0,23.0,26.0,30.0,,10.0,,6.0,10.0,8.0,10.0,77.0,44.0,29.0,6.0,0.5555555555555556,0.6521739130434783,0.8,0.2631578947368421,0.375,0.2777777777777778,0.4153846153846154,0.5789473684210527,0.4107142857142857,0.5740740740740741,0.4846938775510204,0.6285714285714286,0.2261904761904762,1.0,0.47058823529411764,0.8333333333333334,0.5961538461538461,0.4,0.6,83.7699057523562,16.84269662921348,17.533333333333335,15.696629213483146,16.27777777777778,0.17857142857142858,0.26666666666666666,0.2857142857142857,0.5,0.30952380952380953,0.34615384615384615,0.34615384615384615,0.5555555555555556,0.05952380952380952,,,,0.16666666666666666,0.35714285714285715,0.35714285714285715,0.8,0.2222222222222222,0.5,0.5119047619047619,0.38461538461538464,0.4660307228915662,0.4585730769230769,0.10869565217391304,0.136986301369863,,0.4631578947368421,9.906153846153845,27.378947368421056,0.3258426966292135,14.0,24.0,6.0,13.0,24.0,4.0,8.0,13.0,18.0,5.0,2.0,3.0,5.0,4.0,9.0,,,1.0,,2.0,0.06153846153846154,0.125,0.5555555555555556,0.34210526315789475,0.36,0.45454545454545453,0.4666666666666667,0.5555555555555556,0.9230769230769231,0.2857142857142857,0.5833333333333334,0.6666666666666666,0.5714285714285714,0.2222222222222222,4.0,5.0,18.0,3.0,5.0,1.0,4.0,1.0,2.0,,,1.0,4.0,0.5,0.5333333333333333,0.5625,0.4166666666666667,0.3,0.29411764705882354,0.42857142857142855,0.4,0.6666666666666666,0.4941083333333333,0.18947368421052632,3.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.4,0.06666666666666667,0.4,0.043478260869565216,0.2,1.0,0.06666666666666667,0.26666666666666666,0.5,1.0,0.07407407407407407,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-201959-203503-2399,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Tony Snell, Mike Dunleavy","Noah, Augustin, Gibson, Snell, Dunleavy",201149-201571-201959-203503-2399,CHI,506.0,2,8.0,6.0,13.0,12,,,5.0,25,,2.0,,4.0,,1.0,2.0,5.0,,,4.0,12.0,2.0,6.0,3.0,17.0,11.0,4.0,,,,,,4.0,6.0,5.0,2.0,2.0,2.0,4.0,2.0,,,,10.0,2.0,3.0,,5.0,12.0,2.0,4.0,3.0,3.0,,2.0,,,,,,10.0,,,,0.5,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3888888888888889,,0.4473684210526316,,0.3333333333333333,,1.0,0.4,0.625,1.0,1.0,71.14624505928853,22.384615384615383,17.916666666666668,20.307692307692307,16.75,0.1111111111111111,,,,0.2222222222222222,,,,0.05555555555555555,,,,0.2777777777777778,0.4,0.4,1.0,,,0.6666666666666666,0.4,0.5298777777777778,,0.10526315789473684,0.15384615384615385,,,7.658333333333334,25.05,,4.0,6.0,,,4.0,1.0,2.0,6.0,7.0,2.0,2.0,,1.0,,1.0,,,2.0,,,0.08333333333333333,,1.0,0.75,0.5833333333333334,0.5,1.0,,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,3.0,7.0,,1.0,,,1.0,,,,,,0.75,0.5,0.5833333333333334,0.25,1.0,0.75,0.3333333333333333,,,0.55282,0.4117647058823529,3.0,3.0,,,,2.0,,2.0,1.0,2.0,,1.0,1.0,,,,1.0,,,0.5,,0.09090909090909091,0.5,1.0,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-201959-203503-2550,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Tony Snell, Kirk Hinrich","Noah, Augustin, Gibson, Snell, Hinrich",201149-201571-201959-203503-2550,CHI,254.0,1,4.0,-6.0,8.0,8,8.0,8.0,2.0,16,1.0,2.0,,1.0,,,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,10.0,16.0,,2.0,4.0,1.0,2.0,10.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,1.0,,,1.0,3.0,2.0,3.0,2.0,4.0,,2.0,,,,,,7.0,10.0,8.0,,,,1.0,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.625,0.625,0.3333333333333333,,,1.0,0.25,,,90.70866141732283,16.875,14.875,14.5,14.5,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,,,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,0.49419166666666664,0.49419166666666664,0.25,0.3333333333333333,,1.0,9.05,25.15,1.0,1.0,1.0,1.0,3.0,4.0,,,1.0,2.0,,,,1.0,1.0,2.0,2.0,,,,,,,0.5,0.5,0.6666666666666666,,,,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,,3.0,,1.0,,1.0,,1.0,,,,,,1.5,1.5,1.0,,1.0,1.0,,1.0,0.56385,0.3,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-202710-2399-2430,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Mike Dunleavy, Carlos Boozer","Noah, Augustin, Butler, Dunleavy, Boozer",201149-201571-202710-2399-2430,CHI,567.0,3,9.0,2.0,19.0,18,16.0,6.0,3.0,37,2.0,4.0,2.0,6.0,,,1.0,2.0,1.0,2.0,6.0,12.0,1.0,2.0,5.0,20.0,18.0,2.0,5.0,10.0,1.0,2.0,18.0,8.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,,1.0,1.0,11.0,2.0,4.0,,6.0,10.0,1.0,4.0,5.0,8.0,,,,4.0,,,,17.0,15.0,14.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.5,0.5357142857142857,0.5416666666666666,0.5555555555555556,0.5625,0.14285714285714285,,0.6666666666666666,1.0,0.75,,,93.96825396825398,13.31578947368421,17.444444444444443,12.526315789473685,16.944444444444443,0.2857142857142857,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,,,,,0.14285714285714285,0.5,0.5,1.0,0.16666666666666666,0.5,0.2857142857142857,0.5,0.4576321428571429,0.45744583333333333,,,,0.9,12.891666666666666,25.15,0.8421052631578947,2.0,2.0,1.0,5.0,4.0,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,0.5,0.3333333333333333,0.2857142857142857,,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.08333333333333333,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,,0.375,,,0.5,,,1.0,0.44345,0.15,,,,,,,,,3.0,,,1.0,,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,2.0,0.5,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-202710-2399-2550,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Mike Dunleavy, Kirk Hinrich","Noah, Augustin, Butler, Dunleavy, Hinrich",201149-201571-202710-2399-2550,CHI,20.0,3,,-4.0,2.0,5,2.0,5.0,,7,,,,,,,,,,,,,,,2.0,2.0,6.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,3.0,3.0,4.0,,1.0,,1.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,0.5,0.5,,,1.0,,1.0,,,504.0,2.0,3.2,2.0,3.2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201571-202710-2430-2550,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Carlos Boozer, Kirk Hinrich","Noah, Augustin, Butler, Boozer, Hinrich",201149-201571-202710-2430-2550,CHI,449.0,1,7.0,-3.0,10.0,10,,5.0,3.0,20,,2.0,1.0,5.0,,1.0,1.0,2.0,,,2.0,9.0,1.0,3.0,,7.0,10.0,3.0,,,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,,5.0,,5.0,10.0,1.0,3.0,,,,,,,4.0,2.0,4.0,7.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.2222222222222222,,0.2916666666666667,,0.2916666666666667,,0.25,,0.8333333333333334,,0.7142857142857143,1.0,,64.14253897550111,24.0,20.9,15.8,19.6,0.16666666666666666,,,,0.4166666666666667,0.2,0.2,,0.08333333333333333,,,,0.16666666666666666,0.5,0.5,1.0,,,0.4166666666666667,0.5,0.4786458333333334,,,,,,13.022222222222222,24.766666666666666,,1.0,2.0,,,4.0,1.0,,3.0,5.0,1.0,,1.0,,,3.0,,,1.0,,,0.1111111111111111,0.5,,0.42857142857142855,0.5555555555555556,1.0,0.6666666666666666,1.0,,0.16666666666666666,0.5,1.0,,,,,,,2.0,1.0,3.0,,,,,2.0,4.0,,,,1.0,,0.25,1.0,1.0,,0.36705,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,True
201149-201959-202710-203503-2550,1610612741,"Joakim Noah, Taj Gibson, Jimmy Butler, Tony Snell, Kirk Hinrich","Noah, Gibson, Butler, Snell, Hinrich",201149-201959-202710-203503-2550,CHI,233.0,4,4.0,4.0,10.0,5,5.0,,1.0,15,,,,2.0,1.0,1.0,,3.0,,2.0,2.0,7.0,1.0,4.0,1.0,8.0,4.0,1.0,,2.0,1.0,3.0,4.0,2.0,3.0,2.0,,1.0,1.0,2.0,,1.0,,,5.0,1.0,1.0,,2.0,4.0,,1.0,2.0,2.0,,,,1.0,,,,8.0,4.0,5.0,1.0,0.5,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,,0.3181818181818182,0.3,0.3333333333333333,0.3333333333333333,0.36363636363636365,,1.0,1.0,1.0,,,92.70386266094421,14.5,17.6,13.9,17.6,,,,,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,,,0.4,,0.8181818181818182,,0.49443000000000004,0.3278375,,,,0.5,5.857142857142857,29.975,0.5,2.0,5.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,0.14285714285714285,0.2,,0.25,0.3333333333333333,,1.0,,1.0,0.45454545454545453,0.4,0.5,0.5,,,,,,1.0,,1.0,,,,,,,,,,0.5,0.3333333333333333,,0.5,,,0.7728,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,0.2,,,,,1.0,1.0,1.0,,,,,,,1610612741,2014,2013-14,True
