EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,OffRebounds,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,Corner3Assists,DefThreePtRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,BlockedShortMidRange,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Offensive Fouls Drawn,DefArc3ReboundPct,Charge Fouls Drawn,PtsUnassisted3s,ThreePtShootingFoulsDrawn,AtRimPctBlocked,ThreePtShootingFoulsDrawnPct,SelfOReb,Loose Ball Fouls,SelfORebPct,OffThreePtRebounds,StepOutOfBoundsTurnovers,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,Charge Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,Fg3aBlocked,Travels,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,LongMidRangePctBlocked,HeaveAttempts,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101135-200756-201939-203084-2738,1610612744,"David Lee, Hilton Armstrong, Stephen Curry, Harrison Barnes, Andre Iguodala","Lee, Armstrong, Curry, Barnes, Iguodala",101135-200756-201939-203084-2738,GSW,55.0,1,1.0,-1.0,3.0,4.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,183.27272727272728,5.666666666666667,9.5,5.666666666666667,9.5,1.0,0.5,0.5,0.4515,0.4515,1.0,16.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-200756-201939-203110-2738,1610612744,"David Lee, Hilton Armstrong, Stephen Curry, Draymond Green, Andre Iguodala","Lee, Armstrong, Curry, Green, Iguodala",101135-200756-201939-203110-2738,GSW,79.0,1,1.0,3.0,3.0,3.0,3.0,3.0,6.0,,,1.0,1.0,5.0,7.0,4.0,1.0,1.0,5.0,7.0,,,,1.0,3.0,,6.0,2.0,5.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,0.875,0.875,,109.36708860759494,14.0,12.333333333333334,11.0,12.333333333333334,,,,0.4541,0.4541,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4541,0.5,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-201939-202691-203084,1610612744,"David Lee, Marreese Speights, Stephen Curry, Klay Thompson, Harrison Barnes","Lee, Speights, Curry, Thompson, Barnes",101135-201578-201939-202691-203084,GSW,22.0,1,,1.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,1.0,,1.0,,2.0,,,,1.0,,1.0,,1.0,,,130.9090909090909,10.0,12.0,10.0,12.0,,,,0.5135,,,2.4,,,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-201939-202691-203110,1610612744,"David Lee, Marreese Speights, Stephen Curry, Klay Thompson, Draymond Green","Lee, Speights, Curry, Thompson, Green",101135-201578-201939-202691-203110,GSW,151.0,1,3.0,-2.0,5.0,6.0,,6.0,11.0,1.0,1.0,3.0,5.0,,9.0,11.0,,,,,4.0,,1.0,2.0,,,,,7.0,,,,0.6,,0.75,,0.75,,,104.90066225165563,10.4,16.5,10.4,16.5,0.16666666666666666,1.0,1.0,0.49574999999999997,,,8.1,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,,5.0,,1.0,,,,0.3333333333333333,0.5,1.0,1.0,1.0,,0.3333333333333333,0.5,0.5,,1.0,1.0,,,,0.5,0.5528,,,0.2222222222222222,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-201939-202691-2738,1610612744,"David Lee, Marreese Speights, Stephen Curry, Klay Thompson, Andre Iguodala","Lee, Speights, Curry, Thompson, Iguodala",101135-201578-201939-202691-2738,GSW,652.0,2,11.0,-1.0,22.0,21.0,13.0,,43.0,,4.0,7.0,14.0,6.0,26.0,27.0,4.0,6.0,4.0,18.0,6.0,,7.0,8.0,4.0,,8.0,2.0,25.0,18.0,13.0,1.0,0.5,0.6666666666666666,0.625,0.875,0.65,0.8181818181818182,,94.96932515337423,14.272727272727273,16.095238095238095,14.272727272727273,15.761904761904763,0.25,,,0.468371875,0.47525625,0.6923076923076923,8.557142857142857,0.5909090909090909,1.0,5.0,6.0,,,3.0,3.0,,,1.0,8.0,4.0,6.0,4.0,14.0,,1.0,2.0,1.0,2.0,0.5714285714285714,0.5714285714285714,,,0.5,,0.375,0.8333333333333334,0.8333333333333334,0.8,,,,0.375,1.0,0.5,,0.1111111111111111,0.125,0.038461538461538464,2.0,2.0,,2.0,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,,1.0,1.0,2.0,1.0,,1.0,6.0,,,1.0,1.0,1.0,0.125,0.75,0.14285714285714285,0.7777777777777778,0.14285714285714285,,1.0,,0.25,0.5,0.6666666666666666,,0.0625,1.0,1.0,1.0,1.0,25.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,0.07142857142857142,0.25,0.5,1.0,0.25,0.5,1.0,1.0,0.0625,1.0,1.0,1.0,0.125,1.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-201939-203084-203110,1610612744,"David Lee, Marreese Speights, Stephen Curry, Harrison Barnes, Draymond Green","Lee, Speights, Curry, Barnes, Green",101135-201578-201939-203084-203110,GSW,70.0,1,1.0,-4.0,3.0,4.0,3.0,4.0,7.0,,,,2.0,,,4.0,,2.0,,,,,1.0,2.0,1.0,,,,,,3.0,,,,,,,,,144.0,13.0,7.75,12.666666666666666,7.75,,,,0.71965,0.71965,,0.75,1.0,1.0,,2.0,,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,0.7462,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,1.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-201939-203084-2581,1610612744,"David Lee, Marreese Speights, Stephen Curry, Harrison Barnes, Steve Blake","Lee, Speights, Curry, Barnes, Blake",101135-201578-201939-203084-2581,GSW,30.0,1,,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,1.0,1.0,,2.0,2.0,,,,1.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,96.0,23.0,7.0,23.0,7.0,,,,0.3076,0.3076,1.0,4.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201578-202691-203110-2738,1610612744,"David Lee, Marreese Speights, Klay Thompson, Draymond Green, Andre Iguodala","Lee, Speights, Thompson, Green, Iguodala",101135-201578-202691-203110-2738,GSW,2.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201939-202348-202691-203084,1610612744,"David Lee, Stephen Curry, Jordan Crawford, Klay Thompson, Harrison Barnes","Lee, Curry, Crawford, Thompson, Barnes",101135-201939-202348-202691-203084,GSW,31.0,1,1.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,3.0,2.0,,,,,2.0,,,,1.0,,1.0,,3.0,,,,1.0,,1.0,,1.5,,,92.9032258064516,19.0,12.0,19.0,12.0,,,,0.5373,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
101135-201939-202348-202691-203110,1610612744,"David Lee, Stephen Curry, Jordan Crawford, Klay Thompson, Draymond Green","Lee, Curry, Crawford, Thompson, Green",101135-201939-202348-202691-203110,GSW,184.0,2,3.0,2.0,8.0,7.0,6.0,1.0,15.0,1.0,1.0,3.0,4.0,1.0,10.0,8.0,2.0,3.0,1.0,5.0,6.0,,3.0,3.0,1.0,,2.0,1.0,10.0,5.0,6.0,1.0,0.75,0.6666666666666666,0.6428571428571429,0.4,0.625,0.4166666666666667,,117.39130434782608,11.75,12.857142857142858,11.75,12.857142857142858,0.14285714285714285,1.0,1.0,0.44777857142857147,0.44633,0.5,8.375,0.75,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,0.2857142857142857,0.5,0.5,,,,,0.4,0.5,0.7142857142857143,,,,,2.0,2.0,,,,,1.0,1.0,1.0,3.0,1.0,3.0,,,3.0,1.0,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,,1.0,,,,,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.3333333333333333,26.8,,,,,,2.0,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,0.4,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,True
