EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,FTDefRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,OpponentPoints,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,Fg2aBlocked,Corner3Assists,2pt And 1 Free Throw Trips,Technical Free Throw Trips,FG2APctBlocked,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,LostBallSteals,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyPointsPct,DefCorner3ReboundPct,PtsUnassisted3s,ShortMidRangeAssists,SecondChanceTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SelfOReb,OffensiveGoaltends,ShortMidRangePctBlocked,SelfORebPct,Clear Path Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,PenaltyArc3FGM,PenaltyArc3Accuracy,Charge Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Corner3PctBlocked,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedLongMidRange,3SecondViolations,BlockedCorner3,team_id,year,season,team_vs
101110-101162-202322-202344-203318,1610612764,"Martell Webster, Marcin Gortat, John Wall, Trevor Booker, Glen Rice","Webster, Gortat, Wall, Booker, Rice",101110-101162-202322-202344-203318,WAS,134.0,1,2.0,4.0,4.0,,8.0,,3.0,4.0,,,,,,,,85.97014925373134,17.25,16.25,17.0,13.75,,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,,,1.0,3.0,1.0,2.0,,5.0,1.0,1.0,,,2.0,,,2.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,0.5,,0.5,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.4,,0.6666666666666666,0.5,1.0,,0.75,0.3333333333333333,1.0,,,,,1.0,1.0,,0.4,0.5,0.5,,,0.2,,,,,0.4,0.5,0.5,1.0,1.0,1.0,,,,0.8,0.5,0.58305,0.5972,,,,,0.4,6.2,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202344-203490,1610612764,"Martell Webster, Marcin Gortat, John Wall, Trevor Booker, Otto Porter Jr.","Webster, Gortat, Wall, Booker, Porter Jr.",101110-101162-202322-202344-203490,WAS,196.0,1,3.0,7.0,6.0,,13.0,,2.0,2.0,,,1.0,,1.0,,,95.51020408163265,15.0,15.166666666666666,15.0,14.333333333333334,,-1.0,6.0,7.0,,,,,,1.0,2.0,3.0,,,2.0,,,3.0,4.0,,2.0,,6.0,,,,,,,4.0,2.0,,,2.0,,2.0,,2.0,,,2.0,4.0,,,,2.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,6.0,0.6666666666666666,0.6666666666666666,,,,,0.75,,0.5,,0.5,,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,,,,,,,1.0,,,,,,,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.42045000000000005,,,,,,,16.075,32.65,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202344-2772,1610612764,"Martell Webster, Marcin Gortat, John Wall, Trevor Booker, Trevor Ariza","Webster, Gortat, Wall, Booker, Ariza",101110-101162-202322-202344-2772,WAS,12107.0,45,202.0,392.0,395.0,90.0,787.0,10.0,137.0,189.0,8.0,32.0,63.0,18.0,82.0,90.0,1.0,93.60535227554307,15.619897959183673,15.149367088607596,14.704081632653061,14.49873417721519,0.22959183673469388,-27.0,119.0,454.0,47.0,64.0,101.0,16.0,23.0,63.0,43.0,95.0,21.0,21.0,63.0,2.0,5.0,132.0,259.0,31.0,84.0,70.0,427.0,25.0,39.0,3.0,7.0,66.0,51.0,166.0,98.0,84.0,20.0,63.0,21.0,83.0,28.0,111.0,18.0,39.0,33.0,250.0,16.0,35.0,47.0,80.0,52.0,35.0,27.0,31.0,19.0,4.0,7.0,37.0,72.0,5.0,7.0,9.0,87.0,36.0,2.0,13.0,9.0,13.0,7.0,361.0,0.6287878787878788,0.680327868852459,0.9032258064516129,0.36904761904761907,0.42857142857142855,0.36904761904761907,0.5096525096525096,0.6410256410256411,0.5204081632653061,0.6413043478260869,0.5590551181102362,0.66,0.24489795918367346,0.49206349206349204,0.6837606837606838,0.2755905511811024,0.7704918032786885,0.3076923076923077,0.7134831460674157,0.2849162011173184,0.2972972972972973,0.2894736842105263,0.3170731707317073,0.59375,0.625,0.7735849056603774,0.8372093023255814,0.5384615384615384,0.2944606413994169,0.6336633663366337,0.6956521739130435,0.609375,0.1836734693877551,0.27696793002915454,0.45263157894736844,0.46236559139784944,0.7674418604651163,0.061224489795918366,0.1836734693877551,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.5,0.6956521739130435,0.10869565217391304,0.4,1.0,0.5393586005830904,0.3333333333333333,0.5069857142857143,0.5360469696969697,0.4715888888888889,0.10215053763440861,0.1254355400696864,0.023529411764705882,0.15456674473067916,9.065250965250966,25.35595238095238,25.0,0.3968253968253968,0.43859649122807015,10.0,17.0,10.0,8.0,1.0,0.06563706563706563,0.021052631578947368,0.47619047619047616,0.47619047619047616,1.0,8.0,13.0,,2.0,19.0,7.0,23.0,5.0,21.0,27.0,88.0,8.0,12.0,3.0,9.0,,,3.0,88.0,4.0,8.0,0.23809523809523808,0.45098039215686275,0.4236111111111111,0.5116279069767442,0.0891089108910891,0.2727272727272727,0.18055555555555555,0.6153846153846154,0.027777777777777776,,0.2638888888888889,0.20608899297423888,0.6111111111111112,9.0,11.0,3.0,,5.0,,0.25,0.44,5.0,,0.09523809523809523,0.030864197530864196,,2.0,0.043478260869565216,,,,,1.0,0.14285714285714285,5.0,0.2631578947368421,,0.25,1.0,0.5,1.0,,,2.0,1.0,1.0,1.0,,,1610612764,2014,2013-14,True
101110-101162-202322-202686-202698,1610612764,"Martell Webster, Marcin Gortat, John Wall, Jan Vesely, Chris Singleton","Webster, Gortat, Wall, Vesely, Singleton",101110-101162-202322-202686-202698,WAS,115.0,1,2.0,3.0,3.0,,6.0,1.0,2.0,3.0,,,1.0,,1.0,,1.0,75.13043478260869,17.0,21.333333333333332,14.666666666666666,18.333333333333332,,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,2.0,2.0,,1.0,,4.0,1.0,1.0,,,2.0,,2.0,2.0,,,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,2.0,0.5,0.5,,,,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,,,1.0,0.5,1.0,,,1.0,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.4730666666666667,0.4242,,,,,0.5,12.4,25.6,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202686-203078,1610612764,"Martell Webster, Marcin Gortat, John Wall, Jan Vesely, Bradley Beal","Webster, Gortat, Wall, Vesely, Beal",101110-101162-202322-202686-203078,WAS,1934.0,7,32.0,59.0,58.0,19.0,117.0,,22.0,28.0,1.0,4.0,10.0,4.0,8.0,19.0,,87.1147880041365,16.10169491525424,16.96551724137931,15.864406779661017,15.275862068965518,0.3220338983050847,,12.0,61.0,6.0,9.0,14.0,4.0,4.0,9.0,4.0,11.0,6.0,3.0,11.0,,,18.0,34.0,7.0,17.0,4.0,61.0,4.0,4.0,,,8.0,11.0,20.0,16.0,15.0,6.0,11.0,3.0,10.0,5.0,15.0,2.0,4.0,3.0,35.0,1.0,5.0,7.0,15.0,6.0,4.0,3.0,6.0,2.0,,,2.0,11.0,,2.0,,8.0,2.0,,2.0,2.0,2.0,2.0,53.0,0.5555555555555556,0.6666666666666666,0.7142857142857143,0.4117647058823529,,0.4117647058823529,0.5294117647058824,1.0,0.5588235294117647,1.0,0.5545454545454546,1.0,0.3333333333333333,0.6,0.7894736842105263,0.3125,0.5833333333333334,0.1,0.7096774193548387,0.23076923076923078,0.4,0.25,,1.0,0.6,0.8181818181818182,0.6666666666666666,1.0,0.27450980392156865,0.6428571428571429,0.75,0.4444444444444444,0.17647058823529413,0.21568627450980393,0.36363636363636365,0.36363636363636365,0.75,0.11764705882352941,0.21568627450980393,0.2727272727272727,0.2727272727272727,0.6666666666666666,1.0,1.0,,,,0.6078431372549019,0.2727272727272727,0.5133911764705883,0.582925,0.4847666666666666,0.03773584905660377,0.05555555555555555,,0.13114754098360656,8.288235294117648,24.91176470588235,5.0,0.5555555555555556,0.5555555555555556,4.0,2.0,3.0,,,0.058823529411764705,,0.6666666666666666,0.6666666666666666,0.75,3.0,5.0,,1.0,3.0,,7.0,,4.0,3.0,17.0,1.0,4.0,1.0,2.0,,,,17.0,,2.0,,0.6363636363636364,0.4666666666666667,0.4722222222222222,0.14285714285714285,0.5,0.3333333333333333,0.6,0.06666666666666667,,0.2,0.2786885245901639,0.5,6.0,3.0,2.0,,1.0,,0.2857142857142857,0.6,1.0,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202686-203318,1610612764,"Martell Webster, Marcin Gortat, John Wall, Jan Vesely, Glen Rice","Webster, Gortat, Wall, Vesely, Rice",101110-101162-202322-202686-203318,WAS,132.0,2,2.0,4.0,6.0,,10.0,1.0,4.0,4.0,,,1.0,,,,1.0,109.09090909090908,13.5,13.0,13.5,13.0,,2.0,4.0,5.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,7.0,,,,,,,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,,2.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,7.0,0.5,0.5,1.0,1.0,,1.0,1.0,,1.1666666666666667,,1.1666666666666667,,0.3333333333333333,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.3333333333333333,1.0,0.45713333333333334,,,,,,,17.5,25.8,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202686-2772,1610612764,"Martell Webster, Marcin Gortat, John Wall, Jan Vesely, Trevor Ariza","Webster, Gortat, Wall, Vesely, Ariza",101110-101162-202322-202686-2772,WAS,2271.0,10,38.0,73.0,72.0,11.0,145.0,2.0,28.0,40.0,2.0,5.0,12.0,1.0,12.0,11.0,1.0,91.94187582562748,15.986301369863014,15.333333333333334,14.712328767123287,14.875,0.1506849315068493,8.0,17.0,75.0,9.0,15.0,21.0,4.0,5.0,15.0,5.0,15.0,3.0,2.0,11.0,,1.0,25.0,51.0,5.0,14.0,18.0,83.0,4.0,8.0,1.0,2.0,11.0,8.0,36.0,14.0,12.0,2.0,11.0,2.0,18.0,4.0,22.0,1.0,12.0,2.0,48.0,4.0,8.0,9.0,17.0,12.0,8.0,6.0,7.0,4.0,,,10.0,16.0,2.0,,1.0,21.0,9.0,,2.0,1.0,2.0,2.0,72.0,0.72,0.75,0.8,0.35714285714285715,0.5,0.35714285714285715,0.49019607843137253,0.5,0.5,0.55,0.5466666666666666,0.55,0.2153846153846154,0.5833333333333334,0.7727272727272727,0.3076923076923077,0.9,0.4444444444444444,0.8125,0.34285714285714286,0.3333333333333333,0.4,0.4444444444444444,1.0,0.7142857142857143,0.7272727272727273,1.0,1.0,0.3230769230769231,0.7142857142857143,0.8333333333333334,0.8,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.4,0.046153846153846156,0.16923076923076924,0.18181818181818182,0.2,0.5,0.5,0.8,0.1,,,0.5384615384615384,0.18181818181818182,0.49636640625,0.608675,0.498225,0.12162162162162163,0.15,,0.13253012048192772,7.939215686274509,25.307142857142857,5.0,0.3333333333333333,0.35714285714285715,3.0,4.0,3.0,,1.0,0.0784313725490196,,1.0,1.0,1.0,3.0,5.0,,,4.0,,3.0,1.0,4.0,4.0,13.0,2.0,3.0,,1.0,,,1.0,13.0,2.0,1.0,0.25,0.375,0.375,0.43333333333333335,0.14285714285714285,,0.4166666666666667,0.6,,,0.3333333333333333,0.1566265060240964,0.8,3.0,4.0,2.0,,1.0,,0.2,0.8,,,0.06666666666666667,,,1.0,0.1,1.0,0.07142857142857142,0.09090909090909091,,,,1.0,0.25,,0.5,1.0,1.0,1.0,,,,1.0,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202698-203078,1610612764,"Martell Webster, Marcin Gortat, John Wall, Chris Singleton, Bradley Beal","Webster, Gortat, Wall, Singleton, Beal",101110-101162-202322-202698-203078,WAS,71.0,1,1.0,3.0,2.0,3.0,5.0,,,,,,,,1.0,3.0,,101.40845070422534,12.666666666666666,16.5,12.666666666666666,14.0,1.0,3.0,2.0,3.0,,1.0,1.0,,,1.0,,,,,,,,2.0,2.0,,,2.0,6.0,,,,,,2.0,4.0,,,,,,2.0,,2.0,,1.0,,4.0,,,,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,,6.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,0.5,,0.5362,,0.5362,,,,,4.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,2.0,,,2.0,6.0,,,,1.0,,,,6.0,,1.0,,1.0,1.0,1.0,,,0.5,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202698-2772,1610612764,"Martell Webster, Marcin Gortat, John Wall, Chris Singleton, Trevor Ariza","Webster, Gortat, Wall, Singleton, Ariza",101110-101162-202322-202698-2772,WAS,989.0,5,16.0,32.0,35.0,10.0,67.0,2.0,13.0,18.0,1.0,2.0,4.0,,14.0,10.0,1.0,97.5530839231547,16.78125,12.914285714285715,16.15625,12.314285714285715,0.3125,5.0,14.0,35.0,4.0,5.0,6.0,,1.0,8.0,4.0,10.0,1.0,2.0,5.0,,,12.0,24.0,3.0,6.0,7.0,40.0,,2.0,,,1.0,10.0,14.0,10.0,6.0,,5.0,2.0,7.0,2.0,9.0,1.0,4.0,1.0,20.0,2.0,2.0,3.0,8.0,5.0,1.0,1.0,2.0,1.0,,,7.0,10.0,,1.0,2.0,14.0,7.0,,2.0,2.0,2.0,2.0,39.0,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5,,0.5,0.5,,0.55,,0.5714285714285714,0.16666666666666666,0.2,0.5,0.8,0.16666666666666666,0.75,0.6666666666666666,0.7857142857142857,0.26666666666666666,,0.2,0.6666666666666666,1.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.2,0.8333333333333334,0.8333333333333334,0.8,0.26666666666666666,0.3333333333333333,0.4,0.4,0.25,0.03333333333333333,0.16666666666666666,0.4,0.4,0.5,0.5,,,,,0.4,0.4,0.45473166666666665,0.3952,0.4398208333333333,0.21212121212121213,0.25925925925925924,,0.025,10.7125,25.05,3.0,0.375,0.375,1.0,,1.0,4.0,,,,1.0,1.0,1.0,3.0,4.0,,,2.0,1.0,5.0,1.0,2.0,4.0,17.0,,1.0,,2.0,,,,17.0,,2.0,0.5,0.5,0.5416666666666666,0.6071428571428571,,,0.3333333333333333,0.75,,,0.16666666666666666,0.425,1.0,3.0,2.0,1.0,,,,0.16666666666666666,0.6666666666666666,1.0,,,0.06666666666666667,,,,,,,,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-203078-203318,1610612764,"Martell Webster, Marcin Gortat, John Wall, Bradley Beal, Glen Rice","Webster, Gortat, Wall, Beal, Rice",101110-101162-202322-203078-203318,WAS,118.0,2,2.0,4.0,5.0,3.0,9.0,,1.0,1.0,,,1.0,1.0,,3.0,,109.83050847457628,15.5,11.2,15.5,9.8,0.75,-9.0,4.0,9.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,1.0,0.5,,,,0.5,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.5131,,0.499125,,,,,19.3,25.1,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-203078-2400,1610612764,"Martell Webster, Marcin Gortat, John Wall, Bradley Beal, Drew Gooden","Webster, Gortat, Wall, Beal, Gooden",101110-101162-202322-203078-2400,WAS,476.0,4,8.0,14.0,13.0,5.0,27.0,,7.0,11.0,,,,,4.0,5.0,,81.68067226890756,18.357142857142858,16.846153846153847,15.357142857142858,16.53846153846154,0.35714285714285715,11.0,2.0,11.0,4.0,3.0,3.0,1.0,1.0,3.0,,5.0,,3.0,5.0,,1.0,4.0,11.0,3.0,5.0,5.0,22.0,1.0,3.0,,1.0,5.0,4.0,6.0,2.0,6.0,,5.0,3.0,3.0,2.0,5.0,2.0,3.0,,12.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,,,,,1.0,1.0,,,,5.0,3.0,,1.0,1.0,1.0,1.0,17.0,0.75,0.75,0.6666666666666666,0.6,,0.6,0.36363636363636365,0.3333333333333333,0.53125,0.25,0.6111111111111112,0.5,0.3125,,1.0,0.42857142857142855,0.6666666666666666,0.5,0.875,0.4444444444444444,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.1875,1.0,1.0,1.0,0.1875,0.3125,,,,,0.3125,0.6,0.6,0.6666666666666666,0.25,1.0,0.25,,,0.5,0.6,0.48315625,0.58095,0.4615833333333333,0.16666666666666666,0.23076923076923078,,0.22727272727272727,9.981818181818182,25.8,1.0,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,2.0,,5.0,,,1.0,,,,,5.0,,,0.5,0.25,0.4166666666666667,0.4166666666666667,,,0.16666666666666666,1.0,,,0.3333333333333333,0.22727272727272727,,3.0,,,,,,0.4,,,,,,,,,,,,,,,1.0,0.5,,1.0,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-203078-2403,1610612764,"Martell Webster, Marcin Gortat, John Wall, Bradley Beal, Nene","Webster, Gortat, Wall, Beal, Nene",101110-101162-202322-203078-2403,WAS,8543.0,17,142.0,267.0,269.0,45.0,536.0,4.0,92.0,127.0,3.0,22.0,40.0,8.0,48.0,45.0,0.8,90.34765304928011,16.756554307116104,15.12639405204461,15.955056179775282,14.174721189591079,0.16853932584269662,-32.0,39.0,297.0,31.0,29.0,53.0,4.0,10.0,60.0,26.0,68.0,13.0,20.0,46.0,2.0,4.0,78.0,181.0,23.0,59.0,40.0,265.0,9.0,23.0,2.0,5.0,26.0,28.0,96.0,60.0,57.0,2.0,46.0,20.0,48.0,19.0,67.0,16.0,19.0,17.0,153.0,6.0,28.0,19.0,69.0,35.0,23.0,11.0,18.0,10.0,2.0,3.0,19.0,48.0,5.0,5.0,2.0,55.0,23.0,,8.0,5.0,8.0,3.0,239.0,0.6153846153846154,0.6233766233766234,0.8260869565217391,0.3898305084745763,0.4,0.3898305084745763,0.430939226519337,0.391304347826087,0.46875,0.42857142857142855,0.5,0.43333333333333335,0.24583333333333332,0.45,0.7840909090909091,0.27184466019417475,0.5757575757575758,0.16666666666666666,0.7272727272727273,0.2446043165467626,0.2916666666666667,0.32432432432432434,0.07692307692307693,0.6666666666666666,0.7727272727272727,0.8333333333333334,0.64,0.375,0.22083333333333333,0.5471698113207547,0.6590909090909091,0.6551724137931034,0.25,0.2833333333333333,0.38235294117647056,0.38235294117647056,0.6538461538461539,0.05416666666666667,0.19166666666666668,0.43478260869565216,0.43478260869565216,0.8,0.35714285714285715,0.4,0.14285714285714285,0.5,1.0,0.4666666666666667,0.43478260869565216,0.478515625,0.485204,0.4811728571428571,0.08914728682170543,0.11557788944723618,,0.09811320754716982,9.99668508287293,25.450847457627116,23.0,0.38333333333333336,0.40350877192982454,3.0,12.0,3.0,5.0,2.0,0.06629834254143646,,0.23076923076923078,0.23076923076923078,1.0,9.0,13.0,,1.0,6.0,2.0,13.0,3.0,7.0,15.0,50.0,12.0,8.0,3.0,6.0,,,3.0,50.0,4.0,5.0,0.42857142857142855,0.4642857142857143,0.5,0.5681818181818182,0.16981132075471697,0.4,0.37142857142857144,0.6923076923076923,0.02857142857142857,,0.17142857142857143,0.18867924528301888,0.375,12.0,12.0,5.0,1.0,,,0.21428571428571427,0.5217391304347826,3.0,,0.05,0.023622047244094488,,1.0,0.03571428571428571,,,,,1.0,0.16666666666666666,3.0,0.5,2.0,0.25,,,,,,,2.0,,,2.0,,1610612764,2014,2013-14,True
