EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,Charge Fouls,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,PenaltyOffPoss,Corner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,OffThreePtRebounds,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,BadPassSteals,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Technical Free Throw Trips,PenaltyAtRimFGM,FTOffRebounds,StepOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,ShortMidRangePctBlocked,OffFTReboundPct,PenaltyAtRimAccuracy,OffensiveGoaltends,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,HeaveMakes,3SecondViolations,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
201177-201196-201229-201604-202687,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Chris Douglas-Roberts, Bismack Biyombo","McRoberts, Sessions, Tolliver, Douglas-Roberts, Biyombo",201177-201196-201229-201604-202687,CHA,1135.0,6,19.0,15.0,39.0,40.0,5.0,79.0,7.0,18.0,1.0,3.0,1.0,2.0,7.0,10.0,4.0,8.0,15.0,30.0,4.0,8.0,2.0,44.0,29.0,3.0,6.0,6.0,20.0,10.0,12.0,2.0,8.0,4.0,2.0,10.0,4.0,14.0,4.0,4.0,6.0,32.0,5.0,6.0,12.0,1.0,19.0,5.0,24.0,2.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,38.0,0.6666666666666666,0.7142857142857143,1.0,0.5,0.5,0.5,0.5,0.5526315789473685,0.5,0.5641025641025641,0.5,0.21052631578947367,0.06666666666666667,0.1111111111111111,0.6,1.0,0.9230769230769231,0.3333333333333333,1.0,0.9473684210526315,0.2631578947368421,0.36363636363636365,0.3333333333333333,1.0,0.8,1.0,1.0,1.0,0.11764705882352941,100.22907488986783,1.0,13.35897435897436,15.35,12.512820512820513,15.35,0.47368421052631576,0.3888888888888889,0.4375,0.5714285714285714,0.05263157894736842,0.5,0.5,0.2631578947368421,0.7,0.7,0.8571428571428571,0.21052631578947367,0.5,0.5,1.0,0.5,0.3333333333333333,0.6842105263157895,0.5,0.549821052631579,0.48456666666666665,0.02564102564102564,0.03225806451612903,0.13636363636363635,8.006666666666666,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201604-202689,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Chris Douglas-Roberts, Kemba Walker","McRoberts, Sessions, Tolliver, Douglas-Roberts, Walker",201177-201196-201229-201604-202689,CHA,24.0,1,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,19.0,5.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201604-2744,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Chris Douglas-Roberts, Al Jefferson","McRoberts, Sessions, Tolliver, Douglas-Roberts, Jefferson",201177-201196-201229-201604-2744,CHA,429.0,4,7.0,,14.0,13.0,3.0,27.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,,2.0,6.0,12.0,,2.0,1.0,13.0,13.0,3.0,3.0,6.0,2.0,10.0,,4.0,2.0,,,1.0,,1.0,,,1.0,2.0,2.0,,4.0,2.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,3.0,4.0,,1.0,3.0,1.0,1.0,,,,,,,7.0,0.16666666666666666,0.25,,,,0.5,1.0,0.42857142857142855,1.0,0.4642857142857143,1.0,0.14285714285714285,,,0.5,1.0,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.25,1.0,,,0.75,1.0,,,0.125,90.62937062937063,,15.857142857142858,15.923076923076923,14.857142857142858,15.615384615384615,0.2857142857142857,0.75,0.75,,0.2857142857142857,0.25,0.25,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,,,,0.6666666666666666,1.0,0.42857142857142855,,0.45637857142857147,0.46226666666666666,0.07142857142857142,0.08333333333333333,0.46153846153846156,9.15,25.45,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-202399,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Jeff Adrien","McRoberts, Sessions, Tolliver, Henderson, Adrien",201177-201196-201229-201945-202399,CHA,466.0,3,8.0,1.0,17.0,18.0,1.0,35.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,,2.0,6.0,10.0,,3.0,6.0,18.0,17.0,1.0,2.0,2.0,4.0,8.0,,2.0,2.0,,,2.0,,2.0,,,1.0,4.0,1.0,1.0,5.0,1.0,7.0,2.0,9.0,1.0,3.0,3.0,1.0,1.0,1.0,,,2.0,3.0,5.0,1.0,1.0,5.0,8.0,3.0,2.0,,,2.0,2.0,2.0,16.0,0.3333333333333333,0.4,,,,0.6,0.5,0.46153846153846156,0.5,0.5294117647058824,0.5,0.23076923076923078,,,0.5,1.0,0.8333333333333334,0.25,1.0,0.8571428571428571,0.2857142857142857,,,1.0,,0.75,1.0,,0.14285714285714285,108.15450643776825,1.0,12.294117647058824,14.277777777777779,11.823529411764707,14.277777777777779,0.07692307692307693,1.0,1.0,,0.3076923076923077,0.5,0.5,0.38461538461538464,0.6,0.6,0.3333333333333333,0.15384615384615385,,,,0.5,1.0,0.3076923076923077,,0.4501538461538462,0.549,0.1875,0.23076923076923078,0.1111111111111111,12.969999999999999,24.566666666666666,4.0,,,0.5,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,0.5,0.07692307692307693,0.5,0.436975,0.2222222222222222,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-202687,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Bismack Biyombo","McRoberts, Sessions, Tolliver, Henderson, Biyombo",201177-201196-201229-201945-202687,CHA,1740.0,10,29.0,4.0,51.0,52.0,9.0,103.0,12.0,16.0,2.0,2.0,1.0,9.0,8.0,10.0,5.0,8.0,21.0,35.0,8.0,15.0,6.0,72.0,68.0,3.0,4.0,16.0,24.0,18.0,18.0,4.0,8.0,5.0,2.0,12.0,6.0,18.0,3.0,7.0,5.0,42.0,5.0,5.0,11.0,4.0,20.0,8.0,28.0,,1.0,,2.0,2.0,3.0,,1.0,5.0,8.0,15.0,2.0,1.0,13.0,12.0,7.0,4.0,,,2.0,4.0,3.0,56.0,0.5714285714285714,0.631578947368421,0.75,0.5333333333333333,0.5333333333333333,0.6,0.75,0.66,0.9375,0.6545454545454545,0.8888888888888888,0.3,0.05714285714285714,0.125,0.4,0.8,0.8461538461538461,0.35714285714285715,0.7142857142857143,0.8,0.4,0.25,0.5,1.0,0.6666666666666666,0.8571428571428571,0.8,0.5,,85.24137931034483,0.75,16.823529411764707,16.96153846153846,15.156862745098039,15.788461538461538,0.32,0.75,0.8571428571428571,0.5833333333333334,0.18,0.1111111111111111,0.1111111111111111,0.2,0.8,0.8,0.625,0.16,0.625,0.625,0.6,0.25,1.0,0.62,0.625,0.527675,0.53144,0.12727272727272726,0.175,0.2222222222222222,7.788571428571429,24.58,4.0,,2.0,0.375,,7.0,,,,,,,,3.0,,,,1.0,,,,,0.5,0.75,,0.14,,,,,3.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,0.42857142857142855,0.42857142857142855,1.0,0.25,0.5,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-202689,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Kemba Walker","McRoberts, Sessions, Tolliver, Henderson, Walker",201177-201196-201229-201945-202689,CHA,92.0,1,2.0,4.0,3.0,3.0,,6.0,1.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,4.0,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,93.91304347826086,,7.0,23.666666666666668,7.0,23.666666666666668,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,0.5,,0.58225,,,,,3.2,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-203077,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Michael Kidd-Gilchrist","McRoberts, Sessions, Tolliver, Henderson, Kidd-Gilchrist",201177-201196-201229-201945-203077,CHA,111.0,2,2.0,-2.0,5.0,6.0,1.0,11.0,,2.0,,1.0,,,,,1.0,3.0,,2.0,1.0,4.0,2.0,5.0,7.0,,1.0,,,,,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,2.0,2.0,4.0,,,,,,,,,,,4.0,,,1.0,2.0,1.0,,,,,,,5.0,,,,0.25,0.25,,,0.25,,0.35714285714285715,,0.6666666666666666,0.5,0.5,,1.0,,0.5,1.0,1.0,0.4,0.5,,,,,1.0,,,142.7027027027027,,11.6,8.833333333333334,9.2,8.833333333333334,0.3333333333333333,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,0.5,,1.0,0.3333333333333333,0.40475833333333333,0.43965,0.14285714285714285,0.3333333333333333,,1.35,27.225,3.0,,,,5.0,1.0,3.0,,2.0,4.0,2.0,5.0,,1.0,,5.0,5.0,,,,0.25,0.35714285714285715,0.3333333333333333,,,0.16666666666666666,0.5,0.40475833333333333,1.0,1.0,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,0.5,,,,2.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-203106,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Jeffery Taylor","McRoberts, Sessions, Tolliver, Henderson, Taylor",201177-201196-201229-201945-203106,CHA,479.0,1,8.0,-2.0,14.0,14.0,2.0,28.0,3.0,7.0,1.0,1.0,,,2.0,2.0,1.0,2.0,5.0,9.0,1.0,4.0,2.0,15.0,17.0,1.0,1.0,2.0,4.0,6.0,3.0,2.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,7.0,1.0,,3.0,2.0,5.0,2.0,7.0,1.0,1.0,,,,3.0,,,3.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,13.0,0.4,0.5,1.0,0.25,0.25,0.5555555555555556,1.0,0.5,0.5,0.5384615384615384,0.5,0.3076923076923077,,,,1.0,1.0,0.25,,0.75,0.2857142857142857,0.25,,1.0,,1.0,,,0.14285714285714285,84.17536534446764,1.0,14.857142857142858,19.357142857142858,14.0,19.071428571428573,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,0.15384615384615385,1.0,1.0,,0.15384615384615385,0.5,0.5,1.0,0.5,1.0,0.8461538461538461,0.5,0.6106692307692307,0.639,0.07692307692307693,0.1111111111111111,0.13333333333333333,4.544444444444444,24.375,1.0,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,0.15384615384615385,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-201945-2744,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Gerald Henderson, Al Jefferson","McRoberts, Sessions, Tolliver, Henderson, Jefferson",201177-201196-201229-201945-2744,CHA,3363.0,16,56.0,-3.0,110.0,105.0,9.0,215.0,16.0,26.0,3.0,5.0,10.0,18.0,11.0,26.0,4.0,18.0,37.0,70.0,4.0,26.0,21.0,107.0,110.0,3.0,6.0,10.0,34.0,40.0,12.0,6.0,18.0,4.0,4.0,17.0,4.0,21.0,4.0,4.0,6.0,46.0,6.0,8.0,27.0,5.0,40.0,9.0,49.0,,6.0,2.0,4.0,4.0,4.0,,1.0,8.0,12.0,24.0,2.0,,24.0,27.0,9.0,5.0,,,2.0,5.0,3.0,97.0,0.4594594594594595,0.5,1.0,0.15384615384615385,0.15384615384615385,0.5285714285714286,0.5,0.4479166666666667,0.42857142857142855,0.4908256880733945,0.5555555555555556,0.2708333333333333,0.05714285714285714,0.11538461538461539,0.5,1.0,0.8181818181818182,0.1875,0.8888888888888888,0.8333333333333334,0.1509433962264151,0.3,0.07142857142857142,0.7142857142857143,0.7692307692307693,0.9230769230769231,1.0,0.5,,92.0606601248885,0.6,14.49090909090909,16.847619047619048,14.054545454545455,16.504761904761907,0.2708333333333333,0.6153846153846154,0.6956521739130435,0.25,0.1875,0.5555555555555556,0.5882352941176471,0.2708333333333333,0.4230769230769231,0.4230769230769231,0.5454545454545454,0.1875,0.2222222222222222,0.2222222222222222,1.0,0.7142857142857143,0.6,0.5416666666666666,0.2222222222222222,0.48982708333333336,0.57564,0.08653846153846154,0.11538461538461539,0.09345794392523364,9.502857142857144,24.792307692307695,23.0,,1.0,0.25,49.0,8.0,9.0,14.0,31.0,13.0,12.0,43.0,7.0,2.0,5.0,40.0,46.0,1.0,2.0,0.45161290322580644,0.3522727272727273,0.41346153846153844,0.09523809523809523,0.125,0.7,0.08333333333333333,0.20454545454545456,0.5060022727272727,0.40186915887850466,0.44545454545454544,,,1.0,,,,1.0,4.0,,,4.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,0.14285714285714285,,,,,,1.0,15.0,4.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.3409090909090909,0.09090909090909091,0.1111111111111111,,7.0,1.0,1.0,2.0,1.0,0.05555555555555555,0.25,0.4666666666666667,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201196-201229-202399-2732,1610612766,"Josh McRoberts, Ramon Sessions, Anthony Tolliver, Jeff Adrien, Ben Gordon","McRoberts, Sessions, Tolliver, Adrien, Gordon",201177-201196-201229-202399-2732,CHA,284.0,1,5.0,-5.0,10.0,11.0,1.0,21.0,,5.0,,2.0,,1.0,,1.0,1.0,1.0,,7.0,1.0,2.0,1.0,4.0,9.0,,2.0,,,,3.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,3.0,2.0,1.0,5.0,1.0,7.0,2.0,9.0,1.0,,,1.0,1.0,2.0,,1.0,3.0,2.0,3.0,,,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,,1.0,0.5,0.5,,,0.16666666666666666,,0.2,,0.2222222222222222,0.2857142857142857,0.4,0.3333333333333333,1.0,1.0,0.2857142857142857,1.0,1.0,0.25,0.4,,1.0,1.0,1.0,1.0,,0.16666666666666666,106.47887323943662,1.0,15.2,12.0,14.9,12.0,0.5555555555555556,,,,0.1111111111111111,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,1.0,,0.7777777777777778,1.0,0.535461111111111,0.6637,0.1,0.125,,4.257142857142857,24.85,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
