EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,LostBallSteals,Travels,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,BlocksRecoveredPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceFG3M,BlockingFouls,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,BlockingFoulsDrawn,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Clear Path Fouls,Charge Fouls Drawn,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,HeaveAttempts,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
101142-200826-201147-201567-201601,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Luc Mbah a Moute","Turiaf, Barea, Brewer, Love, Mbah a Moute",101142-200826-201147-201567-201601,MIN,195.0,2,3.0,8.0,7.0,7.0,7.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,7.0,7.0,1.0,2.0,4.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,7.0,6.0,7.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4375,0.42857142857142855,0.3333333333333333,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,110.76923076923077,14.0,11.857142857142858,13.75,11.857142857142858,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.5,0.51495,0.2567,0.51495,0.25,0.3333333333333333,0.8571428571428571,13.9,23.55,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201567-201937,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Ricky Rubio","Turiaf, Barea, Brewer, Love, Rubio",101142-200826-201147-201567-201937,MIN,176.0,3,3.0,6.0,7.0,5.0,7.0,1.0,13.0,2.0,3.0,2.0,3.0,2.0,,1.0,,,3.0,6.0,,,6.0,8.0,1.0,3.0,5.0,,,6.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,,,2.0,1.0,3.0,,1.0,1.0,2.0,,,,,4.0,6.0,5.0,0.6666666666666666,1.0,0.5,0.6,0.5,0.6,0.5,0.6,,,,0.3333333333333333,0.5,0.3333333333333333,,,,106.36363636363637,17.5,10.142857142857142,17.5,8.571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,,,,0.6,0.6666666666666666,,0.5,0.49616666666666664,0.5071,0.5186,,,1.0,7.883333333333333,,0.8333333333333334,-2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201567-201978,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Chase Budinger","Turiaf, Barea, Brewer, Love, Budinger",101142-200826-201147-201567-201978,MIN,195.0,1,3.0,6.0,6.0,,,2.0,12.0,,1.0,,,1.0,1.0,2.0,,,1.0,4.0,2.0,,5.0,5.0,2.0,,,,,,2.0,,1.0,2.0,,5.0,2.0,2.0,1.0,4.0,3.0,7.0,2.0,3.0,,2.0,,,,,3.0,,,1.0,1.0,0.25,,0.4166666666666667,,0.4166666666666667,,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6,0.75,,,,88.61538461538461,14.166666666666666,18.333333333333332,11.5,15.666666666666666,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,0.5,0.5,,,,,0.5,0.533975,0.5433,,,,,10.75,24.35,,,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,,,,,,,0.4,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201567-203144,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Alexey Shved","Turiaf, Barea, Brewer, Love, Shved",101142-200826-201147-201567-203144,MIN,1023.0,7,17.0,34.0,35.0,19.0,22.0,8.0,69.0,6.0,9.0,5.0,7.0,9.0,1.0,10.0,2.0,,11.0,28.0,4.0,1.0,32.0,35.0,6.0,7.0,17.0,1.0,,17.0,10.0,12.0,5.0,7.0,1.0,16.0,7.0,6.0,1.0,11.0,8.0,19.0,5.0,9.0,5.0,8.0,,6.0,4.0,2.0,22.0,17.0,19.0,0.45454545454545453,0.5555555555555556,0.39285714285714285,0.4117647058823529,0.484375,0.4722222222222222,0.47058823529411764,0.4722222222222222,0.125,1.0,0.6666666666666666,0.4666666666666667,0.7692307692307693,0.5,0.2857142857142857,0.6666666666666666,0.6666666666666666,97.12609970674487,15.941176470588236,13.742857142857142,13.911764705882353,13.6,0.28125,0.6666666666666666,0.75,0.16666666666666666,0.28125,0.3125,0.1,0.1,0.0625,0.3888888888888889,0.7142857142857143,,0.40625,0.47586875,0.44703333333333334,0.4789555555555556,0.058823529411764705,0.06666666666666667,0.53125,9.892857142857142,25.4,0.5588235294117647,-3.0,2.0,2.0,4.0,5.0,10.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.4444444444444444,1.0,0.6666666666666666,1.0,,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,1.0,0.3125,2.0,2.0,,3.0,,6.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.75,1.0,0.6,,0.6666666666666666,0.06666666666666667,,0.0625,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.03571428571428571,0.1111111111111111,1.0,0.5,0.5,1.0,0.05555555555555555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201567-2755,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Kevin Martin","Turiaf, Barea, Brewer, Love, Martin",101142-200826-201147-201567-2755,MIN,703.0,2,12.0,25.0,25.0,18.0,3.0,3.0,50.0,3.0,6.0,3.0,5.0,10.0,1.0,3.0,1.0,1.0,9.0,19.0,2.0,7.0,28.0,20.0,3.0,5.0,12.0,2.0,6.0,19.0,4.0,14.0,2.0,3.0,1.0,7.0,3.0,8.0,1.0,13.0,3.0,16.0,3.0,3.0,2.0,4.0,,7.0,10.0,3.0,24.0,17.0,16.0,0.2222222222222222,0.25,0.47368421052631576,0.4166666666666667,0.5,0.4642857142857143,0.56,0.5277777777777778,0.09523809523809523,1.0,0.7272727272727273,0.3,0.75,0.2727272727272727,0.5,0.4,1.0,102.41820768136557,14.96,13.16,13.96,12.52,0.2857142857142857,0.5,0.5,0.3333333333333333,0.47619047619047616,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.047619047619047616,0.35714285714285715,0.6,0.07142857142857142,0.38095238095238093,0.4753380952380953,0.4272,0.4924214285714286,0.13636363636363635,0.15,0.6785714285714286,7.842105263157895,23.9,0.72,8.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,,,2.0,3.0,,3.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.8,0.3333333333333333,0.8,,0.5,0.5555555555555556,0.2,0.3333333333333333,1.0,0.14285714285714285,,1.0,,1.0,,3.0,1.0,,1.0,,,,,,3.0,1.0,0.5,0.5,,0.2,,1.0,,,0.047619047619047616,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,,1.0,,,,0.5,0.05263157894736842,,,1.0,1.0,1.0,0.07142857142857142,,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.1,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201601-201937,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Ricky Rubio","Turiaf, Barea, Brewer, Mbah a Moute, Rubio",101142-200826-201147-201601-201937,MIN,95.0,1,2.0,3.0,2.0,,,1.0,5.0,1.0,2.0,,,,,,,,1.0,2.0,2.0,,8.0,2.0,1.0,,,,,,,2.0,,2.0,,6.0,1.0,,,,1.0,1.0,,,,,,1.0,,,6.0,,,,,0.5,,1.0,,1.0,,0.5,,,1.0,,1.0,,,,75.78947368421053,18.333333333333332,20.0,18.333333333333332,20.0,0.5,0.5,1.0,,,,,,,,,,1.0,0.5637125,0.7005,,,,,1.7,24.95,,6.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,0.25,2.0,2.0,,2.0,,6.0,2.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,0.5,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201601-201967,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Dante Cunningham","Turiaf, Barea, Brewer, Mbah a Moute, Cunningham",101142-200826-201147-201601-201967,MIN,326.0,2,5.0,12.0,13.0,4.0,3.0,2.0,25.0,1.0,6.0,1.0,1.0,1.0,,,1.0,,2.0,7.0,5.0,3.0,16.0,14.0,1.0,1.0,1.0,3.0,,11.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,,4.0,3.0,7.0,,1.0,,3.0,,4.0,5.0,1.0,15.0,11.0,4.0,0.5,0.5,0.2857142857142857,1.0,0.5416666666666666,1.375,0.5714285714285714,1.375,0.4166666666666667,,0.8,0.4,0.8,0.42857142857142855,,,1.0,110.42944785276073,13.166666666666666,12.923076923076923,12.083333333333334,12.692307692307692,0.5,0.16666666666666666,0.2,1.0,0.08333333333333333,,,,0.08333333333333333,0.25,1.0,,0.9166666666666666,0.589175,0.5871,0.5030125,0.14285714285714285,0.125,0.6875,1.2857142857142858,25.82,0.3333333333333333,2.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,0.16666666666666666,1.0,,0.4,,,1.0,1.0,,0.5,,0.0625,3.0,4.0,,3.0,1.0,3.0,4.0,3.0,1.0,1.0,,1.0,1.0,,1.0,0.3333333333333333,0.6,0.6,0.5,,,1.0,0.16666666666666666,,0.3333333333333333,0.75,0.75,0.3333333333333333,,0.75,,3.0,3.0,3.0,6.0,1.0,,1.0,,,1.0,,,,,,1.0,0.14285714285714285,0.16666666666666666,1.0,,,,0.75,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201601-203133,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Robbie Hummel","Turiaf, Barea, Brewer, Mbah a Moute, Hummel",101142-200826-201147-201601-203133,MIN,156.0,1,3.0,7.0,6.0,,,1.0,13.0,2.0,3.0,,,1.0,,1.0,,,2.0,5.0,1.0,3.0,10.0,4.0,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,,2.0,,3.0,3.0,2.0,8.0,,,0.5,0.5,0.4,,0.5833333333333334,,0.7142857142857143,,0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,1.0,1.0,120.0,10.714285714285714,13.5,10.285714285714286,13.5,0.5,0.6666666666666666,1.0,0.5,0.16666666666666666,0.16666666666666666,,,,,,,0.6666666666666666,0.5364583333333334,0.6,,0.2857142857142857,0.3333333333333333,,7.2,26.1,,6.0,,1.0,,,2.0,,,1.0,1.0,,1.0,,,,,,,0.5,0.5,1.0,1.0,1.0,,,,,1.0,,0.2,1.0,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,0.16666666666666666,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,0.2,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201967-201978,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Dante Cunningham, Chase Budinger","Turiaf, Barea, Brewer, Cunningham, Budinger",101142-200826-201147-201967-201978,MIN,53.0,1,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.5,,,,,54.339622641509436,14.0,39.0,14.0,32.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.6321,,,,,,1.3,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
101142-200826-201147-201967-203144,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Dante Cunningham, Alexey Shved","Turiaf, Barea, Brewer, Cunningham, Shved",101142-200826-201147-201967-203144,MIN,183.0,2,3.0,7.0,7.0,,,1.0,14.0,4.0,4.0,,,2.0,,1.0,,,6.0,7.0,,1.0,13.0,4.0,1.0,,,,,,4.0,8.0,2.0,2.0,1.0,4.0,1.0,2.0,,2.0,1.0,3.0,1.0,1.0,,1.0,,2.0,1.0,1.0,11.0,,,0.3333333333333333,0.4,0.8571428571428571,,0.8571428571428571,,0.9285714285714286,,,,0.6666666666666666,1.0,0.5,1.0,1.0,,,110.16393442622952,9.571428571428571,16.571428571428573,9.571428571428571,15.714285714285714,0.5714285714285714,1.0,1.0,0.25,0.2857142857142857,0.14285714285714285,,,,,,,0.5714285714285714,0.5872571428571429,0.647,,0.14285714285714285,0.14285714285714285,,5.142857142857143,,,9.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.5,1.0,1.0,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,True
