EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Fg3aBlocked,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,FG3APctBlocked,Corner3PctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,Corner3Assists,OffThreePtRebounds,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,PenaltyFg3Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,Technical Free Throw Trips,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,OffCorner3ReboundPct,SelfOReb,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,DefensiveGoaltends,Blocked3s,BlockedArc3,Arc3PctBlocked,team_id,year,season,team_vs
1495-1938-201158-201168-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Patty Mills","Duncan, Ginobili, Belinelli, Splitter, Mills",1495-1938-201158-201168-201988,SAS,86.0,1,1.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,100.46511627906976,13.333333333333334,15.333333333333334,13.333333333333334,13.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46745,0.46745,1.0,13.7,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201168-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Tony Parker","Duncan, Ginobili, Belinelli, Splitter, Parker",1495-1938-201158-201168-2225,SAS,259.0,4,4.0,10.0,11.0,4.0,21.0,1.0,3.0,,1.0,1.0,,2.0,5.0,2.0,6.0,17.0,,2.0,1.0,2.0,4.0,,1.0,2.0,2.0,,4.0,1.0,1.0,,,,4.0,2.0,4.0,1.0,1.0,0.4,,0.2857142857142857,,0.375,0.25,0.2857142857142857,116.75675675675676,16.4,8.636363636363637,16.2,8.636363636363637,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,0.14285714285714285,,0.42857142857142855,0.48209285714285716,0.42608333333333337,0.3333333333333333,9.66,24.05,0.4,-11.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.2,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.125,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Patty Mills","Duncan, Ginobili, Belinelli, Green, Mills",1495-1938-201158-201980-201988,SAS,177.0,3,3.0,7.0,5.0,3.0,12.0,1.0,1.0,,,2.0,,3.0,4.0,3.0,12.0,3.0,1.0,2.0,1.0,2.0,6.0,,2.0,3.0,4.0,,9.0,,,,,,12.0,2.0,3.0,1.0,1.0,0.75,0.5,0.8571428571428571,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.42857142857142855,97.62711864406779,14.285714285714286,15.4,11.0,15.4,0.14285714285714285,1.0,1.0,,,,,0.2857142857142857,,0.8571428571428571,0.48315714285714284,0.49035,0.16666666666666666,4.3,24.733333333333334,0.42857142857142855,9.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,2.0,1.0,,,,3.0,,3.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,,,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Kawhi Leonard","Duncan, Ginobili, Belinelli, Green, Leonard",1495-1938-201158-201980-202695,SAS,79.0,1,1.0,2.0,2.0,,4.0,,,1.0,1.0,,,1.0,1.0,1.0,3.0,,,,,,,2.0,,,,,,,,2.0,,2.0,3.0,,,,,1.0,,0.5,,0.5,,0.5,72.9113924050633,21.0,18.5,21.0,18.5,,,,0.5,1.0,1.0,,,,0.5,0.511125,,,15.1,23.2,,3.0,,,,,1.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,,1.0,1.0,3.0,,2.0,1.0,,,,,,1.0,,,,,,,,,0.5,,0.3333333333333333,0.5,,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Boris Diaw","Duncan, Ginobili, Belinelli, Green, Diaw",1495-1938-201158-201980-2564,SAS,101.0,1,2.0,3.0,3.0,3.0,6.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,0.16666666666666666,0.16666666666666666,0.5,85.54455445544555,11.0,22.666666666666668,11.0,22.666666666666668,,,,,,,,,,1.0,0.57245,0.57245,1.0,0.7,22.6,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,,3.0,,3.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,0.5,,,,,0.5,0.5,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,0.5,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Belinelli, Mills, Leonard",1495-1938-201158-201988-202695,SAS,125.0,2,2.0,5.0,6.0,2.0,11.0,1.0,2.0,,,,,2.0,3.0,1.0,7.0,5.0,1.0,1.0,,4.0,4.0,,,2.0,2.0,,4.0,,,,,,7.0,4.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.7,1.0,0.25,126.71999999999998,13.2,9.833333333333334,13.2,9.833333333333334,0.5,0.5,1.0,,,,,,,0.5,0.462975,0.468,0.5714285714285714,7.433333333333334,23.9,0.4,2.0,2.0,,1.0,1.0,1.0,,3.0,,,2.0,1.0,1.0,,,2.0,2.0,,2.0,,,,,,2.0,,3.0,2.0,,3.0,1.0,,,1.0,,,,,,,0.25,1.0,1.0,1.0,1.0,0.25,,0.25,0.3333333333333333,,,1.0,1.0,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201988-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Tony Parker","Duncan, Ginobili, Belinelli, Mills, Parker",1495-1938-201158-201988-2225,SAS,176.0,1,3.0,5.0,6.0,5.0,11.0,2.0,2.0,1.0,1.0,,,4.0,4.0,,8.0,8.0,4.0,4.0,,8.0,6.0,2.0,,3.0,3.0,1.0,6.0,,,,,,8.0,8.0,5.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,,90.0,16.0,16.0,16.0,15.0,0.5,1.0,1.0,0.25,1.0,1.0,1.0,,,0.25,0.4838,0.4838,1.0,9.75,,1.0,,5.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,0.5,,,,0.25,1.0,1.0,1.0,0.5,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,0.5,1.0,,,,,,0.25,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Boris Diaw","Duncan, Ginobili, Belinelli, Mills, Diaw",1495-1938-201158-201988-2564,SAS,871.0,7,15.0,29.0,29.0,8.0,58.0,5.0,7.0,,4.0,7.0,2.0,10.0,19.0,9.0,28.0,37.0,1.0,3.0,4.0,7.0,10.0,10.0,7.0,5.0,6.0,,13.0,1.0,,,,,28.0,7.0,8.0,0.5,0.5,0.5263157894736842,0.3333333333333333,0.4642857142857143,0.35714285714285715,0.4827586206896552,0.4375,0.32142857142857145,95.8897818599311,16.448275862068964,13.586206896551724,15.724137931034482,13.448275862068966,0.25,0.7142857142857143,0.7142857142857143,0.14285714285714285,,,,0.25,0.2857142857142857,0.6071428571428571,0.47779464285714285,0.4651,0.25,7.510526315789473,24.788888888888888,0.27586206896551724,-9.0,16.0,2.0,5.0,8.0,2.0,2.0,2.0,,,2.0,4.0,1.0,2.0,3.0,1.0,10.0,3.0,13.0,2.0,2.0,,4.0,,1.0,,2.0,6.0,,3.0,2.0,,0.5,1.0,0.2222222222222222,1.0,0.9,0.2,0.5,1.0,0.2857142857142857,0.625,0.625,0.8,0.2,0.07142857142857142,0.2857142857142857,0.06896551724137931,0.1,,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,1.0,,6.0,,0.5,0.2222222222222222,0.2222222222222222,,,0.8571428571428571,1.0,1.0,0.14285714285714285,0.14285714285714285,,,0.14285714285714285,1.0,0.14285714285714285,0.48115,,,,,,,0.5,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.16666666666666666,0.3333333333333333,0.2,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201988-2588,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Matt Bonner","Duncan, Ginobili, Belinelli, Mills, Bonner",1495-1938-201158-201988-2588,SAS,81.0,1,1.0,2.0,2.0,,4.0,,1.0,,1.0,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1111111111111,32.5,8.0,23.0,8.0,0.5,,,0.5,,,,,,,0.3843,,,12.15,,,-4.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,,,,1.0,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Belinelli, Leonard, Parker",1495-1938-201158-202695-2225,SAS,283.0,5,5.0,11.0,12.0,7.0,23.0,,1.0,,1.0,2.0,1.0,3.0,6.0,2.0,11.0,12.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,,4.0,2.0,,,,,11.0,5.0,7.0,0.6666666666666666,0.6666666666666666,0.5,0.4,0.375,0.3333333333333333,0.5,0.3333333333333333,0.25,117.03180212014134,10.545454545454545,13.916666666666666,10.545454545454545,12.916666666666666,0.125,,,0.125,,,,0.25,0.16666666666666666,0.75,0.56638125,0.5284166666666666,0.45454545454545453,4.7,24.8,0.6363636363636364,-1.0,,,3.0,4.0,,,5.0,,,1.0,2.0,,,2.0,,4.0,,4.0,1.0,,,1.0,1.0,3.0,1.0,3.0,3.0,,5.0,2.0,,1.0,,,1.0,0.8,,,1.0,0.5,0.75,1.0,0.6666666666666666,,,,0.2,0.25,,,2.0,3.0,,,,,,,1.0,,,2.0,,,,,0.16666666666666666,0.25,0.6666666666666666,1.0,,,,,,0.5,0.6666666666666666,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
