EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BlockingFouls,Fouls,FTA,Technical Free Throw Trips,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,OffThreePtRebounds,SelfOReb,LostBallTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,LongMidRangeFGM,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,ShortMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3FGM,Corner3Assists,Offensive Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,Travels,PenaltyCorner3Frequency,PtsPutbacks,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffensiveGoaltends,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
101161-101236-200768-201942-202349,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Greivis Vasquez","Johnson, Hayes, Lowry, DeRozan, Vasquez",101161-101236-200768-201942-202349,TOR,153.0,1,3.0,2.0,4.0,4.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.4166666666666667,1.25,0.4166666666666667,1.25,0.16666666666666666,0.25,0.5,1.0,0.4,0.5,1.0,0.5,1.0,1.0,75.29411764705883,16.0,22.25,14.5,20.0,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.4503333333333333,0.5485,0.8333333333333334,9.32,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Terrence Ross","Johnson, Hayes, Lowry, DeRozan, Ross",101161-101236-200768-201942-203082,TOR,43.0,1,1.0,-2.0,1.0,2.0,,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,4.0,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,100.46511627906976,17.0,13.0,17.0,13.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.5211,,,2.3,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-200779-201986-202685,1610612761,"Amir Johnson, Kyle Lowry, Steve Novak, Nando De Colo, Jonas Valanciunas","Johnson, Lowry, Novak, De Colo, Valanciunas",101161-200768-200779-201986-202685,TOR,19.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-201946-202361,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Landry Fields","Johnson, Lowry, DeRozan, Hansbrough, Fields",101161-200768-201942-201946-202361,TOR,121.0,1,2.0,4.0,4.0,4.0,1.0,8.0,,1.0,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,1.0,3.0,6.0,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,4.0,,6.0,,1.0,,1.0,,,0.5,,0.6,,0.3333333333333333,,0.5,,,0.5,,1.0,,,95.20661157024794,17.0,13.25,16.75,13.25,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,,,,,0.6666666666666666,1.0,0.47478333333333333,0.5778,,10.5,26.7,4.0,,,,,,,,,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-201946-203082,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Terrence Ross","Johnson, Lowry, DeRozan, Hansbrough, Ross",101161-200768-201942-201946-203082,TOR,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-201946-2422,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, John Salmons","Johnson, Lowry, DeRozan, Hansbrough, Salmons",101161-200768-201942-201946-2422,TOR,68.0,1,1.0,4.0,3.0,3.0,,6.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,6.0,2.0,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,,2.0,,,1.0,,6.0,1.0,1.0,,1.0,1.0,,1.25,,1.5,,0.5,1.0,,,1.0,,,,,,127.05882352941177,12.333333333333334,10.333333333333334,12.333333333333334,10.333333333333334,0.5,1.0,1.0,,,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,0.49005,,,3.1,25.3,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-202335-202349,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Greivis Vasquez","Johnson, Lowry, DeRozan, Patterson, Vasquez",101161-200768-201942-202335-202349,TOR,1042.0,5,17.0,27.0,36.0,33.0,3.0,69.0,7.0,11.0,1.0,1.0,8.0,2.0,4.0,10.0,,2.0,11.0,21.0,4.0,10.0,16.0,50.0,23.0,1.0,2.0,,2.0,4.0,14.0,9.0,10.0,4.0,3.0,7.0,3.0,17.0,5.0,4.0,7.0,14.0,6.0,20.0,1.0,7.0,18.0,1.0,46.0,0.75,0.4,,0.4,0.5238095238095238,0.5,0.5483870967741935,0.25,0.6410256410256411,0.4,0.3225806451612903,0.7777777777777778,0.5,0.8,0.7857142857142857,0.375,0.25,,0.5,,95.35508637236084,16.555555555555557,13.515151515151516,15.555555555555555,12.454545454545455,0.3548387096774194,0.6363636363636364,0.7,0.25806451612903225,0.06451612903225806,0.3225806451612903,0.4,0.4,0.75,0.25,1.0,0.5,,,0.6774193548387096,0.4,0.4889241935483871,0.485825,0.08,5.8,25.15,28.0,8.0,4.0,4.0,3.0,0.36363636363636365,0.36363636363636365,0.5714285714285714,23.0,23.0,0.6388888888888888,11.0,30.0,3.0,3.0,2.0,1.0,,2.0,15.0,1.0,6.0,3.0,30.0,3.0,0.5769230769230769,0.16666666666666666,0.23076923076923078,0.6,3.0,2.0,1.0,1.0,1.0,1.0,0.75,3.0,6.0,4.0,3.0,7.0,2.0,5.0,14.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.42857142857142855,0.35714285714285715,0.4523809523809524,0.047619047619047616,0.09090909090909091,0.16666666666666666,1.0,0.16666666666666666,1.0,0.8,0.06666666666666667,1.0,0.5,0.5,0.2857142857142857,0.5,0.3333333333333333,0.42857142857142855,0.4617761904761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-202335-202361,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Landry Fields","Johnson, Lowry, DeRozan, Patterson, Fields",101161-200768-201942-202335-202361,TOR,333.0,2,6.0,-1.0,10.0,15.0,,25.0,1.0,1.0,,,1.0,2.0,,1.0,,,3.0,4.0,,1.0,8.0,14.0,15.0,,,,,,,,1.0,,,3.0,,6.0,,4.0,1.0,6.0,,6.0,,5.0,9.0,1.0,14.0,,,,,0.75,,0.6,,0.7222222222222222,,0.2,0.5,,1.0,0.8333333333333334,,,,0.5,1.0,108.10810810810811,14.3,12.666666666666666,14.3,12.666666666666666,0.2,1.0,1.0,0.2,0.4,0.2,,,,,,,,,0.4,,0.45556,,,12.0,24.7,12.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,0.6,7.0,9.0,,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,9.0,3.0,0.9,0.16666666666666666,0.2,0.6428571428571429,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,0.5378,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-202335-203082,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Terrence Ross","Johnson, Lowry, DeRozan, Patterson, Ross",101161-200768-201942-202335-203082,TOR,501.0,3,8.0,-4.0,16.0,15.0,3.0,31.0,2.0,4.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,2.0,8.0,19.0,23.0,,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,4.0,,6.0,9.0,,16.0,1.0,0.5,1.0,0.5,0.4444444444444444,,0.5,0.75,0.6333333333333333,0.75,0.18181818181818182,0.5,0.2,1.0,0.6666666666666666,0.3333333333333333,,,,,89.10179640718563,14.1875,18.266666666666666,13.0625,18.266666666666666,0.36363636363636365,0.5,0.5,0.36363636363636365,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,0.5,,0.5,1.0,1.0,0.5454545454545454,1.0,0.5019545454545454,0.60705,0.15789473684210525,6.288888888888889,23.9,6.0,6.0,3.0,1.0,3.0,0.75,0.75,0.5,4.0,4.0,0.25,4.0,9.0,,2.0,1.0,1.0,2.0,3.0,5.0,,3.0,2.0,9.0,2.0,1.125,0.23076923076923078,0.2727272727272727,0.47368421052631576,,1.0,,1.0,0.3333333333333333,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.25,,,1.0,0.5,,1.0,1.0,,1.0,0.5,0.5,,,0.5,1.0,0.515525,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-200768-201942-202335-2422,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, John Salmons","Johnson, Lowry, DeRozan, Patterson, Salmons",101161-200768-201942-202335-2422,TOR,269.0,3,4.0,-7.0,7.0,9.0,,16.0,1.0,2.0,,,2.0,1.0,,,,,2.0,5.0,1.0,1.0,2.0,9.0,16.0,,,,,,2.0,3.0,,,1.0,2.0,,5.0,1.0,,2.0,3.0,1.0,4.0,,5.0,2.0,,9.0,1.0,1.0,,1.0,0.4,,0.5833333333333334,,0.6428571428571429,,0.16666666666666666,1.0,0.3333333333333333,,1.0,0.3333333333333333,1.0,,1.0,,85.65055762081785,18.285714285714285,15.666666666666666,18.285714285714285,15.666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666666,,,,,,,,,,0.5,,0.4470416666666666,,,6.859999999999999,23.1,9.0,2.0,1.0,,3.0,0.5,0.5,,2.0,2.0,0.2857142857142857,2.0,4.0,,,,,1.0,1.0,3.0,,,1.0,4.0,1.0,0.6666666666666666,,,0.4444444444444444,1.0,,,,,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.0,,,,0.5,0.5,,,,,0.4097,,,,,,,,1.0,1.0,,,,,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
