EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3FGM,HeaveAttempts,3SecondViolations,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
101114-1718-203486-2207-2733,1610612751,"Deron Williams, Paul Pierce, Mason Plumlee, Joe Johnson, Shaun Livingston","Williams, Pierce, Plumlee, Johnson, Livingston",101114-1718-203486-2207-2733,BKN,17085.0,26,285,-18.0,517,511.0,46.0,51.0,68.0,1028,83.0,137.0,21.0,30.0,6.0,7.0,24.0,81.0,48.0,105.0,15.0,32.0,1.0,3.0,44.0,103.0,4.0,9.0,9.0,17.0,155.0,323.0,59.0,135.0,85.0,572.0,590.0,30.0,48.0,5.0,12.0,13.0,88.0,12.0,22.0,9.0,17.0,9.0,60.0,168.0,142.0,147.0,30.0,36.0,103.0,44.0,19.0,1.0,84.0,49.0,133.0,34.0,15.0,40.0,13.0,31.0,315.0,17.0,63.0,70.0,90.0,7.0,167.0,80.0,247.0,14.0,36.0,22.0,14.0,69.0,8.0,40.0,29.0,3.0,29.0,1.0,4.0,98.0,14.0,6.0,50.0,5.0,99.0,3.0,2.0,5.0,107.0,4.0,4.0,10.0,1.0,105.0,15.0,3.0,55.0,1.0,2.0,27.0,22.0,1.0,4.0,27.0,16.0,2.0,484.0,60.0,46.0,3.0,2.0,0.5419354838709678,0.6131386861313869,0.8305084745762712,0.43703703703703706,0.4166666666666667,0.5294117647058824,0.43703703703703706,0.47987616099071206,0.625,0.5454545454545454,0.5316593886462883,0.625,0.6538461538461539,0.5688622754491018,0.6666666666666666,0.6704545454545454,0.29475982532751094,0.007407407407407408,0.058823529411764705,0.0948905109489051,0.06172839506172839,0.009523809523809525,0.03125,0.7040816326530612,1.0,0.7142857142857143,0.3772455089820359,0.8045977011494253,0.2328767123287671,0.7511737089201878,0.3333333333333333,0.48148148148148145,0.3333333333333333,0.32142857142857145,0.19298245614035087,0.375,0.6470588235294118,0.6888888888888889,0.8666666666666667,0.8333333333333334,0.7142857142857143,0.06363636363636363,86.64442493415277,0.5925925925925926,16.870406189555126,16.365949119373777,16.017408123791103,15.71037181996086,0.29912663755458513,0.6058394160583942,0.6693548387096774,0.4819277108433735,0.17685589519650655,0.2962962962962963,0.3157894736842105,0.5416666666666666,0.2292576419213974,0.45714285714285713,0.46153846153846156,0.6458333333333334,0.06986899563318777,0.46875,0.4838709677419355,1.0,0.22489082969432314,0.42718446601941745,0.42718446601941745,0.7727272727272727,0.5,0.7,0.09523809523809523,0.05,0.3333333333333333,1.0,0.15,0.4444444444444444,0.75,0.1794871794871795,0.8571428571428571,0.4358974358974359,0.5294117647058824,0.5938864628820961,0.42718446601941745,0.502200327510917,0.5211290000000001,0.4486705128205128,0.11222444889779559,0.15151515151515152,0.007352941176470588,0.15384615384615385,0.1048951048951049,8.56656346749226,25.005925925925926,0.08897485493230174,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,True
101114-1718-2207-2733-708,1610612751,"Deron Williams, Paul Pierce, Joe Johnson, Shaun Livingston, Kevin Garnett","Williams, Pierce, Johnson, Livingston, Garnett",101114-1718-2207-2733-708,BKN,7767.0,13,129,-44.0,239,242.0,34.0,50.0,25.0,481,27.0,47.0,4.0,11.0,4.0,7.0,15.0,36.0,16.0,50.0,2.0,9.0,,,19.0,54.0,2.0,6.0,1.0,6.0,58.0,133.0,21.0,63.0,41.0,220.0,264.0,5.0,14.0,2.0,6.0,7.0,23.0,10.0,22.0,1.0,7.0,9.0,32.0,66.0,50.0,45.0,18.0,6.0,54.0,19.0,7.0,1.0,33.0,15.0,48.0,13.0,2.0,17.0,7.0,9.0,111.0,9.0,21.0,27.0,59.0,2.0,88.0,30.0,118.0,3.0,19.0,11.0,8.0,28.0,10.0,20.0,26.0,3.0,8.0,3.0,4.0,54.0,6.0,5.0,25.0,2.0,48.0,,2.0,3.0,42.0,1.0,1.0,4.0,1.0,47.0,5.0,2.0,20.0,,5.0,14.0,8.0,1.0,5.0,14.0,6.0,1.0,197.0,28.0,31.0,,2.0,0.5689655172413793,0.6,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.43609022556390975,0.35714285714285715,0.45454545454545453,0.45663265306122447,0.4,0.39655172413793105,0.5069444444444444,0.4791666666666667,0.47058823529411764,0.32142857142857145,0.015873015873015872,0.05263157894736842,0.10638297872340426,0.05555555555555555,,,0.5185185185185185,1.0,0.7972972972972973,0.28,0.84375,0.21428571428571427,0.8113207547169812,0.2564102564102564,0.4,0.38095238095238093,0.14705882352941177,0.2,0.2857142857142857,0.5714285714285714,0.8076923076923077,0.9629629629629629,0.88,0.7142857142857143,0.027522935779816515,89.17728852838935,0.42857142857142855,17.217573221757323,15.090909090909092,16.564853556485357,14.706611570247935,0.23979591836734693,0.574468085106383,0.6428571428571429,0.6296296296296297,0.1836734693877551,0.4166666666666667,0.4411764705882353,0.4666666666666667,0.25510204081632654,0.32,0.32,0.5625,0.04591836734693878,0.2222222222222222,0.2222222222222222,1.0,0.2755102040816326,0.35185185185185186,0.3584905660377358,0.6842105263157895,0.55,0.36363636363636365,0.25,,,,0.3,0.3333333333333333,,0.2413793103448276,0.5714285714285714,0.20689655172413793,0.16666666666666666,0.5612244897959183,0.35185185185185186,0.49326632653061225,0.5401357142857143,0.4503258620689655,0.0947867298578199,0.13513513513513514,,0.10454545454545454,0.14545454545454545,9.554887218045112,25.03968253968254,0.14225941422594143,1.0,0.018518518518518517,0.034482758620689655,,,,,,,,,,,,,,,1610612751,2014,2013-14,True
101187-1718-2207-2733-708,1610612751,"Alan Anderson, Paul Pierce, Joe Johnson, Shaun Livingston, Kevin Garnett","Anderson, Pierce, Johnson, Livingston, Garnett",101187-1718-2207-2733-708,BKN,7277.0,13,121,-14.0,218,219.0,13.0,10.0,21.0,437,31.0,55.0,4.0,9.0,1.0,5.0,10.0,31.0,14.0,38.0,8.0,15.0,,1.0,12.0,51.0,3.0,5.0,1.0,3.0,55.0,124.0,20.0,66.0,35.0,205.0,219.0,6.0,14.0,3.0,6.0,,21.0,2.0,10.0,2.0,5.0,2.0,12.0,48.0,62.0,42.0,18.0,8.0,50.0,12.0,12.0,1.0,24.0,14.0,38.0,8.0,6.0,12.0,6.0,6.0,90.0,9.0,15.0,34.0,48.0,1.0,83.0,24.0,107.0,2.0,12.0,7.0,5.0,21.0,4.0,11.0,17.0,1.0,10.0,,1.0,38.0,2.0,1.0,13.0,,43.0,,1.0,7.0,51.0,3.0,2.0,8.0,,41.0,3.0,5.0,17.0,1.0,1.0,8.0,7.0,1.0,,8.0,4.0,1.0,184.0,12.0,13.0,2.0,1.0,0.43636363636363634,0.47058823529411764,0.7,0.30303030303030304,0.5,0.4,0.3076923076923077,0.4435483870967742,0.42857142857142855,0.2,0.4473684210526316,0.525,0.3333333333333333,0.4878640776699029,0.525,0.375,0.3473684210526316,0.015151515151515152,0.0967741935483871,0.10909090909090909,0.12903225806451613,0.05263157894736842,,0.5526315789473685,1.0,0.7741935483870968,0.22388059701492538,0.8292682926829268,0.20454545454545456,0.7961165048543689,0.21621621621621623,0.34782608695652173,0.15,0.16666666666666666,0.1891891891891892,0.2857142857142857,0.7333333333333333,0.6956521739130435,0.875,0.7857142857142857,0.9230769230769231,0.020202020202020204,86.47519582245431,0.5,16.454128440366972,16.84931506849315,16.022935779816514,16.17351598173516,0.2894736842105263,0.5636363636363636,0.6326530612244898,0.3870967741935484,0.1631578947368421,0.3225806451612903,0.37037037037037035,0.6,0.2,0.3684210526315789,0.3888888888888889,0.42857142857142855,0.07894736842105263,0.5333333333333333,0.5333333333333333,0.75,0.26842105263157895,0.23529411764705882,0.24,0.6666666666666666,0.45,0.4444444444444444,,0.05,,,0.25,0.6,0.6666666666666666,0.3333333333333333,0.2,0.2,0.3333333333333333,0.6368421052631579,0.24,0.5039002645502646,0.5372571428571429,0.4650714285714286,0.08780487804878048,0.12318840579710146,0.014925373134328358,0.1024390243902439,0.05853658536585366,8.344354838709679,25.49848484848485,0.05963302752293578,2.0,0.0196078431372549,0.13333333333333333,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,1610612751,2014,2013-14,True
101114-101154-1718-2207-2733,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Joe Johnson, Shaun Livingston","Williams, Blatche, Pierce, Johnson, Livingston",101114-101154-1718-2207-2733,BKN,6605.0,26,110,-26.0,211,215.0,38.0,37.0,26.0,426,43.0,63.0,8.0,13.0,7.0,10.0,8.0,23.0,23.0,48.0,5.0,16.0,1.0,2.0,9.0,34.0,,2.0,2.0,6.0,74.0,134.0,14.0,50.0,27.0,217.0,243.0,11.0,18.0,1.0,4.0,4.0,29.0,12.0,20.0,3.0,12.0,7.0,40.0,92.0,56.0,33.0,9.0,12.0,34.0,9.0,3.0,1.0,46.0,11.0,57.0,6.0,5.0,26.0,3.0,17.0,125.0,10.0,19.0,31.0,41.0,5.0,77.0,29.0,106.0,3.0,14.0,9.0,5.0,27.0,4.0,16.0,13.0,1.0,11.0,1.0,1.0,40.0,4.0,7.0,28.0,1.0,47.0,1.0,3.0,2.0,41.0,,1.0,5.0,1.0,38.0,5.0,1.0,18.0,1.0,2.0,8.0,8.0,,,8.0,3.0,,188.0,40.0,38.0,6.0,1.0,0.6216216216216216,0.6764705882352942,0.7857142857142857,0.28,0.25,0.25,0.28,0.5522388059701493,0.6111111111111112,0.6,0.5163043478260869,0.5681818181818182,0.515625,0.54,0.5576923076923077,0.5555555555555556,0.2717391304347826,0.02,0.022388059701492536,0.031746031746031744,0.043478260869565216,,,0.675,1.0,0.7192982456140351,0.31666666666666665,0.9393939393939394,0.2777777777777778,0.8,0.3020833333333333,0.4,0.3333333333333333,0.24,0.28,0.2727272727272727,0.6818181818181818,0.7368421052631579,0.75,1.0,0.75,0.03260869565217391,92.87509462528388,0.375,15.421800947867299,15.586046511627908,14.763033175355451,15.134883720930233,0.3423913043478261,0.6825396825396826,0.7049180327868853,0.6046511627906976,0.125,0.34782608695652173,0.36363636363636365,0.375,0.2608695652173913,0.4791666666666667,0.4791666666666667,0.7391304347826086,0.08695652173913043,0.3125,0.3125,1.0,0.18478260869565216,0.2647058823529412,0.2727272727272727,0.6666666666666666,0.5909090909090909,0.6153846153846154,0.125,0.09090909090909091,0.5,1.0,0.09090909090909091,,,0.3125,0.7,0.1875,0.3333333333333333,0.6141304347826086,0.2647058823529412,0.5086040760869566,0.5517133333333334,0.48395625,0.09595959595959595,0.12244897959183673,0.0196078431372549,0.1336405529953917,0.18433179723502305,8.873880597014924,24.958000000000002,0.18009478672985782,6.0,0.029411764705882353,0.1875,1.0,,1.0,4.0,0.16666666666666666,,,,,,,,,,1610612751,2014,2013-14,True
101114-1718-201572-2207-708,1610612751,"Deron Williams, Paul Pierce, Brook Lopez, Joe Johnson, Kevin Garnett","Williams, Pierce, Lopez, Johnson, Garnett",101114-1718-201572-2207-708,BKN,5375.0,10,90,14.0,176,175.0,26.0,22.0,16.0,351,16.0,29.0,5.0,8.0,4.0,4.0,14.0,32.0,27.0,59.0,2.0,6.0,,,11.0,31.0,2.0,2.0,1.0,3.0,57.0,120.0,13.0,37.0,33.0,186.0,172.0,7.0,12.0,2.0,2.0,,20.0,5.0,15.0,1.0,3.0,10.0,23.0,76.0,38.0,33.0,6.0,6.0,31.0,11.0,9.0,,38.0,11.0,49.0,9.0,2.0,6.0,12.0,20.0,109.0,3.0,14.0,23.0,49.0,4.0,76.0,18.0,94.0,2.0,14.0,6.0,8.0,13.0,2.0,7.0,11.0,1.0,6.0,1.0,2.0,24.0,3.0,5.0,19.0,,37.0,1.0,2.0,3.0,37.0,,1.0,4.0,,42.0,3.0,3.0,14.0,2.0,4.0,6.0,3.0,,3.0,6.0,4.0,1.0,166.0,21.0,25.0,1.0,3.0,0.6666666666666666,0.7037037037037037,0.8461538461538461,0.35135135135135137,1.0,0.3333333333333333,0.35135135135135137,0.475,0.5833333333333334,0.3333333333333333,0.4872611464968153,0.7142857142857143,0.3611111111111111,0.5258620689655172,0.7142857142857143,0.5,0.2356687898089172,,0.075,0.10344827586206896,0.125,0.03389830508474576,,0.5416666666666666,0.8,0.8596491228070176,0.22580645161290322,0.9583333333333334,0.13043478260869565,0.8888888888888888,0.2,0.3076923076923077,0.17647058823529413,0.21875,0.10526315789473684,0.25,0.8333333333333334,0.8260869565217391,0.9090909090909091,1.0,0.8571428571428571,0.02631578947368421,94.03534883720931,0.6666666666666666,16.602272727272727,14.017142857142858,16.073863636363637,13.771428571428572,0.18471337579617833,0.5517241379310345,0.6153846153846154,0.375,0.20382165605095542,0.4375,0.5,0.8571428571428571,0.37579617834394907,0.4576271186440678,0.47368421052631576,0.7407407407407407,0.03821656050955414,0.3333333333333333,0.3333333333333333,1.0,0.19745222929936307,0.3548387096774194,0.3548387096774194,0.8181818181818182,0.5714285714285714,0.625,0.2,,,,0.14285714285714285,1.0,0.5,0.2222222222222222,1.0,0.16666666666666666,0.3333333333333333,0.42038216560509556,0.3548387096774194,0.4650210191082803,0.48364999999999997,0.4629722222222223,0.09411764705882353,0.10687022900763359,0.05128205128205128,0.10752688172043011,0.12365591397849462,11.841666666666667,24.843243243243244,0.14772727272727273,,,,,,,,,1.0,0.25,,,,,,,,1610612751,2014,2013-14,True
101114-101154-1891-1905-203141,1610612751,"Deron Williams, Andray Blatche, Jason Terry, Andrei Kirilenko, Mirza Teletovic","Williams, Blatche, Terry, Kirilenko, Teletovic",101114-101154-1891-1905-203141,BKN,3316.0,5,55,-28.0,104,103.0,6.0,3.0,12.0,207,19.0,30.0,3.0,5.0,1.0,1.0,6.0,12.0,8.0,25.0,4.0,6.0,,,7.0,17.0,1.0,2.0,,,33.0,67.0,11.0,23.0,17.0,116.0,144.0,5.0,9.0,1.0,2.0,1.0,14.0,2.0,7.0,,,1.0,5.0,40.0,26.0,33.0,,4.0,17.0,7.0,4.0,,20.0,11.0,31.0,7.0,4.0,12.0,3.0,5.0,73.0,2.0,12.0,13.0,18.0,4.0,35.0,14.0,49.0,1.0,5.0,2.0,3.0,12.0,2.0,8.0,6.0,1.0,4.0,,,18.0,2.0,,12.0,,20.0,,1.0,2.0,22.0,,,,,23.0,3.0,,13.0,,,3.0,3.0,,,3.0,2.0,,102.0,5.0,6.0,,,0.6060606060606061,0.6451612903225806,1.0,0.4782608695652174,0.5,,0.4782608695652174,0.4925373134328358,0.5555555555555556,0.2857142857142857,0.55,0.5909090909090909,0.2857142857142857,0.58,0.5833333333333334,0.35714285714285715,0.25555555555555554,,0.05970149253731343,0.13333333333333333,,,,0.6666666666666666,0.8,0.75,0.36363636363636365,0.7222222222222222,0.16666666666666666,0.7380952380952381,0.3111111111111111,0.45454545454545453,0.2,0.35294117647058826,0.1,0.5,0.7272727272727273,1.0,0.7272727272727273,0.7142857142857143,0.75,0.024390243902439025,89.89143546441495,0.6666666666666666,15.942307692307692,16.097087378640776,15.173076923076923,15.271844660194175,0.3333333333333333,0.6333333333333333,0.7307692307692307,0.631578947368421,0.13333333333333333,0.5,0.5,0.5,0.2777777777777778,0.32,0.32,0.625,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.18888888888888888,0.4117647058823529,0.4117647058823529,1.0,0.45454545454545453,0.6,0.3333333333333333,,,,0.18181818181818182,0.5,1.0,0.14285714285714285,1.0,,,0.5888888888888889,0.4117647058823529,0.49733666666666665,0.52758,0.43405714285714286,0.13,0.16883116883116883,,0.1206896551724138,0.04310344827586207,9.195522388059702,24.86086956521739,0.057692307692307696,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,True
101114-101154-1718-201572-2207,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Brook Lopez, Joe Johnson","Williams, Blatche, Pierce, Lopez, Johnson",101114-101154-1718-201572-2207,BKN,3242.0,11,54,-25.0,116,114.0,33.0,23.0,16.0,230,12.0,31.0,4.0,11.0,4.0,8.0,2.0,14.0,10.0,27.0,4.0,7.0,,,5.0,15.0,1.0,1.0,1.0,3.0,24.0,72.0,9.0,22.0,27.0,102.0,127.0,6.0,13.0,1.0,1.0,3.0,18.0,6.0,20.0,4.0,7.0,13.0,37.0,20.0,28.0,27.0,,8.0,15.0,5.0,5.0,,10.0,9.0,19.0,5.0,4.0,6.0,1.0,3.0,47.0,4.0,14.0,11.0,23.0,2.0,36.0,20.0,56.0,2.0,10.0,3.0,7.0,14.0,3.0,10.0,7.0,1.0,4.0,1.0,1.0,21.0,4.0,6.0,13.0,1.0,22.0,1.0,1.0,,26.0,1.0,2.0,,1.0,35.0,1.0,2.0,11.0,,6.0,5.0,3.0,,2.0,5.0,4.0,,84.0,37.0,33.0,1.0,5.0,0.4166666666666667,0.5,1.0,0.4090909090909091,1.0,0.5714285714285714,0.4090909090909091,0.3333333333333333,0.46153846153846156,0.3,0.39893617021276595,0.5357142857142857,0.4444444444444444,0.45454545454545453,0.5625,0.5142857142857142,0.23404255319148937,,0.06944444444444445,0.0967741935483871,0.14285714285714285,,,0.6666666666666666,1.0,0.6764705882352942,0.2978723404255319,0.7333333333333333,0.3333333333333333,0.6938775510204082,0.3050847457627119,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.2222222222222222,0.6666666666666666,0.6153846153846154,0.6363636363636364,0.8,0.8181818181818182,0.5,0.037037037037037035,102.15916101172117,0.8,14.025862068965518,14.166666666666666,13.405172413793103,13.570175438596491,0.32978723404255317,0.3870967741935484,0.42857142857142855,0.5,0.14893617021276595,0.14285714285714285,0.16666666666666666,0.5,0.2872340425531915,0.37037037037037035,0.37037037037037035,0.3,0.07446808510638298,0.5714285714285714,0.5714285714285714,1.0,0.1595744680851064,0.3333333333333333,0.3333333333333333,1.0,0.7857142857142857,0.36363636363636365,,,,,0.07142857142857142,1.0,1.0,0.2962962962962963,0.5,0.1111111111111111,0.3333333333333333,0.5638297872340425,0.3333333333333333,0.4878973404255319,0.5080727272727272,0.4820555555555555,0.10576923076923077,0.13414634146341464,,0.17647058823529413,0.3627450980392157,9.508333333333333,25.20909090909091,0.28448275862068967,4.0,,0.14814814814814814,3.0,,,2.0,0.75,2.0,0.2,,,,,,,,1610612751,2014,2013-14,True
101154-101187-201977-203141-2733,1610612751,"Andray Blatche, Alan Anderson, Marcus Thornton, Mirza Teletovic, Shaun Livingston","Blatche, Anderson, Thornton, Teletovic, Livingston",101154-101187-201977-203141-2733,BKN,3106.0,8,52,-37.0,91,94.0,,10.0,11.0,185,19.0,38.0,4.0,11.0,,,3.0,10.0,10.0,20.0,1.0,5.0,,,3.0,12.0,,,,,32.0,68.0,4.0,17.0,11.0,87.0,124.0,5.0,14.0,,,3.0,13.0,,,,,,,32.0,32.0,12.0,,4.0,12.0,3.0,7.0,,16.0,4.0,20.0,3.0,1.0,10.0,1.0,5.0,44.0,3.0,14.0,11.0,19.0,4.0,34.0,17.0,51.0,2.0,4.0,3.0,1.0,11.0,3.0,4.0,5.0,,7.0,1.0,,16.0,,,14.0,,23.0,,2.0,1.0,17.0,,3.0,,,17.0,,1.0,8.0,,,4.0,3.0,,1.0,4.0,1.0,,74.0,,,,,0.5,0.5333333333333333,1.0,0.23529411764705882,,,0.23529411764705882,0.47058823529411764,0.35714285714285715,,0.4470588235294118,0.35714285714285715,,0.46236559139784944,0.375,,0.2,,0.10294117647058823,0.15789473684210525,,0.05,,0.6875,1.0,0.6551724137931034,0.3888888888888889,0.7333333333333333,0.23076923076923078,0.6818181818181818,0.3469387755102041,0.5263157894736842,0.14285714285714285,0.3,0.2222222222222222,0.25,0.5,0.7777777777777778,0.8333333333333334,0.7692307692307693,0.5,0.047619047619047616,85.76947842884739,0.25,16.9010989010989,16.680851063829788,16.0989010989011,15.946808510638299,0.4470588235294118,0.5,0.59375,0.5263157894736842,0.11764705882352941,0.3,0.3,0.3333333333333333,0.23529411764705882,0.5,0.5263157894736842,0.5,0.058823529411764705,0.2,0.2,1.0,0.1411764705882353,0.25,0.25,1.0,0.7857142857142857,0.36363636363636365,0.25,,,,,,,,,,,0.6470588235294118,0.25,0.5007458823529412,0.5303692307692308,,0.08602150537634409,0.10526315789473684,,0.14942528735632185,,7.632352941176471,24.77058823529412,,,,,,,,1.0,,,,,,,,,,,1610612751,2014,2013-14,True
101154-101187-1718-2207-2733,1610612751,"Andray Blatche, Alan Anderson, Paul Pierce, Joe Johnson, Shaun Livingston","Blatche, Anderson, Pierce, Johnson, Livingston",101154-101187-1718-2207-2733,BKN,2980.0,16,50,2.0,90,96.0,25.0,24.0,11.0,186,18.0,28.0,3.0,5.0,6.0,7.0,3.0,12.0,5.0,13.0,3.0,7.0,,,6.0,20.0,1.0,1.0,3.0,8.0,26.0,53.0,9.0,27.0,20.0,99.0,97.0,5.0,8.0,1.0,1.0,2.0,15.0,6.0,13.0,3.0,8.0,8.0,29.0,34.0,18.0,18.0,9.0,2.0,19.0,6.0,3.0,,17.0,6.0,23.0,3.0,3.0,12.0,1.0,4.0,52.0,3.0,9.0,7.0,31.0,4.0,42.0,12.0,54.0,,6.0,4.0,2.0,9.0,1.0,6.0,7.0,1.0,3.0,1.0,1.0,16.0,3.0,4.0,10.0,,16.0,,,,23.0,,1.0,,1.0,22.0,3.0,1.0,10.0,1.0,2.0,7.0,6.0,1.0,,7.0,5.0,,84.0,29.0,25.0,2.0,2.0,0.6538461538461539,0.68,0.6666666666666666,0.3333333333333333,1.0,0.375,0.34615384615384615,0.49056603773584906,0.625,0.46153846153846156,0.49375,0.7222222222222222,0.5,0.550561797752809,0.75,0.5833333333333334,0.3375,,0.05660377358490566,0.03571428571428571,0.08333333333333333,0.07692307692307693,,0.5625,1.0,0.775,0.3333333333333333,0.7777777777777778,0.1875,0.7755102040816326,0.27906976744186046,0.3,0.3333333333333333,0.375,0.16666666666666666,0.25,0.6875,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,,89.87919463087249,0.7142857142857143,17.022222222222222,15.083333333333334,15.533333333333333,14.447916666666666,0.35,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.15,0.25,0.2727272727272727,0.3333333333333333,0.1625,0.38461538461538464,0.4166666666666667,0.8,0.0875,0.42857142857142855,0.42857142857142855,1.0,0.25,0.3,0.3,0.5,0.5555555555555556,0.6,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.8571428571428571,0.38095238095238093,0.375,0.6875,0.3157894736842105,0.5148164556962025,0.46680000000000005,0.4972452380952381,0.12643678160919541,0.16666666666666666,0.037037037037037035,0.15151515151515152,0.29292929292929293,7.583018867924528,26.814814814814813,0.2777777777777778,,,,,1.0,,,,,,1.0,,,,,,,1610612751,2014,2013-14,True
