EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg3aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,BlockedShortMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,BlockingFouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,Charge Fouls Drawn,Arc3PctBlocked,OffFTReboundPct,Travels,3pt And 1 Free Throw Trips,BlockedLongMidRange,team_id,year,season,team_vs
1737-201571-201959-202710-203503,1610612741,"Nazr Mohammed, D.J. Augustin, Taj Gibson, Jimmy Butler, Tony Snell","Mohammed, Augustin, Gibson, Butler, Snell",1737-201571-201959-202710-203503,CHI,306.0,2,5.0,2.0,9,8.0,2.0,5.0,2.0,17,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,2.0,3.0,1.0,13.0,11.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,8.0,2.0,5.0,2.0,2.0,1.0,11.0,3.0,2.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.375,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.75,0.5416666666666666,0.3333333333333333,0.75,0.2727272727272727,0.125,0.25,1.0,1.0,0.8,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,80.0,18.22222222222222,17.75,17.555555555555557,15.875,0.36363636363636365,0.25,0.3333333333333333,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,0.09090909090909091,0.18181818181818182,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.6363636363636364,1.0,0.49026363636363635,0.5667333333333333,0.4353,0.08333333333333333,0.1111111111111111,0.15384615384615385,0.23076923076923078,7.0,24.633333333333336,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201959-202710-203503,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Tony Snell","Noah, Augustin, Gibson, Butler, Snell",201149-201571-201959-202710-203503,CHI,570.0,3,10.0,2.0,18,17.0,9.0,12.0,2.0,35,3.0,4.0,1.0,1.0,,1.0,,2.0,,2.0,6.0,,2.0,3.0,7.0,2.0,6.0,10.0,22.0,20.0,1.0,2.0,2.0,6.0,,2.0,9.0,4.0,3.0,3.0,,6.0,2.0,,1.0,2.0,1.0,5.0,2.0,4.0,1.0,6.0,3.0,9.0,1.0,2.0,9.0,14.0,6.0,20.0,9.0,9.0,,0.5,0.3333333333333333,,0.3333333333333333,0.42857142857142855,0.5,0.46153846153846156,0.5,0.25,0.5789473684210527,0.5,0.45,0.46153846153846156,,,1.0,0.8,0.5,0.8333333333333334,0.375,,0.5,0.5,1.0,88.42105263157895,17.27777777777778,15.235294117647058,16.444444444444443,15.235294117647058,0.3076923076923077,0.75,0.75,0.07692307692307693,,,0.15384615384615385,,,,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.25,,0.7692307692307693,0.3333333333333333,0.49151538461538463,0.5746,0.48173125,0.3333333333333333,0.5,0.09090909090909091,0.4090909090909091,6.928571428571429,24.983333333333334,0.5,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.375,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201959-202710-2399,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Mike Dunleavy","Noah, Augustin, Gibson, Butler, Dunleavy",201149-201571-201959-202710-2399,CHI,1254.0,4,21.0,9.0,39,39.0,13.0,12.0,3.0,78,7.0,10.0,1.0,1.0,2.0,6.0,2.0,8.0,2.0,4.0,8.0,1.0,2.0,11.0,24.0,4.0,10.0,6.0,40.0,31.0,2.0,2.0,4.0,9.0,1.0,2.0,10.0,12.0,9.0,3.0,,8.0,4.0,1.0,3.0,8.0,3.0,19.0,1.0,16.0,1.0,18.0,2.0,20.0,4.0,8.0,11.0,8.0,4.0,36.0,10.0,13.0,,0.75,0.4,0.5,0.4,0.4583333333333333,1.0,0.5,1.0,0.3181818181818182,0.5405405405405406,1.0,0.38461538461538464,0.29411764705882354,0.041666666666666664,,1.0,0.8421052631578947,0.07692307692307693,0.8095238095238095,0.10526315789473684,,,1.0,0.7142857142857143,89.56937799043062,15.615384615384615,16.53846153846154,15.307692307692308,15.564102564102564,0.29411764705882354,0.7,0.7,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.25,0.2857142857142857,0.058823529411764705,0.23529411764705882,0.5,0.5,0.75,0.5,1.0,0.18181818181818182,0.5,0.5882352941176471,0.5,0.48074705882352947,0.7272,0.43551818181818186,0.1111111111111111,0.15384615384615385,0.1,0.25,9.075000000000001,24.919999999999998,0.3333333333333333,1.0,3.0,2.0,3.0,10.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,,4.0,1.0,3.0,,2.0,,1.0,2.0,2.0,2.0,2.0,,1.0,0.45454545454545453,0.45454545454545453,0.2222222222222222,0.25,0.5,0.16666666666666666,0.25,0.25,0.875,0.5,1.0,0.7142857142857143,0.2727272727272727,0.3333333333333333,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.1,0.125,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201959-202710-2550,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Jimmy Butler, Kirk Hinrich","Noah, Augustin, Gibson, Butler, Hinrich",201149-201571-201959-202710-2550,CHI,3077.0,5,51.0,-3.0,90,89.0,40.0,29.0,16.0,179,13.0,28.0,3.0,6.0,2.0,12.0,13.0,23.0,7.0,3.0,16.0,1.0,8.0,28.0,63.0,5.0,23.0,21.0,92.0,95.0,4.0,10.0,20.0,28.0,1.0,10.0,36.0,20.0,12.0,3.0,6.0,16.0,3.0,10.0,4.0,22.0,2.0,48.0,18.0,25.0,2.0,34.0,21.0,55.0,10.0,26.0,23.0,30.0,14.0,72.0,36.0,40.0,6.0,0.8,0.21739130434782608,0.1,0.21739130434782608,0.4444444444444444,0.4,0.4127906976744186,0.5,0.35526315789473684,0.46,0.5263157894736842,0.4,0.26744186046511625,0.15873015873015872,0.2857142857142857,1.0,0.6578947368421053,0.5294117647058824,0.64,0.40384615384615385,0.5333333333333333,0.4444444444444444,0.5454545454545454,0.7058823529411765,83.7699057523562,17.533333333333335,16.84269662921348,16.27777777777778,15.696629213483146,0.32558139534883723,0.4642857142857143,0.65,0.13953488372093023,0.16666666666666666,0.18181818181818182,0.26744186046511625,0.5652173913043478,0.5909090909090909,0.08139534883720931,0.18604651162790697,0.1875,0.1875,0.6666666666666666,0.42857142857142855,0.5,0.21052631578947367,0.125,0.5930232558139535,0.1875,0.47009534883720927,0.46651818181818183,0.4880407894736842,0.14285714285714285,0.18666666666666668,0.21739130434782608,0.391304347826087,9.050793650793652,24.917391304347827,0.4444444444444444,9.0,16.0,12.0,9.0,36.0,18.0,6.0,3.0,7.0,5.0,4.0,5.0,2.0,3.0,11.0,5.0,1.0,,2.0,,2.0,4.0,3.0,4.0,3.0,,2.0,0.6428571428571429,0.72,0.42857142857142855,0.45454545454545453,0.5833333333333334,0.16666666666666666,0.6,0.07692307692307693,0.7,0.5714285714285714,0.75,0.46153846153846156,0.42105263157894735,0.5625,,1.0,,6.0,2.0,1.0,2.0,,0.043478260869565216,,,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.08333333333333333,0.4,0.6,0.023809523809523808,1.0,0.7692307692307693,0.2857142857142857,0.2857142857142857,1.0,0.21428571428571427,0.3333333333333333,1.0,0.07142857142857142,1.0,1.0,0.05263157894736842,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201959-203503-2399,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Tony Snell, Mike Dunleavy","Noah, Augustin, Gibson, Snell, Dunleavy",201149-201571-201959-203503-2399,CHI,506.0,2,8.0,-6.0,12,13.0,,,2.0,25,1.0,2.0,1.0,1.0,2.0,4.0,,,1.0,1.0,5.0,,,3.0,6.0,1.0,6.0,2.0,11.0,17.0,1.0,1.0,3.0,,,,,6.0,3.0,,2.0,5.0,1.0,,1.0,1.0,1.0,3.0,,2.0,,5.0,3.0,8.0,2.0,3.0,4.0,3.0,2.0,8.0,,,,1.0,0.16666666666666666,,0.16666666666666666,0.5,1.0,0.375,0.5,,0.4230769230769231,0.75,,0.5,,,,0.25,,0.4166666666666667,0.375,,,0.5,0.25,71.14624505928853,17.916666666666668,22.384615384615383,16.75,20.307692307692307,0.16666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,,,,0.08333333333333333,0.4166666666666667,0.2,0.2,1.0,0.5,1.0,,,0.6666666666666666,0.2,0.4840083333333333,0.60465,,0.15384615384615385,0.2857142857142857,0.2727272727272727,,6.75,26.383333333333336,,,,,,,,,3.0,3.0,1.0,,2.0,2.0,,2.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,1.0,0.75,0.6,,0.75,,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201959-203503-2550,1610612741,"Joakim Noah, D.J. Augustin, Taj Gibson, Tony Snell, Kirk Hinrich","Noah, Augustin, Gibson, Snell, Hinrich",201149-201571-201959-203503-2550,CHI,254.0,1,4.0,6.0,8,8.0,8.0,8.0,3.0,16,4.0,6.0,3.0,3.0,,,,1.0,,1.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,5.0,16.0,10.0,3.0,3.0,6.0,7.0,1.0,2.0,16.0,8.0,3.0,,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,3.0,1.0,,1.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,10.0,16.0,8.0,,1.0,0.5,0.5,0.5,0.5714285714285714,1.0,0.6111111111111112,1.0,0.6111111111111112,0.7272727272727273,1.0,0.7272727272727273,0.2222222222222222,,,,0.5,1.0,0.3333333333333333,0.75,1.0,1.0,1.0,,90.70866141732283,14.875,16.875,14.5,14.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,0.2222222222222222,0.5,0.8888888888888888,0.5,0.5469611111111111,0.5580666666666666,0.5469611111111111,0.18181818181818182,0.125,0.375,1.0,4.457142857142857,25.25,1.0,4.0,6.0,4.0,5.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-202710-2399-2430,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Mike Dunleavy, Carlos Boozer","Noah, Augustin, Butler, Dunleavy, Boozer",201149-201571-202710-2399-2430,CHI,567.0,3,9.0,-2.0,18,19.0,6.0,16.0,1.0,37,5.0,6.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,,2.0,,,7.0,13.0,1.0,3.0,1.0,18.0,20.0,1.0,2.0,2.0,4.0,,,6.0,6.0,3.0,,2.0,2.0,,,1.0,5.0,,11.0,2.0,4.0,2.0,7.0,2.0,9.0,,5.0,4.0,2.0,1.0,16.0,6.0,6.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.5384615384615384,0.5,0.53125,0.5,0.75,0.5294117647058824,0.5,0.75,0.1875,,,0.5,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.25,,,1.0,0.5,93.96825396825398,17.444444444444443,13.31578947368421,16.944444444444443,12.526315789473685,0.375,0.8333333333333334,0.8333333333333334,0.1875,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.0625,0.125,,,,0.5,1.0,,,0.5625,,0.496146875,0.4497,0.511675,0.058823529411764705,0.07142857142857142,0.1111111111111111,0.3333333333333333,8.3,24.46666666666667,0.3333333333333333,1.0,2.0,3.0,,8.0,4.0,3.0,,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,1.0,,1.0,,,1.0,,0.6,0.5,0.5,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-202710-2399-2550,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Mike Dunleavy, Kirk Hinrich","Noah, Augustin, Butler, Dunleavy, Hinrich",201149-201571-202710-2399-2550,CHI,20.0,3,,4.0,5,2.0,5.0,2.0,,7,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,4.0,6.0,2.0,,,,2.0,,,6.0,,,,,,,,,1.0,,2.0,,,,,,,1.0,3.0,3.0,4.0,1.0,6.0,6.0,5.0,1.0,,,,,0.5,,0.5,,0.5,0.75,,0.75,,,,,,,,,,,,,504.0,3.2,2.0,3.2,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,1.0,,0.7463,,0.7463,0.3333333333333333,0.3333333333333333,,1.0,1.2,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201571-202710-2430-2550,1610612741,"Joakim Noah, D.J. Augustin, Jimmy Butler, Carlos Boozer, Kirk Hinrich","Noah, Augustin, Butler, Boozer, Hinrich",201149-201571-202710-2430-2550,CHI,449.0,1,7.0,3.0,10,10.0,5.0,,1.0,20,,3.0,,,,1.0,1.0,3.0,1.0,1.0,2.0,,,1.0,7.0,2.0,3.0,2.0,10.0,7.0,,,3.0,3.0,1.0,1.0,7.0,2.0,6.0,,,2.0,1.0,4.0,2.0,2.0,1.0,6.0,1.0,4.0,,4.0,2.0,6.0,,,3.0,2.0,1.0,7.0,7.0,5.0,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.14285714285714285,,0.4,0.75,0.625,0.45454545454545453,0.75,0.7,0.3,0.5714285714285714,0.6666666666666666,,0.5714285714285714,0.16666666666666666,0.4444444444444444,0.2857142857142857,0.3333333333333333,,,0.75,64.14253897550111,20.9,24.0,19.6,15.8,0.3,,,0.1,,,0.3,0.3333333333333333,1.0,0.1,0.2,0.5,0.5,1.0,,,,,0.6,0.5,0.45627000000000006,0.57915,0.42055,0.09090909090909091,0.125,0.3,0.7,9.62857142857143,24.566666666666666,0.5,,1.0,1.0,2.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,,1.0,,1.0,1.0,,1.0,,0.25,,,,,,,,,,0.6666666666666666,,,1.0,,,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,0.5,,,,,,,1.0,1.0,1.0,,,,1.0,0.5,1.0,0.25,,,,1.0,1.0,,,,,,,,1610612741,2014,2013-14,False
201149-201959-202710-203503-2550,1610612741,"Joakim Noah, Taj Gibson, Jimmy Butler, Tony Snell, Kirk Hinrich","Noah, Gibson, Butler, Snell, Hinrich",201149-201959-202710-203503-2550,CHI,233.0,4,4.0,-4.0,5,10.0,,5.0,,15,1.0,2.0,,,1.0,1.0,,,,,1.0,,,2.0,3.0,,1.0,,4.0,8.0,,,,,,,,2.0,,,,1.0,,,,1.0,,2.0,,3.0,,4.0,,4.0,,2.0,1.0,,,4.0,,,1.0,,,,,0.6666666666666666,,0.5,,,0.5,,,0.25,,,,0.75,,0.6666666666666666,,,,,1.0,92.70386266094421,17.6,14.5,17.6,13.9,0.5,0.5,0.5,0.25,1.0,1.0,,,,,0.25,,,,,,,,0.75,,0.4690625,,,,,,,6.066666666666666,25.8,,,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,0.5,0.5,,1.0,0.5,,,,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
