EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,NonHeaveArc3FGA,OffThreePtRebounds,FTOffRebounds,DefTwoPtRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceArc3Frequency,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassTurnovers,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffCorner3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3PctAssisted,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFGM,FTDefRebounds,Steals,BadPassSteals,Blocked2s,BlockedAtRim,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedArc3,LongMidRangePctBlocked,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,team_id,year,season,team_vs
101128-201600-201935-202391-202718,1610612745,"Francisco Garcia, Omer Asik, James Harden, Jeremy Lin, Chandler Parsons","Garcia, Asik, Harden, Lin, Parsons",101128-201600-201935-202391-202718,HOU,92.0,1,2.0,1.0,3.0,3.0,3.0,3.0,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,0.5,0.6666666666666666,0.5,0.4,0.6666666666666666,0.4,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,93.91304347826086,14.0,16.666666666666668,10.666666666666666,16.666666666666668,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,1.0,0.2,1.0,0.2,0.4,0.467925,0.4881,0.467925,0.16666666666666666,0.2,0.8,1.0,12.275,40.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201600-201935-202391-203093,1610612745,"Francisco Garcia, Omer Asik, James Harden, Jeremy Lin, Terrence Jones","Garcia, Asik, Harden, Lin, Jones",101128-201600-201935-202391-203093,HOU,154.0,1,3.0,-4.0,5.0,5.0,5.0,5.0,3.0,10,,1.0,,1.0,,1.0,,,3.0,3.0,,2.0,3.0,3.0,3.0,7.0,,1.0,2.0,,2.0,3.0,3.0,3.0,,,,2.0,,1.0,5.0,6.0,,,2.0,2.0,4.0,2.0,1.0,3.0,5.0,,,,,,,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.6,1.0,,1.0,0.8,,,,93.5064935064935,16.8,14.0,13.2,14.0,0.2,,,,,,0.6,0.5,,0.2,,0.6,0.8,0.51445,0.5716,0.51445,0.2857142857142857,0.5,0.6666666666666666,1.0,4.1,25.233333333333334,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201600-202391-202718-203093,1610612745,"Francisco Garcia, Omer Asik, Jeremy Lin, Chandler Parsons, Terrence Jones","Garcia, Asik, Lin, Parsons, Jones",101128-201600-202391-202718-203093,HOU,152.0,1,3.0,-5.0,5.0,6.0,,,,11,1.0,1.0,,,,,,2.0,,,1.0,4.0,,,2.0,7.0,,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,1.0,1.0,,,2.0,,,0.25,,,0.25,,,0.25,,,,,1.0,0.6666666666666666,,,1.0,,104.21052631578948,14.2,13.5,14.2,12.833333333333334,0.25,1.0,1.0,0.5,,,,,,,,,0.25,0.385525,,,,,,,10.9,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,0.5,,,,,0.5,0.25,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201935-201976-202718-203093,1610612745,"Francisco Garcia, James Harden, Patrick Beverley, Chandler Parsons, Terrence Jones","Garcia, Harden, Beverley, Parsons, Jones",101128-201935-201976-202718-203093,HOU,105.0,1,2.0,-1.0,4.0,3.0,2.0,3.0,1.0,7,,1.0,,1.0,,,,,2.0,2.0,,1.0,3.0,,3.0,4.0,,1.0,,,,2.0,,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,3.0,3.0,2.0,,,,0.375,,0.75,0.375,,0.75,0.75,,,1.0,0.3333333333333333,,,,96.0,16.25,13.333333333333334,15.0,13.333333333333334,0.25,,,,,,0.5,1.0,,,,1.0,1.0,0.4930625,,0.44235,,,,1.0,2.9,24.733333333333334,0.5,,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,0.5,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.25,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201935-201976-202718-2730,1610612745,"Francisco Garcia, James Harden, Patrick Beverley, Chandler Parsons, Dwight Howard","Garcia, Harden, Beverley, Parsons, Howard",101128-201935-201976-202718-2730,HOU,5.0,1,,-2.0,,1.0,,1.0,,1,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201935-202391-202718-203093,1610612745,"Francisco Garcia, James Harden, Jeremy Lin, Chandler Parsons, Terrence Jones","Garcia, Harden, Lin, Parsons, Jones",101128-201935-202391-202718-203093,HOU,328.0,1,5.0,8.0,12.0,11.0,1.0,1.0,1.0,23,5.0,6.0,1.0,1.0,,,,,5.0,,5.0,8.0,5.0,,16.0,8.0,1.0,1.0,2.0,,1.0,,,,4.0,2.0,,,5.0,6.0,1.0,7.0,,1.0,2.0,,,,14.0,,1.0,0.625,1.0,,0.6153846153846154,1.0,,0.6153846153846154,1.0,,0.38461538461538464,,1.0,1.0,0.2,,1.0,,100.97560975609755,10.5,18.363636363636363,10.416666666666666,18.363636363636363,0.46153846153846156,0.8333333333333334,1.0,,,,0.38461538461538464,1.0,1.0,,,,0.8461538461538461,0.5189884615384616,,0.2604,,,0.125,,3.8125,25.7,0.08333333333333333,2.0,,,,5.0,1.0,,1.0,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,1.0,0.15384615384615385,,6.0,3.0,4.0,3.0,9.0,,,0.6,0.75,0.6,,2.0,,2.0,,3.0,2.0,0.4,,0.4,,,0.4,0.4,,0.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.16666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201935-202391-202718-2730,1610612745,"Francisco Garcia, James Harden, Jeremy Lin, Chandler Parsons, Dwight Howard","Garcia, Harden, Lin, Parsons, Howard",101128-201935-202391-202718-2730,HOU,27.0,1,,1.0,2.0,1.0,2.0,1.0,1.0,3,,1.0,,,,1.0,,,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,,,2.0,,1.0,2.0,2.0,2.0,,,,1.0,,,3.0,3.0,,,1.0,2.0,4.0,,,2.0,2.0,,,,,,,0.2,0.3333333333333333,0.2,0.6666666666666666,1.0,,,0.6666666666666666,,,,160.0,13.0,1.0,10.0,1.0,0.3333333333333333,,,,,,0.6666666666666666,,,0.3333333333333333,,0.6666666666666666,1.0,0.3625833333333333,0.3573,0.3625833333333333,,,1.0,1.0,2.6,25.2,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,0.5,,0.5,1.0,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201976-202391-202718-2730,1610612745,"Francisco Garcia, Patrick Beverley, Jeremy Lin, Chandler Parsons, Dwight Howard","Garcia, Beverley, Lin, Parsons, Howard",101128-201976-202391-202718-2730,HOU,423.0,2,7.0,1.0,13.0,14.0,3.0,3.0,4.0,27,5.0,9.0,2.0,3.0,,1.0,,,6.0,1.0,6.0,11.0,7.0,3.0,18.0,17.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,4.0,10.0,2.0,,4.0,,5.0,6.0,11.0,,1.0,3.0,4.0,4.0,,12.0,4.0,3.0,0.5454545454545454,0.6666666666666666,0.5,0.4166666666666667,0.5,0.3333333333333333,0.45,0.6,0.5,0.3888888888888889,0.8,,1.0,0.5454545454545454,,,,91.91489361702128,17.46153846153846,14.0,14.384615384615385,14.0,0.5,0.5555555555555556,0.7142857142857143,,,,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.8888888888888888,0.5103777777777778,0.540275,0.41215,,,0.3333333333333333,0.2222222222222222,3.290909090909091,25.400000000000002,0.23076923076923078,2.0,1.0,1.0,2.0,6.0,2.0,,4.0,,,,,,,,,,1.0,0.3333333333333333,0.75,1.0,0.4,1.0,0.1111111111111111,0.25,2.0,1.0,2.0,1.0,5.0,,1.0,0.16666666666666666,0.2,0.2,1.0,1.0,,1.0,,,1.0,0.14285714285714285,,0.14285714285714285,,0.05555555555555555,0.16666666666666666,0.16666666666666666,,0.16666666666666666,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.18181818181818182,0.2222222222222222,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-201976-202718-203093-2730,1610612745,"Francisco Garcia, Patrick Beverley, Chandler Parsons, Terrence Jones, Dwight Howard","Garcia, Beverley, Parsons, Jones, Howard",101128-201976-202718-203093-2730,HOU,38.0,1,1.0,,2.0,1.0,2.0,1.0,,3,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,113.6842105263158,14.0,10.0,14.0,10.0,1.0,,,,,,,,,1.0,,,1.0,0.406,,0.406,,,,,2.7,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
101128-202391-202718-203093-2730,1610612745,"Francisco Garcia, Jeremy Lin, Chandler Parsons, Terrence Jones, Dwight Howard","Garcia, Lin, Parsons, Jones, Howard",101128-202391-202718-203093-2730,HOU,22.0,1,,,1.0,,,,1.0,1,,2.0,,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,65.45454545454545,16.0,,13.0,,1.0,,,,,,,1.0,,,,,1.0,0.48245,0.5007,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,False
