EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,Minutes,DefPoss,PenaltyOffPoss,PenaltyDefPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefArc3ReboundPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyAtRimFGM,PenaltyCorner3FGM,HeaveAttempts,AtRimAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockingFouls,Blocked3s,BlockedArc3,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PtsUnassisted3s,Defensive 3 Seconds Violations,Charge Fouls Drawn,SecondChanceCorner3FGA,BlockingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Fg3aBlocked,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,SelfOReb,SelfORebPct,DefensiveGoaltends,BlockedLongMidRange,Travels,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Clear Path Fouls,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101133-201228-201579-202323-202331,1610612754,"Ian Mahinmi, C.J. Watson, Roy Hibbert, Evan Turner, Paul George","Mahinmi, Watson, Hibbert, Turner, George",101133-201228-201579-202323-202331,IND,23.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,62.60869565217391,17.0,17.0,1.0,1.0,1.0,1.0,0.3977,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202323-203142,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Evan Turner, Chris Copeland","Mahinmi, Watson, Hill, Turner, Copeland",101133-201228-201588-202323-203142,IND,60.0,1,3.0,2.0,5,,1.0,,1.0,3.0,,,1.0,,3.0,3.0,,,,0.75,0.75,120.0,12.5,12.5,0.5,,,,0.427275,15.9,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,11.666666666666666,11.666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.427275,1.0,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202323-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Evan Turner, Luis Scola","Mahinmi, Watson, Hill, Turner, Scola",101133-201228-201588-202323-2449,IND,164.0,2,9.0,4.0,8,,,,,10.0,,,3.0,,9.0,10.0,,,,1.5,1.25,70.2439024390244,14.25,14.25,,,,,0.53705,,3.0,4.0,,,3.0,3.0,,,3.0,3.0,,,,,9.0,3.0,3.0,3.0,3.0,,3.0,3.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,26.75,26.75,1.0,1.0,1.0,1.0,,,1.0,1.0,,,26.166666666666668,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-202362,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Lance Stephenson","Mahinmi, Watson, Hill, George, Stephenson",101133-201228-201588-202331-202362,IND,63.0,1,-1.0,2.0,4,,,,,1.0,,,,,,1.0,,,,,,91.42857142857143,12.0,12.0,,,,,0.4809,,1.0,2.0,,,,2.0,,,,2.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,19.5,16.0,1.0,,,,,,1.0,,,,25.9,,1.0,2.0,1.0,,,1.0,,,,,,,,1.0,0.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-203142,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Chris Copeland","Mahinmi, Watson, Hill, George, Copeland",101133-201228-201588-202331-203142,IND,396.0,2,2.0,11.0,22,,3.0,3.0,7.0,13.0,2.0,1.0,3.0,,8.0,7.0,0.3333333333333333,0.5,0.42857142857142855,0.46153846153846156,0.5,80.0,18.727272727272727,17.181818181818183,0.23076923076923078,,,,0.49390769230769227,10.685714285714285,7.0,11.0,,,2.0,5.0,,,2.0,6.0,,,,,6.0,5.0,2.0,2.0,2.0,,5.0,8.0,2.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.46153846153846156,,17.272727272727273,17.272727272727273,0.38461538461538464,0.4,0.4,1.0,,,0.6153846153846154,0.4,,,25.983333333333334,,1.0,11.0,1.0,4.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,0.07692307692307693,,,,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.6666666666666666,0.25,0.42857142857142855,1.0,0.5,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,0.5,1.0,1.0,0.07692307692307693,0.6666666666666666,1.0,0.6182,0.16666666666666666,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Luis Scola","Mahinmi, Watson, Hill, George, Scola",101133-201228-201588-202331-2449,IND,763.0,4,-9.0,25.0,48,,2.0,3.0,13.0,22.0,,,3.0,,9.0,17.0,,,0.23076923076923078,0.3,0.3793103448275862,90.58977719528178,17.4,15.76,0.08,,,,0.521748,5.607692307692308,13.0,23.0,8.0,13.0,2.0,8.0,,2.0,3.0,12.0,4.0,,4.0,5.0,9.0,8.0,2.0,3.0,2.0,1.0,6.0,14.0,8.0,,5.0,8.0,1.0,0.25,,0.25,0.125,0.25,0.48,1.0,14.26086956521739,13.956521739130435,0.32,0.25,0.25,1.0,0.25,,0.8,0.25,0.5211,0.22727272727272727,25.25,0.32,7.0,31.0,1.0,4.0,10.0,9.0,3.0,,,,,2.0,0.8,0.3333333333333333,0.625,,0.75,,,0.1111111111111111,0.2,1.0,,1.0,7.0,1.0,8.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,5.0,6.0,2.0,3.0,,2.0,6.0,8.0,2.0,,4.0,,,1.0,0.2,0.35714285714285715,0.23076923076923078,,0.6,0.2222222222222222,0.42105263157894735,1.0,1.0,,1.0,0.32,0.125,0.2,0.12,0.6666666666666666,0.6666666666666666,,0.16,0.2,1.0,0.4968125,,0.22727272727272727,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.25,0.375,0.5,0.42857142857142855,0.3333333333333333,0.25,0.25,1.0,0.8,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-2561,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, David West","Mahinmi, Watson, Hill, George, West",101133-201228-201588-202331-2561,IND,1151.0,7,4.0,34.0,70,2.0,4.0,12.0,18.0,35.0,12.0,6.0,9.0,1.0,21.0,33.0,0.5,0.5,0.6666666666666666,0.55,0.5645161290322581,87.57602085143354,15.970588235294118,15.088235294117647,0.13333333333333333,0.5,0.5,0.5,0.5018362068965517,6.344444444444445,19.0,36.0,16.0,20.0,2.0,11.0,1.0,5.0,3.0,12.0,10.0,2.0,6.0,24.0,9.0,10.0,2.0,3.0,2.0,,15.0,18.0,10.0,,24.0,16.0,1.0,0.25,0.3333333333333333,0.2727272727272727,0.6875,0.7058823529411765,0.4,,16.88888888888889,16.666666666666668,0.36666666666666664,0.18181818181818182,0.18181818181818182,1.0,0.3125,0.2,0.7333333333333333,0.2,0.5545933333333333,0.6857142857142857,28.233333333333334,0.47058823529411764,2.0,31.0,9.0,6.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,,0.6666666666666666,1.0,0.8333333333333334,0.5,0.75,1.0,0.6666666666666666,0.0967741935483871,0.15789473684210525,2.0,,1.0,2.0,8.0,10.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,12.0,,1.0,,2.0,1.0,3.0,3.0,1.0,8.0,,,0.5,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.25,0.16666666666666666,0.25,0.21428571428571427,,0.5,,0.6666666666666666,0.3333333333333333,0.8,0.8,0.13333333333333333,0.5,0.6666666666666666,,0.03333333333333333,0.6666666666666666,0.5,0.503225,,0.05714285714285714,9.0,1.0,1.0,1.0,1.0,,8.0,2.0,1.0,5.0,1.0,4.0,,2.0,2.0,1.0,,,2.0,,,0.8,,0.625,,0.25,1.0,1.0,1.0,0.3333333333333333,0.5625,0.0625,8.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,1.0,0.8888888888888888,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-203142,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, Chris Copeland","Mahinmi, Watson, Hill, Stephenson, Copeland",101133-201228-201588-202362-203142,IND,56.0,1,1.0,3.0,6,,,,1.0,4.0,,,,,,4.0,,,,0.5,0.5,154.28571428571428,14.666666666666666,14.666666666666666,,,,,0.48138333333333333,1.2,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,2.0,1.0,,,1.0,1.0,1.0,,,4.0,3.0,,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,4.0,4.0,0.6666666666666666,0.5,0.5,,0.6666666666666666,0.5,1.0,0.5,0.48138333333333333,1.0,24.75,1.0,1.0,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, Luis Scola","Mahinmi, Watson, Hill, Stephenson, Scola",101133-201228-201588-202362-2449,IND,142.0,2,2.0,4.0,8,,,1.0,3.0,2.0,,,,,,,,,0.3333333333333333,0.25,0.25,81.12676056338029,12.0,12.0,,,,,0.4754125,5.566666666666666,2.0,4.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,3.0,4.0,,,,1.0,,,,,,,0.25,,23.5,23.5,0.25,,,,1.0,,0.75,,0.37515,,27.0,0.25,,,,3.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,0.5,,0.5,,,,1.0,0.5,0.5,0.5,0.25,,,,,1.0,1.0,0.5336,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-2561,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, David West","Mahinmi, Watson, Hill, Stephenson, West",101133-201228-201588-202362-2561,IND,760.0,3,2.0,25.0,50,,3.0,8.0,17.0,28.0,8.0,4.0,5.0,,11.0,26.0,0.5,0.5714285714285714,0.47058823529411764,0.4583333333333333,0.5384615384615384,94.73684210526316,13.56,13.52,0.125,,,,0.50158125,5.376470588235295,13.0,25.0,18.0,11.0,2.0,4.0,1.0,2.0,2.0,7.0,13.0,1.0,4.0,21.0,3.0,4.0,2.0,1.0,1.0,,10.0,11.0,8.0,2.0,21.0,18.0,0.5,0.2857142857142857,0.25,0.2857142857142857,0.4411764705882353,0.5526315789473685,0.2916666666666667,,16.84,16.52,0.16666666666666666,0.5,0.5,0.5,0.11764705882352941,0.5,0.6666666666666666,0.5,0.52615,0.75,24.485714285714288,0.72,6.0,26.0,2.0,8.0,2.0,6.0,2.0,,,,,,0.8888888888888888,0.6666666666666666,0.8333333333333334,1.0,1.0,,,0.08333333333333333,0.11764705882352941,,,0.6666666666666666,1.0,6.0,9.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,8.0,2.0,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,0.11764705882352941,0.2,0.125,,0.07692307692307693,0.3333333333333333,,,0.75,0.375,0.6666666666666666,0.75,0.20833333333333334,0.4,0.5,0.5,0.125,1.0,1.0,0.7099,,0.07142857142857142,8.0,,2.0,,,,6.0,6.0,,,,,,,1.0,,,,2.0,2.0,2.0,0.46153846153846156,0.1111111111111111,,,,,,,,0.47058823529411764,0.11764705882352941,5.0,,,3.0,,,,,,,,0.5,,0.625,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
