EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,DefAtRimReboundPct,Corner3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
201152-201953-202343-203100-203102,1610612755,"Thaddeus Young, Eric Maynor, Elliot Williams, Tony Wroten, Arnett Moultrie","Young, Maynor, Williams, Wroten, Moultrie",201152-201953-202343-203100-203102,PHI,292.0,2,5.0,6.0,9.0,9.0,5.0,,3.0,18.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,5.0,8.0,,2.0,3.0,13.0,7.0,2.0,4.0,,4.0,3.0,5.0,3.0,9.0,2.0,8.0,,2.0,2.0,,,1.0,,1.0,,1.0,,,2.0,2.0,1.0,2.0,3.0,4.0,7.0,,1.0,1.0,,2.0,,1.0,,1.0,2.0,,1.0,,4.0,,2.0,,,3.0,1.0,,2.0,,,,,,9.0,9.0,5.0,,0.2,0.25,,,,0.625,0.5,0.6,0.5,0.5,0.42857142857142855,0.5909090909090909,0.5,0.5625,0.2,,,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,,1.0,1.0,,1.0,,1.0,,88.76712328767124,,18.77777777777778,13.666666666666666,16.11111111111111,13.666666666666666,0.4,0.75,0.75,0.3333333333333333,0.2,0.5,0.5,,0.2,0.5,0.5,,0.2,,,,0.75,0.6666666666666666,0.2857142857142857,0.5,0.6,,0.49722999999999995,0.59395,0.5149142857142858,0.18181818181818182,0.2222222222222222,0.3076923076923077,0.6923076923076923,6.7625,25.25,0.5555555555555556,,1.0,,,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201953-202343-203100-203156,1610612755,"Thaddeus Young, Eric Maynor, Elliot Williams, Tony Wroten, Henry Sims","Young, Maynor, Williams, Wroten, Sims",201152-201953-202343-203100-203156,PHI,462.0,5,8.0,9.0,14.0,15.0,,9.0,3.0,29.0,6.0,6.0,2.0,2.0,,,1.0,3.0,1.0,2.0,1.0,2.0,8.0,11.0,1.0,4.0,1.0,20.0,11.0,3.0,3.0,,6.0,,,,,10.0,6.0,,4.0,2.0,1.0,,5.0,,5.0,,4.0,,1.0,10.0,2.0,4.0,4.0,10.0,4.0,14.0,1.0,,,,1.0,2.0,1.0,3.0,,4.0,,2.0,,5.0,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,14.0,,,,0.625,0.8333333333333334,,0.25,0.25,0.7272727272727273,1.0,,0.6333333333333333,1.0,,0.6666666666666666,1.0,,0.26666666666666666,,,0.25,0.8,0.6666666666666666,1.0,0.8888888888888888,0.8,,1.0,,,1.0,1.0,,0.2,90.38961038961038,1.0,15.285714285714286,16.533333333333335,14.857142857142858,16.333333333333332,0.4,1.0,1.0,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,,0.13333333333333333,0.5,0.5,1.0,0.13333333333333333,0.5,0.5,,0.6666666666666666,1.0,,,0.6666666666666666,0.5,0.5531966666666667,0.63165,,0.06666666666666667,0.09090909090909091,0.3,,6.3,24.625,,2.0,1.0,0.13333333333333333,,,,,,,,,,,,3.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201953-202343-203138-203156,1610612755,"Thaddeus Young, Eric Maynor, Elliot Williams, Hollis Thompson, Henry Sims","Young, Maynor, Williams, Thompson, Sims",201152-201953-202343-203138-203156,PHI,111.0,1,2.0,-1.0,4.0,5.0,4.0,5.0,,9.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,4.0,5.0,,,,,1.0,2.0,2.0,4.0,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,2.0,1.0,1.0,,,2.0,,,,1.0,,,,,4.0,4.0,4.0,1.0,1.0,1.0,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,116.75675675675676,,16.5,9.0,16.5,9.0,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,,0.46904999999999997,,0.46904999999999997,,,,1.0,14.4,26.4,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201953-203100-203102-203138,1610612755,"Thaddeus Young, Eric Maynor, Tony Wroten, Arnett Moultrie, Hollis Thompson","Young, Maynor, Wroten, Moultrie, Thompson",201152-201953-203100-203102-203138,PHI,40.0,1,1.0,-3.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,72.0,,35.0,5.0,35.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.4499,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201953-203100-203102-203487,1610612755,"Thaddeus Young, Eric Maynor, Tony Wroten, Arnett Moultrie, Michael Carter-Williams","Young, Maynor, Wroten, Moultrie, Carter-Williams",201152-201953-203100-203102-203487,PHI,97.0,1,2.0,3.0,3.0,2.0,,,,5.0,,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,2.0,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,,3.0,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,2.0,,,1.0,,2.0,,2.0,,5.0,,,,,,1.0,1.0,1.0,,,,1.5,,,1.25,,,1.0,,,1.0,0.2,,,0.2,,,,,,,,,,74.22680412371133,,9.333333333333334,34.5,9.333333333333334,14.5,,,,,,,,,,,,,,,,,,,,,1.0,,0.6864,,,0.5,1.0,,,,23.4,,1.0,0.2,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201953-203100-203156-203487,1610612755,"Thaddeus Young, Eric Maynor, Tony Wroten, Henry Sims, Michael Carter-Williams","Young, Maynor, Wroten, Sims, Carter-Williams",201152-201953-203100-203156-203487,PHI,16.0,1,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,90.0,,13.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6733,0.6733,,,,1.0,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-202343-203100,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Elliot Williams, Tony Wroten","Young, Mullens, Anderson, Williams, Wroten",201152-201957-202341-202343-203100,PHI,283.0,2,5.0,9.0,10.0,10.0,5.0,,2.0,20.0,2.0,2.0,,,2.0,2.0,1.0,3.0,,,1.0,2.0,3.0,5.0,1.0,3.0,,9.0,,1.0,1.0,,5.0,2.0,3.0,,7.0,4.0,2.0,3.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,,2.0,5.0,7.0,1.0,8.0,,1.0,,1.0,3.0,,3.0,,,3.0,,,,2.0,,,,,,,,,,,,,,4.0,7.0,5.0,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.6666666666666666,0.5625,1.25,0.5833333333333334,0.5625,1.25,0.5833333333333334,0.375,0.2,,1.0,1.0,,0.6666666666666666,0.875,0.25,,,,,1.0,0.6666666666666666,,,101.76678445229682,,15.8,12.5,13.0,12.3,0.25,1.0,1.0,0.5,0.375,0.3333333333333333,0.5,1.0,,,,,0.25,0.5,0.5,1.0,,,0.3333333333333333,1.0,0.625,0.5,0.5316625,0.3871,0.5749833333333333,,,0.5555555555555556,0.7777777777777778,4.8,24.599999999999998,0.5,1.0,1.0,0.125,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,,,,,0.5,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-202343-203487,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Elliot Williams, Michael Carter-Williams","Young, Mullens, Anderson, Williams, Carter-Williams",201152-201957-202341-202343-203487,PHI,726.0,2,12.0,8.0,21.0,23.0,3.0,15.0,2.0,44.0,6.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,,1.0,9.0,15.0,2.0,3.0,4.0,28.0,20.0,2.0,3.0,,4.0,1.0,2.0,4.0,6.0,12.0,6.0,6.0,2.0,1.0,,,6.0,2.0,8.0,,3.0,1.0,2.0,18.0,3.0,4.0,6.0,11.0,3.0,14.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,,1.0,,4.0,,6.0,1.0,1.0,6.0,,,,3.0,6.0,2.0,6.0,2.0,24.0,6.0,3.0,3.0,0.6666666666666666,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6,0.16666666666666666,,,0.5,0.5454545454545454,0.5,0.6666666666666666,0.5882352941176471,0.42857142857142855,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,,,87.27272727272728,0.3333333333333333,17.285714285714285,15.782608695652174,16.952380952380953,14.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,0.4,0.4,1.0,0.05555555555555555,,,,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,,0.5003611111111111,0.5233666666666666,0.44595,,,0.14285714285714285,0.21428571428571427,7.9,23.96666666666667,0.14285714285714285,2.0,0.5,0.1111111111111111,2.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,4.0,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-203100-203138,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Tony Wroten, Hollis Thompson","Young, Mullens, Anderson, Wroten, Thompson",201152-201957-202341-203100-203138,PHI,129.0,1,2.0,-1.0,5.0,5.0,3.0,,,10.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,3.0,,,2.0,4.0,5.0,,,,,1.0,3.0,,2.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,,,2.0,,,2.0,2.0,,2.0,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,2.0,,,1.0,,,,,,4.0,2.0,3.0,,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,,0.3333333333333333,,0.3333333333333333,,1.0,1.0,,,1.0,,,,,1.0,,,,,111.62790697674419,,14.0,11.8,14.0,11.8,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.47753333333333337,,0.47753333333333337,0.25,0.25,,0.5,9.733333333333333,,0.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-203100-203487,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Tony Wroten, Michael Carter-Williams","Young, Mullens, Anderson, Wroten, Carter-Williams",201152-201957-202341-203100-203487,PHI,805.0,7,13.0,3.0,28.0,25.0,9.0,2.0,1.0,53.0,4.0,5.0,,,2.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,7.0,12.0,4.0,7.0,7.0,33.0,30.0,,1.0,,,3.0,5.0,2.0,11.0,12.0,2.0,9.0,,5.0,3.0,,6.0,3.0,9.0,3.0,4.0,1.0,1.0,21.0,1.0,4.0,4.0,8.0,2.0,10.0,,2.0,2.0,,3.0,,1.0,4.0,2.0,7.0,1.0,2.0,,5.0,,9.0,1.0,,7.0,,,2.0,,1.0,,1.0,,33.0,11.0,9.0,,0.8571428571428571,0.8571428571428571,0.75,0.5714285714285714,0.5714285714285714,0.5833333333333334,,0.6,0.6842105263157895,,0.6428571428571429,0.75,,0.6875,0.3684210526315789,,,0.42857142857142855,0.8,0.2,1.0,0.8888888888888888,0.25,,1.0,,1.0,1.0,1.0,,,94.80745341614907,,16.607142857142858,13.6,16.178571428571427,13.16,0.2631578947368421,0.8,0.8,1.0,0.10526315789473684,0.5,0.5,1.0,0.2631578947368421,0.4,0.4,0.5,0.2631578947368421,0.6,0.6,1.0,,,0.2857142857142857,1.0,0.631578947368421,0.6,0.5224736842105263,0.4338,0.5476928571428571,0.13636363636363635,0.14285714285714285,,0.3333333333333333,9.424999999999999,25.428571428571427,0.32142857142857145,2.0,0.5,0.10526315789473684,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,3.0,,1.0,,,1.0,,2.0,,,,,,1.0,1.0,,,,,0.5,,,,0.3333333333333333,0.5,,0.5,0.5,,,,,,0.14285714285714285,,0.14285714285714285,1.0,0.125,,,,,,,,,,1.0,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-203138-203487,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Hollis Thompson, Michael Carter-Williams","Young, Mullens, Anderson, Thompson, Carter-Williams",201152-201957-202341-203138-203487,PHI,1293.0,8,22.0,-8.0,44.0,45.0,15.0,7.0,4.0,89.0,14.0,17.0,1.0,2.0,5.0,6.0,4.0,5.0,3.0,6.0,,5.0,21.0,28.0,1.0,8.0,7.0,52.0,60.0,2.0,3.0,,4.0,7.0,9.0,4.0,18.0,24.0,18.0,3.0,2.0,5.0,,2.0,12.0,1.0,13.0,,9.0,1.0,2.0,27.0,1.0,8.0,6.0,14.0,5.0,19.0,,3.0,2.0,1.0,6.0,1.0,4.0,3.0,2.0,9.0,3.0,3.0,,6.0,3.0,7.0,,,10.0,2.0,,6.0,,2.0,1.0,2.0,2.0,48.0,18.0,15.0,,0.5714285714285714,0.6,1.0,0.125,0.125,0.75,0.6666666666666666,0.7777777777777778,0.625,0.5,0.7,0.65,0.5,0.6923076923076923,0.2222222222222222,0.07142857142857142,0.11764705882352941,0.6666666666666666,0.46153846153846156,0.14285714285714285,0.6666666666666666,0.56,0.35714285714285715,0.3333333333333333,,,0.4,0.5,0.5555555555555556,1.0,,99.11832946635731,1.0,14.545454545454545,14.511111111111111,14.0,13.488888888888889,0.4722222222222222,0.8235294117647058,0.9333333333333333,0.6428571428571429,0.1388888888888889,0.8,0.8,0.25,0.16666666666666666,0.5,0.5,0.6666666666666666,0.1388888888888889,,,,0.5,0.5,0.6,0.8333333333333334,0.6944444444444444,,0.5605916666666667,0.4048,0.59999,0.15,0.1875,0.07692307692307693,0.34615384615384615,5.707142857142857,24.3375,0.3409090909090909,3.0,0.5,0.08333333333333333,1.0,,,,,,1.0,,1.0,,1.0,,1.0,4.0,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,0.5714285714285714,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.1,,,,1.0,,,,,,,,,,,,,,0.25,,,,,1610612755,2014,2013-14,True
201152-201957-202341-203138-203810,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, Hollis Thompson, Casper Ware","Young, Mullens, Anderson, Thompson, Ware",201152-201957-202341-203138-203810,PHI,28.0,1,,-3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42857142857143,,,20.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202341-203263-203487,1610612755,"Thaddeus Young, Byron Mullens, James Anderson, James Nunnally, Michael Carter-Williams","Young, Mullens, Anderson, Nunnally, Carter-Williams",201152-201957-202341-203263-203487,PHI,136.0,1,2.0,1.0,3.0,3.0,3.0,,,6.0,2.0,2.0,,,2.0,2.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,7.0,6.0,,,,,2.0,2.0,,7.0,4.0,,3.0,,1.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,7.0,7.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.1666666666666667,,1.1666666666666667,1.1666666666666667,,1.1666666666666667,0.3333333333333333,,,,,,,,,,,,,,,,,63.529411764705884,,22.333333333333332,23.0,22.333333333333332,23.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,1.0,1.0,0.5229833333333334,,0.5229833333333334,,,,1.0,1.85,26.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202343-203100-203138,1610612755,"Thaddeus Young, Byron Mullens, Elliot Williams, Tony Wroten, Hollis Thompson","Young, Mullens, Williams, Wroten, Thompson",201152-201957-202343-203100-203138,PHI,285.0,2,5.0,-2.0,11.0,10.0,1.0,,,21.0,2.0,2.0,,,,,,,2.0,2.0,,,4.0,4.0,,1.0,3.0,11.0,13.0,,,,,,,,,8.0,,,,,,,4.0,,4.0,,2.0,,2.0,8.0,,1.0,3.0,4.0,,4.0,,,,,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,,3.0,,,4.0,,,2.0,,1.0,,1.0,1.0,11.0,,1.0,,1.0,1.0,,,,1.0,,,0.8,,,0.7857142857142857,,,0.2,,,0.5,1.0,,1.0,1.0,,,,,,1.0,,1.0,,106.10526315789474,1.0,13.818181818181818,13.3,13.818181818181818,13.3,0.4,1.0,1.0,1.0,,,,,0.4,1.0,1.0,1.0,,,,,,,,,0.6,,0.54034,,,0.2857142857142857,0.3333333333333333,,,9.7,23.7,0.09090909090909091,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202343-203100-203263,1610612755,"Thaddeus Young, Byron Mullens, Elliot Williams, Tony Wroten, James Nunnally","Young, Mullens, Williams, Wroten, Nunnally",201152-201957-202343-203100-203263,PHI,6.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
201152-201957-202343-203100-203487,1610612755,"Thaddeus Young, Byron Mullens, Elliot Williams, Tony Wroten, Michael Carter-Williams","Young, Mullens, Williams, Wroten, Carter-Williams",201152-201957-202343-203100-203487,PHI,880.0,6,15.0,13.0,28.0,30.0,12.0,3.0,4.0,58.0,6.0,15.0,2.0,4.0,3.0,4.0,,,1.0,5.0,3.0,3.0,7.0,20.0,4.0,4.0,9.0,35.0,22.0,2.0,5.0,,4.0,3.0,7.0,7.0,13.0,8.0,6.0,9.0,4.0,3.0,3.0,1.0,4.0,3.0,7.0,2.0,3.0,,1.0,17.0,5.0,8.0,8.0,16.0,5.0,21.0,,2.0,1.0,1.0,3.0,,1.0,2.0,2.0,5.0,3.0,3.0,,5.0,,9.0,,,12.0,2.0,,3.0,4.0,,,,,31.0,13.0,12.0,4.0,0.5714285714285714,0.8,0.75,1.0,1.0,0.35,0.4,0.42857142857142855,0.5416666666666666,0.4,0.42857142857142855,0.603448275862069,0.4,0.5909090909090909,0.16666666666666666,0.05,0.06666666666666667,0.6,0.8888888888888888,0.4166666666666667,1.0,0.9411764705882353,0.4166666666666667,0.4444444444444444,,0.3333333333333333,1.0,,1.0,1.0,,94.9090909090909,,15.892857142857142,14.5,14.964285714285714,14.366666666666667,0.625,0.4,0.42857142857142855,0.5,,,,,0.20833333333333334,0.2,0.2,1.0,0.125,1.0,1.0,0.6666666666666666,0.8,0.5,0.5714285714285714,0.75,0.7916666666666666,1.0,0.5369208333333334,0.52034,0.5194571428571428,0.12,0.14285714285714285,0.11428571428571428,0.37142857142857144,5.635,24.525,0.42857142857142855,1.0,0.8571428571428571,0.041666666666666664,1.0,,,,,,,,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,True
