EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceArc3FGA,SecondChanceFG3A,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,BadPassSteals,Offensive Fouls,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,LongMidRangeFGM,PtsAssisted2s,HeaveAttempts,TwoPtAssists,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGA,Fg3aBlocked,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,FTDefRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Corner3FGM,Fg2aBlocked,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffAtRimReboundPct,AtRimAssists,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedShortMidRange,AtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Travels,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,PtsUnassisted3s,SecondChanceTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,OffCorner3ReboundPct,team_id,year,season,team_vs
201600-201935-201976-202391-202718,1610612745,"Omer Asik, James Harden, Patrick Beverley, Jeremy Lin, Chandler Parsons","Asik, Harden, Beverley, Lin, Parsons",201600-201935-201976-202391-202718,HOU,298.0,2,5.0,2.0,9.0,9.0,1.0,6.0,18,1.0,2.0,,,2.0,,4.0,9.0,2.0,1.0,12.0,10.0,,1.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,1.0,12.0,,1.0,0.4444444444444444,,0.5,,0.4583333333333333,,0.18181818181818182,86.97986577181207,20.444444444444443,12.666666666666666,19.0,12.666666666666666,0.18181818181818182,0.5,0.5,0.18181818181818182,,,,0.36363636363636365,0.4254545454545454,0.2328,0.08333333333333333,0.1,,9.011111111111111,26.65,0.1111111111111111,2.0,4.0,3.0,1.0,,1.0,,3.0,1.0,1.0,4.0,1.0,9.0,2.0,3.0,5.0,1.0,,,,,,,1.0,0.5,,0.5,1.0,1.0,1.0,0.36363636363636365,0.5,0.5,0.2727272727272727,0.5,0.5,1.0,,0.5,1.0,,,2.0,1.0,2.0,1.0,,1.0,0.4,0.3333333333333333,0.5,1.0,,,0.5465,1.0,6.0,,3.0,1.0,0.75,0.75,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,1.0,,,,,,,,0.5,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-201976-202391-203093,1610612745,"Omer Asik, James Harden, Patrick Beverley, Jeremy Lin, Terrence Jones","Asik, Harden, Beverley, Lin, Jones",201600-201935-201976-202391-203093,HOU,223.0,1,4.0,5.0,8.0,8.0,8.0,8.0,16,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,11.0,6.0,3.0,4.0,2.0,2.0,11.0,4.0,1.0,,1.0,1.0,2.0,,9.0,11.0,8.0,0.75,0.75,0.75,0.75,0.7857142857142857,0.7857142857142857,0.3333333333333333,103.31838565022422,15.875,12.0,15.875,9.875,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.5,0.49443333333333334,0.49443333333333334,,,1.0,9.925,25.15,1.0,,1.0,2.0,,,1.0,1.0,3.0,,1.0,2.0,,5.0,2.0,5.0,6.0,,,,1.0,2.0,2.0,,1.0,0.5,0.5,0.5,1.0,0.8333333333333334,1.0,0.16666666666666666,,,0.3333333333333333,,,,,,1.0,,,1.0,3.0,1.0,,,0.75,1.0,0.5,,0.5,1.0,,,2.0,2.0,,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,,1.0,,,,0.18181818181818182,1.0,,,,2.0,1.0,2.0,1.0,,,,0.5,,0.16666666666666666,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,0.5,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-201976-202391-2730,1610612745,"Omer Asik, James Harden, Patrick Beverley, Jeremy Lin, Dwight Howard","Asik, Harden, Beverley, Lin, Howard",201600-201935-201976-202391-2730,HOU,301.0,2,5.0,-1.0,10.0,10.0,1.0,2.0,20,2.0,2.0,,,,,2.0,7.0,,3.0,7.0,8.0,,,,2.0,2.0,2.0,,,3.0,1.0,3.0,,7.0,2.0,1.0,0.2857142857142857,,0.2857142857142857,,0.375,1.0,,95.68106312292359,15.3,14.8,14.7,12.8,0.2857142857142857,1.0,1.0,,,,,0.2857142857142857,0.4816,,,,0.2857142857142857,10.257142857142856,,0.1,,2.0,3.0,,,,,,,,1.0,,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,,,0.5,0.3333333333333333,,0.2857142857142857,,,0.42857142857142855,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.25,0.2,0.2,,0.3333333333333333,,,0.4506,,2.0,,1.0,,0.5,0.5,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,0.3333333333333333,1.0,,,,,1.0,1.0,,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-201976-202718-203093,1610612745,"Omer Asik, James Harden, Patrick Beverley, Chandler Parsons, Terrence Jones","Asik, Harden, Beverley, Parsons, Jones",201600-201935-201976-202718-203093,HOU,426.0,2,7.0,-2.0,13.0,14.0,,6.0,27,1.0,2.0,,,3.0,,4.0,7.0,3.0,1.0,15.0,17.0,,,,,,4.0,3.0,3.0,4.0,3.0,2.0,1.0,15.0,,,0.5714285714285714,,0.7,,0.6818181818181818,,0.3,91.26760563380282,18.76923076923077,13.0,18.307692307692307,12.714285714285714,0.2,0.5,0.5,0.3,,,,0.5,0.46857499999999996,,0.09090909090909091,0.125,,13.171428571428573,25.2,,,1.0,4.0,2.0,,2.0,,,2.0,,2.0,,4.0,1.0,4.0,4.0,,,,1.0,3.0,,,,0.6666666666666666,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.1,,,0.4,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,1.0,,,,3.0,,,1.0,0.75,,,,0.6666666666666666,1.0,,,3.0,4.0,,2.0,2.0,0.5,0.5,,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-201976-202718-2730,1610612745,"Omer Asik, James Harden, Patrick Beverley, Chandler Parsons, Dwight Howard","Asik, Harden, Beverley, Parsons, Howard",201600-201935-201976-202718-2730,HOU,4562.0,6,76.0,,137.0,133.0,30.0,5.0,270,23.0,33.0,9.0,9.0,28.0,4.0,51.0,89.0,34.0,25.0,169.0,169.0,13.0,18.0,5.0,11.0,43.0,72.0,28.0,10.0,20.0,35.0,30.0,12.0,141.0,43.0,30.0,0.5730337078651685,0.7222222222222222,0.5853658536585366,0.6956521739130435,0.6167883211678832,0.7413793103448276,0.2764227642276423,85.22577816747041,16.686131386861312,17.112781954887218,16.021897810218977,16.045112781954888,0.2682926829268293,0.696969696969697,0.7419354838709677,0.22764227642276422,0.391304347826087,1.0,0.17391304347826086,0.5447154471544715,0.4996020325203252,0.5003608695652174,0.09022556390977443,0.12121212121212122,0.25443786982248523,8.997752808988764,24.71470588235294,0.21897810218978103,15.0,30.0,26.0,12.0,1.0,14.0,2.0,27.0,12.0,9.0,24.0,7.0,57.0,10.0,39.0,59.0,7.0,3.0,2.0,7.0,18.0,3.0,2.0,0.6428571428571429,0.4117647058823529,0.4,0.4117647058823529,0.5882352941176471,0.5625,0.36363636363636365,0.24390243902439024,0.5,0.5357142857142857,0.21138211382113822,0.42857142857142855,0.42857142857142855,0.5833333333333334,0.25,0.42857142857142855,19.0,1.0,3.0,18.0,26.0,20.0,4.0,1.0,0.5531914893617021,0.47368421052631576,0.3448275862068966,0.38461538461538464,0.6875,0.3333333333333333,0.05555555555555555,0.58086875,13.0,30.0,,15.0,3.0,0.29411764705882354,0.3409090909090909,0.52,0.5,0.5,0.23076923076923078,10.0,13.0,10.0,15.0,28.0,14.0,2.0,0.6666666666666666,0.7222222222222222,0.7368421052631579,0.1,0.5333333333333333,0.125,0.7222222222222222,0.7692307692307693,0.16568047337278108,6.0,,3.0,2.0,14.0,12.0,14.0,8.0,,,,0.5714285714285714,0.2,0.04878048780487805,3.0,1.0,4.0,,4.0,1.0,2.0,4.0,2.0,11.0,7.0,0.0449438202247191,0.06060606060606061,0.6111111111111112,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,9.0,1.0,,,2.0,0.391304347826087,1.0,1.0,2.0,,0.043478260869565216,1.0,4.0,15.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,5.0,2.0,1.0,0.6666666666666666,0.06666666666666667,0.1111111111111111,0.2,0.1111111111111111,0.5,1.0,1.0,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-201976-203093-203584,1610612745,"Omer Asik, James Harden, Patrick Beverley, Terrence Jones, Troy Daniels","Asik, Harden, Beverley, Jones, Daniels",201600-201935-201976-203093-203584,HOU,50.0,1,1.0,5.0,2.0,1.0,,,3,,,,,1.0,,1.0,1.0,2.0,,5.0,,,,,,,2.0,1.0,,,,,,3.0,,,1.0,,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,86.39999999999999,13.0,24.0,11.0,21.0,,,,0.3333333333333333,,,,0.6666666666666666,0.5364166666666667,,,,,20.2,23.95,,,,1.0,,,1.0,,3.0,,1.0,1.0,,3.0,,1.0,2.0,,,,,,,,1.0,0.5,,0.5,,0.5,,,,,0.3333333333333333,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.4,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-202391-202718-203093,1610612745,"Omer Asik, James Harden, Jeremy Lin, Chandler Parsons, Terrence Jones","Asik, Harden, Lin, Parsons, Jones",201600-201935-202391-202718-203093,HOU,734.0,4,12.0,-9.0,24.0,26.0,11.0,6.0,50,4.0,5.0,3.0,3.0,7.0,4.0,8.0,13.0,9.0,2.0,21.0,30.0,5.0,7.0,5.0,,13.0,10.0,7.0,2.0,6.0,3.0,2.0,1.0,19.0,13.0,11.0,0.6153846153846154,0.7142857142857143,0.4318181818181818,0.5416666666666666,0.45652173913043476,0.5416666666666666,0.4090909090909091,98.09264305177112,14.083333333333334,15.23076923076923,13.25,14.461538461538462,0.22727272727272727,0.8,0.8,0.3181818181818182,0.25,1.0,0.3333333333333333,0.6363636363636364,0.5031386363636364,0.5158416666666666,0.043478260869565216,0.07142857142857142,0.6190476190476191,8.838461538461539,25.244444444444444,0.4583333333333333,2.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,,3.0,,6.0,3.0,8.0,11.0,2.0,,,1.0,3.0,,1.0,,0.1111111111111111,0.2,0.1111111111111111,0.75,0.6666666666666666,1.0,0.18181818181818182,0.5,0.5,0.18181818181818182,0.14285714285714285,0.14285714285714285,,0.25,0.14285714285714285,3.0,,,,5.0,3.0,2.0,,0.625,,0.23076923076923078,,0.3333333333333333,,,0.3743,2.0,6.0,,3.0,,0.375,0.42857142857142855,0.8,0.5,0.5,,1.0,2.0,1.0,3.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,,0.5,0.6666666666666666,0.5,0.09523809523809523,2.0,1.0,1.0,,4.0,4.0,4.0,3.0,,0.1111111111111111,0.5,0.75,0.5,0.09090909090909091,,,,2.0,,,,,,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,,,,2.0,,,,,0.5,,1.0,,,0.08333333333333333,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-202391-202718-203584,1610612745,"Omer Asik, James Harden, Jeremy Lin, Chandler Parsons, Troy Daniels","Asik, Harden, Lin, Parsons, Daniels",201600-201935-202391-202718-203584,HOU,217.0,1,4.0,-8.0,6.0,7.0,,,13,1.0,4.0,,,2.0,,1.0,6.0,2.0,,2.0,10.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,2.0,,,0.16666666666666666,,0.125,,0.125,,0.25,86.26728110599078,19.166666666666668,14.571428571428571,17.333333333333332,9.571428571428571,0.5,0.25,0.3333333333333333,0.25,,,,0.75,0.5524375,,,,,5.416666666666667,24.75,,,1.0,1.0,,,,,,,,,,,2.0,3.0,5.0,,,,,,,,,,,,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.125,,,0.125,,,,,,2.0,1.0,1.0,2.0,1.0,2.0,,,0.25,0.4,0.2857142857142857,,,1.0,0.5,0.556575,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,0.5,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,0.16666666666666666,0.25,,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-202391-202718-2730,1610612745,"Omer Asik, James Harden, Jeremy Lin, Chandler Parsons, Dwight Howard","Asik, Harden, Lin, Parsons, Howard",201600-201935-202391-202718-2730,HOU,989.0,4,16.0,-4.0,31.0,30.0,1.0,5.0,61,6.0,8.0,,,6.0,,10.0,22.0,7.0,11.0,31.0,35.0,,1.0,,2.0,2.0,8.0,6.0,6.0,13.0,9.0,13.0,5.0,23.0,2.0,1.0,0.45454545454545453,,0.3448275862068966,,0.44285714285714284,0.5,0.2413793103448276,88.8169868554095,14.419354838709678,18.066666666666666,12.129032258064516,15.9,0.27586206896551724,0.75,0.75,0.20689655172413793,,,,0.5172413793103449,0.5006793103448276,0.3973,0.15151515151515152,0.19230769230769232,0.06451612903225806,10.081818181818182,24.842857142857145,0.03225806451612903,1.0,4.0,10.0,,,,,,,,6.0,,12.0,1.0,7.0,13.0,6.0,3.0,,1.0,2.0,,2.0,,,,,0.5,0.3333333333333333,,0.13793103448275862,0.25,0.25,0.3448275862068966,,,,,,7.0,1.0,1.0,2.0,4.0,6.0,3.0,,0.3076923076923077,0.16666666666666666,0.3157894736842105,0.14285714285714285,,0.5,0.2,0.6778,3.0,12.0,,6.0,,0.6,0.6666666666666666,0.3333333333333333,0.3,0.3,,1.0,2.0,1.0,4.0,8.0,2.0,4.0,0.25,0.2,0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.4,0.5,0.25806451612903225,1.0,,1.0,,5.0,4.0,5.0,,,,,,1.0,0.034482758620689655,2.0,2.0,2.0,,1.0,0.5,,,,1.0,1.0,,,0.5,1.0,,,,,5.0,1.0,,,1.0,0.8333333333333334,,,6.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201935-202391-203093-203584,1610612745,"Omer Asik, James Harden, Jeremy Lin, Terrence Jones, Troy Daniels","Asik, Harden, Lin, Jones, Daniels",201600-201935-202391-203093-203584,HOU,658.0,3,11.0,-12.0,18.0,19.0,3.0,2.0,37,1.0,2.0,,,4.0,,5.0,11.0,4.0,6.0,22.0,34.0,2.0,2.0,,,4.0,4.0,4.0,2.0,5.0,7.0,6.0,2.0,16.0,4.0,3.0,0.45454545454545453,1.0,0.5333333333333333,1.0,0.6111111111111112,1.0,0.26666666666666666,80.9726443768997,18.5,17.105263157894736,17.27777777777778,16.36842105263158,0.13333333333333333,0.5,1.0,0.26666666666666666,,,,0.4,0.44120333333333334,0.3571,0.11764705882352941,0.15384615384615385,0.18181818181818182,11.281818181818181,24.7,0.16666666666666666,2.0,4.0,5.0,2.0,,2.0,,6.0,2.0,2.0,5.0,2.0,12.0,1.0,4.0,7.0,,,,3.0,3.0,1.0,,1.0,0.5,,0.5,1.0,0.5714285714285714,1.0,0.26666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,,0.5,4.0,,,2.0,3.0,3.0,,1.0,0.5,0.3333333333333333,0.375,0.3333333333333333,0.5,1.0,,0.46163333333333334,2.0,6.0,,3.0,2.0,0.6,0.75,0.3333333333333333,0.4,0.4,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.2727272727272727,,,1.0,1.0,1.0,,1.0,,,,,,0.5,,,,1.0,,,,,1.0,,,,0.09090909090909091,0.5,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-201976-202391-202718-2730,1610612745,"Omer Asik, Patrick Beverley, Jeremy Lin, Chandler Parsons, Dwight Howard","Asik, Beverley, Lin, Parsons, Howard",201600-201976-202391-202718-2730,HOU,222.0,2,4.0,,8.0,7.0,7.0,1.0,15,,3.0,,3.0,2.0,2.0,1.0,7.0,3.0,1.0,6.0,6.0,1.0,7.0,3.0,,5.0,,2.0,1.0,2.0,3.0,4.0,1.0,6.0,5.0,7.0,0.14285714285714285,0.14285714285714285,0.25,0.25,0.25,0.22727272727272727,0.3,97.29729729729729,15.625,13.857142857142858,13.875,10.857142857142858,0.3,,,0.2,0.3,,0.2,0.6,0.501355,0.501355,0.09090909090909091,0.125,0.8333333333333334,10.457142857142857,24.233333333333334,0.875,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.1,,,0.3,0.5,0.5,1.0,0.5,0.5,3.0,,1.0,2.0,,3.0,,,,0.4,0.42857142857142855,1.0,,,,0.5991,1.0,2.0,,1.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,,2.0,,2.0,,,1.0,,,,0.5,,1.0,0.6666666666666666,,,1.0,,,,,,,,,,,,,0.1,,1.0,1.0,,1.0,,,2.0,,,,0.2857142857142857,0.6666666666666666,,,,,,0.3333333333333333,,,,,,,,1.0,,,0.1,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
201600-202391-202718-203093-203584,1610612745,"Omer Asik, Jeremy Lin, Chandler Parsons, Terrence Jones, Troy Daniels","Asik, Lin, Parsons, Jones, Daniels",201600-202391-202718-203093-203584,HOU,687.0,3,11.0,5.0,23.0,21.0,10.0,,44,5.0,9.0,1.0,3.0,5.0,3.0,9.0,19.0,5.0,6.0,27.0,22.0,3.0,7.0,3.0,2.0,8.0,10.0,5.0,,2.0,5.0,8.0,2.0,25.0,8.0,10.0,0.47368421052631576,0.42857142857142855,0.4375,0.3,0.5,0.36363636363636365,0.20833333333333334,92.22707423580786,14.782608695652174,16.523809523809526,13.956521739130435,14.904761904761905,0.375,0.5555555555555556,0.625,0.20833333333333334,0.3,0.3333333333333333,0.3,0.5833333333333334,0.5207729166666667,0.552445,0.11538461538461539,0.1,0.2962962962962963,7.836842105263158,24.84,0.43478260869565216,1.0,5.0,5.0,1.0,,1.0,,,1.0,,4.0,,8.0,1.0,8.0,13.0,2.0,2.0,,1.0,2.0,,,,0.2,,0.2,0.5,0.6153846153846154,0.5,0.20833333333333334,0.2,0.2,0.20833333333333334,0.2,0.25,,,0.2,3.0,,,4.0,7.0,5.0,,,0.6363636363636364,0.4,0.35714285714285715,,1.0,,,0.580425,3.0,8.0,,4.0,1.0,0.4444444444444444,0.5,0.625,0.6,0.6,0.3333333333333333,1.0,3.0,1.0,5.0,2.0,2.0,1.0,0.2,0.2,0.2,0.25,0.5,0.25,0.6,0.3333333333333333,0.07407407407407407,,1.0,,,5.0,4.0,5.0,3.0,,0.2,,0.6,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,0.05263157894736842,0.1111111111111111,0.5,,,,,0.5,3.0,,,,,0.6,,,,1.0,,,,3.0,,,,,,1.0,,,1.0,,,,0.08333333333333333,,,,,,1.0,1.0,0.2,0.16666666666666666,,,,,,,,,1610612745,2014,2013-14,True
201935-201976-202391-202718-203093,1610612745,"James Harden, Patrick Beverley, Jeremy Lin, Chandler Parsons, Terrence Jones","Harden, Beverley, Lin, Parsons, Jones",201935-201976-202391-202718-203093,HOU,154.0,1,3.0,2.0,4.0,4.0,4.0,4.0,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.3333333333333333,74.8051948051948,17.5,21.0,13.5,21.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5015999999999999,0.5015999999999999,0.3333333333333333,0.5,1.0,3.7,25.3,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612745,2014,2013-14,True
