EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,SecondsPlayed,Minutes,PlusMinus,OffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,FtPoints,DefThreePtRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG3A,SecondChanceFG2A,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,ShootingFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,Corner3Assists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PtsUnassisted3s,PtsPutbacks,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BlockingFouls,Charge Fouls,Technical Free Throw Trips,FTOffRebounds,Blocked3s,BlockedCorner3,OffFTReboundPct,BlockedShortMidRange,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
201144-201188-201584-202334-2216,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Ed Davis, Zach Randolph","Conley, Gasol, Lee, Davis, Randolph",201144-201188-201584-202334-2216,MEM,1,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-202334-2754,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Ed Davis, Tony Allen","Conley, Gasol, Lee, Davis, Allen",201144-201188-201584-202334-2754,MEM,2,3.0,,5,113.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,63.716814159292035,1.0,13.5,28.666666666666668,13.5,23.333333333333332,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5423,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-202720-2419,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Jon Leuer, Tayshaun Prince","Conley, Gasol, Lee, Leuer, Prince",201144-201188-201584-202720-2419,MEM,1,2.0,,4,85.0,1.0,,2.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,,0.5,,1.0,,,67.76470588235294,,24.5,18.0,24.5,18.0,,,,1.0,,,,,0.3815,19.4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-202720-2754,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Jon Leuer, Tony Allen","Conley, Gasol, Lee, Leuer, Allen",201144-201188-201584-202720-2754,MEM,1,2.0,,4,76.0,1.0,-4.0,2.0,,1.0,,1.0,,3.0,,4.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,75.78947368421053,,29.0,9.0,20.0,9.0,0.25,,,0.25,,,,0.5,0.4646,11.299999999999999,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.25,0.25,0.5,0.4146,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-2034-2216,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Mike Miller, Zach Randolph","Conley, Gasol, Lee, Miller, Randolph",201144-201188-201584-2034-2216,MEM,5,8.0,8.0,22,293.0,5.0,1.0,14.0,2.0,4.0,,3.0,3.0,9.0,12.0,11.0,4.0,2.0,2.0,3.0,,7.0,1.0,2.0,3.0,3.0,,,,,9.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4090909090909091,0.46153846153846156,1.0,0.6666666666666666,,1.0,108.12286689419794,,13.285714285714286,13.375,12.928571428571429,12.875,0.36363636363636365,0.5,0.6666666666666666,0.2727272727272727,,,,0.5454545454545454,0.4478454545454546,8.38888888888889,3.0,1.0,3.0,4.0,,0.5,0.5,,,1.0,,2.0,2.0,2.0,,2.0,1.0,,1.0,1.0,1.0,0.18181818181818182,0.1111111111111111,0.25,0.16666666666666666,,0.16666666666666666,,,0.18181818181818182,0.18181818181818182,,0.49995,25.05,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,3.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,9.0,2.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333,1.5,0.5,1.5,0.5555555555555556,1.0,1.0,0.2,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,1.0,0.5,0.4777642857142857,0.25,0.8333333333333334,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-2034-2419,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Mike Miller, Tayshaun Prince","Conley, Gasol, Lee, Miller, Prince",201144-201188-201584-2034-2419,MEM,1,1.0,1.0,2,28.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.5,0.5,1.0,,102.85714285714286,,18.0,10.0,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-2034-2754,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Mike Miller, Tony Allen","Conley, Gasol, Lee, Miller, Allen",201144-201188-201584-2034-2754,MEM,4,61.0,20.0,124,1812.0,30.0,-10.0,63.0,14.0,18.0,3.0,11.0,20.0,40.0,71.0,81.0,24.0,16.0,12.0,16.0,3.0,36.0,6.0,11.0,17.0,14.0,1.0,1.0,1.0,1.0,68.0,0.6,0.6,0.5,0.5416666666666666,0.6120689655172413,0.5,0.5555555555555556,0.42857142857142855,0.5,98.54304635761589,1.0,16.015873015873016,13.163934426229508,15.365079365079366,12.754098360655737,0.375,0.7777777777777778,0.8235294117647058,0.22916666666666666,0.2727272727272727,0.2727272727272727,1.0,0.5416666666666666,0.5022218749999999,7.897499999999999,19.0,4.0,18.0,23.0,11.0,0.6666666666666666,0.6,0.19642857142857142,0.22916666666666666,6.0,1.0,11.0,5.0,8.0,3.0,5.0,2.0,2.0,4.0,6.0,8.0,0.16666666666666666,0.05,0.05555555555555555,0.2,0.5,0.25,0.5,0.5,0.22916666666666666,0.10416666666666667,0.3333333333333333,0.4288666666666667,24.5,25.0,8.0,9.0,3.0,3.0,,,2.0,3.0,4.0,,,3.0,12.0,16.0,3.0,4.0,5.0,38.0,12.0,3.0,4.0,3.0,8.0,1.0,3.0,8.0,2.0,11.0,2.0,38.0,25.0,2.0,1.0,0.5,,0.75,0.5,0.75,0.3333333333333333,0.825,0.375,0.8636363636363636,0.7272727272727273,0.125,0.13636363636363635,0.5714285714285714,0.2727272727272727,0.3,0.3333333333333333,0.6,0.6,1.0,,,,0.45,0.8888888888888888,0.15,0.6666666666666666,0.6,0.5518025,0.04225352112676056,0.5352112676056338,0.3968253968253968,3.0,5.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.3333333333333333,0.09090909090909091,0.5,0.125,0.5,1.0,1.0,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.05,1.0,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-2216-2419,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Zach Randolph, Tayshaun Prince","Conley, Gasol, Lee, Randolph, Prince",201144-201188-201584-2216-2419,MEM,6,144.0,10.0,283,4697.0,78.0,-15.0,139.0,24.0,40.0,16.0,34.0,59.0,116.0,139.0,154.0,72.0,46.0,36.0,39.0,14.0,81.0,33.0,51.0,63.0,27.0,1.0,1.0,1.0,,129.0,0.6101694915254238,0.631578947368421,0.5086206896551724,0.47794117647058826,0.4894366197183099,0.7021276595744681,0.7384615384615385,0.6,0.7777777777777778,86.7617628273366,,19.107913669064747,14.17361111111111,18.784172661870503,13.604166666666666,0.29411764705882354,0.6,0.6857142857142857,0.25,0.47058823529411764,0.48484848484848486,0.875,0.4411764705882353,0.48539963235294115,8.53448275862069,9.0,15.0,18.0,15.0,9.0,0.8333333333333334,0.7857142857142857,0.06338028169014084,0.07377049180327869,11.0,8.0,42.0,13.0,20.0,9.0,13.0,11.0,4.0,8.0,12.0,12.0,0.14705882352941177,0.09482758620689655,0.125,0.14035087719298245,0.25,0.1643835616438356,0.1875,0.18181818181818182,0.3088235294117647,0.09558823529411764,0.8,0.5426785714285715,24.455000000000002,2.0,,,19.0,2.0,,1.0,,,4.0,,1.0,10.0,,2.0,,,,,9.0,2.0,3.0,1.0,11.0,11.0,2.0,5.0,2.0,11.0,,,2.0,,0.75,0.2,,,0.2,,0.4,,0.4166666666666667,,0.45454545454545453,0.17391304347826086,0.03225806451612903,0.4583333333333333,0.4523809523809524,0.5135135135135135,0.5789473684210527,0.15384615384615385,0.15384615384615385,0.5,0.1,,,,,,,0.15384615384615385,0.3677,0.07194244604316546,,0.014388489208633094,6.0,,1.0,2.0,7.0,,,4.0,2.0,2.0,3.0,7.0,5.0,2.0,1.0,3.0,1.0,,4.0,1.0,1.0,3.0,,2.0,0.4444444444444444,0.11904761904761904,1.0,0.05555555555555555,0.4,0.6842105263157895,1.0,0.051470588235294115,0.2857142857142857,0.2857142857142857,1.0,,,3.0,3.0,4.0,2.0,1.0,0.029411764705882353,0.375,0.3333333333333333,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201584-2216-2754,1610612763,"Mike Conley, Marc Gasol, Courtney Lee, Zach Randolph, Tony Allen","Conley, Gasol, Lee, Randolph, Allen",201144-201188-201584-2216-2754,MEM,6,100.0,23.0,197,3069.0,51.0,-6.0,97.0,18.0,33.0,5.0,18.0,39.0,84.0,100.0,106.0,46.0,32.0,23.0,24.0,3.0,49.0,19.0,34.0,47.0,25.0,3.0,3.0,3.0,1.0,87.0,0.5897435897435898,0.6571428571428571,0.4642857142857143,0.4666666666666667,0.5,0.6129032258064516,0.66,0.5384615384615384,0.5833333333333334,92.43401759530792,0.3333333333333333,16.835051546391753,14.36,15.958762886597938,13.47,0.36666666666666664,0.5454545454545454,0.6666666666666666,0.2,0.2777777777777778,0.2777777777777778,0.6,0.43333333333333335,0.48610222222222227,7.201190476190476,16.0,14.0,24.0,24.0,10.0,0.7368421052631579,0.75,0.10416666666666667,0.1111111111111111,14.0,7.0,33.0,4.0,6.0,11.0,4.0,12.0,1.0,12.0,13.0,14.0,0.06666666666666667,0.14285714285714285,0.18181818181818182,0.27906976744186046,0.25,0.2765957446808511,0.2857142857142857,,0.36666666666666664,0.044444444444444446,0.6363636363636364,0.5379,24.150000000000002,28.0,7.0,12.0,16.0,2.0,,,1.0,1.0,2.0,,,13.0,9.0,23.0,1.0,2.0,6.0,27.0,3.0,2.0,1.0,1.0,10.0,10.0,2.0,3.0,2.0,10.0,4.0,23.0,25.0,1.0,0.5,0.3333333333333333,,0.5,0.3333333333333333,0.391304347826087,0.5454545454545454,0.42,0.5909090909090909,0.46551724137931033,0.3,0.3125,0.05555555555555555,0.5555555555555556,0.48484848484848486,0.5925925925925926,0.625,0.5,0.5,0.5,,,,0.48,0.5833333333333334,0.04,1.0,0.5,0.49866,0.13,0.27,0.28865979381443296,7.0,4.0,,,2.0,,1.0,6.0,1.0,,1.0,12.0,9.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,,2.0,0.5454545454545454,0.18181818181818182,0.5,0.23076923076923078,0.5,0.8333333333333334,0.6666666666666666,0.022222222222222223,,,,0.04,,4.0,3.0,8.0,2.0,,,0.5714285714285714,,1.0,1.0,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201585-201949-2034,1610612763,"Mike Conley, Marc Gasol, Kosta Koufos, James Johnson, Mike Miller","Conley, Gasol, Koufos, Johnson, Miller",201144-201188-201585-201949-2034,MEM,1,4.0,,8,99.0,2.0,-5.0,4.0,,,,,1.0,3.0,2.0,7.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,116.36363636363637,,14.0,10.75,14.0,10.75,,,,,,,,,0.38506666666666667,8.666666666666666,,,,,,,,,,,,3.0,,,,,1.0,,,,1.0,,0.3333333333333333,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
