EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,DefTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,BlockingFouls,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,Offensive Fouls,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101161-101236-200768-201942-201986,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Nando De Colo","Johnson, Hayes, Lowry, DeRozan, De Colo",101161-101236-200768-201942-201986,TOR,215.0,2,4.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,7.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.5,0.4375,0.5,0.4375,0.5,0.375,0.3333333333333333,1.0,0.5,0.5,0.4,0.5,1.0,1.0,1.0,80.37209302325581,17.166666666666668,18.666666666666668,15.666666666666666,15.166666666666666,0.25,1.0,1.0,1.0,0.25,0.125,0.125,0.25,0.5,0.5,1.0,0.5,1.0,1.0,0.625,0.5,0.5674875,0.7294,0.2857142857142857,6.5,24.400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-202349,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Greivis Vasquez","Johnson, Hayes, Lowry, DeRozan, Vasquez",101161-101236-200768-201942-202349,TOR,853.0,7,14.0,24.0,24.0,4.0,3.0,48.0,6.0,9.0,2.0,3.0,3.0,5.0,1.0,2.0,4.0,13.0,17.0,2.0,5.0,36.0,31.0,3.0,4.0,6.0,8.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,11.0,1.0,3.0,1.0,7.0,4.0,11.0,,,3.0,6.0,,,,30.0,,0.3076923076923077,0.3333333333333333,0.5,0.4,0.4,0.7647058823529411,0.75,0.7272727272727273,0.75,0.7608695652173914,0.75,0.22727272727272727,0.75,1.0,0.3333333333333333,0.5833333333333334,0.5714285714285714,,,1.0,,81.031652989449,17.041666666666668,18.5,15.041666666666666,16.916666666666668,0.4090909090909091,0.6666666666666666,0.75,0.3333333333333333,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.5,0.5,0.5,0.75,0.6666666666666666,,0.6363636363636364,0.5,0.49540909090909085,0.5343333333333333,0.16666666666666666,8.48235294117647,24.68,5.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,13.0,18.0,3.0,2.0,1.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,13.0,5.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.058823529411764705,0.1111111111111111,0.5454545454545454,1.0,0.5,0.6666666666666666,0.8,0.16666666666666666,1.0,1.0,0.8,0.8,0.5,0.4,0.5,0.4,1.0,0.5510900000000001,0.09090909090909091,0.11764705882352941,0.3611111111111111,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Terrence Ross","Johnson, Hayes, Lowry, DeRozan, Ross",101161-101236-200768-201942-203082,TOR,2292.0,12,38.0,74.0,72.0,40.0,11.0,146.0,10.0,15.0,3.0,4.0,15.0,13.0,4.0,8.0,19.0,20.0,43.0,9.0,23.0,82.0,85.0,4.0,6.0,15.0,12.0,27.0,19.0,8.0,6.0,9.0,15.0,8.0,2.0,39.0,4.0,9.0,10.0,28.0,13.0,41.0,2.0,,15.0,28.0,,,,67.0,8.0,0.3,0.3157894736842105,1.0,0.391304347826087,0.391304347826087,0.46511627906976744,0.6666666666666666,0.5075757575757576,0.6875,0.5466666666666666,0.6818181818181818,0.3484848484848485,0.4090909090909091,0.7692307692307693,0.2857142857142857,0.7692307692307693,0.3611111111111111,0.2857142857142857,0.3333333333333333,0.8,0.6666666666666666,91.72774869109946,17.135135135135137,14.222222222222221,16.243243243243242,13.5,0.22727272727272727,0.6666666666666666,0.7692307692307693,0.2,0.22727272727272727,0.19696969696969696,0.06060606060606061,0.2878787878787879,0.42105263157894735,0.4444444444444444,1.0,0.5,0.75,0.3333333333333333,0.5757575757575758,0.42105263157894735,0.4905136363636364,0.5577,0.18292682926829268,9.202325581395348,25.317391304347826,-3.0,33.0,5.0,6.0,7.0,3.0,7.0,13.0,15.0,10.0,20.0,7.0,15.0,8.0,49.0,28.0,,2.0,3.0,1.0,10.0,2.0,1.0,5.0,1.0,,12.0,1.0,,17.0,2.0,1.0,,20.0,,,3.0,4.0,49.0,33.0,4.0,0.4666666666666667,0.5,0.5857142857142857,0.6125,0.06976744186046512,0.13333333333333333,0.7692307692307693,0.2,0.2727272727272727,0.7777777777777778,1.0,0.06060606060606061,0.4666666666666667,0.5,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.17142857142857143,0.8333333333333334,0.37142857142857144,0.5384615384615384,0.48844000000000004,0.07042253521126761,0.06521739130434782,0.5975609756097561,0.44594594594594594,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,8.0,2.0,7.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,0.043478260869565216,0.06666666666666667,0.05263157894736842,0.5833333333333334,1.0,0.6,0.5,0.42857142857142855,0.25,0.25,1.0,0.25,0.5,1.0,0.05714285714285714,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, John Salmons","Johnson, Hayes, Lowry, DeRozan, Salmons",101161-101236-200768-201942-2422,TOR,460.0,6,8.0,17.0,18.0,7.0,1.0,35.0,3.0,4.0,1.0,1.0,4.0,6.0,,1.0,1.0,6.0,14.0,1.0,1.0,18.0,17.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,,1.0,1.0,7.0,1.0,8.0,1.0,1.0,4.0,7.0,1.0,,1.0,16.0,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,0.42857142857142855,1.0,0.5,1.0,0.5625,1.0,0.06666666666666667,0.125,0.5,,0.8333333333333334,0.125,0.3333333333333333,,0.5,,109.56521739130434,14.058823529411764,12.277777777777779,14.0,12.0,0.26666666666666666,0.75,0.75,0.6666666666666666,0.26666666666666666,0.4,,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.48546,0.5863,0.1111111111111111,10.471428571428572,26.2,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,5.0,8.0,,2.0,,,4.0,,1.0,1.0,,,2.0,,1.0,3.0,1.0,,,3.0,1.0,,2.0,,5.0,4.0,,1.0,0.3333333333333333,0.625,0.625,,,1.0,,,1.0,1.0,,0.25,0.25,0.3333333333333333,0.3333333333333333,,0.25,1.0,0.25,1.0,0.52065,0.125,0.13333333333333333,0.2777777777777778,0.23529411764705882,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,0.5,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201986-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Nando De Colo, John Salmons","Johnson, Hayes, Lowry, De Colo, Salmons",101161-101236-200768-201986-2422,TOR,47.0,1,1.0,2.0,1.0,1.0,,3.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,0.5,,,,1.0,,1.0,,,,,1.0,91.91489361702128,12.5,22.0,12.5,22.0,1.0,,,,,,,,,,,,,,1.0,,0.431,,,2.5,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202349-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Greivis Vasquez, John Salmons","Johnson, Hayes, Lowry, Vasquez, Salmons",101161-101236-200768-202349-2422,TOR,198.0,2,3.0,8.0,9.0,8.0,1.0,17.0,,1.0,,,1.0,2.0,,1.0,1.0,,4.0,1.0,1.0,4.0,10.0,,,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,4.0,1.0,5.0,,,1.0,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,0.3,,0.2857142857142857,0.5,0.2,0.25,,,1.0,0.25,,,,,123.63636363636364,10.875,12.333333333333334,10.5,12.222222222222221,0.2,,,,0.2,0.4,,0.2,1.0,1.0,1.0,,,,0.4,1.0,0.44149000000000005,,0.25,11.325,25.9,-6.0,8.0,,1.0,,,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,,,,,,3.0,1.0,,,,,2.0,,,2.0,,1.0,,4.0,,,1.0,1.0,4.0,8.0,1.0,1.0,,0.3,0.2857142857142857,,,1.0,1.0,,1.0,,0.25,,,,,,0.2,,0.2,1.0,0.44149000000000005,0.16666666666666666,0.2,1.0,1.0,,,,,,,1.0,,,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202361-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Landry Fields, Terrence Ross","Johnson, Hayes, Lowry, Fields, Ross",101161-101236-200768-202361-203082,TOR,43.0,1,1.0,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.46511627906976,21.0,11.0,21.0,11.0,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202933-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Julyan Stone, John Salmons","Johnson, Hayes, Lowry, Stone, Salmons",101161-101236-200768-202933-2422,TOR,7.0,1,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-203082-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Terrence Ross, John Salmons","Johnson, Hayes, Lowry, Ross, Salmons",101161-101236-200768-203082-2422,TOR,529.0,3,9.0,19.0,20.0,14.0,3.0,39.0,4.0,6.0,,,4.0,7.0,,2.0,3.0,9.0,17.0,2.0,3.0,26.0,15.0,1.0,1.0,7.0,10.0,6.0,3.0,2.0,5.0,2.0,7.0,2.0,3.0,16.0,,3.0,3.0,8.0,3.0,11.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,19.0,3.0,0.5555555555555556,0.5555555555555556,1.0,0.6666666666666666,0.6666666666666666,0.5294117647058824,1.0,0.6,1.25,0.6190476190476191,1.1666666666666667,0.15,0.375,1.0,,0.6363636363636364,0.3333333333333333,0.5,,1.0,,106.1625708884688,13.368421052631579,13.75,12.421052631578947,13.0,0.3,0.6666666666666666,0.8,0.75,0.2,0.35,,0.15,0.6666666666666666,0.6666666666666666,1.0,,,,0.45,0.6666666666666666,0.5160475,0.4777,0.2692307692307692,9.4,24.8,11.0,15.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,7.0,14.0,2.0,2.0,2.0,22.0,8.0,,,2.0,1.0,4.0,,,,,,1.0,,1.0,2.0,1.0,,,2.0,,,,1.0,22.0,15.0,1.0,1.0,0.5,0.625,0.6470588235294118,0.11764705882352941,0.16666666666666666,0.5,,,,0.3333333333333333,,0.5,0.5,0.42857142857142855,0.5,0.3333333333333333,0.1875,0.6666666666666666,0.125,1.0,0.471975,,,0.8461538461538461,0.7894736842105263,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,0.5,0.75,0.5,,,,0.5,1.0,1.0,,,,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-201942-201986-202349,1610612761,"Amir Johnson, Chuck Hayes, DeMar DeRozan, Nando De Colo, Greivis Vasquez","Johnson, Hayes, DeRozan, De Colo, Vasquez",101161-101236-201942-201986-202349,TOR,98.0,1,2.0,3.0,3.0,1.0,,6.0,1.0,1.0,,,,2.0,,,,1.0,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,88.16326530612245,18.666666666666668,14.0,18.666666666666668,14.0,0.3333333333333333,1.0,1.0,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,0.5332333333333333,,,12.933333333333332,,-3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
