EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,BlockingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Accuracy,SecondChancePointsPct,ShortMidRangePctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,HeaveAttempts,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Travels,FTDefRebounds,Technical Free Throw Trips,DefFTReboundPct,SelfOReb,Charge Fouls Drawn,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3PctAssisted,BlockingFouls,Clear Path Fouls,Corner3Assists,BlockedLongMidRange,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,Charge Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,team_id,year,season,team_vs
101150-1882-200794-201858-202714,1610612737,"Lou Williams, Elton Brand, Paul Millsap, Cartier Martin, Shelvin Mack","Williams, Brand, Millsap, Martin, Mack",101150-1882-200794-201858-202714,ATL,27.0,1,-2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,106.66666666666666,18.0,9.0,18.0,9.0,1.0,0.3117,0.3117,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-200794-201952-201960,1610612737,"Lou Williams, Elton Brand, Paul Millsap, Jeff Teague, DeMarre Carroll","Williams, Brand, Millsap, Teague, Carroll",101150-1882-200794-201952-201960,ATL,873.0,6,-8.0,25.0,27.0,16.0,10.0,52.0,4.0,13.0,31.0,8.0,16.0,85.77319587628865,16.88,16.703703703703702,16.12,16.333333333333332,0.2,0.45711250000000003,0.43449499999999996,10.661538461538461,0.64,15.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,6.0,1.0,2.0,7.0,1.0,7.0,6.0,23.0,1.0,5.0,2.0,6.0,16.0,8.0,6.0,3.0,6.0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,1.0,2.0,7.0,9.0,1.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,10.0,1.0,2.0,7.0,1.0,1.0,7.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,23.0,16.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.5384615384615384,0.625,0.425,0.5,0.5,0.6153846153846154,0.35,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.6666666666666666,0.6,0.08333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,0.15,0.3333333333333333,0.5,1.0,0.3,0.5,0.5,0.3333333333333333,0.75,0.75,0.6666666666666666,0.05,1.0,1.0,0.3,1.0,0.2,0.5,0.2,0.5,0.5355,0.13636363636363635,0.2,0.6956521739130435,25.157142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-200794-201952-2594,1610612737,"Lou Williams, Elton Brand, Paul Millsap, Jeff Teague, Kyle Korver","Williams, Brand, Millsap, Teague, Korver",101150-1882-200794-201952-2594,ATL,290.0,3,2.0,9.0,9.0,2.0,5.0,18.0,2.0,5.0,8.0,1.0,2.0,89.37931034482759,14.222222222222221,18.0,14.222222222222221,18.0,0.25,0.548675,0.68465,8.74,0.2222222222222222,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,1.0,3.0,1.0,3.0,1.0,10.0,,1.0,1.0,,5.0,,6.0,,3.0,1.0,,1.0,,,,3.0,,,3.0,3.0,,3.0,2.0,2.0,,,,,,,,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,10.0,5.0,,,,,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5625,1.25,0.5555555555555556,1.25,0.375,0.2,0.5,,0.75,,,0.75,,,,1.0,1.0,,,,0.25,0.5,1.0,,0.125,1.0,1.0,,0.5,0.5,,,,,0.375,,0.5,1.0,0.5,0.625,,0.1111111111111111,0.16666666666666666,0.5,25.866666666666664,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-200794-201960-202714,1610612737,"Lou Williams, Elton Brand, Paul Millsap, DeMarre Carroll, Shelvin Mack","Williams, Brand, Millsap, Carroll, Mack",101150-1882-200794-201960-202714,ATL,435.0,4,-4.0,12.0,13.0,8.0,13.0,25.0,2.0,3.0,14.0,3.0,8.0,82.75862068965517,20.583333333333332,14.461538461538462,15.833333333333334,13.307692307692308,0.16666666666666666,0.4650083333333333,0.4625,12.766666666666666,0.6666666666666666,7.0,2.0,,1.0,,1.0,,,1.0,,,9.0,3.0,5.0,1.0,2.0,9.0,2.0,10.0,3.0,1.0,5.0,2.0,7.0,,2.0,3.0,9.0,1.0,,1.0,,,,3.0,1.0,,3.0,3.0,4.0,7.0,,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,,,,,,10.0,7.0,,,,,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3125,0.38461538461538464,0.3888888888888889,0.75,0.3333333333333333,1.0,0.6666666666666666,0.42857142857142855,0.5,,0.42857142857142855,0.4444444444444444,,,1.0,1.0,,,,0.08333333333333333,,,,,,,,0.5,0.5,,,,,0.75,1.0,0.125,,0.625,0.8333333333333334,0.52665,0.07692307692307693,0.25,0.7,25.711111111111112,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,0.2,0.2222222222222222,0.2222222222222222,0.5,0.2,0.2222222222222222,3.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-200794-202714-2594,1610612737,"Lou Williams, Elton Brand, Paul Millsap, Shelvin Mack, Kyle Korver","Williams, Brand, Millsap, Mack, Korver",101150-1882-200794-202714-2594,ATL,226.0,2,-10.0,8.0,9.0,3.0,5.0,17.0,,5.0,12.0,2.0,3.0,108.31858407079646,14.75,12.0,14.25,11.0,,0.580525,0.488475,2.1,0.375,4.0,1.0,,4.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,,2.0,,,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,3.0,5.0,1.0,,2.0,,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,0.1111111111111111,,0.375,0.4,0.5,,0.5,0.2,1.0,0.6666666666666666,0.125,0.25,,,0.5,1.0,,,0.5,,,,0.125,,,,,,,0.25,,,0.125,1.0,0.25,,0.25,0.875,0.42105,0.1111111111111111,0.16666666666666666,,23.96666666666667,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-201858-202714-203118,1610612737,"Lou Williams, Elton Brand, Cartier Martin, Shelvin Mack, Mike Scott","Williams, Brand, Martin, Mack, Scott",101150-1882-201858-202714-203118,ATL,380.0,2,-7.0,11.0,12.0,1.0,,23.0,2.0,5.0,19.0,,1.0,87.15789473684211,19.363636363636363,13.916666666666666,19.09090909090909,13.75,0.2,0.44723499999999994,0.4113,12.540000000000001,0.09090909090909091,6.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,4.0,1.0,2.0,3.0,2.0,5.0,,12.0,1.0,,2.0,,3.0,4.0,2.0,3.0,4.0,,2.0,3.0,1.0,1.0,,7.0,,,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,,,2.0,,,2.0,,1.0,,,,,,9.0,3.0,,,0.6666666666666666,0.6666666666666666,0.4,0.4,0.6,,0.6,0.75,0.5454545454545454,0.75,0.5,,,1.0,0.5,,,0.5,0.2,,1.0,0.5,,,,,0.1,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.5,,0.1,,,0.4,1.0,,,1.0,0.6,,0.09090909090909091,0.16666666666666666,0.25,25.880000000000003,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,,1.0,,0.3333333333333333,,0.5,,,1.0,1.0,3.0,1.0,1.0,1.5,1.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-201952-201960-203118,1610612737,"Lou Williams, Elton Brand, Jeff Teague, DeMarre Carroll, Mike Scott","Williams, Brand, Teague, Carroll, Scott",101150-1882-201952-201960-203118,ATL,218.0,2,-1.0,9.0,8.0,6.0,8.0,17.0,1.0,3.0,6.0,1.0,6.0,112.29357798165138,11.11111111111111,14.75,11.11111111111111,14.5,0.16666666666666666,0.4835083333333334,0.5159,9.6,0.6666666666666666,4.0,,,,,,,2.0,1.0,,,3.0,,2.0,1.0,1.0,3.0,,5.0,,,2.0,,3.0,2.0,,,3.0,1.0,1.0,2.0,,,1.0,5.0,,1.0,4.0,5.0,,5.0,,,,2.0,1.0,,3.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,3.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4166666666666667,0.5,0.4166666666666667,0.5,0.5,0.3333333333333333,,0.6666666666666666,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,0.5,,,,0.6666666666666666,0.5,,,,0.6,25.366666666666664,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,1.0,2.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-201952-203118-2594,1610612737,"Lou Williams, Elton Brand, Jeff Teague, Mike Scott, Kyle Korver","Williams, Brand, Teague, Scott, Korver",101150-1882-201952-203118-2594,ATL,216.0,1,-6.0,8.0,9.0,8.0,9.0,17.0,1.0,6.0,13.0,6.0,8.0,113.33333333333333,11.125,14.11111111111111,11.125,13.333333333333334,0.14285714285714285,0.5145571428571428,0.5145571428571428,6.016666666666667,1.0,4.0,,1.0,2.0,1.0,2.0,1.0,3.0,,,1.0,,,,2.0,,1.0,3.0,7.0,,2.0,1.0,3.0,7.0,4.0,,,,1.0,2.0,2.0,1.0,1.0,,4.0,,,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,,,2.0,,,3.0,1.0,1.0,1.0,,,,,7.0,7.0,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.4375,0.4375,0.14285714285714285,0.16666666666666666,,,1.0,,,0.6666666666666666,,,,,1.0,,,,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.5,1.0,,,,0.14285714285714285,,,,,0.2857142857142857,0.5,,0.42857142857142855,,0.14285714285714285,0.16666666666666666,1.0,23.6,,,,,,,,,,,,,,,,,,,,,,1.0,0.14285714285714285,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-201960-202714-203118,1610612737,"Lou Williams, Elton Brand, DeMarre Carroll, Shelvin Mack, Mike Scott","Williams, Brand, Carroll, Mack, Scott",101150-1882-201960-202714-203118,ATL,940.0,4,-7.0,28.0,31.0,6.0,7.0,59.0,9.0,15.0,35.0,3.0,6.0,90.38297872340426,16.428571428571427,15.483870967741936,15.928571428571429,15.193548387096774,0.36,0.46419583333333336,0.43303,12.466666666666667,0.21428571428571427,16.0,3.0,3.0,4.0,,,1.0,2.0,3.0,,,10.0,1.0,3.0,7.0,3.0,10.0,5.0,28.0,1.0,2.0,3.0,,7.0,2.0,12.0,3.0,9.0,,1.0,3.0,1.0,,,8.0,2.0,3.0,7.0,10.0,3.0,13.0,2.0,1.0,1.0,4.0,,4.0,4.0,2.0,2.0,3.0,,,6.0,1.0,,7.0,1.0,4.0,,1.0,,1.0,1.0,24.0,7.0,,,0.14285714285714285,0.16666666666666666,0.3,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.46,0.5833333333333334,0.5,0.5833333333333334,0.4,,,1.0,0.875,0.25,0.75,0.8333333333333334,0.21428571428571427,,1.0,1.0,0.75,1.0,0.5,1.0,0.16,0.75,0.75,0.3333333333333333,0.08,0.5,0.5,,0.3333333333333333,0.3333333333333333,,,,,0.4,0.3333333333333333,,,0.5,0.56,0.54955,0.14285714285714285,0.2222222222222222,0.25,28.68,3.0,1.0,1.0,6.0,3.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.3,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,,,4.0,,,0.6666666666666666,0.6666666666666666,,0.14285714285714285,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
101150-1882-202714-203118-2594,1610612737,"Lou Williams, Elton Brand, Shelvin Mack, Mike Scott, Kyle Korver","Williams, Brand, Mack, Scott, Korver",101150-1882-202714-203118-2594,ATL,707.0,4,17.0,21.0,19.0,1.0,2.0,40.0,3.0,6.0,17.0,1.0,1.0,81.47100424328147,15.238095238095237,20.36842105263158,13.761904761904763,19.526315789473685,0.1875,0.506734375,0.4441,12.833333333333334,0.047619047619047616,12.0,3.0,1.0,2.0,,,1.0,1.0,2.0,,1.0,9.0,2.0,1.0,4.0,7.0,10.0,5.0,34.0,2.0,,1.0,,,6.0,2.0,3.0,9.0,,3.0,9.0,,1.0,2.0,24.0,2.0,2.0,7.0,9.0,3.0,12.0,,,,2.0,3.0,1.0,5.0,,1.0,4.0,,1.0,5.0,,,6.0,,3.0,,3.0,3.0,3.0,2.0,29.0,,,,0.75,0.75,0.7,0.7,0.6666666666666666,,0.90625,,0.8947368421052632,,0.625,,,0.4,0.7,1.0,0.6666666666666666,0.6923076923076923,0.6,1.0,0.8,,0.75,0.5,1.0,0.6666666666666666,0.125,0.5,0.5,,0.0625,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0625,,,0.5625,0.6666666666666666,,,0.5,0.75,0.516225,0.15789473684210525,0.3333333333333333,,25.98,7.0,,,18.0,7.0,6.0,6.0,0.8571428571428571,,0.7777777777777778,0.7777777777777778,0.8571428571428571,,0.7777777777777778,1.0,1.0,1.0,,0.3333333333333333,1.0,0.5,,,1.0,1.0,5.0,,0.5,0.8333333333333334,0.8333333333333334,0.5,0.14705882352941177,,1.0,1.0,1.0,1.0,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2014,2013-14,False
