EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,BadPassTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,Offensive Fouls Drawn,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,HeaveAttempts,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedLongMidRange,Arc3PctBlocked,BlockedArc3,team_id,year,season,team_vs
200757-201142-201566-201586-202704,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Reggie Jackson","Sefolosha, Durant, Westbrook, Ibaka, Jackson",200757-201142-201566-201586-202704,OKC,432.0,6,7.0,1.0,20.0,18.0,18.0,16.0,1.0,38.0,5.0,9.0,1.0,4.0,8.0,1.0,2.0,1.0,3.0,6.0,3.0,5.0,6.0,12.0,3.0,6.0,5.0,26.0,25.0,1.0,5.0,11.0,3.0,5.0,5.0,24.0,8.0,4.0,9.0,6.0,3.0,4.0,3.0,7.0,3.0,4.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,8.0,3.0,5.0,1.0,3.0,1.0,26.0,24.0,18.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6,0.5,0.5,0.45454545454545453,0.5833333333333334,0.59375,0.65,0.6666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.25,0.5,0.16666666666666666,126.66666666666666,11.45,11.277777777777779,11.3,10.38888888888889,0.5,0.5555555555555556,0.5555555555555556,0.8,0.1111111111111111,0.5,0.5,0.05555555555555555,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,0.3125,0.6,0.8333333333333334,0.5,0.48995,0.525,0.49096666666666666,0.15,0.21428571428571427,0.9230769230769231,4.0,28.28333333333333,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-203103,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Perry Jones III","Sefolosha, Durant, Westbrook, Ibaka, Jones III",200757-201142-201566-201586-203103,OKC,,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-203500,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Steven Adams","Sefolosha, Durant, Westbrook, Ibaka, Adams",200757-201142-201566-201586-203500,OKC,326.0,2,5.0,-3.0,8.0,7.0,,,3.0,15.0,1.0,4.0,3.0,,,1.0,1.0,4.0,1.0,2.0,,,3.0,9.0,1.0,2.0,,9.0,12.0,4.0,,,,,,,,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,2.0,4.0,6.0,2.0,,,1.0,,,1.0,,,3.0,1.0,,,,,4.0,,,,,,1.0,0.5,,0.5,0.3333333333333333,,0.4090909090909091,,0.4090909090909091,,0.18181818181818182,1.0,,0.5,0.5,0.4,0.5714285714285714,1.0,,0.3333333333333333,66.25766871165644,19.125,24.714285714285715,15.5,23.142857142857142,0.36363636363636365,0.25,0.3333333333333333,,0.09090909090909091,1.0,1.0,0.36363636363636365,0.18181818181818182,0.5,0.5,1.0,0.6,,,,,0.5454545454545454,0.5,0.46500454545454545,0.5095,,,,,10.444444444444445,24.9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.1111111111111111,0.25,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,0.2,1.0,1.0,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2406,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Caron Butler","Sefolosha, Durant, Westbrook, Ibaka, Butler",200757-201142-201566-201586-2406,OKC,228.0,2,4.0,2.0,6.0,7.0,4.0,5.0,1.0,13.0,2.0,2.0,,1.0,1.0,,1.0,2.0,,,,,3.0,5.0,1.0,1.0,3.0,12.0,10.0,,1.0,3.0,1.0,1.0,3.0,8.0,6.0,,3.0,,,3.0,1.0,4.0,,2.0,9.0,1.0,,2.0,3.0,1.0,4.0,,,,,,,,,1.0,3.0,3.0,3.0,1.0,2.0,,10.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,0.75,0.625,0.8571428571428571,0.8,0.16666666666666666,,1.0,,0.5,0.5,0.5,,,,82.10526315789474,14.666666666666666,20.0,13.833333333333334,19.428571428571427,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,0.3333333333333333,,,,,,0.25,1.0,,,0.5,,0.5444083333333333,,0.5549125,0.2857142857142857,0.3333333333333333,0.6666666666666666,8.72,22.6,0.6666666666666666,,1.0,,,,,,2.0,,,,1.0,,,,,,,1.0,,,0.5,,,,0.5,0.5,0.5,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Nick Collison","Sefolosha, Durant, Westbrook, Ibaka, Collison",200757-201142-201566-201586-2555,OKC,103.0,1,2.0,-4.0,4.0,4.0,,3.0,1.0,8.0,,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,1.0,3.0,,,,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,1.0,0.5,1.0,0.5,,1.0,,111.84466019417476,14.25,11.5,13.75,11.5,0.5,,,,0.5,,,,,,,,1.0,,,,,0.5,,0.50175,0.6404,,,,,3.6,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Kendrick Perkins","Sefolosha, Durant, Westbrook, Ibaka, Perkins",200757-201142-201566-201586-2570,OKC,9862.0,11,164.0,-3.0,307.0,305.0,25.0,28.0,32.0,612.0,58.0,84.0,12.0,5.0,9.0,26.0,66.0,77.0,16.0,52.0,1.0,3.0,115.0,227.0,21.0,64.0,42.0,335.0,338.0,20.0,6.0,20.0,1.0,4.0,4.0,19.0,152.0,78.0,45.0,52.0,16.0,76.0,15.0,91.0,11.0,37.0,197.0,26.0,59.0,6.0,98.0,37.0,135.0,7.0,27.0,15.0,22.0,13.0,8.0,35.0,3.0,29.0,52.0,67.0,55.0,9.0,27.0,1.0,296.0,16.0,23.0,1.0,0.6608695652173913,0.6909090909090909,0.7142857142857143,0.328125,0.25,0.328125,0.5066079295154186,0.3,0.5034364261168385,0.3125,0.530448717948718,0.36538461538461536,0.21993127147766323,0.6285714285714286,1.0,0.6276595744680851,0.23423423423423423,0.6764705882352942,0.23376623376623376,0.23076923076923078,0.5,0.04964539007092199,89.36118434394646,17.644951140065146,14.573770491803279,16.824104234527688,13.895081967213114,0.28865979381443296,0.6904761904761905,0.7435897435897436,0.6379310344827587,0.2268041237113402,0.3939393939393939,0.4482758620689655,0.2646048109965636,0.17869415807560138,0.3076923076923077,0.3076923076923077,0.6875,0.375,0.375,0.5555555555555556,0.125,0.3333333333333333,0.5085910652920962,0.3076923076923077,0.4901400343642612,0.5320148148148148,0.46300416666666666,0.08737864077669903,0.11020408163265306,0.056716417910447764,9.047577092511014,24.7140625,0.08143322475570032,7.0,31.0,3.0,9.0,11.0,4.0,12.0,39.0,10.0,14.0,10.0,33.0,14.0,8.0,,0.3333333333333333,0.55,0.53125,0.5571428571428572,0.06167400881057269,0.07142857142857142,0.7857142857142857,0.23255813953488372,0.25,0.5517241379310345,0.7575757575757576,0.4025974025974026,0.4025974025974026,0.5833333333333334,0.28125,0.3333333333333333,0.6666666666666666,0.11641791044776119,5.0,12.0,,1.0,5.0,4.0,23.0,7.0,0.15217391304347827,0.7419354838709677,0.041237113402061855,0.4166666666666667,0.4166666666666667,0.8,0.041666666666666664,,,0.12121212121212122,0.3333333333333333,1.0,3.0,18.0,16.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,6.0,5.0,1.0,6.0,2.0,0.2,0.14285714285714285,0.7837837837837838,0.8888888888888888,0.3333333333333333,0.6153846153846154,0.14285714285714285,0.09375,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-965,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Derek Fisher","Sefolosha, Durant, Westbrook, Ibaka, Fisher",200757-201142-201566-201586-965,OKC,120.0,2,2.0,-1.0,7.0,7.0,5.0,4.0,,14.0,1.0,1.0,,,,,1.0,,,,,,1.0,2.0,,,8.0,10.0,11.0,,,,,,8.0,8.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,1.0,,2.0,,2.0,,,,,,,,,3.0,3.0,7.0,10.0,,,,10.0,7.0,4.0,,1.0,1.0,,,,,0.5,,0.5,,0.7142857142857143,0.8,,,,1.0,,0.5,,,,,168.0,7.428571428571429,9.714285714285714,7.428571428571429,9.571428571428571,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,0.5,,0.42815,,,,,0.8,6.0,,0.7142857142857143,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-202704-203500,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Steven Adams","Sefolosha, Durant, Westbrook, Jackson, Adams",200757-201142-201566-202704-203500,OKC,154.0,1,3.0,-6.0,6.0,7.0,6.0,7.0,,13.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,,3.0,9.0,,,2.0,1.0,2.0,,3.0,,,,2.0,1.0,,,,,,,,2.0,,2.0,,2.0,,1.0,1.0,,2.0,,2.0,2.0,,3.0,,,,,,3.0,3.0,6.0,1.0,,,,0.5,0.5,0.5,,,0.375,0.375,0.375,0.375,0.5,,,1.0,,1.0,,,1.0,,121.55844155844154,10.5,13.0,10.5,13.0,,,,,0.25,,,0.25,0.5,0.5,0.5,,,,,0.5,0.5,0.5,0.5,0.4838,,0.4838,,,1.0,15.55,24.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-202704-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Kendrick Perkins","Sefolosha, Durant, Westbrook, Jackson, Perkins",200757-201142-201566-202704-2570,OKC,27.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,106.66666666666666,19.0,8.0,19.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-202704-965,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Derek Fisher","Sefolosha, Durant, Westbrook, Jackson, Fisher",200757-201142-201566-202704-965,OKC,22.0,1,,2.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,3.0,1.0,1.0,2.0,1.0,2.0,,5.0,,2.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,5.0,5.0,3.0,,,,,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.5,,,,,,0.5,,,,327.2727272727273,6.333333333333333,1.5,5.666666666666667,1.5,0.5,0.5,0.5,,,,,,0.5,0.5,0.5,,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.590125,,0.590125,,,1.0,0.95,25.15,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
