EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PtsPutbacks,ShortMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceTurnovers,BlockingFoulsDrawn,SelfOReb,Travels,SelfORebPct,Technical Free Throw Trips,PtsUnassisted3s,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,BlockingFouls,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,Arc3PctBlocked,Clear Path Fouls,HeaveAttempts,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101142-200826-201147-201567-201601,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Luc Mbah a Moute","Turiaf, Barea, Brewer, Love, Mbah a Moute",101142-200826-201147-201567-201601,MIN,195.0,2,3.0,7.0,8.0,7.0,7.0,15.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,7.0,2.0,4.0,1.0,1.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,7.0,7.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,0.7,0.7,0.7,0.2,1.0,0.5,1.0,0.75,1.0,1.0,110.76923076923077,11.857142857142858,14.0,11.857142857142858,13.75,0.2,0.2,0.4,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.2,0.2,1.0,0.4,1.0,0.47569,0.47569,1.0,11.85,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201567-201937,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Ricky Rubio","Turiaf, Barea, Brewer, Love, Rubio",101142-200826-201147-201567-201937,MIN,176.0,3,3.0,7.0,6.0,7.0,5.0,13.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,5.0,,2.0,8.0,6.0,2.0,5.0,,2.0,8.0,4.0,,,1.0,,2.0,,2.0,,,4.0,,2.0,,2.0,4.0,,,,,,,2.0,,6.0,8.0,7.0,1.0,1.0,,,,,0.4,0.4,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.2857142857142857,,0.6666666666666666,,0.6666666666666666,1.0,,106.36363636363637,10.142857142857142,17.5,8.571428571428571,17.5,0.2857142857142857,0.2857142857142857,0.14285714285714285,,,,0.14285714285714285,,,,0.2857142857142857,0.14285714285714285,,0.5714285714285714,,0.5031142857142857,0.5031142857142857,1.0,6.24,24.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.25,0.4,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,0.14285714285714285,0.3314,0.125,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201567-201978,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Chase Budinger","Turiaf, Barea, Brewer, Love, Budinger",101142-200826-201147-201567-201978,MIN,195.0,1,3.0,6.0,6.0,,,12.0,2.0,,1.0,,2.0,,1.0,,,2.0,5.0,,2.0,5.0,5.0,,,,,,,4.0,,1.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,2.0,,3.0,,,,,,,,,0.4,,0.2857142857142857,,0.3125,,0.2857142857142857,,0.3333333333333333,,0.25,,,88.61538461538461,18.333333333333332,14.166666666666666,15.666666666666666,11.5,0.2857142857142857,0.14285714285714285,0.2857142857142857,,,,0.14285714285714285,,,,,,,0.5714285714285714,,0.47867857142857145,,,10.940000000000001,23.95,,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,0.5,0.2,,0.3333333333333333,0.4,,1.0,0.5,1.0,,0.14285714285714285,,,,0.47085,0.125,0.16666666666666666,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201567-203144,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Alexey Shved","Turiaf, Barea, Brewer, Love, Shved",101142-200826-201147-201567-203144,MIN,1023.0,7,17.0,35.0,34.0,22.0,19.0,69.0,9.0,7.0,5.0,2.0,5.0,2.0,8.0,2.0,5.0,10.0,19.0,2.0,8.0,35.0,32.0,6.0,13.0,2.0,5.0,26.0,16.0,4.0,6.0,8.0,2.0,8.0,2.0,10.0,2.0,2.0,22.0,,8.0,2.0,10.0,13.0,2.0,3.0,4.0,2.0,2.0,6.0,8.0,,31.0,26.0,22.0,0.8,1.0,1.0,0.25,0.4,0.25,0.5263157894736842,0.46153846153846156,0.48148148148148145,0.5,0.5303030303030303,0.5909090909090909,0.2962962962962963,1.0,0.5333333333333333,,0.5,0.4,,97.12609970674487,13.742857142857142,15.941176470588236,13.6,13.911764705882353,0.3333333333333333,0.18518518518518517,0.18518518518518517,0.4,0.4,1.0,0.2962962962962963,0.25,0.25,1.0,0.3888888888888889,0.2777777777777778,0.4,0.6296296296296297,0.25,0.5096074074074074,0.4953222222222223,0.7428571428571429,7.3578947368421055,25.3125,0.6285714285714286,3.0,3.0,6.0,4.0,,,,9.0,3.0,,,4.0,8.0,2.0,4.0,3.0,3.0,4.0,2.0,13.0,3.0,4.0,4.0,0.6666666666666666,0.10526315789473684,0.2,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.75,0.6666666666666666,,,0.5714285714285714,,0.5306333333333334,0.10344827586206896,0.14285714285714285,0.11428571428571428,2.0,3.0,2.0,,2.0,,0.6666666666666666,0.6666666666666666,0.1111111111111111,,0.3333333333333333,,0.4,0.5,1.0,0.6666666666666666,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201567-2755,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Kevin Love, Kevin Martin","Turiaf, Barea, Brewer, Love, Martin",101142-200826-201147-201567-2755,MIN,703.0,2,12.0,25.0,25.0,3.0,18.0,50.0,12.0,3.0,4.0,1.0,3.0,1.0,6.0,,,8.0,19.0,1.0,6.0,20.0,28.0,2.0,4.0,,,4.0,8.0,8.0,3.0,6.0,1.0,4.0,1.0,5.0,1.0,,11.0,1.0,7.0,3.0,11.0,15.0,,1.0,3.0,,3.0,7.0,4.0,,13.0,4.0,3.0,0.5,0.6666666666666666,1.0,0.16666666666666666,,0.16666666666666666,0.42105263157894735,0.5,0.38,0.5,0.38461538461538464,0.5,0.24,1.0,0.7,1.0,0.7272727272727273,0.8,,102.41820768136557,13.16,14.96,12.52,13.96,0.48,0.16,0.12,0.3333333333333333,0.3333333333333333,,0.24,0.16666666666666666,0.16666666666666666,1.0,0.75,,,0.72,0.16666666666666666,0.540042,0.66065,0.2,5.894736842105263,24.95,0.12,-8.0,4.0,7.0,2.0,,,,1.0,3.0,,1.0,7.0,,3.0,4.0,3.0,4.0,,,3.0,2.0,,,0.875,0.15789473684210525,,0.2727272727272727,0.25,,0.5,0.5833333333333334,0.7777777777777778,0.5714285714285714,,,0.6666666666666666,,0.5842999999999999,0.07692307692307693,0.1,0.35,2.0,2.0,,,3.0,1.0,1.0,1.0,0.25,0.2,0.6,,,,0.6666666666666666,1.0,,4.0,,,2.0,,,,1.0,,1.0,1.0,,1.0,0.6666666666666666,,0.6666666666666666,,1.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201601-201937,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Ricky Rubio","Turiaf, Barea, Brewer, Mbah a Moute, Rubio",101142-200826-201147-201601-201937,MIN,95.0,1,2.0,2.0,3.0,,,5.0,1.0,,,,,,,,,1.0,1.0,,,2.0,8.0,,,,,,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,1.0,,,1.0,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,75.78947368421053,20.0,18.333333333333332,20.0,18.333333333333332,1.0,,,,,,,,,,,,,1.0,,0.4288,,,2.9,,,-6.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201601-201967,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Dante Cunningham","Turiaf, Barea, Brewer, Mbah a Moute, Cunningham",101142-200826-201147-201601-201967,MIN,326.0,2,5.0,13.0,12.0,3.0,4.0,25.0,5.0,1.0,1.0,1.0,4.0,,,,,5.0,10.0,,,14.0,16.0,1.0,2.0,,,4.0,10.0,,,,,5.0,,5.0,,1.0,10.0,1.0,3.0,1.0,5.0,6.0,,1.0,2.0,,2.0,4.0,3.0,,14.0,4.0,3.0,1.0,1.0,,,,,0.5,0.5,0.5,0.5,0.5833333333333334,0.6666666666666666,,1.0,0.6,0.5,0.5714285714285714,,,110.42944785276073,12.923076923076923,13.166666666666666,12.692307692307692,12.083333333333334,0.5,0.1,0.4,0.25,0.25,1.0,,,,,0.5,,,0.5,,0.52946,0.5179,0.2857142857142857,10.14,,0.23076923076923078,-2.0,1.0,4.0,1.0,,,,4.0,,,,,2.0,1.0,4.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,0.1,,0.2,0.2,,,0.8,1.0,1.0,,,1.0,,,0.09090909090909091,0.09090909090909091,,,,,,,,,,0.2,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,0.5,,0.6,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201601-203133,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Luc Mbah a Moute, Robbie Hummel","Turiaf, Barea, Brewer, Mbah a Moute, Hummel",101142-200826-201147-201601-203133,MIN,156.0,1,3.0,6.0,7.0,,,13.0,3.0,,1.0,,,,1.0,,,2.0,4.0,,1.0,4.0,10.0,,,,,,,4.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,,2.0,3.0,2.0,,4.0,,,,,,,,,0.5,,0.4,,0.4,,0.2,,0.3333333333333333,,0.3333333333333333,,,120.0,13.5,10.714285714285714,13.5,10.285714285714286,0.6,0.2,,,,,0.2,,,,,,,0.8,,0.63226,,,2.325,25.0,,-6.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201967-201978,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Dante Cunningham, Chase Budinger","Turiaf, Barea, Brewer, Cunningham, Budinger",101142-200826-201147-201967-201978,MIN,53.0,1,1.0,1.0,1.0,,,2.0,,,,,1.0,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,54.339622641509436,39.0,14.0,32.0,14.0,,,0.5,,,,0.5,,,,,,,0.5,,0.487575,,,18.3,26.1,,-2.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,0.56415,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
101142-200826-201147-201967-203144,1610612750,"Ronny Turiaf, J.J. Barea, Corey Brewer, Dante Cunningham, Alexey Shved","Turiaf, Barea, Brewer, Cunningham, Shved",101142-200826-201147-201967-203144,MIN,183.0,2,3.0,7.0,7.0,,,14.0,,,1.0,1.0,3.0,,1.0,,,1.0,4.0,,1.0,4.0,13.0,,,,,,2.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,2.0,,2.0,3.0,,1.0,2.0,1.0,,4.0,,,1.0,1.0,,,,,0.25,,0.2,,0.3333333333333333,,0.2,,,,,,,110.16393442622952,16.571428571428573,9.571428571428571,15.714285714285714,9.571428571428571,,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,,0.2,,0.43086,,,15.525,24.5,,-9.0,1.0,,,,,,2.0,,1.0,,,,1.0,,1.0,2.0,,,2.0,1.0,,,,0.25,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,0.5052,0.16666666666666666,0.2,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,0.3333333333333333,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2014,2013-14,False
