EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyCorner3FGM,FTOffRebounds,BlockingFouls,Loose Ball Fouls,OffensiveGoaltends,OffFTReboundPct,DefCorner3ReboundPct,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Fg3aBlocked,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,HeaveAttempts,Clear Path Fouls,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101138-200765-201145-201202-201573,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Jerryd Bayless","Bass, Rondo, Green, Anthony, Bayless",101138-200765-201145-201202-201573,BOS,78.0,2,1.0,3.0,4.0,3.0,4.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.25,1.0,1.0,1.0,1.0,1.0,129.23076923076923,7.25,16.333333333333332,6.0,16.333333333333332,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.5,1.0,0.5423625,0.3373,0.5423625,1.0,9.4,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201202-202340,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Avery Bradley","Bass, Rondo, Green, Anthony, Bradley",101138-200765-201145-201202-202340,BOS,88.0,1,1.0,-4.0,3.0,3.0,2.0,,,6.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,2.0,6.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,98.18181818181819,18.333333333333332,11.0,18.333333333333332,11.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,0.6467,,0.6467,1.0,1.8,,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201202-203187,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Chris Johnson","Bass, Rondo, Green, Anthony, Johnson",101138-200765-201145-201202-203187,BOS,11.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,130.9090909090909,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201202-2222,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Gerald Wallace","Bass, Rondo, Green, Anthony, Wallace",101138-200765-201145-201202-2222,BOS,28.0,1,,2.0,2.0,,2.0,,,2.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,102.85714285714286,12.5,,12.5,,,,,,,0.5,0.5,,,,,,0.5,,0.5,,0.322125,,0.322125,1.0,22.8,26.5,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201573-202340,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Avery Bradley","Bass, Rondo, Green, Bayless, Bradley",101138-200765-201145-201573-202340,BOS,9.0,1,,4.0,3.0,,3.0,,,3.0,,,,,,1.0,,,,,1.0,1.0,,,4.0,,,1.0,1.0,,,4.0,2.0,,,,1.0,,1.0,,,2.0,,,,,,,,,4.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,480.0,3.0,,3.0,,,,,,,1.0,,,,,,,,,,,0.1604,,0.1604,1.0,17.4,,1.0,,,,,,1.0,2.0,,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201573-203096,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Jared Sullinger","Bass, Rondo, Green, Bayless, Sullinger",101138-200765-201145-201573-203096,BOS,4067.0,16,68.0,43.0,132.0,137.0,46.0,54.0,17.0,269.0,36.0,56.0,9.0,18.0,18.0,20.0,8.0,19.0,3.0,4.0,56.0,94.0,10.0,24.0,176.0,133.0,12.0,17.0,30.0,3.0,6.0,61.0,56.0,21.0,19.0,8.0,28.0,7.0,35.0,5.0,17.0,77.0,15.0,32.0,48.0,67.0,1.0,9.0,15.0,5.0,148.0,53.0,41.0,0.5,0.5490196078431373,0.7,0.4166666666666667,0.5,0.4166666666666667,0.5957446808510638,0.5666666666666667,0.6016949152542372,0.5972222222222222,0.6376811594202898,0.6354166666666666,0.2033898305084746,0.6956521739130435,0.7894736842105263,0.7230769230769231,0.75,0.7894736842105263,95.24465207769855,14.227272727272727,15.978102189781023,13.507575757575758,15.328467153284672,0.4745762711864407,0.6428571428571429,0.75,0.4722222222222222,0.15254237288135594,0.1694915254237288,0.16101694915254236,0.42105263157894735,0.42105263157894735,0.625,0.5,0.5,0.1111111111111111,0.75,0.6779661016949152,0.42105263157894735,0.5375466101694916,0.5701333333333333,0.5113708333333333,0.3465909090909091,6.597872340425533,24.979166666666668,0.3484848484848485,56.0,6.0,5.0,25.0,1.0,38.0,47.0,15.0,,0.4,0.125,0.14563106796116504,34.0,18.0,10.0,4.0,12.0,0.6,0.6,8.0,0.6666666666666666,9.0,10.0,8.0,2.0,5.0,1.0,2.0,1.0,3.0,11.0,1.0,4.0,3.0,28.0,9.0,10.0,9.0,2.0,3.0,5.0,14.0,1.0,19.0,2.0,15.0,10.0,5.0,1.0,1.0,1.0,14.0,5.0,2.0,2.0,6.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,0.25,0.9166666666666666,0.78125,0.7777777777777778,0.09574468085106383,0.14285714285714285,0.05555555555555555,1.0,0.3684210526315789,0.35714285714285715,0.36538461538461536,0.5,0.3,0.125,0.36363636363636365,0.3333333333333333,0.5384615384615384,0.7647058823529411,0.046511627906976744,0.4,0.4444444444444444,0.47058823529411764,0.375,0.0423728813559322,0.4,0.4,1.0,0.625,0.9,0.2222222222222222,0.0625,0.1875,0.3333333333333333,1.0,0.05555555555555555,0.04,0.1590909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201573-203482,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Kelly Olynyk","Bass, Rondo, Green, Bayless, Olynyk",101138-200765-201145-201573-203482,BOS,1208.0,9,20.0,8.0,36.0,40.0,22.0,23.0,7.0,76.0,11.0,12.0,7.0,7.0,5.0,8.0,2.0,7.0,2.0,5.0,16.0,25.0,3.0,8.0,49.0,41.0,4.0,7.0,12.0,3.0,6.0,27.0,18.0,6.0,7.0,2.0,9.0,2.0,11.0,1.0,8.0,24.0,7.0,7.0,15.0,22.0,2.0,5.0,6.0,5.0,43.0,27.0,22.0,0.5625,0.6428571428571429,0.6666666666666666,0.375,0.5,0.375,0.64,0.5833333333333334,0.6212121212121212,0.6388888888888888,0.6805555555555556,0.675,0.24242424242424243,0.6363636363636364,0.875,0.7368421052631579,0.3333333333333333,0.8571428571428571,90.59602649006622,18.38888888888889,13.65,16.083333333333332,13.25,0.36363636363636365,0.9166666666666666,0.9166666666666666,0.7272727272727273,0.15151515151515152,0.24242424242424243,0.21212121212121213,0.2857142857142857,0.2857142857142857,0.5,0.3888888888888889,1.0,0.2777777777777778,0.4,0.6060606060606061,0.2857142857142857,0.5192878787878789,0.46654,0.5466805555555555,0.5510204081632653,7.532,25.075,0.6111111111111112,14.0,1.0,,8.0,,11.0,11.0,6.0,,0.16666666666666666,0.17647058823529413,0.23076923076923078,8.0,4.0,2.0,2.0,5.0,0.625,0.625,1.0,0.2,2.0,2.0,,1.0,1.0,,1.0,,2.0,3.0,,2.0,,6.0,3.0,4.0,2.0,1.0,,2.0,4.0,1.0,7.0,1.0,4.0,3.0,1.0,1.0,,,2.0,,1.0,,5.0,,1.0,1.0,,1.0,1.0,3.0,,0.75,0.5,0.5,0.08,,0.4,1.0,0.5,0.4,0.46153846153846156,1.0,0.5,0.3333333333333333,0.4,,0.5,1.0,0.08333333333333333,1.0,,,,0.030303030303030304,1.0,1.0,1.0,0.3333333333333333,1.0,,,0.3333333333333333,,,0.05555555555555555,,0.12244897959183673,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201573-2222,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Gerald Wallace","Bass, Rondo, Green, Bayless, Wallace",101138-200765-201145-201573-2222,BOS,783.0,2,13.0,-5.0,28.0,27.0,15.0,13.0,2.0,55.0,6.0,9.0,2.0,3.0,2.0,3.0,3.0,7.0,2.0,5.0,7.0,14.0,3.0,10.0,28.0,33.0,2.0,2.0,3.0,2.0,8.0,14.0,6.0,6.0,7.0,3.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,4.0,5.0,8.0,,4.0,5.0,2.0,24.0,14.0,15.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3,0.25,0.3,0.5,0.6666666666666666,0.4791666666666667,0.45454545454545453,0.5384615384615384,0.5384615384615384,0.4166666666666667,0.4444444444444444,1.0,0.5,,1.0,101.14942528735632,13.321428571428571,15.185185185185185,12.892857142857142,13.62962962962963,0.375,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.125,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.45454545454545453,0.4,0.7916666666666666,0.42857142857142855,0.5543875,0.6844,0.5741227272727273,0.5,5.735714285714286,24.59,0.5357142857142857,8.0,1.0,,7.0,,9.0,7.0,3.0,,0.2,0.16,0.2,5.0,4.0,1.0,1.0,,,,,,1.0,2.0,1.0,,3.0,,3.0,,,1.0,,,2.0,4.0,3.0,,,,,2.0,1.0,,3.0,,2.0,,2.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,,0.5,0.5,0.6666666666666666,,,,,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.3333333333333333,,,0.25,0.3333333333333333,0.5,0.5,,0.5,0.5,0.5,,0.125,,,,1.0,0.5,,,,,,0.2727272727272727,0.1,0.14285714285714285,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-201573-2743,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Kris Humphries","Bass, Rondo, Green, Bayless, Humphries",101138-200765-201145-201573-2743,BOS,7450.0,14,124.0,45.0,235.0,232.0,13.0,10.0,28.0,467.0,52.0,88.0,3.0,4.0,48.0,36.0,14.0,47.0,2.0,5.0,94.0,172.0,17.0,60.0,268.0,223.0,20.0,4.0,7.0,2.0,5.0,18.0,108.0,45.0,47.0,14.0,54.0,15.0,69.0,12.0,29.0,153.0,22.0,66.0,89.0,121.0,4.0,11.0,24.0,,228.0,18.0,13.0,0.574468085106383,0.6428571428571429,0.8823529411764706,0.2833333333333333,0.4,0.2833333333333333,0.5465116279069767,0.5714285714285714,0.5150862068965517,0.5833333333333334,0.5426829268292683,0.6,0.25862068965517243,0.717391304347826,0.7586206896551724,0.7272727272727273,0.6470588235294118,0.7619047619047619,90.26577181208053,14.957446808510639,16.961206896551722,14.51063829787234,15.943965517241379,0.3793103448275862,0.5909090909090909,0.6842105263157895,0.5576923076923077,0.20689655172413793,0.15517241379310345,0.2025862068965517,0.2978723404255319,0.30434782608695654,0.8571428571428571,0.3333333333333333,0.75,0.4166666666666667,0.4,0.6379310344827587,0.2978723404255319,0.5268786637931034,0.580465,0.4884458333333333,0.06716417910447761,6.783720930232558,25.040000000000003,0.05531914893617021,80.0,13.0,6.0,42.0,3.0,40.0,32.0,16.0,2.0,0.5416666666666666,0.06557377049180328,0.08695652173913043,29.0,4.0,2.0,1.0,14.0,0.3888888888888889,0.3888888888888889,11.0,0.7857142857142857,13.0,17.0,28.0,3.0,13.0,1.0,,,3.0,15.0,,4.0,10.0,40.0,6.0,20.0,13.0,3.0,14.0,7.0,25.0,1.0,32.0,4.0,26.0,16.0,10.0,7.0,1.0,3.0,18.0,1.0,5.0,3.0,4.0,,8.0,7.0,1.0,9.0,7.0,2.0,,0.75,0.625,0.6896551724137931,0.0755813953488372,0.13636363636363635,0.020833333333333332,0.5,0.32051282051282054,0.16279069767441862,0.2644628099173554,0.4444444444444444,0.2,0.22727272727272727,0.15151515151515152,0.2,0.7419354838709677,0.7272727272727273,0.037383177570093455,0.7777777777777778,0.5833333333333334,0.5957446808510638,0.5,0.05603448275862069,0.23076923076923078,0.23076923076923078,1.0,0.7083333333333334,0.7647058823529411,0.23076923076923078,0.041666666666666664,0.125,,,,,0.14925373134328357,,,3.0,4.0,,,0.75,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.016666666666666666,0.02127659574468085,,,,,,,,,,,,,1610612738,2014,2013-14,True
101138-200765-201145-202340-203096,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Avery Bradley, Jared Sullinger","Bass, Rondo, Green, Bradley, Sullinger",101138-200765-201145-202340-203096,BOS,4951.0,9,83.0,7.0,160.0,159.0,47.0,43.0,12.0,319.0,31.0,47.0,10.0,18.0,34.0,25.0,11.0,29.0,3.0,11.0,53.0,106.0,14.0,36.0,175.0,168.0,9.0,16.0,30.0,5.0,14.0,54.0,76.0,39.0,29.0,11.0,38.0,13.0,51.0,10.0,23.0,115.0,16.0,41.0,62.0,78.0,3.0,11.0,22.0,5.0,159.0,54.0,47.0,0.7169811320754716,0.7755102040816326,0.9285714285714286,0.3888888888888889,0.35714285714285715,0.3888888888888889,0.5,0.5333333333333333,0.5211267605633803,0.5340909090909091,0.5645161290322581,0.574468085106383,0.2535211267605634,0.82,0.7272727272727273,0.7916666666666666,0.75,0.7692307692307693,92.7812563118562,15.74375,15.29559748427673,15.33125,14.88679245283019,0.33098591549295775,0.6595744680851063,0.7560975609756098,0.7419354838709677,0.23943661971830985,0.176056338028169,0.20422535211267606,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.4090909090909091,0.5555555555555556,0.25,0.2727272727272727,0.5845070422535211,0.3793103448275862,0.4993890845070423,0.5139549999999999,0.5018534090909091,0.30857142857142855,7.59622641509434,25.12222222222222,0.29375,30.0,11.0,7.0,24.0,2.0,28.0,33.0,14.0,,0.5,0.10457516339869281,0.12173913043478261,27.0,7.0,2.0,2.0,12.0,0.48,0.48,8.0,0.6666666666666666,4.0,7.0,10.0,3.0,7.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,16.0,3.0,8.0,8.0,3.0,7.0,2.0,14.0,5.0,16.0,,7.0,5.0,2.0,4.0,1.0,2.0,13.0,3.0,,1.0,5.0,2.0,6.0,4.0,2.0,7.0,3.0,1.0,0.6666666666666666,0.4444444444444444,0.5833333333333334,0.6153846153846154,0.07547169811320754,0.1276595744680851,0.058823529411764705,0.8333333333333334,0.2641509433962264,0.09090909090909091,0.21333333333333335,0.25,0.25,0.3076923076923077,0.1111111111111111,,0.7142857142857143,0.9166666666666666,,0.42857142857142855,0.29411764705882354,0.3125,0.7,0.04929577464788732,0.42857142857142855,0.42857142857142855,1.0,0.5833333333333334,0.5714285714285714,,0.08333333333333333,0.16666666666666666,1.0,1.0,0.06818181818181818,0.05263157894736842,0.09142857142857143,2.0,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,3.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1610612738,2014,2013-14,True
