EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceOffPoss,SecondChanceFG2A,PtsUnassisted3s,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallTurnovers,Clear Path Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,Corner3FGM,Corner3Assists,RecoveredBlocks,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,Loose Ball Fouls,BlockedLongMidRange,ShortMidRangePctBlocked,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
201177-201229-201945-202390-202689,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Gary Neal, Kemba Walker","McRoberts, Tolliver, Henderson, Neal, Walker",201177-201229-201945-202390-202689,CHA,304.0,1,5.0,8.0,11.0,11.0,10.0,4.0,22.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,15.0,7.0,3.0,6.0,1.0,1.0,4.0,13.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,15.0,13.0,10.0,2.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,0.6875,0.6428571428571429,0.75,0.7222222222222222,0.125,0.14285714285714285,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.21052631578948,11.363636363636363,16.272727272727273,11.363636363636363,16.272727272727273,0.625,0.6,0.75,0.25,0.5,0.5,0.125,1.0,1.0,1.0,0.5714285714285714,0.5,0.14285714285714285,1.0,0.75,1.0,0.537925,0.5421,0.125,0.14285714285714285,0.8666666666666667,5.8,25.3,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-201945-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Henderson, Walker, Zeller",201177-201604-201945-202689-203469,CHA,180.0,1,3.0,-2.0,5.0,6.0,,,11.0,1.0,1.0,,,,,,1.0,,,2.0,2.0,,2.0,1.0,5.0,7.0,,,,,,,2.0,,1.0,,,,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,3.0,2.0,,1.0,,5.0,,,,,,,,1.0,,0.5,,0.5,,0.5,,,,1.0,1.0,1.0,1.0,,1.0,88.0,13.2,19.0,13.2,19.0,0.25,1.0,1.0,,,,0.25,,,,,,,,0.75,,0.5577875,,0.2,0.3333333333333333,,5.7,24.2,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-201945-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Henderson, Walker, Jefferson",201177-201604-201945-202689-2744,CHA,437.0,2,7.0,-7.0,14.0,13.0,,,27.0,1.0,1.0,,,1.0,4.0,1.0,5.0,,,3.0,8.0,1.0,5.0,2.0,11.0,18.0,,,,,,,2.0,,5.0,1.0,,,2.0,,4.0,1.0,3.0,4.0,5.0,1.0,,,,1.0,,3.0,4.0,3.0,2.0,,1.0,,11.0,,,,,0.2,,0.2,0.375,,0.34615384615384615,,0.39285714285714285,,0.38461538461538464,,,,1.0,1.0,1.0,1.0,,1.0,88.97025171624715,18.0,14.23076923076923,17.357142857142858,14.23076923076923,0.07692307692307693,1.0,1.0,0.3076923076923077,0.25,0.25,0.38461538461538464,0.2,0.2,,,,,,0.46153846153846156,0.2,0.46655,,0.07142857142857142,0.1111111111111111,,11.3125,25.18,,1.0,3.0,,4.0,2.0,,,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1111111111111111,0.25,1.0,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202687-202689,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Kemba Walker","McRoberts, Douglas-Roberts, Neal, Biyombo, Walker",201177-201604-202390-202687-202689,CHA,170.0,1,3.0,1.0,5.0,5.0,,,10.0,,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,5.0,4.0,,,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,3.0,,2.0,2.0,2.0,,,,,3.0,,1.0,3.0,2.0,2.0,,1.0,,5.0,,,,1.0,1.0,,1.0,,,1.5,,1.25,,1.0,,,,1.0,,1.0,1.0,1.0,,84.70588235294117,12.0,22.0,12.0,22.0,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.4752,,0.5,1.0,,,26.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202687-2457,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Jannero Pargo","McRoberts, Douglas-Roberts, Neal, Biyombo, Pargo",201177-201604-202390-202687-2457,CHA,2.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,720.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202687-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Biyombo, Ridnour",201177-201604-202390-202687-2557,CHA,626.0,2,10.0,1.0,17.0,17.0,4.0,,34.0,2.0,5.0,,2.0,,1.0,2.0,3.0,,,3.0,9.0,2.0,6.0,6.0,18.0,17.0,,3.0,,,4.0,4.0,4.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,8.0,1.0,6.0,8.0,12.0,,,,,3.0,,2.0,2.0,5.0,8.0,,3.0,1.0,14.0,4.0,4.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.4,,0.47368421052631576,0.3333333333333333,0.4,0.1111111111111111,0.2,,0.75,1.0,0.7777777777777778,0.75,0.6666666666666666,1.0,78.21086261980831,18.11764705882353,18.705882352941178,16.823529411764707,18.647058823529413,0.3333333333333333,0.4,0.5,0.06666666666666667,,,0.2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,0.7333333333333333,0.6666666666666666,0.5336133333333334,0.5330333333333334,0.16666666666666666,0.25,0.2222222222222222,6.377777777777777,24.633333333333336,0.23529411764705882,1.0,3.0,3.0,2.0,1.0,,,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,,0.2,3.0,2.0,,1.0,,1.0,4.0,,,3.0,,,0.25,0.4,,1.0,,0.5,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.43245,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Neal, Walker, Zeller",201177-201604-202390-202689-203469,CHA,116.0,1,2.0,-1.0,4.0,4.0,,,8.0,1.0,2.0,,,1.0,1.0,,1.0,,,2.0,3.0,,1.0,1.0,5.0,6.0,,,,,,,,,1.0,,1.0,,2.0,,4.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,0.6666666666666666,,0.5,,0.625,,0.25,0.3333333333333333,0.5,,,,,,,,99.3103448275862,15.25,13.75,15.25,13.75,0.5,0.5,1.0,0.25,1.0,1.0,0.25,,,,,,,,0.75,,0.606175,,0.25,0.3333333333333333,,7.566666666666666,26.6,,,,,4.0,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Walker, Jefferson",201177-201604-202390-202689-2744,CHA,343.0,3,6.0,-2.0,11.0,12.0,7.0,2.0,23.0,,2.0,,1.0,,,4.0,5.0,3.0,4.0,,3.0,4.0,5.0,3.0,15.0,17.0,,1.0,3.0,4.0,2.0,11.0,,9.0,5.0,4.0,,3.0,3.0,3.0,9.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,4.0,,1.0,1.0,15.0,11.0,7.0,1.0,0.75,0.8,0.75,0.8,,,0.75,0.9,0.75,0.9166666666666666,0.625,,,1.0,0.6666666666666666,1.0,0.75,,1.0,1.0,96.5597667638484,15.090909090909092,14.75,15.090909090909092,12.583333333333334,0.25,,,,,,0.625,0.8,0.8,0.75,0.2,,0.8,0.75,0.875,0.8,0.47066875,0.46475999999999995,0.1111111111111111,0.25,0.7333333333333333,3.3000000000000003,25.18,0.6363636363636364,,1.0,,,,,,,,0.125,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-203469-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Cody Zeller, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Zeller, Ridnour",201177-201604-202390-203469-2557,CHA,565.0,2,9.0,-1.0,17.0,16.0,3.0,2.0,33.0,1.0,3.0,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,6.0,4.0,18.0,19.0,,3.0,1.0,1.0,,3.0,,6.0,2.0,2.0,1.0,2.0,3.0,,8.0,3.0,5.0,8.0,9.0,,,2.0,2.0,4.0,,,2.0,4.0,4.0,,2.0,,18.0,3.0,3.0,,0.5,0.6666666666666666,1.0,0.6666666666666666,0.16666666666666666,,0.5833333333333334,0.375,0.6428571428571429,0.375,0.5,0.16666666666666666,0.3333333333333333,0.5,0.625,1.0,0.7272727272727273,,0.3333333333333333,1.0,84.1061946902655,15.705882352941176,18.625,15.470588235294118,17.0625,0.25,0.3333333333333333,0.5,0.16666666666666666,,,0.16666666666666666,1.0,1.0,,0.25,,0.25,1.0,0.75,1.0,0.5104958333333333,0.4114,0.14285714285714285,0.25,0.16666666666666666,7.533333333333334,23.883333333333336,0.17647058823529413,,1.0,4.0,2.0,1.0,,,1.0,1.0,0.08333333333333333,,,,0.3333333333333333,1.0,1.0,6.0,1.0,,,1.0,,,2.0,,,,0.14285714285714285,,0.8,,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,0.2,,,,1.0,,,,0.4473,,,,1.0,1.0,1.0,,2.0,2.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-2557-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Luke Ridnour, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Ridnour, Jefferson",201177-201604-202390-2557-2744,CHA,105.0,1,2.0,2.0,3.0,3.0,3.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,1.0,,4.0,2.0,2.0,2.0,,1.0,,4.0,,,1.0,,,,2.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,4.0,4.0,3.0,,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,1.0,,1.0,,1.0,,82.28571428571429,16.666666666666668,18.333333333333332,16.666666666666668,18.333333333333332,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.3333333333333333,,0.6666666666666666,,0.4617833333333334,0.4617833333333334,,,1.0,12.5,27.1,1.0,,,,4.0,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
