EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,DeadBallTurnovers,Travels,Turnovers,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGA,ThreePtShootingFoulsDrawn,DefShortMidRangeReboundPct,Corner3Frequency,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,PenaltyArc3Accuracy,Corner3FGM,Corner3Assists,BadPassSteals,Loose Ball Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimAssists,AtRimPctAssisted,BadPassOutOfBoundsTurnovers,OffShortMidRangeReboundPct,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,PenaltyCorner3Frequency,BadPassTurnovers,Charge Fouls,PenaltyAtRimFGM,BlockingFouls,PenaltyAtRimAccuracy,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ShortMidRangeAssists,Offensive Fouls,ShortMidRangePctAssisted,3SecondViolations,OffCorner3ReboundPct,Offensive Fouls Drawn,SecondChanceFtPoints,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedCorner3,HeaveAttempts,Corner3PctBlocked,DefensiveGoaltends,BlockedLongMidRange,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
101108-101122-200755-201599-201933,1610612746,"Chris Paul, Danny Granger, JJ Redick, DeAndre Jordan, Blake Griffin","Paul, Granger, Redick, Jordan, Griffin",101108-101122-200755-201599-201933,LAC,50.0,1,1.0,-4.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,86.39999999999999,30.0,10.0,30.0,10.0,1.0,1.0,0.48855,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-200755-201599-2045,1610612746,"Chris Paul, Danny Granger, JJ Redick, DeAndre Jordan, Hedo Turkoglu","Paul, Granger, Redick, Jordan, Turkoglu",101108-101122-200755-201599-2045,LAC,34.0,1,1.0,,1.0,1.0,2.0,,,,,,,,84.70588235294117,22.0,12.0,22.0,12.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-200755-201599-2440,1610612746,"Chris Paul, Danny Granger, JJ Redick, DeAndre Jordan, Matt Barnes","Paul, Granger, Redick, Jordan, Barnes",101108-101122-200755-201599-2440,LAC,282.0,1,5.0,-2.0,9.0,10.0,19.0,3.0,3.0,18.0,3.0,1.0,4.0,0.2727272727272727,97.02127659574468,12.88888888888889,16.6,12.222222222222221,15.5,0.2727272727272727,0.5454545454545454,0.4857590909090909,25.566666666666666,,,,9.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,8.0,2.0,2.0,16.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,6.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,0.25,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.6363636363636364,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.125,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.5,0.4,1.0,1.0,0.5,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.5,0.18181818181818182,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.51295,0.16666666666666666,0.2222222222222222,0.4375,8.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-200755-201933-2037,1610612746,"Chris Paul, Danny Granger, JJ Redick, Blake Griffin, Jamal Crawford","Paul, Granger, Redick, Griffin, Crawford",101108-101122-200755-201933-2037,LAC,160.0,2,3.0,7.0,6.0,5.0,11.0,2.0,2.0,,2.0,,,0.4,99.0,16.166666666666668,12.6,15.0,12.6,0.4,0.6,0.4272,24.55,,,1.0,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,,,1.0,1.0,3.0,,2.0,3.0,,1.0,,,1.0,1.0,1.0,,3.0,,1.0,,,3.0,1.0,4.0,,3.0,2.0,,,,,,,4.0,,,,1.0,0.5,1.0,0.5,0.3333333333333333,,0.5,1.5,0.5833333333333334,1.5,,,,,1.0,,1.0,0.5,,,,,,0.2,,,,,,0.4,0.5,0.5,,0.5,0.5,1.0,,,1.0,1.0,1.0,0.5,0.6165,,,0.42857142857142855,13.866666666666667,5.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4082333333333333,0.5714285714285714,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-200755-201933-2440,1610612746,"Chris Paul, Danny Granger, JJ Redick, Blake Griffin, Matt Barnes","Paul, Granger, Redick, Griffin, Barnes",101108-101122-200755-201933-2440,LAC,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-200755-201954-2037,1610612746,"Chris Paul, Danny Granger, JJ Redick, Darren Collison, Jamal Crawford","Paul, Granger, Redick, Collison, Crawford",101108-101122-200755-201954-2037,LAC,11.0,2,,,2.0,,2.0,2.0,2.0,,2.0,,,1.0,261.8181818181818,5.5,,5.5,,1.0,1.0,0.2118,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,0.2118,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-201162-201175-2037,1610612746,"Chris Paul, Danny Granger, Jared Dudley, Glen Davis, Jamal Crawford","Paul, Granger, Dudley, Davis, Crawford",101108-101122-201162-201175-2037,LAC,168.0,1,3.0,-1.0,5.0,6.0,11.0,2.0,3.0,4.0,2.0,1.0,1.0,0.75,94.28571428571429,16.4,14.333333333333334,16.4,14.333333333333334,0.5,1.0,0.535075,25.366666666666664,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,4.0,4.0,,4.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,1.0,,0.25,,0.3,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,0.2,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-201175-201599-2037,1610612746,"Chris Paul, Danny Granger, Glen Davis, DeAndre Jordan, Jamal Crawford","Paul, Granger, Davis, Jordan, Crawford",101108-101122-201175-201599-2037,LAC,54.0,1,1.0,-1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,80.0,12.0,30.0,4.5,30.0,1.0,1.0,0.5037,26.55,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,1.0,0.5,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,0.5037,,1.0,,,1.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-201175-201933-2037,1610612746,"Chris Paul, Danny Granger, Glen Davis, Blake Griffin, Jamal Crawford","Paul, Granger, Davis, Griffin, Crawford",101108-101122-201175-201933-2037,LAC,117.0,2,2.0,2.0,4.0,4.0,8.0,1.0,1.0,6.0,1.0,,1.0,0.3333333333333333,98.46153846153847,18.5,10.75,18.5,8.25,0.3333333333333333,0.3333333333333333,0.41755000000000003,25.5,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,8.0,,,,,,2.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,,,1.0,2.0,,2.0,,2.0,3.0,,,,,,,8.0,1.0,1.0,1.0,,1.0,,1.0,0.5,,0.8333333333333334,,1.0,,,,,0.5,,,0.5,,,,0.5,,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.25,,,11.0,3.0,,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,5.0,3.0,,0.5,0.8333333333333334,0.8333333333333334,,,,,,,0.3333333333333333,0.41755000000000003,0.625,0.75,,1.0,,,0.5,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
101108-101122-201175-2037-2045,1610612746,"Chris Paul, Danny Granger, Glen Davis, Jamal Crawford, Hedo Turkoglu","Paul, Granger, Davis, Crawford, Turkoglu",101108-101122-201175-2037-2045,LAC,368.0,1,6.0,1.0,10.0,12.0,22.0,6.0,8.0,9.0,6.0,2.0,2.0,0.6666666666666666,86.08695652173913,19.3,14.583333333333334,19.1,14.583333333333334,0.5,0.75,0.47956249999999995,25.85,,,,,,,1.0,,,,1.0,2.0,2.0,,,,2.0,4.0,2.0,,10.0,,,,,,,4.0,6.0,,,,,2.0,2.0,,,6.0,2.0,,,3.0,5.0,2.0,7.0,,2.0,,,,,,,,10.0,,,,1.0,0.25,,0.25,0.5,,0.4166666666666667,,0.4166666666666667,,,,,1.0,,0.3333333333333333,1.0,0.25,,0.3333333333333333,1.0,,,0.08333333333333333,,,0.08333333333333333,,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,9.95,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,,1.0,0.16666666666666666,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,False
