EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,LongMidRangeFGM,FtPoints,PenaltyFtPoints,PtsUnassisted2s,AtRimAssists,DefThreePtRebounds,Steals,BadPassSteals,BlockingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGA,LongMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,LiveBallTurnoverPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,LostBallTurnovers,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,PtsPutbacks,Corner3Assists,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceFtPoints,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,Charge Fouls,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,OffensiveGoaltends,team_id,year,season,team_vs
101145-101181-1713-1717-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Brandan Wright","Ellis, Calderon, Carter, Nowitzki, Wright",101145-101181-1713-1717-201148,DAL,152.0,1,3.0,1.0,4.0,5.0,4.0,5.0,1.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.4,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,85.26315789473685,22.75,12.2,18.75,12.2,0.2,1.0,1.0,1.0,0.4,0.4,0.5,0.5,1.0,0.4,0.5,0.4,0.5,0.43794000000000005,0.43794000000000005,1.0,14.033333333333333,24.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1717-201971,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, DeJuan Blair","Ellis, Calderon, Carter, Nowitzki, Blair",101145-101181-1713-1717-201971,DAL,260.0,3,4.0,-1.0,7.0,9.0,3.0,6.0,,16.0,1.0,1.0,2.0,,1.0,,,3.0,4.0,,1.0,8.0,9.0,,2.0,2.0,,,6.0,2.0,,1.0,,1.0,,1.0,,,2.0,,1.0,2.0,,2.0,1.0,8.0,6.0,3.0,,0.3333333333333333,0.3333333333333333,,,,,0.75,1.0,0.6,1.0,0.6666666666666666,1.0,0.2,0.5,,0.6666666666666666,,,,88.61538461538463,14.0,18.0,14.0,14.0,0.2,1.0,1.0,,0.4,0.2,,,,,,0.4,,0.48792,0.4214,0.75,12.425,24.1,0.42857142857142855,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1717-2223,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Samuel Dalembert","Ellis, Calderon, Carter, Nowitzki, Dalembert",101145-101181-1713-1717-2223,DAL,493.0,3,8.0,8.0,14.0,13.0,8.0,2.0,2.0,27.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,8.0,3.0,6.0,17.0,9.0,,1.0,4.0,1.0,3.0,9.0,2.0,9.0,5.0,3.0,1.0,3.0,4.0,3.0,,11.0,1.0,5.0,7.0,2.0,9.0,3.0,14.0,7.0,7.0,,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.25,0.25,0.4642857142857143,0.35714285714285715,0.5,0.4444444444444444,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.2222222222222222,,1.0,78.86409736308316,18.857142857142858,17.615384615384617,17.785714285714285,16.923076923076923,0.14285714285714285,0.5,0.5,,0.07142857142857142,0.35714285714285715,0.6,0.6,1.0,0.2857142857142857,0.5,0.7857142857142857,0.6,0.5025321428571429,0.5268142857142857,0.5294117647058824,5.775,24.633333333333336,0.5714285714285714,1.0,5.0,,4.0,4.0,2.0,1.0,1.0,1.0,,1.0,3.0,,5.0,1.0,1.0,,0.5,0.5,0.5,0.35714285714285715,0.2,0.3333333333333333,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.25,0.4,1.0,0.16666666666666666,0.25,1.0,0.6666666666666666,0.14285714285714285,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.5,0.14285714285714285,0.5826,0.06666666666666667,0.1111111111111111,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1717-2734,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Devin Harris","Ellis, Calderon, Carter, Nowitzki, Harris",101145-101181-1713-1717-2734,DAL,660.0,3,11.0,-12.0,25.0,27.0,13.0,11.0,2.0,52.0,,1.0,4.0,2.0,4.0,,,4.0,10.0,2.0,5.0,25.0,37.0,1.0,2.0,4.0,,,13.0,4.0,6.0,4.0,2.0,2.0,2.0,4.0,2.0,,10.0,2.0,3.0,6.0,2.0,8.0,5.0,22.0,9.0,10.0,,0.5,0.5,1.0,0.4,,0.4,0.4,0.5,0.4666666666666667,0.5,0.5681818181818182,0.65,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.5454545454545454,0.2222222222222222,1.0,0.25,113.45454545454545,11.84,13.481481481481481,11.56,11.925925925925926,0.06666666666666667,,,,0.26666666666666666,0.26666666666666666,0.5,0.5,1.0,,,0.6666666666666666,0.5,0.5446466666666667,0.59985,0.52,7.9799999999999995,24.96,0.52,2.0,5.0,2.0,11.0,9.0,4.0,1.0,3.0,3.0,2.0,,7.0,,14.0,,5.0,1.0,0.75,,0.6666666666666666,0.3333333333333333,0.4,0.5,0.5,0.5,0.5,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,2.0,,4.0,,2.0,2.0,2.0,,,,1.0,0.75,0.75,0.1,0.2,,,,,0.6666666666666666,,0.06666666666666667,0.5,1.0,1.0,0.75,0.6666666666666666,,,0.11764705882352941,0.16666666666666666,0.12,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1890-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, Brandan Wright","Ellis, Calderon, Carter, Marion, Wright",101145-101181-1713-1890-201148,DAL,237.0,2,4.0,-1.0,7.0,8.0,1.0,1.0,,15.0,,,2.0,,1.0,,,3.0,4.0,,1.0,8.0,9.0,,1.0,1.0,,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,2.0,3.0,,3.0,2.0,8.0,2.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.75,1.0,0.6,1.0,0.6666666666666666,1.0,0.2,0.6666666666666666,,0.6666666666666666,,,1.0,91.13924050632912,19.285714285714285,12.75,19.285714285714285,12.75,,,,,0.4,0.2,,,,,,0.6,,0.51135,0.5384,0.25,8.975,25.8,0.14285714285714285,2.0,2.0,1.0,2.0,,4.0,1.0,,1.0,1.0,,3.0,,3.0,,,,,,,0.4,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.3333333333333333,0.4,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1890-201971,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, DeJuan Blair","Ellis, Calderon, Carter, Marion, Blair",101145-101181-1713-1890-201971,DAL,345.0,3,6.0,-4.0,11.0,10.0,3.0,3.0,,21.0,1.0,1.0,5.0,,1.0,,1.0,4.0,7.0,,1.0,9.0,13.0,,1.0,2.0,,1.0,2.0,4.0,,1.0,,2.0,,2.0,,,4.0,,,1.0,,1.0,1.0,9.0,2.0,3.0,,0.5,0.5,,,,,0.5714285714285714,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.125,,,0.3333333333333333,,,,87.65217391304348,17.181818181818183,15.6,17.181818181818183,14.8,0.125,1.0,1.0,,0.625,0.125,,,,0.3333333333333333,,0.25,,0.4216,0.417,0.2222222222222222,15.314285714285715,25.7,0.2727272727272727,1.0,1.0,2.0,1.0,,4.0,1.0,1.0,3.0,2.0,,3.0,,2.0,,,,1.0,,,0.125,1.0,1.0,1.0,0.4,0.5,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,0.3333333333333333,1.0,,,0.1111111111111111,0.125,,,1.0,1.0,1.0,,,,1.0,0.5,1.0,0.5,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1713-1890-2223,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, Samuel Dalembert","Ellis, Calderon, Carter, Marion, Dalembert",101145-101181-1713-1890-2223,DAL,1294.0,5,22.0,-10.0,39.0,43.0,4.0,5.0,7.0,82.0,4.0,12.0,7.0,1.0,2.0,,,12.0,30.0,3.0,8.0,36.0,46.0,6.0,1.0,3.0,,1.0,2.0,10.0,9.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,19.0,1.0,11.0,18.0,11.0,29.0,8.0,32.0,2.0,4.0,,0.4166666666666667,0.5,1.0,0.375,,0.375,0.4,0.3333333333333333,0.4342105263157895,0.25,0.42857142857142855,0.25,0.21052631578947367,0.8461538461538461,0.2,0.9,0.4782608695652174,,0.8333333333333334,91.25193199381762,17.923076923076923,13.837209302325581,15.692307692307692,12.953488372093023,0.3157894736842105,0.3333333333333333,0.4,0.25,0.18421052631578946,0.05263157894736842,0.5,0.5,1.0,,,0.5,0.5,0.4844605263157895,0.5771,0.05555555555555555,8.033333333333333,23.6625,0.10256410256410256,6.0,11.0,2.0,3.0,,14.0,3.0,7.0,2.0,1.0,,11.0,1.0,9.0,,,,1.0,0.75,1.0,0.2894736842105263,0.5454545454545454,0.6666666666666666,0.5,0.2857142857142857,0.2857142857142857,1.0,2.0,6.0,1.0,,,,3.0,4.0,4.0,10.0,,,1.0,2.0,,9.0,,,5.0,5.0,3.0,2.0,3.0,,0.2222222222222222,0.2222222222222222,0.13333333333333333,0.18181818181818182,,0.5555555555555556,0.6,0.25,1.0,,0.15789473684210525,,,,0.5,0.5,0.25,0.49885555555555555,0.11904761904761904,0.14705882352941177,0.1111111111111111,4.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,0.7777777777777778,1.0,0.5,0.4444444444444444,4.0,1.0,,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,0.3333333333333333,0.16666666666666666,0.375,0.8,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1717-1890-201148,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, Brandan Wright","Ellis, Calderon, Nowitzki, Marion, Wright",101145-101181-1717-1890-201148,DAL,552.0,3,9.0,,20.0,20.0,9.0,15.0,1.0,40.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,6.0,9.0,2.0,4.0,28.0,28.0,,2.0,4.0,1.0,3.0,12.0,6.0,3.0,2.0,1.0,3.0,1.0,4.0,,1.0,9.0,,5.0,6.0,1.0,7.0,2.0,26.0,12.0,9.0,,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6923076923076923,0.5,0.7777777777777778,0.6666666666666666,0.3076923076923077,0.8333333333333334,,0.8571428571428571,0.2,,1.0,104.34782608695653,14.3,13.3,14.25,12.7,0.3076923076923077,0.5,0.5,0.5,0.15384615384615385,0.15384615384615385,0.5,0.5,,0.2857142857142857,0.5,0.5384615384615384,0.5,0.4977423076923077,0.5274285714285715,0.42857142857142855,8.177777777777777,24.55,0.45,2.0,3.0,2.0,10.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,,12.0,1.0,,,1.0,,1.0,0.23076923076923078,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,1.0,1.0,3.0,,1.0,2.0,4.0,,,,,,1.0,0.1111111111111111,0.3333333333333333,,0.3333333333333333,1.0,,1.0,,0.15384615384615385,,,,0.2857142857142857,0.5,0.14285714285714285,,0.2777777777777778,0.3076923076923077,0.07142857142857142,,1.0,2.0,,2.0,,,,0.6666666666666666,,0.5,,,,,,1.0,,,,1.0,,,,,,,,,0.5,0.5,1.0,,,2.0,3.0,1.0,0.2,,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1717-1890-201971,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, DeJuan Blair","Ellis, Calderon, Nowitzki, Marion, Blair",101145-101181-1717-1890-201971,DAL,553.0,3,9.0,7.0,20.0,17.0,13.0,10.0,4.0,37.0,3.0,5.0,2.0,1.0,2.0,,1.0,8.0,12.0,1.0,3.0,28.0,21.0,3.0,4.0,8.0,,2.0,15.0,6.0,,2.0,1.0,3.0,,3.0,,,6.0,,5.0,8.0,3.0,11.0,4.0,22.0,15.0,13.0,,0.375,0.42857142857142855,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.5,0.6333333333333333,0.4,0.6428571428571429,0.5,0.2,0.5,,0.5833333333333334,0.5,,0.6666666666666666,96.34719710669077,13.85,16.235294117647058,12.55,15.411764705882353,0.3333333333333333,0.6,0.75,,0.13333333333333333,0.13333333333333333,0.5,0.5,,0.1,,0.5333333333333333,0.5,0.48561000000000004,0.45807000000000003,0.5357142857142857,6.641666666666667,24.2,0.65,4.0,5.0,1.0,9.0,7.0,10.0,3.0,2.0,,,,6.0,,13.0,1.0,3.0,3.0,1.0,0.3333333333333333,,0.3333333333333333,0.8,0.8,0.75,0.5,0.5,1.0,2.0,1.0,1.0,,,,1.0,6.0,1.0,3.0,1.0,1.0,,,,2.0,,2.0,2.0,3.0,,,,,0.75,0.75,0.08333333333333333,,1.0,0.75,,,0.5,0.2,0.06666666666666667,,,,0.2,0.5,0.1,0.512,0.16666666666666666,0.2,0.21428571428571427,2.0,,2.0,,1.0,,,,1.0,1.0,,0.5,1.0,,,2.0,,1.0,3.0,2.0,,1.0,,,1.0,0.2,1.0,1.0,,,,,1.0,0.25,,3.0,,,1.0,,,,,,,,,,,,,1610612742,2014,2013-14,True
101145-101181-1717-1890-203109,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, Jae Crowder","Ellis, Calderon, Nowitzki, Marion, Crowder",101145-101181-1717-1890-203109,DAL,120.0,1,2.0,-1.0,3.0,4.0,,,,7.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,5.0,6.0,,,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,,1.0,1.0,5.0,,,,,,1.0,1.0,,1.0,0.5,,0.8333333333333334,,0.625,,0.3333333333333333,0.5,,0.5,,,1.0,84.0,13.666666666666666,19.75,13.666666666666666,16.25,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.5472,,,6.25,26.8,,,1.0,,,,2.0,,,,,,1.0,,2.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,True
