EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PtsAssisted2s,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,AtRimAssists,LostBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,DefShortMidRangeReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,ShortMidRangePctBlocked,LongMidRangeAssists,SecondChanceTurnovers,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,OffThreePtRebounds,Loose Ball Fouls Drawn,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Travels,BlockedShortMidRange,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
201177-201229-201945-202390-202689,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Gary Neal, Kemba Walker","McRoberts, Tolliver, Henderson, Neal, Walker",201177-201229-201945-202390-202689,CHA,304.0,1,5.0,-8.0,11.0,11.0,4.0,10.0,22.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,7.0,15.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,2.0,1.0,0.5,0.5,0.16666666666666666,0.5,0.3125,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.25,0.5,1.0,1.0,1.0,1.0,1.0,104.21052631578948,1.0,16.272727272727273,11.363636363636363,16.272727272727273,11.363636363636363,0.125,1.0,1.0,0.25,0.375,0.25,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.375,0.5,0.4594125,0.5161666666666667,0.1111111111111111,0.14285714285714285,0.2857142857142857,13.616666666666667,24.9,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-201945-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Henderson, Walker, Zeller",201177-201604-201945-202689-203469,CHA,180.0,1,3.0,2.0,6.0,5.0,,,11.0,,,,,2.0,,,1.0,,1.0,2.0,1.0,2.0,2.0,7.0,5.0,,,,,,3.0,1.0,,1.0,2.0,,5.0,,,2.0,2.0,,,,,1.0,1.0,,1.0,3.0,1.0,2.0,1.0,,,,,7.0,,,,1.0,0.5,0.5,0.5,,0.625,,0.7,,0.5,,,,1.0,,,88.0,,19.0,13.2,19.0,13.2,,,,0.5,,0.25,,,,,,,0.5,,0.4686,,0.2,0.3333333333333333,,7.25,23.9,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-201945-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Henderson, Walker, Jefferson",201177-201604-201945-202689-2744,CHA,437.0,2,7.0,7.0,13.0,14.0,,,27.0,3.0,4.0,,,2.0,1.0,1.0,2.0,,4.0,7.0,2.0,3.0,4.0,18.0,11.0,,,,,4.0,6.0,2.0,1.0,2.0,4.0,1.0,10.0,5.0,,8.0,8.0,,,1.0,,1.0,2.0,,1.0,3.0,4.0,5.0,3.0,,,,,18.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,,0.7,,0.75,,0.3,0.5,,1.0,0.8888888888888888,,1.0,88.97025171624715,,14.23076923076923,18.0,14.23076923076923,17.357142857142858,0.4,0.75,0.75,0.2,0.1,0.2,0.5,0.5,1.0,,,,0.7,0.5,0.516065,,0.25,0.3333333333333333,,5.928571428571429,25.599999999999998,,,1.0,1.0,4.0,2.0,1.0,,3.0,,0.5,0.5,0.75,0.75,,,,,0.1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-202687-202689,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Kemba Walker","McRoberts, Douglas-Roberts, Neal, Biyombo, Walker",201177-201604-202390-202687-202689,CHA,170.0,1,3.0,-1.0,5.0,5.0,,,10.0,,,,,2.0,1.0,,,,1.0,3.0,,,2.0,4.0,5.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,3.0,2.0,1.0,,,,,4.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.5,,,,,,,,,84.70588235294117,,22.0,12.0,22.0,12.0,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,0.35133333333333333,,0.25,0.25,,11.366666666666667,,,1.0,,,,,,,,1.0,,,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-202687-2457,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Jannero Pargo","McRoberts, Douglas-Roberts, Neal, Biyombo, Pargo",201177-201604-202390-202687-2457,CHA,2.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,720.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-202687-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Biyombo, Ridnour",201177-201604-202390-202687-2557,CHA,626.0,2,10.0,-1.0,17.0,17.0,,4.0,34.0,3.0,4.0,,,5.0,3.0,,2.0,,4.0,12.0,2.0,4.0,3.0,17.0,18.0,,,,,8.0,6.0,2.0,,2.0,2.0,,6.0,3.0,,6.0,8.0,,,,,2.0,2.0,,3.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,,15.0,,,1.0,1.0,0.5,0.5,0.3333333333333333,,0.4375,,0.4722222222222222,,0.25,,,0.5,0.6,0.3333333333333333,1.0,78.21086261980831,,18.705882352941178,18.11764705882353,18.647058823529413,16.823529411764707,0.25,0.75,0.75,0.3125,0.1875,0.125,,,,,,,0.5,,0.474959375,,0.1111111111111111,0.14285714285714285,,9.508333333333333,26.35,,1.0,2.0,2.0,,,2.0,,3.0,,,,0.75,1.0,0.6666666666666666,0.2,0.2,,0.125,1.0,1.0,1.0,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2222222222222222,0.25,0.3333333333333333,0.1111111111111111,1.0,1.0,0.639,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Neal, Walker, Zeller",201177-201604-202390-202689-203469,CHA,116.0,1,2.0,1.0,4.0,4.0,,,8.0,2.0,2.0,,,1.0,,,,,3.0,3.0,,,,6.0,5.0,,,,,4.0,,,,,1.0,,2.0,1.0,,2.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,6.0,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,99.3103448275862,1.0,13.75,15.25,13.75,15.25,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.4769333333333334,,,,,5.266666666666667,,,1.0,,,2.0,1.0,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Walker, Jefferson",201177-201604-202390-202689-2744,CHA,343.0,3,6.0,2.0,12.0,11.0,2.0,7.0,23.0,3.0,4.0,,,,2.0,1.0,2.0,,3.0,6.0,2.0,3.0,5.0,17.0,15.0,,,,3.0,2.0,6.0,2.0,1.0,2.0,4.0,1.0,10.0,3.0,,4.0,5.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,4.0,6.0,1.0,,,,,14.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,,0.7083333333333334,0.75,0.3333333333333333,1.0,,1.0,1.0,1.0,,96.5597667638484,,14.75,15.090909090909092,12.583333333333334,15.090909090909092,0.4444444444444444,0.75,1.0,,0.2222222222222222,0.2222222222222222,0.5,0.5,1.0,,,,0.7777777777777778,0.5,0.5396888888888889,,0.1,0.14285714285714285,0.17647058823529413,6.3500000000000005,25.0,0.16666666666666666,,1.0,1.0,4.0,2.0,1.0,,1.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,0.1111111111111111,1.0,1.0,1.0,,2.0,,,,1.0,0.6666666666666666,,,,,2.0,,,,1.0,3.0,,1.0,1.0,,,,,0.75,0.75,0.3333333333333333,0.25,,,,,,0.40085,0.17647058823529413,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.25,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-203469-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Cody Zeller, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Zeller, Ridnour",201177-201604-202390-203469-2557,CHA,565.0,2,9.0,1.0,16.0,17.0,2.0,3.0,33.0,5.0,10.0,2.0,3.0,,3.0,1.0,3.0,,5.0,13.0,3.0,6.0,,19.0,18.0,2.0,3.0,,4.0,4.0,9.0,3.0,1.0,3.0,6.0,1.0,15.0,4.0,,6.0,9.0,2.0,2.0,,,,,,2.0,4.0,2.0,,,1.0,1.0,1.0,1.0,13.0,4.0,2.0,,1.0,0.5,0.5,0.38461538461538464,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3157894736842105,,,0.8,0.8571428571428571,1.0,0.5,84.1061946902655,1.0,18.625,15.705882352941176,17.0625,15.470588235294118,0.5263157894736842,0.5,0.5555555555555556,,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,,0.8421052631578947,0.3333333333333333,0.5181868421052631,0.5140333333333333,,,0.21052631578947367,5.7846153846153845,24.650000000000002,0.125,,2.0,3.0,6.0,3.0,2.0,,2.0,,0.6,1.0,1.0,,1.0,,,,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,,3.0,,,,1.0,0.6,,,,1.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,3.0,3.0,,,,1.0,1.0,1.0,0.375,0.2727272727272727,,0.6666666666666666,,1.0,1.0,0.5936,0.3157894736842105,,,,,,1.0,,,,,0.07692307692307693,0.1,0.2,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201604-202390-2557-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Luke Ridnour, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Ridnour, Jefferson",201177-201604-202390-2557-2744,CHA,105.0,1,2.0,-2.0,3.0,3.0,,3.0,6.0,,,,,,2.0,,1.0,,1.0,2.0,,1.0,,2.0,4.0,,,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,1.0,,,82.28571428571429,,18.333333333333332,16.666666666666668,18.333333333333332,16.666666666666668,,,,,0.6666666666666666,0.3333333333333333,,,,,,,0.3333333333333333,,0.3117166666666667,,,,,16.35,27.1,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
