EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,BlockingFoulsDrawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,ShortMidRangeFGM,ShortMidRangeAssists,Steals,BadPassSteals,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,Charge Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,FTDefRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefFTReboundPct,PenaltyCorner3Frequency,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101161-101236-200768-201942-202349,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Greivis Vasquez","Johnson, Hayes, Lowry, DeRozan, Vasquez",101161-101236-200768-201942-202349,TOR,153.0,1,3.0,-2.0,4.0,4.0,1.0,8.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,6.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.5,0.75,0.5,0.6,1.0,1.0,1.0,0.5,0.4,75.29411764705883,22.25,16.0,20.0,14.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.5,0.5714285714285714,0.4541142857142857,0.4579333333333333,0.5,7.183333333333334,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-101236-200768-201942-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Terrence Ross","Johnson, Hayes, Lowry, DeRozan, Ross",101161-101236-200768-201942-203082,TOR,43.0,1,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,,,,,,1.0,1.0,,4.0,2.0,,,,,,,,,,,,1.0,,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,100.46511627906976,13.0,17.0,13.0,17.0,1.0,1.0,1.0,,,,,,1.0,0.4506,,,2.3,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4506,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-200779-201986-202685,1610612761,"Amir Johnson, Kyle Lowry, Steve Novak, Nando De Colo, Jonas Valanciunas","Johnson, Lowry, Novak, De Colo, Valanciunas",101161-200768-200779-201986-202685,TOR,19.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-201946-202361,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Landry Fields","Johnson, Lowry, DeRozan, Hansbrough, Fields",101161-200768-201942-201946-202361,TOR,121.0,1,2.0,-4.0,4.0,4.0,,8.0,1.0,1.0,,,,,,1.0,1.0,,2.0,6.0,,,,,,,1.0,1.0,,1.0,,,,2.0,1.0,,1.0,,1.0,,,0.5,,0.5,,,,1.0,,,95.20661157024794,13.25,17.0,13.25,16.75,1.0,1.0,1.0,,,,,,1.0,0.4969,,,2.3,,4.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4969,,,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-201946-203082,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Terrence Ross","Johnson, Lowry, DeRozan, Hansbrough, Ross",101161-200768-201942-201946-203082,TOR,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-201946-2422,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, John Salmons","Johnson, Lowry, DeRozan, Hansbrough, Salmons",101161-200768-201942-201946-2422,TOR,68.0,1,1.0,-4.0,3.0,3.0,,6.0,,1.0,,,1.0,,,1.0,2.0,,2.0,6.0,,,,,,,,,,,,,,2.0,0.5,,0.5,,0.5,,,,,,,,,,,,127.05882352941177,10.333333333333334,12.333333333333334,10.333333333333334,12.333333333333334,0.5,,,0.5,,,,,0.5,0.61585,,,4.6,,3.0,,1.0,,1.0,2.0,,2.0,2.0,1.0,1.0,,2.0,,,2.0,3.0,1.0,1.0,0.5,0.5,0.5,,0.5,,0.61585,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-202335-202349,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Greivis Vasquez","Johnson, Lowry, DeRozan, Patterson, Vasquez",101161-200768-201942-202335-202349,TOR,1042.0,5,17.0,-27.0,33.0,36.0,3.0,69.0,3.0,7.0,,1.0,5.0,3.0,,6.0,15.0,6.0,23.0,50.0,1.0,2.0,3.0,8.0,,2.0,5.0,10.0,3.0,13.0,,7.0,1.0,20.0,0.4,0.5,0.35714285714285715,0.5,0.42592592592592593,0.5,0.2857142857142857,0.5,0.2222222222222222,0.625,0.21428571428571427,0.25,,,1.0,,95.35508637236084,13.515151515151516,16.555555555555557,12.454545454545455,15.555555555555555,0.3333333333333333,0.42857142857142855,0.5,0.23809523809523808,0.14285714285714285,,0.5,,0.6190476190476191,0.47275,0.4084,0.13043478260869565,6.5600000000000005,25.71666666666667,28.0,3.0,6.0,8.0,6.0,14.0,5.0,20.0,4.0,2.0,3.0,1.0,7.0,12.0,3.0,20.0,28.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.39473684210526316,0.43478260869565216,0.3333333333333333,0.3157894736842105,0.5,0.4643052631578947,0.125,0.16666666666666666,0.8695652173913043,0.8484848484848485,23.0,3.0,2.0,4.0,1.0,7.0,7.0,6.0,15.0,1.0,3.0,0.42857142857142855,2.0,,2.0,1.0,0.4,0.4,,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.16666666666666666,0.2,0.16666666666666666,0.06666666666666667,0.14285714285714285,0.8333333333333334,0.2,0.5,0.2,0.75,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,0.2631578947368421,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-202335-202361,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Landry Fields","Johnson, Lowry, DeRozan, Patterson, Fields",101161-200768-201942-202335-202361,TOR,333.0,2,6.0,1.0,15.0,10.0,1.0,25.0,3.0,3.0,,,1.0,2.0,1.0,4.0,6.0,5.0,15.0,14.0,,,2.0,6.0,,1.0,1.0,3.0,1.0,4.0,,5.0,,13.0,0.6666666666666666,,0.5,,0.5357142857142857,1.0,0.45454545454545453,1.0,0.5,1.0,0.16666666666666666,,,,,,108.10810810810811,12.666666666666666,14.3,12.666666666666666,14.3,0.2727272727272727,1.0,1.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,,,0.7272727272727273,0.45760454545454543,,0.13333333333333333,8.783333333333333,26.060000000000002,12.0,2.0,2.0,4.0,3.0,5.0,4.0,13.0,2.0,1.0,2.0,1.0,5.0,7.0,2.0,13.0,12.0,0.25,0.25,0.6,0.5,0.5416666666666666,0.3333333333333333,0.2222222222222222,1.0,0.4594055555555555,0.16666666666666666,0.2857142857142857,0.8666666666666667,0.8,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,0.6666666666666666,1.0,,,,1.0,1.0,,,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,,1.0,1.0,,,1.0,,,2.0,,,,1.0,2.0,1.0,0.2,0.25,0.2,,,1.0,,0.5,,1.0,1.0,,,,0.36363636363636365,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-202335-203082,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Terrence Ross","Johnson, Lowry, DeRozan, Patterson, Ross",101161-200768-201942-202335-203082,TOR,501.0,3,8.0,4.0,15.0,16.0,1.0,31.0,2.0,2.0,,,2.0,5.0,,7.0,9.0,2.0,23.0,19.0,,,1.0,10.0,,1.0,4.0,5.0,1.0,6.0,,6.0,,22.0,0.7777777777777778,,0.7727272727272727,,0.71875,0.5,0.18181818181818182,0.8,0.5,0.6666666666666666,0.3333333333333333,,,0.5,1.0,,89.10179640718563,18.266666666666666,14.1875,18.266666666666666,13.0625,0.18181818181818182,1.0,1.0,0.18181818181818182,0.45454545454545453,,,,0.36363636363636365,0.43904090909090904,,0.043478260869565216,11.777777777777779,24.6,6.0,,,6.0,3.0,5.0,3.0,9.0,4.0,2.0,3.0,1.0,7.0,10.0,3.0,9.0,6.0,0.2857142857142857,0.2857142857142857,0.6,0.6,0.5625,0.5,,,0.38764,0.21428571428571427,0.25,0.391304347826087,0.4,4.0,2.0,1.0,,1.0,2.0,,3.0,5.0,,2.0,1.0,1.0,,1.0,,0.5,1.0,,4.0,1.0,2.0,,,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,2.0,1.0,0.5,,0.5,0.1111111111111111,,,,1.0,,1.0,,0.8,0.8,0.25,0.18181818181818182,0.5,0.5,1.0,,,0.5,,1.0,2.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
101161-200768-201942-202335-2422,1610612761,"Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson, John Salmons","Johnson, Lowry, DeRozan, Patterson, Salmons",101161-200768-201942-202335-2422,TOR,269.0,3,4.0,7.0,9.0,7.0,,16.0,1.0,1.0,,,3.0,1.0,2.0,3.0,5.0,2.0,16.0,9.0,,,,2.0,,,2.0,2.0,,2.0,,5.0,,16.0,0.6,,0.8571428571428571,,0.8888888888888888,,0.2857142857142857,0.6666666666666666,,0.6666666666666666,,,,1.0,1.0,,85.65055762081785,15.666666666666666,18.285714285714285,15.666666666666666,18.285714285714285,0.14285714285714285,1.0,1.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,,,0.42857142857142855,0.4292714285714286,,,8.120000000000001,23.15,9.0,1.0,1.0,4.0,3.0,5.0,4.0,16.0,4.0,2.0,4.0,1.0,10.0,5.0,2.0,16.0,9.0,0.6666666666666666,0.6666666666666666,0.6,0.8571428571428571,0.8888888888888888,1.0,0.14285714285714285,1.0,0.4292714285714286,0.3333333333333333,0.2857142857142857,1.0,1.0,2.0,,,,,,,,3.0,,1.0,,2.0,1.0,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,2.0,,2.0,2.0,6.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,0.2857142857142857,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,True
