EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,DefensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
201150-201152-202323-202341-202343,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Elliot Williams","Hawes, Young, Turner, Anderson, Williams",201150-201152-202323-202341-202343,PHI,780.0,6,13.0,-21.0,26.0,27.0,1.0,9.0,2.0,53.0,3.0,5.0,1.0,2.0,1.0,6.0,1.0,4.0,3.0,2.0,5.0,5.0,15.0,2.0,8.0,4.0,20.0,41.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,1.0,4.0,5.0,4.0,9.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,5.0,9.0,1.0,1.0,8.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,18.0,2.0,1.0,3.0,1.0,0.25,0.25,0.3333333333333333,0.5,1.0,0.34782608695652173,0.5,1.0,0.4,0.5,1.0,0.34782608695652173,0.13333333333333333,0.3333333333333333,0.6,0.4,0.4,1.0,0.45454545454545453,0.25,1.0,0.2,0.3333333333333333,0.3333333333333333,0.75,1.0,97.84615384615384,16.192307692307693,13.296296296296296,15.923076923076923,12.481481481481481,0.21739130434782608,0.6,0.6,0.2608695652173913,0.16666666666666666,0.25,0.17391304347826086,0.25,0.25,0.13043478260869565,0.21739130434782608,0.4,0.4,1.0,1.0,0.5,0.5652173913043478,0.4,0.5344847826086957,0.6549,0.4029,0.08,0.11764705882352941,0.1,0.1,8.133333333333333,24.775,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-202721,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Darius Morris","Hawes, Young, Turner, Anderson, Morris",201150-201152-202323-202341-202721,PHI,267.0,3,4.0,6.0,10.0,10.0,,,1.0,20.0,3.0,4.0,,1.0,1.0,1.0,,2.0,1.0,,2.0,4.0,7.0,1.0,3.0,1.0,12.0,6.0,,1.0,,,,,4.0,3.0,,2.0,,,1.0,3.0,,7.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,1.0,,,,12.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,,,0.55,,,0.6,,,0.3,,,,1.0,0.3333333333333333,1.0,1.0,0.2,,,0.5,1.0,,1.0,107.86516853932584,11.3,15.4,11.2,15.4,0.4,0.75,0.75,0.1,1.0,1.0,0.2,,,0.1,0.2,,,,1.0,,0.7,,0.511925,0.5194,,0.1,0.14285714285714285,,,7.728571428571429,24.633333333333336,,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-202730,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Lavoy Allen","Hawes, Young, Turner, Anderson, Allen",201150-201152-202323-202341-202730,PHI,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203100,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Tony Wroten","Hawes, Young, Turner, Anderson, Wroten",201150-201152-202323-202341-203100,PHI,10005.0,22,167.0,-16.0,349.0,349.0,76.0,68.0,41.0,698.0,76.0,148.0,14.0,27.0,30.0,61.0,12.0,35.0,16.0,16.0,46.0,118.0,244.0,18.0,62.0,60.0,350.0,366.0,18.0,36.0,44.0,23.0,50.0,79.0,112.0,45.0,22.0,46.0,16.0,36.0,15.0,77.0,13.0,169.0,44.0,35.0,76.0,122.0,50.0,172.0,30.0,18.0,12.0,27.0,16.0,27.0,11.0,54.0,5.0,37.0,72.0,6.0,3.0,79.0,7.0,,85.0,37.0,17.0,15.0,17.0,306.0,79.0,76.0,8.0,0.8333333333333334,0.2903225806451613,0.2903225806451613,0.48360655737704916,0.5,0.46,0.4738562091503268,0.47560975609756095,0.4083333333333333,0.5072463768115942,0.4888888888888889,0.5266666666666666,0.20261437908496732,0.14754098360655737,0.14754098360655737,0.5,0.6551724137931034,0.3492063492063492,0.6730769230769231,0.6607142857142857,0.28823529411764703,0.4305555555555556,0.2903225806451613,0.17391304347826086,0.6078431372549019,0.7272727272727273,0.6857142857142857,100.46176911544228,13.415472779369628,15.25214899713467,12.73352435530086,14.366762177650429,0.48366013071895425,0.5135135135135135,0.6178861788617886,0.19934640522875818,0.4918032786885246,0.5769230769230769,0.11437908496732026,0.34285714285714286,0.36363636363636365,0.05228758169934641,0.1503267973856209,0.34782608695652173,0.34782608695652173,0.8125,0.6585365853658537,0.5185185185185185,0.6862745098039216,0.34782608695652173,0.5323774509803921,0.5074263157894737,0.5348633333333334,0.10979228486646884,0.13454545454545455,0.12571428571428572,0.2257142857142857,5.576639344262295,24.914516129032258,0.2177650429799427,2.0,124.0,62.0,2.0,39.0,8.0,6.0,0.5254237288135594,0.5794392523364486,0.6470588235294118,0.5131578947368421,0.125,0.125,1.0,14.0,33.0,1.0,4.0,1.0,4.0,1.0,6.0,1.0,5.0,5.0,1.0,10.0,30.0,9.0,16.0,7.0,5.0,1.0,11.0,9.0,10.0,2.0,11.0,1.0,2.0,5.0,1.0,8.0,2.0,9.0,1.0,2.0,8.0,0.2,0.1,0.16891891891891891,0.05714285714285714,0.9166666666666666,0.1,0.11363636363636363,0.16666666666666666,0.65625,0.06716417910447761,0.5294117647058824,0.5333333333333333,0.5833333333333334,0.14285714285714285,0.024390243902439025,0.0975609756097561,0.25,1.0,0.55,0.42424242424242425,0.06666666666666667,0.1,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203138,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Hollis Thompson","Hawes, Young, Turner, Anderson, Thompson",201150-201152-202323-202341-203138,PHI,405.0,3,7.0,-5.0,14.0,13.0,3.0,,4.0,27.0,2.0,4.0,,,1.0,2.0,,,,3.0,8.0,3.0,6.0,3.0,8.0,,15.0,20.0,1.0,1.0,5.0,,,,2.0,9.0,2.0,8.0,3.0,2.0,3.0,5.0,3.0,13.0,1.0,3.0,1.0,5.0,4.0,9.0,,,,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,10.0,,3.0,,1.0,0.375,0.375,0.5,1.0,,0.5357142857142857,0.8333333333333334,,0.5357142857142857,0.8333333333333334,,0.5714285714285714,0.3333333333333333,0.5,0.75,1.0,0.3333333333333333,1.0,1.0,0.5,,1.0,,,1.0,1.0,96.0,15.214285714285714,14.76923076923077,13.285714285714286,14.76923076923077,0.2857142857142857,0.5,0.6666666666666666,0.14285714285714285,0.5,1.0,,,,,0.5714285714285714,0.375,0.375,1.0,,,0.8571428571428571,0.375,0.5309607142857142,0.567525,0.581625,,,0.3333333333333333,,3.4499999999999997,25.425,0.21428571428571427,,4.0,2.0,,2.0,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,1.0,2.0,,2.0,1.0,2.0,,,2.0,,,,,3.0,,1.0,,,1.0,2.0,,,,,,,,,,,0.5,,0.25,,1.0,,0.6,0.6,,,,,,,,0.6666666666666666,0.5,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203473,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Dewayne Dedmon","Hawes, Young, Turner, Anderson, Dedmon",201150-201152-202323-202341-203473,PHI,,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203485,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Lorenzo Brown","Hawes, Young, Turner, Anderson, Brown",201150-201152-202323-202341-203485,PHI,81.0,2,1.0,-1.0,4.0,4.0,1.0,4.0,,8.0,1.0,2.0,,,,,,1.0,,,1.0,1.0,3.0,,1.0,,2.0,3.0,,,,,1.0,,,,,1.0,,,,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,,,,,,,,,,,,142.2222222222222,10.0,10.25,10.0,10.25,0.5,0.5,0.5,,,,0.25,,,,0.25,,,,,,0.75,,0.526725,,0.365,,,,,9.166666666666666,24.2,0.25,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203487,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Michael Carter-Williams","Hawes, Young, Turner, Anderson, Carter-Williams",201150-201152-202323-202341-203487,PHI,36718.0,37,612.0,-138.0,1269.0,1256.0,233.0,237.0,133.0,2525.0,255.0,425.0,52.0,87.0,85.0,223.0,53.0,154.0,68.0,70.0,219.0,393.0,802.0,91.0,287.0,193.0,1252.0,1390.0,60.0,110.0,149.0,63.0,132.0,250.0,342.0,258.0,80.0,219.0,70.0,83.0,86.0,308.0,67.0,702.0,111.0,130.0,289.0,447.0,159.0,606.0,105.0,66.0,39.0,139.0,90.0,84.0,49.0,223.0,15.0,123.0,237.0,15.0,12.0,238.0,6.0,2.0,266.0,113.0,36.0,23.0,40.0,1103.0,246.0,230.0,18.0,0.945054945054945,0.3170731707317073,0.3170731707317073,0.49002493765586036,0.5454545454545454,0.4772727272727273,0.48622589531680444,0.5113636363636364,0.47368421052631576,0.5161290322580645,0.5209790209790209,0.5188284518828452,0.263544536271809,0.10349127182044887,0.10762331838565023,0.6233183856502242,0.6997578692493946,0.2713936430317848,0.7103825136612022,0.7030201342281879,0.2570480928689884,0.3235294117647059,0.30434782608695654,0.13861386138613863,0.5409836065573771,0.7869822485207101,0.7333333333333333,99.02500136172993,13.638297872340425,15.454617834394904,13.07565011820331,14.69267515923567,0.39026629935720847,0.6,0.6929347826086957,0.20477502295684114,0.3811659192825112,0.4271356783919598,0.1414141414141414,0.34415584415584416,0.34868421052631576,0.06244260789715335,0.20110192837465565,0.319634703196347,0.3225806451612903,0.9571428571428572,0.6590909090909091,0.5977011494252874,0.6538108356290174,0.319634703196347,0.52287318640955,0.547954,0.5110102631578948,0.09644670050761421,0.12639821029082773,0.11900958466453675,0.19968051118210864,6.355486284289277,25.116376306620207,0.18360914105594955,21.0,444.0,222.0,19.0,148.0,10.0,21.0,0.5648854961832062,0.6288951841359773,0.6666666666666666,0.5803921568627451,0.3088235294117647,0.3181818181818182,0.9047619047619048,44.0,76.0,8.0,15.0,3.0,14.0,15.0,43.0,5.0,22.0,14.0,18.0,58.0,70.0,15.0,42.0,32.0,44.0,4.0,28.0,20.0,30.0,12.0,33.0,8.0,6.0,13.0,4.0,27.0,10.0,21.0,1.0,3.0,21.0,0.22727272727272727,0.3103448275862069,0.13411764705882354,0.012987012987012988,0.7567567567567568,0.11764705882352941,0.2268041237113402,0.23809523809523808,0.7377049180327869,0.03868471953578337,0.525,0.49411764705882355,0.6037735849056604,0.11538461538461539,0.06060606060606061,0.10606060606060606,0.21428571428571427,1.0,0.4,0.5789473684210527,0.07894736842105263,0.22631578947368422,0.3488372093023256,2.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,0.013937282229965157,0.029411764705882353,0.0091324200913242,0.19148936170212766,0.25,0.5,0.2,0.003472222222222222,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202343-203100,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, Elliot Williams, Tony Wroten","Hawes, Young, Turner, Williams, Wroten",201150-201152-202323-202343-203100,PHI,777.0,7,13.0,-14.0,24.0,23.0,,4.0,4.0,47.0,7.0,11.0,2.0,2.0,,4.0,,2.0,2.0,1.0,5.0,7.0,17.0,1.0,7.0,3.0,20.0,34.0,2.0,5.0,7.0,,,,6.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,11.0,3.0,3.0,3.0,6.0,6.0,12.0,3.0,2.0,1.0,2.0,2.0,1.0,,3.0,,5.0,8.0,,,4.0,,,8.0,4.0,1.0,1.0,1.0,13.0,,,,1.0,0.14285714285714285,0.14285714285714285,0.4117647058823529,0.4,,0.3541666666666667,0.5833333333333334,,0.35185185185185186,0.5833333333333334,,0.2916666666666667,0.058823529411764705,,0.6666666666666666,0.5,0.3,0.5,0.5,0.25,0.5,0.25,,0.75,,0.6,87.10424710424711,15.875,17.217391304347824,14.208333333333334,16.608695652173914,0.4583333333333333,0.6363636363636364,0.7,0.16666666666666666,,,0.08333333333333333,,,0.08333333333333333,0.20833333333333334,0.2,0.2,1.0,0.3333333333333333,1.0,0.75,0.2,0.5417416666666667,0.49888000000000005,,0.14814814814814814,0.2,0.35,,4.694117647058824,25.042857142857144,,,8.0,4.0,,4.0,,1.0,0.5714285714285714,0.6666666666666666,,0.5714285714285714,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,,2.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,0.09090909090909091,,,0.6666666666666666,0.16666666666666666,0.25,,0.13333333333333333,1.0,,,,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202343-203138,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, Elliot Williams, Hollis Thompson","Hawes, Young, Turner, Williams, Thompson",201150-201152-202323-202343-203138,PHI,159.0,4,3.0,-2.0,6.0,5.0,2.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,,,,,,,2.0,1.0,2.0,,2.0,2.0,4.0,6.0,1.0,1.0,2.0,,,2.0,2.0,,2.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,2.0,,,1.0,,,3.0,1.0,,2.0,,,,,2.0,2.0,2.0,1.0,,,,0.5,1.0,,0.25,1.0,,0.4,1.0,1.0,0.5,,,0.5,1.0,1.0,,1.0,0.5,1.0,,,,1.0,,99.62264150943396,14.666666666666666,14.2,14.5,14.2,0.5,0.5,0.5,,,,,,,,0.5,,,,1.0,1.0,1.0,,0.4829,0.5685,,,,0.5,0.5,1.4,27.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
