EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedShortMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,NonShootingPenaltyNonTakeFouls,HeaveAttempts,SecondChanceArc3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Frequency,PtsUnassisted3s,ShortMidRangeAssists,BlockingFouls,Offensive Fouls Drawn,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,Blocked3s,BlockedArc3,PenaltyFg3Pct,PenaltyArc3Accuracy,OffLongMidRangeReboundPct,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,PenaltyCorner3FGM,HeaveMakes,PenaltyCorner3Accuracy,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
200761-200770-201156-201941-201975,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jordan Hill, Jodie Meeks","Williams, Farmar, Young, Hill, Meeks",200761-200770-201156-201941-201975,LAL,581.0,3,10.0,16.0,21.0,19.0,3.0,9.0,3.0,40.0,9.0,11.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,13.0,17.0,2.0,3.0,29.0,13.0,3.0,3.0,6.0,1.0,2.0,2.0,4.0,24.0,2.0,2.0,1.0,1.0,12.0,12.0,8.0,4.0,24.0,2.0,6.0,5.0,1.0,12.0,2.0,14.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,23.0,2.0,2.0,0.9230769230769231,1.0,0.7647058823529411,1.0,0.5,0.6842105263157895,1.0,0.5,0.725,1.0,0.6666666666666666,0.10526315789473684,0.058823529411764705,0.09090909090909091,0.6666666666666666,1.0,1.0,0.5,0.6,0.7333333333333333,0.3333333333333333,1.0,1.0,1.0,0.625,0.5,99.1394148020654,1.0,12.380952380952381,16.894736842105264,11.80952380952381,15.736842105263158,0.5789473684210527,0.8181818181818182,0.9,0.8888888888888888,0.10526315789473684,0.21052631578947367,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,0.3333333333333333,1.0,0.5,1.0,0.6842105263157895,0.6032000000000001,0.49393333333333334,0.6,0.05263157894736842,0.058823529411764705,0.20689655172413793,0.13793103448275862,6.288235294117648,24.25,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201941-202333,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jordan Hill, Xavier Henry","Williams, Farmar, Young, Hill, Henry",200761-200770-201156-201941-202333,LAL,2257.0,7,38.0,-11.0,74.0,76.0,6.0,7.0,8.0,150.0,13.0,26.0,4.0,10.0,1.0,3.0,12.0,4.0,6.0,7.0,12.0,21.0,44.0,19.0,14.0,74.0,85.0,6.0,13.0,17.0,1.0,3.0,2.0,4.0,18.0,24.0,4.0,12.0,4.0,9.0,15.0,6.0,3.0,36.0,12.0,13.0,19.0,,32.0,13.0,45.0,3.0,1.0,6.0,2.0,5.0,11.0,1.0,17.0,7.0,14.0,21.0,19.0,3.0,11.0,,3.0,2.0,,3.0,3.0,57.0,4.0,6.0,0.42857142857142855,0.47368421052631576,0.4772727272727273,0.46153846153846156,0.3333333333333333,0.47619047619047616,0.5357142857142857,0.2,0.5211267605633803,0.6071428571428571,0.3333333333333333,0.30158730158730157,0.09090909090909091,0.07692307692307693,0.35294117647058826,,0.7916666666666666,0.5454545454545454,0.7647058823529411,0.7804878048780488,0.38235294117647056,0.6666666666666666,0.75,0.7142857142857143,0.8333333333333334,0.7272727272727273,95.70225963668587,1.0,14.878378378378379,15.210526315789474,14.324324324324325,14.421052631578947,0.4126984126984127,0.5,0.5416666666666666,0.46153846153846156,0.19047619047619047,0.09523809523809523,0.6666666666666666,0.6666666666666666,0.75,0.1111111111111111,0.19047619047619047,0.7142857142857143,0.4,0.6,0.3333333333333333,0.7142857142857143,0.5105301587301587,0.5774208333333334,0.48654000000000003,0.15492957746478872,0.21153846153846154,0.22972972972972974,0.05405405405405406,5.847727272727273,25.105263157894736,0.08108108108108109,4.0,3.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,2.0,18.0,3.0,6.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.3157894736842105,1.0,0.3157894736842105,0.16666666666666666,0.08333333333333333,0.5,0.125,1.0,0.13333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.42857142857142855,1.0,0.25,0.25,1.0,0.25,0.07142857142857142,1.0,1.0,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201941-203527,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jordan Hill, Ryan Kelly","Williams, Farmar, Young, Hill, Kelly",200761-200770-201156-201941-203527,LAL,68.0,1,1.0,-3.0,2.0,3.0,2.0,3.0,,5.0,,,,,,,,,,,1.0,,,1.0,2.0,2.0,5.0,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,,105.88235294117648,,16.5,11.666666666666666,16.5,11.666666666666666,,,,,,,,,,,1.0,,,,,1.0,0.52395,,0.52395,0.5,1.0,,1.0,,25.6,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201941-2581,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jordan Hill, Steve Blake","Williams, Farmar, Young, Hill, Blake",200761-200770-201156-201941-2581,LAL,157.0,1,3.0,3.0,5.0,6.0,,1.0,,11.0,1.0,1.0,,,,,1.0,,,1.0,2.0,1.0,2.0,3.0,2.0,7.0,4.0,,,,,,,,,2.0,,1.0,,,1.0,,,3.0,,,2.0,,2.0,,2.0,2.0,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,7.0,,,,,0.5,,,0.5,,,0.5833333333333334,,,0.6,,,,,0.6666666666666666,,,0.6666666666666666,,,1.0,,,,100.89171974522293,,10.4,17.5,10.4,16.666666666666668,0.2,1.0,1.0,,0.2,,,,,0.2,0.4,,,,,0.8,0.5548625,,,0.16666666666666666,0.3333333333333333,,,3.85,32.96666666666667,,,1.0,,,,,1.0,,,,,3.0,,1.0,,1.0,,,2.0,,,,,,,,,,1.0,0.3333333333333333,,0.5,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201975-203135,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jodie Meeks, Robert Sacre","Williams, Farmar, Young, Meeks, Sacre",200761-200770-201156-201975-203135,LAL,323.0,2,5.0,5.0,14.0,13.0,,,1.0,27.0,3.0,4.0,,,,,2.0,,,,3.0,4.0,6.0,3.0,3.0,14.0,9.0,,,,,,,,2.0,6.0,,3.0,1.0,1.0,2.0,1.0,,5.0,,3.0,,,3.0,1.0,4.0,3.0,1.0,1.0,,1.0,2.0,,3.0,,2.0,3.0,4.0,,2.0,,1.0,1.0,,1.0,,14.0,,,0.25,0.25,0.6666666666666666,,,0.6111111111111112,,,0.6363636363636364,,,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,,,,0.75,0.6,,,,,0.75,,120.37151702786377,,12.714285714285714,11.153846153846153,12.357142857142858,10.538461538461538,0.4444444444444444,0.75,1.0,0.3333333333333333,0.2222222222222222,,,,,,0.3333333333333333,,,,,0.7777777777777778,0.5564666666666667,0.49305,,0.18181818181818182,0.25,,,4.3,26.2,,1.0,,,,1.0,,1.0,,1.0,,,3.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,0.5,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201975-2200,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jodie Meeks, Pau Gasol","Williams, Farmar, Young, Meeks, Gasol",200761-200770-201156-201975-2200,LAL,921.0,4,15.0,5.0,29.0,29.0,2.0,,2.0,58.0,6.0,9.0,1.0,3.0,,,6.0,4.0,7.0,2.0,4.0,12.0,22.0,6.0,,27.0,22.0,1.0,3.0,2.0,,1.0,,,12.0,12.0,2.0,4.0,2.0,6.0,6.0,4.0,1.0,12.0,2.0,5.0,10.0,,15.0,3.0,18.0,2.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,3.0,2.0,,1.0,,4.0,2.0,,4.0,4.0,25.0,,2.0,0.5,0.5454545454545454,0.5454545454545454,0.3333333333333333,,0.48214285714285715,0.3333333333333333,,0.46551724137931033,0.3333333333333333,,0.21428571428571427,0.09090909090909091,0.1111111111111111,0.3333333333333333,,0.8333333333333334,0.2,0.8333333333333334,0.8333333333333334,0.2,0.3333333333333333,1.0,0.6666666666666666,0.75,1.0,90.68403908794788,1.0,16.17241379310345,15.586206896551724,15.89655172413793,14.206896551724139,0.32142857142857145,0.6666666666666666,0.75,0.6666666666666666,0.21428571428571427,0.25,0.5714285714285714,0.5714285714285714,0.25,0.07142857142857142,0.14285714285714285,1.0,0.3333333333333333,,,0.5357142857142857,0.49441250000000003,0.556,0.4593,0.034482758620689655,0.043478260869565216,0.07407407407407407,,8.540909090909091,24.766666666666666,0.06896551724137931,2.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,2.0,,0.16666666666666666,,0.16666666666666666,0.16666666666666666,0.2,0.25,0.3333333333333333,0.8,0.07692307692307693,0.3333333333333333,0.4,,,,0.25,0.25,,,,,,,0.25,,,,,,,3.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-201975-2549,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Jodie Meeks, Chris Kaman","Williams, Farmar, Young, Meeks, Kaman",200761-200770-201156-201975-2549,LAL,404.0,2,7.0,1.0,13.0,14.0,4.0,7.0,1.0,27.0,1.0,2.0,,1.0,,,1.0,2.0,3.0,,4.0,3.0,6.0,4.0,2.0,14.0,13.0,,1.0,,2.0,2.0,,7.0,4.0,2.0,,4.0,,2.0,4.0,1.0,1.0,10.0,1.0,5.0,1.0,,6.0,1.0,7.0,,,1.0,,1.0,2.0,,3.0,,3.0,1.0,2.0,,1.0,,1.0,1.0,,2.0,2.0,14.0,7.0,4.0,0.6666666666666666,0.6666666666666666,0.5,,1.0,0.6,,1.1666666666666667,0.6363636363636364,,1.1666666666666667,0.4,,,0.3333333333333333,,1.0,0.3333333333333333,1.0,1.0,0.2,,1.0,,1.0,1.0,96.23762376237623,1.0,14.461538461538462,15.428571428571429,14.461538461538462,15.428571428571429,0.2,0.5,0.5,1.0,0.1,0.3,0.6666666666666666,0.6666666666666666,0.5,,0.4,1.0,,,,0.6,0.5002449999999999,0.5061,0.47313333333333335,0.09090909090909091,0.14285714285714285,,0.5,11.366666666666667,24.625,0.3076923076923077,,,,,2.0,1.0,2.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,,,,1.0,,1.0,,,,1.0,0.5,,0.5,,,1.0,,,,,,,,,0.5,0.5,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-202325-203135,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Wesley Johnson, Robert Sacre","Williams, Farmar, Young, Johnson, Sacre",200761-200770-201156-202325-203135,LAL,160.0,1,3.0,4.0,5.0,5.0,1.0,3.0,2.0,10.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,,4.0,9.0,,,8.0,4.0,2.0,4.0,4.0,1.0,3.0,,2.0,4.0,4.0,2.0,,2.0,2.0,2.0,1.0,1.0,4.0,4.0,,,,,4.0,4.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,4.0,2.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,,0.2222222222222222,0.25,,,,0.8,,,0.8,0.5,,,,,90.0,,22.4,9.6,16.8,9.6,0.4444444444444444,0.5,0.6666666666666666,0.5,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,0.5,0.5,0.6666666666666666,0.5,0.4444444444444444,0.5027444444444444,0.522425,0.5070666666666667,,,0.5,0.25,8.31111111111111,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-202325-2200,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Wesley Johnson, Pau Gasol","Williams, Farmar, Young, Johnson, Gasol",200761-200770-201156-202325-2200,LAL,246.0,1,4.0,-12.0,7.0,8.0,7.0,8.0,1.0,15.0,,2.0,,,,2.0,3.0,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,3.0,15.0,,,,1.0,6.0,1.0,3.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,4.0,1.0,3.0,,,,1.0,1.0,,1.0,,3.0,3.0,7.0,,,0.16666666666666666,,0.16666666666666666,0.14285714285714285,,0.14285714285714285,0.1875,,0.1875,0.14285714285714285,,,,1.0,,0.2,,,0.2,,,,,,87.8048780487805,,19.714285714285715,13.5,18.857142857142858,10.0,0.2857142857142857,,,,0.42857142857142855,0.14285714285714285,1.0,1.0,,,0.14285714285714285,,,0.2857142857142857,,0.42857142857142855,0.4427833333333333,,0.4427833333333333,0.125,,,1.0,8.183333333333334,49.2,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.14285714285714285,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
200761-200770-201156-202333-203135,1610612747,"Shawne Williams, Jordan Farmar, Nick Young, Xavier Henry, Robert Sacre","Williams, Farmar, Young, Henry, Sacre",200761-200770-201156-202333-203135,LAL,900.0,2,15.0,-23.0,27.0,27.0,9.0,3.0,5.0,54.0,,2.0,,1.0,,,8.0,2.0,7.0,2.0,3.0,5.0,17.0,5.0,4.0,17.0,40.0,2.0,4.0,8.0,1.0,3.0,,5.0,6.0,4.0,,2.0,,3.0,4.0,,2.0,9.0,3.0,4.0,3.0,,7.0,4.0,11.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,8.0,3.0,5.0,9.0,6.0,1.0,3.0,,,,,,,9.0,5.0,9.0,0.6,0.6,0.29411764705882354,0.5,0.3333333333333333,0.29545454545454547,0.7,0.4166666666666667,0.3541666666666667,0.8,0.4166666666666667,0.22727272727272727,,,0.5,,0.6,0.2727272727272727,0.8,0.7,0.2857142857142857,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,86.4,,19.296296296296298,14.037037037037036,17.40740740740741,13.333333333333334,0.09090909090909091,,,,0.36363636363636365,0.3181818181818182,0.2857142857142857,0.2857142857142857,1.0,0.09090909090909091,0.13636363636363635,0.2,,,,0.3181818181818182,0.42380000000000007,0.5008333333333334,0.40372,0.125,0.15789473684210525,0.47058823529411764,0.29411764705882354,11.36470588235294,34.260000000000005,0.3333333333333333,3.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,3.0,,1.0,,1.0,,1.0,0.2,1.0,0.25,,0.3333333333333333,0.2,,,,0.375,0.375,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.5,,1.0,1.0,,,0.2,,1.0,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.5,0.25,,,,1.0,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,1610612747,2014,2013-14,True
