Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Date,GameId,Opponent,SecondChanceFtPoints,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,BlockedLongMidRange,DefCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,OffensiveGoaltends,Blocked3s,BlockedArc3,Season,year,SeasonType,BlockedCorner3,FoulsDrawn,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,HeaveMakes
48:00,86,86,19,38,15,172,9,16,4.0,7.0,1.0,3.0,13.0,29,7.0,20,1.0,4.0,,6.0,10,2.0,1.0,1.0,29,65,7.0,14,10,89,6.0,11,2.0,13,6.0,15.0,2.0,4.0,2.0,20,26,32,15.0,8.0,10,6.0,12.0,13,5.0,18,4.0,1.0,4,4.0,5.0,41,2.0,17,1.0,25,5.0,31,19,50,1.0,8.0,4.0,4.0,11,7.0,10,4.0,3.0,21,3.0,14,28,2.0,3.0,15,,8,1.0,9.0,5.0,4.0,9.0,5.0,,,,76,20,19,4.0,0.4482758620689655,0.52,0.7142857142857143,0.5,0.5,0.5,0.4461538461538462,0.5454545454545454,0.4,0.5,0.46153846153846156,0.47368421052631576,0.5235294117647059,0.4642857142857143,0.5,0.17721518987341772,0.18461538461538463,0.3125,0.1724137931034483,0.5238095238095238,1.0,0.5813953488372093,0.5,0.3333333333333333,0.2857142857142857,0.5652173913043478,0.4634146341463415,0.7142857142857143,0.375,0.5454545454545454,0.25,0.3333333333333333,0.6363636363636364,0.6111111111111112,0.5,0.5,0.03225806451612903,86.0,0.5555555555555556,17.488372093023255,16.0,16.0,14.732558139534884,0.20253164556962025,0.5625,0.8181818181818182,0.4444444444444444,0.3670886075949367,0.4482758620689655,0.5416666666666666,0.3076923076923077,0.25316455696202533,0.35,0.3888888888888889,0.7142857142857143,0.05063291139240506,0.25,0.25,1.0,0.12658227848101267,0.6,0.6,0.6666666666666666,0.5384615384615384,0.5714285714285714,,0.15384615384615385,0.15789473684210525,0.3333333333333333,0.05263157894736842,1.0,0.379746835443038,0.6,0.4460462025316456,0.5045208333333333,0.41819736842105265,0.09523809523809523,0.11428571428571428,0.14606741573033707,0.2247191011235955,9.761538461538462,25.02857142857143,0.22093023255813954,2003-10-29,0020300008,DET,1.0,6.0,1.0,5.0,,,,,1.0,3.0,,3.0,,,,0.15789473684210525,0.3333333333333333,,,,0.25,,1.0,0.1,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,86,88,16,42,11,174,16,30,6.0,8.0,3.0,6.0,7.0,23,6.0,16,1.0,2.0,,3.0,14,2.0,,2.0,29,69,4.0,16,9,79,6.0,8,2.0,12,4.0,12.0,,2.0,1.0,9,32,26,12.0,6.0,14,3.0,10.0,16,4.0,20,3.0,1.0,9,3.0,4.0,44,5.0,8,6.0,12,1.0,19,13,32,,10.0,6.0,4.0,8,6.0,2,2.0,,10,2.0,9,20,4.0,,12,1.0,7,,4.0,3.0,1.0,4.0,2.0,,,,67,9,16,1.0,0.5517241379310345,0.6153846153846154,1.0,0.25,,0.25,0.42028985507246375,0.75,0.3333333333333333,0.4117647058823529,0.6,0.2857142857142857,0.43820224719101125,0.6,0.32142857142857145,0.18823529411764706,0.14492753623188406,0.26666666666666666,0.08695652173913043,0.8,0.5,0.5454545454545454,0.2,0.6,0.4166666666666667,0.5625,0.25,0.21428571428571427,0.25,0.1,0.36363636363636365,1.0,0.42857142857142855,0.8,0.5,0.625,,87.0,0.5,17.174418604651162,15.943181818181818,16.488372093023255,14.943181818181818,0.35294117647058826,0.5333333333333333,0.7272727272727273,0.5625,0.27058823529411763,0.30434782608695654,0.3333333333333333,0.42857142857142855,0.18823529411764706,0.375,0.375,0.6666666666666666,0.023529411764705882,0.5,0.5,1.0,0.16470588235294117,0.21428571428571427,0.21428571428571427,1.0,0.8,0.75,,0.2,0.42857142857142855,0.5,0.14285714285714285,,0.5411764705882353,0.21428571428571427,0.4567141176470588,0.4778055555555556,0.4497464285714286,0.07865168539325842,0.0958904109589041,0.1518987341772152,0.11392405063291139,8.12463768115942,25.10625,0.18604651162790697,2003-10-31,0020300021,MIL,,,,3.0,,,0.5,,,,,3.0,,,,,,,,,0.16666666666666666,,2.0,,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,,
53:00,98,98,27,18,16,196,16,27,5.0,8.0,3.0,5.0,12.0,31,7.0,15,2.0,5.0,1.0,2.0,9,,,4.0,35,73,4.0,14,21,103,8.0,12,1.0,17,8.0,14.0,2.0,7.0,8.0,30,32,38,9.0,8.0,7,2.0,9.0,16,3.0,19,1.0,2.0,7,3.0,6.0,41,3.0,15,7.0,25,5.0,37,19,56,,11.0,5.0,6.0,5,3.0,10,2.0,3.0,15,4.0,14,23,,3.0,37,1.0,14,5.0,4.0,3.0,,4.0,2.0,,,,86,30,27,1.0,0.45714285714285713,0.5161290322580645,0.75,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.4794520547945205,0.6666666666666666,0.5714285714285714,0.47126436781609193,0.6153846153846154,0.5238095238095238,0.4951923076923077,0.5666666666666667,0.5357142857142857,0.16091954022988506,0.1232876712328767,0.2222222222222222,0.0967741935483871,0.3333333333333333,1.0,0.8333333333333334,0.39473684210526316,0.7,0.42857142857142855,0.8,0.4,0.5454545454545454,0.3157894736842105,0.375,0.6,,0.625,0.8461538461538461,1.0,0.6666666666666666,,88.75471698113208,0.5,16.70408163265306,15.744897959183673,15.806122448979592,15.23469387755102,0.3103448275862069,0.5925925925925926,0.7619047619047619,0.4375,0.3563218390804598,0.3870967741935484,0.42857142857142855,0.25,0.1724137931034483,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.05747126436781609,0.4,0.4,1.0,0.10344827586206896,0.2222222222222222,0.2222222222222222,0.5,0.6153846153846154,0.625,0.07692307692307693,,0.23809523809523808,0.6,0.19047619047619047,,0.47126436781609193,0.2857142857142857,0.46791529411764704,0.538875,0.4438736842105263,0.1414141414141414,0.16470588235294117,0.1650485436893204,0.2912621359223301,7.073972602739726,27.47142857142857,0.2755102040816326,2003-11-01,0020300029,ATL,1.0,3.0,,4.0,,1.0,1.0,,2.0,3.0,,2.0,,,,0.14285714285714285,0.6666666666666666,2.0,,,0.4,,1.0,,,,,1.0,0.14285714285714285,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,88,88,18,16,16,176,14,25,4.0,7.0,5.0,7.0,5.0,20,8.0,23,,2.0,,,6,1.0,,,27,68,,8,17,71,6.0,11,1.0,14,7.0,13.0,,1.0,4.0,18,42,12,,6.0,6,,10.0,21,,21,,,9,4.0,8.0,42,2.0,14,4.0,29,3.0,36,16,52,1.0,15.0,8.0,7.0,8,7.0,10,1.0,1.0,18,3.0,8,20,1.0,3.0,23,1.0,10,2.0,7.0,6.0,1.0,7.0,1.0,,1.0,,57,18,18,1.0,0.7777777777777778,0.875,,,,,0.39705882352941174,0.5454545454545454,0.5384615384615384,0.35526315789473684,0.5,0.5,0.4069767441860465,0.5,0.5625,0.10526315789473684,0.14705882352941177,0.24,0.15,0.4444444444444444,1.0,0.6041666666666666,0.35,0.5714285714285714,0.25,0.6,0.3333333333333333,0.45454545454545453,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.5,0.6,0.75,0.5,0.02631578947368421,88.0,0.14285714285714285,17.147727272727273,15.579545454545455,15.954545454545455,14.102272727272727,0.32894736842105265,0.56,0.7368421052631579,0.6428571428571429,0.2631578947368421,0.25,0.29411764705882354,0.8,0.3026315789473684,0.34782608695652173,0.36363636363636365,1.0,0.02631578947368421,,,,0.07894736842105263,,,,0.5833333333333334,0.5714285714285714,,0.08333333333333333,0.5,0.7142857142857143,,,0.4342105263157895,,0.4598440789473684,0.5029750000000001,0.5117857142857143,0.11904761904761904,0.13157894736842105,0.19718309859154928,0.2535211267605634,9.144117647058822,24.75,0.20454545454545456,2003-11-04,0020300048,DEN,2.0,,2.0,4.0,1.0,,1.0,,,1.0,,2.0,,,,0.07142857142857142,,,,,0.25,,,0.043478260869565216,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,91,90,14,15,9,181,14,22,3.0,6.0,2.0,3.0,5.0,13,7.0,20,2.0,3.0,,4.0,9,3.0,,2.0,26,55,6.0,12,17,87,4.0,7,3.0,12,4.0,7.0,,2.0,7.0,15,28,24,18.0,6.0,9,4.0,3.0,14,6.0,20,4.0,2.0,8,1.0,5.0,46,1.0,9,2.0,24,,26,10,36,2.0,12.0,8.0,4.0,13,10.0,12,3.0,4.0,25,1.0,8,25,1.0,6.0,21,3.0,8,2.0,7.0,7.0,,7.0,4.0,1.0,1.0,,75,15,14,1.0,0.5384615384615384,0.6086956521739131,1.0,0.5,,0.5,0.4727272727272727,0.5714285714285714,0.5714285714285714,0.5223880597014925,0.55,0.4444444444444444,0.56,0.6,0.625,0.1791044776119403,0.05454545454545454,0.09090909090909091,,0.52,,0.5714285714285714,0.3103448275862069,1.0,0.16666666666666666,0.5909090909090909,0.2857142857142857,0.375,0.375,0.23076923076923078,,1.0,0.47058823529411764,0.42857142857142855,0.7222222222222222,1.0,0.0625,90.5,0.5714285714285714,16.208791208791208,15.61111111111111,15.56043956043956,14.522222222222222,0.3283582089552239,0.6363636363636364,0.7,0.5714285714285714,0.19402985074626866,0.38461538461538464,0.38461538461538464,0.2,0.29850746268656714,0.35,0.3684210526315789,0.7142857142857143,0.04477611940298507,0.6666666666666666,0.6666666666666666,1.0,0.13432835820895522,0.4444444444444444,0.4444444444444444,1.0,0.6,0.5,,0.3,0.3333333333333333,0.6666666666666666,0.2222222222222222,,0.5074626865671642,0.4444444444444444,0.4868761194029851,0.5115944444444445,0.4270222222222222,0.1095890410958904,0.13114754098360656,0.13793103448275862,0.1724137931034483,8.898181818181818,24.925,0.15384615384615385,2003-11-06,0020300062,NJN,1.0,,,,,,1.0,,,,1.0,2.0,0.3333333333333333,,,,,,,,,,,0.05,1.0,0.3333333333333333,1.0,,,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,84,84,20,25,10,168,10,22,3.0,7.0,3.0,8.0,5.0,16,12.0,22,2.0,8.0,,4.0,10,2.0,1.0,2.0,27,60,6.0,18,19,91,4.0,9,2.0,9,5.0,16.0,2.0,6.0,8.0,24,36,18,15.0,2.0,10,4.0,7.0,18,5.0,23,3.0,2.0,8,1.0,9.0,51,1.0,11,1.0,27,3.0,31,12,43,1.0,8.0,5.0,3.0,3,2.0,4,1.0,1.0,7,,9,20,,2.0,25,,14,,7.0,6.0,1.0,7.0,4.0,,,,82,24,20,2.0,0.6666666666666666,0.6923076923076923,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45,0.4444444444444444,0.3125,0.46153846153846156,0.36363636363636365,0.36363636363636365,0.5112359550561798,0.375,0.46153846153846156,0.23076923076923078,0.11666666666666667,0.2727272727272727,0.0625,0.42857142857142855,1.0,0.6585365853658537,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.6363636363636364,0.26666666666666666,0.5833333333333334,0.2727272727272727,0.1,,0.16666666666666666,0.5882352941176471,0.6923076923076923,0.7272727272727273,0.5,0.02631578947368421,84.0,0.5714285714285714,18.392857142857142,15.892857142857142,17.36904761904762,15.142857142857142,0.28205128205128205,0.45454545454545453,0.625,0.8,0.20512820512820512,0.3125,0.3333333333333333,0.2,0.28205128205128205,0.5454545454545454,0.5454545454545454,0.75,0.10256410256410256,0.25,0.25,1.0,0.1282051282051282,0.4,0.4,0.75,0.6363636363636364,0.42857142857142855,,0.18181818181818182,0.36363636363636365,0.375,0.09090909090909091,0.5,0.5128205128205128,0.4,0.47155769230769234,0.52363,0.48245909090909095,0.15730337078651685,0.19718309859154928,0.0989010989010989,0.26373626373626374,9.951666666666666,24.716666666666665,0.23809523809523808,2003-11-07,0020300068,CLE,1.0,3.0,,,,,,,1.0,4.0,,3.0,,,,0.18181818181818182,0.25,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,86,86,12,19,11,172,16,26,5.0,9.0,,,4.0,15,9.0,19,1.0,2.0,,4.0,12,1.0,1.0,2.0,29,60,5.0,14,12,85,6.0,10,1.0,15,3.0,3.0,1.0,2.0,5.0,14,38,20,15.0,2.0,12,4.0,6.0,19,5.0,24,4.0,1.0,11,2.0,6.0,53,1.0,13,5.0,29,1.0,35,14,49,3.0,9.0,4.0,5.0,8,4.0,11,4.0,3.0,19,2.0,6,19,1.0,4.0,16,1.0,5,3.0,3.0,2.0,1.0,3.0,3.0,,,,70,14,12,2.0,0.6551724137931034,0.6785714285714286,1.0,0.35714285714285715,0.5,0.35714285714285715,0.48333333333333334,0.6,1.0,0.49324324324324326,0.6818181818181818,0.9,0.5185185185185185,0.6818181818181818,0.7777777777777778,0.1891891891891892,0.1,0.15384615384615385,0.13333333333333333,0.42105263157894735,0.5,0.8055555555555556,0.41935483870967744,0.8333333333333334,0.1111111111111111,0.8095238095238095,0.35,0.6,0.2727272727272727,0.4,0.125,,0.875,0.8333333333333334,0.75,0.8,0.08823529411764706,86.0,1.0,18.232558139534884,15.255813953488373,17.27906976744186,14.686046511627907,0.35135135135135137,0.6153846153846154,0.7272727272727273,0.6875,0.20270270270270271,0.26666666666666666,0.3076923076923077,0.5,0.25675675675675674,0.47368421052631576,0.47368421052631576,0.6666666666666666,0.02702702702702703,0.5,0.5,1.0,0.16216216216216217,0.3333333333333333,0.3333333333333333,1.0,0.8181818181818182,0.5555555555555556,,0.09090909090909091,,,0.4,0.5,0.5405405405405406,0.3333333333333333,0.487952027027027,0.5544749999999999,0.3503,0.0641025641025641,0.078125,0.17647058823529413,0.16470588235294117,8.341666666666667,25.45,0.13953488372093023,2003-11-09,0020300087,PHI,,,,3.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,0.8,,,,1.0,1.0,1.0,,,,,,,,,,2003-04,2004,Regular Season,,,,1.0,
48:00,85,87,22,7,10,172,12,19,3.0,5.0,6.0,8.0,3.0,14,8.0,24,3.0,6.0,,2.0,5,,1.0,2.0,23,57,5.0,11,15,76,3.0,7,,8,7.0,16.0,2.0,3.0,4.0,24,30,16,12.0,6.0,5,2.0,5.0,15,4.0,19,2.0,2.0,8,3.0,4.0,42,,10,3.0,29,3.0,35,10,45,2.0,11.0,5.0,6.0,10,6.0,10,4.0,,20,2.0,4,18,1.0,4.0,19,1.0,6,3.0,5.0,4.0,1.0,5.0,3.0,1.0,,1.0,68,24,22,2.0,0.6521739130434783,0.75,0.8,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.40350877192982454,0.42857142857142855,0.4375,0.4485294117647059,0.42857142857142855,0.5263157894736842,0.487012987012987,0.5,0.5454545454545454,0.16176470588235295,0.08771929824561403,0.21052631578947367,0.07142857142857142,0.5,0.75,0.725,0.30303030303030304,0.42857142857142855,,0.6808510638297872,0.2631578947368421,0.42857142857142855,0.36363636363636365,0.2,,,0.625,0.6428571428571429,0.8333333333333334,0.4,0.06060606060606061,86.0,0.6,17.905882352941177,15.60919540229885,17.023529411764706,14.781609195402298,0.27941176470588236,0.631578947368421,0.8,0.6666666666666666,0.20588235294117646,0.21428571428571427,0.23076923076923078,1.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,0.08823529411764706,0.5,0.5,0.6666666666666666,0.07352941176470588,0.4,0.4,1.0,0.7142857142857143,0.6,,,0.42105263157894735,0.75,0.10526315789473684,0.5,0.4411764705882353,0.4,0.459427205882353,0.4839857142857143,0.46735,0.08108108108108109,0.09523809523809523,0.10526315789473684,0.3157894736842105,10.22982456140351,24.3,0.25882352941176473,2003-11-11,0020300096,BOS,2.0,3.0,2.0,3.0,,,0.5,,1.0,1.0,,,,,,0.05263157894736842,1.0,,,,,,1.0,,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,,
48:00,88,88,36,17,17,176,12,29,4.0,10.0,4.0,10.0,4.0,13,8.0,22,5.0,9.0,2.0,4.0,9,,2.0,2.0,24,64,9.0,18,26,101,4.0,11,2.0,20,8.0,21.0,4.0,8.0,8.0,36,32,16,27.0,8.0,9,4.0,6.0,16,9.0,25,4.0,5.0,6,3.0,7.0,59,3.0,16,13.0,22,4.0,39,19,58,3.0,9.0,6.0,3.0,6,3.0,4,3.0,1.0,10,6.0,8,19,1.0,2.0,34,2.0,14,3.0,6.0,4.0,2.0,6.0,5.0,,,1.0,81,36,36,3.0,0.6666666666666666,0.8,1.0,0.5,0.5,0.5,0.375,0.36363636363636365,0.38095238095238093,0.4573170731707317,0.4230769230769231,0.4827586206896552,0.5103092783505154,0.5555555555555556,0.5294117647058824,0.21951219512195122,0.09375,0.20689655172413793,,0.6,1.0,0.6666666666666666,0.4,1.0,0.3333333333333333,0.7608695652173914,0.3877551020408163,0.35294117647058826,0.2222222222222222,0.5714285714285714,0.4,0.25,0.625,0.7142857142857143,0.6363636363636364,1.0,0.06976744186046512,88.0,0.8333333333333334,17.136363636363637,15.590909090909092,16.03409090909091,14.875,0.35365853658536583,0.41379310344827586,0.5217391304347826,0.5,0.15853658536585366,0.3076923076923077,0.3076923076923077,0.75,0.2682926829268293,0.36363636363636365,0.36363636363636365,0.875,0.10975609756097561,0.5555555555555556,0.5555555555555556,1.0,0.10975609756097561,0.4444444444444444,0.4444444444444444,1.0,0.7692307692307693,0.4,0.15384615384615385,,0.3448275862068966,0.4,0.06896551724137931,1.0,0.573170731707317,0.4444444444444444,0.46935853658536586,0.5432454545454545,0.44741896551724136,0.14893617021276595,0.18421052631578946,0.19801980198019803,0.3564356435643564,9.21875,24.955555555555556,0.4090909090909091,2003-11-14,0020300118,SEA,9.0,,,1.0,,,1.0,1.0,2.0,6.0,1.0,2.0,0.5,0.5,1.0,0.20689655172413793,0.3333333333333333,,,,,,,,,,,,,,,,,,,,2003-04,2004,Regular Season,,,,1.0,
48:00,85,85,28,20,6,170,5,13,1.0,3.0,1.0,3.0,6.0,18,11.0,23,5.0,9.0,2.0,6.0,9,,1.0,1.0,22,54,11.0,18,18,95,2.0,4,2.0,6,10.0,20.0,3.0,5.0,9.0,38,22,22,24.0,2.0,9,6.0,2.0,11,8.0,19,3.0,5.0,2,1.0,8.0,46,1.0,8,5.0,17,1.0,23,9,32,,12.0,5.0,7.0,6,3.0,4,3.0,1.0,10,2.0,7,19,1.0,1.0,26,,8,5.0,4.0,3.0,,4.0,2.0,,,,89,38,28,,0.5,0.5238095238095238,0.7272727272727273,0.6111111111111112,0.6,0.6111111111111112,0.4074074074074074,0.5,0.5,0.5347222222222222,0.3333333333333333,0.58,0.5654761904761905,0.42857142857142855,0.6129032258064516,0.25,0.037037037037037035,0.07692307692307693,,0.6,0.3333333333333333,0.5666666666666667,0.25,0.625,0.14285714285714285,0.5789473684210527,0.23076923076923078,0.375,0.3333333333333333,0.08333333333333333,,0.25,0.5,0.625,0.6,0.625,,85.0,0.5,17.376470588235293,16.50588235294118,16.48235294117647,15.8,0.18055555555555555,0.38461538461538464,0.4166666666666667,0.4,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3194444444444444,0.4782608695652174,0.5,0.7272727272727273,0.125,0.5555555555555556,0.5555555555555556,1.0,0.125,0.6666666666666666,0.75,0.5,0.5,0.3333333333333333,0.3333333333333333,,0.12,0.3333333333333333,0.04,1.0,0.4305555555555556,0.6666666666666666,0.4602597222222222,0.50069,0.42661,0.11392405063291139,0.13114754098360656,0.06315789473684211,0.4,10.533333333333333,24.049999999999997,0.32941176470588235,2003-11-15,0020300129,NYK,2.0,9.0,,2.0,,1.0,,,2.0,4.0,,1.0,,,,0.16,0.5,,1.0,1.0,,0.05555555555555555,1.0,0.043478260869565216,,,,,,1.0,0.05555555555555555,0.1111111111111111,,,,,2003-04,2004,Regular Season,,,,,
