EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,DeadBallTurnovers,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,OffTwoPtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefThreePtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,RecoveredBlocks,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,PenaltyArc3Frequency,TwoPtShootingFoulsDrawn,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,LostBallSteals,PenaltyAtRimFGA,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,PenaltyAtRimFrequency,Corner3FGM,Corner3Assists,BadPassSteals,BlockedShortMidRange,DefensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,2pt And 1 Free Throw Trips,Technical Free Throw Trips,OffLongMidRangeReboundPct,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SelfOReb,SelfORebPct,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,Clear Path Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3SecondViolations,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101159-101213-2067-2469-2592,1610612756,"Dijon Thompson, Sharrod Ford, Eddie House, Pat Burke, James Jones","Thompson, Ford, House, Burke, Jones",101159-101213-2067-2469-2592,PHX,127.0,1,2.0,5.0,5.0,5.0,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,113.38582677165354,13.0,12.4,12.4,11.4,0.5,1.0,1.0,0.5,0.5,0.5,0.4513375,19.4,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-101213-2067-2469-754,1610612756,"Dijon Thompson, Sharrod Ford, Eddie House, Pat Burke, Jim Jackson","Thompson, Ford, House, Burke, Jackson",101159-101213-2067-2469-754,PHX,154.0,1,3.0,6.0,6.0,5.0,1.0,12.0,,,1.0,1.0,2.0,2.0,5.0,9.0,2.0,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,3.0,1.0,2.0,7.0,5.0,1.0,1.0,0.5,0.625,0.625,0.5,,,,1.0,,0.5,,,112.2077922077922,13.666666666666666,12.0,13.5,12.0,,,,,0.25,1.0,0.58715,,23.95,-4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-101213-2067-2592-754,1610612756,"Dijon Thompson, Sharrod Ford, Eddie House, James Jones, Jim Jackson","Thompson, Ford, House, Jones, Jackson",101159-101213-2067-2592-754,PHX,40.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,0.5,,,,,,,1.0,,,72.0,25.0,15.0,14.0,15.0,0.5,1.0,1.0,,,,0.4087,15.25,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4066,0.4066,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-101213-2469-2592-754,1610612756,"Dijon Thompson, Sharrod Ford, Pat Burke, James Jones, Jim Jackson","Thompson, Ford, Burke, Jones, Jackson",101159-101213-2469-2592-754,PHX,300.0,1,5.0,9.0,9.0,5.0,1.0,18.0,1.0,1.0,2.0,3.0,4.0,2.0,12.0,11.0,,6.0,2.0,,1.0,,3.0,,2.0,1.0,4.0,1.0,5.0,1.0,,4.0,,1.0,5.0,10.0,,,0.75,1.0,1.0,0.3333333333333333,0.25,1.0,0.6666666666666666,,0.5,1.0,,0.5,86.4,12.777777777777779,20.555555555555557,12.777777777777779,17.0,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.561675,6.85,24.35,1.0,1.0,2.0,,2.0,2.0,3.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,0.3333333333333333,0.5,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,0.16666666666666666,0.5744,,0.16666666666666666,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-101213-2564-2592-754,1610612756,"Dijon Thompson, Sharrod Ford, Boris Diaw, James Jones, Jim Jackson","Thompson, Ford, Diaw, Jones, Jackson",101159-101213-2564-2592-754,PHX,161.0,1,3.0,7.0,6.0,6.0,1.0,13.0,,,1.0,,1.0,2.0,2.0,12.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,3.0,,4.0,5.0,2.0,,,,,0.25,0.6666666666666666,0.6666666666666666,1.0,,0.5,,0.3333333333333333,,,116.27329192546584,12.285714285714286,12.5,11.857142857142858,9.5,,,,,0.3333333333333333,0.6666666666666666,0.4471333333333333,11.0,24.55,-10.0,,,1.0,,,,,,1.0,,1.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,0.3333333333333333,,,,7.0,1.0,,,,,1.0,2.0,,2.0,7.0,,,,,,0.25,,,0.3333333333333333,,0.4471333333333333,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-1890-2067-754-959,1610612756,"Dijon Thompson, Shawn Marion, Eddie House, Jim Jackson, Steve Nash","Thompson, Marion, House, Jackson, Nash",101159-1890-2067-754-959,PHX,11.0,1,,1.0,1.0,1.0,,2.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,261.8181818181818,7.0,4.0,7.0,4.0,,,,,1.0,1.0,0.3507,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-1952-2469-2564-2592,1610612756,"Dijon Thompson, Raja Bell, Pat Burke, Boris Diaw, James Jones","Thompson, Bell, Burke, Diaw, Jones",101159-1952-2469-2564-2592,PHX,81.0,1,1.0,3.0,4.0,1.0,,7.0,1.0,1.0,,1.0,1.0,,4.0,5.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.5,,0.5,,,,124.44444444444444,11.333333333333334,11.75,11.333333333333334,11.25,1.0,1.0,1.0,1.0,,,0.344,18.8,,-1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,1.0,4.0,,4.0,3.0,,1.0,,1.0,,1.0,,,,,0.344,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-1952-2564-2592-703,1610612756,"Dijon Thompson, Raja Bell, Boris Diaw, James Jones, Kurt Thomas","Thompson, Bell, Diaw, Jones, Thomas",101159-1952-2564-2592-703,PHX,59.0,1,1.0,2.0,2.0,,,4.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,97.6271186440678,11.5,18.0,11.5,18.0,1.0,1.0,1.0,,,,0.4232,16.8,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,2.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,,0.4232,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-2067-2401-2469-2571,1610612756,"Dijon Thompson, Eddie House, Nikoloz Tskitishvili, Pat Burke, Leandro Barbosa","Thompson, House, Tskitishvili, Burke, Barbosa",101159-2067-2401-2469-2571,PHX,167.0,1,3.0,8.0,7.0,7.0,1.0,15.0,,4.0,2.0,,5.0,2.0,5.0,8.0,,,2.0,,1.0,,3.0,,1.0,,3.0,2.0,5.0,,,,,,,4.0,,,,0.21428571428571427,0.2777777777777778,0.2857142857142857,,,1.0,,1.0,0.16666666666666666,,1.0,129.34131736526948,14.0,7.857142857142857,13.375,7.857142857142857,0.5714285714285714,,,,0.2857142857142857,0.42857142857142855,0.44821428571428573,15.3,25.35,-3.0,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,,,0.5,0.5,,0.14285714285714285,,,,,0.5,0.5,0.5,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,0.25,0.25,0.2,,,0.6239,0.6239,0.2,0.2,0.25,,1.0,,3.0,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,2.0,,1.0,,,,4.0,,,,,2.0,,0.2222222222222222,0.2857142857142857,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
101159-2067-2469-2564-2571,1610612756,"Dijon Thompson, Eddie House, Pat Burke, Boris Diaw, Leandro Barbosa","Thompson, House, Burke, Diaw, Barbosa",101159-2067-2469-2564-2571,PHX,97.0,1,2.0,3.0,3.0,,,6.0,1.0,1.0,,2.0,3.0,,4.0,2.0,2.0,2.0,,1.0,1.0,,2.0,,1.0,,2.0,,2.0,,,,,,,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,,,1.0,89.0721649484536,14.333333333333334,18.0,14.333333333333334,18.0,0.3333333333333333,1.0,1.0,,,0.6666666666666666,0.4998,4.7,,2.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2006,2005-06,False
