EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,Clear Path Fouls,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
1425-147-1747-2050-2547,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Morris Peterson, Chris Bosh","Williams, Rose, Alston, Peterson, Bosh",1425-147-1747-2050-2547,TOR,4998.0,10,83.0,47.0,158.0,163.0,40.0,15.0,14.0,321.0,30.0,39.0,7.0,9.0,8.0,9.0,10.0,33.0,16.0,33.0,5.0,6.0,1.0,1.0,2.0,3.0,9.0,20.0,1.0,2.0,4.0,56.0,105.0,14.0,26.0,34.0,188.0,141.0,9.0,12.0,1.0,2.0,2.0,23.0,12.0,23.0,4.0,7.0,8.0,44.0,62.0,50.0,36.0,6.0,10.0,20.0,9.0,6.0,31.0,12.0,43.0,7.0,5.0,15.0,3.0,13.0,98.0,2.0,13.0,1.0,21.0,51.0,1.0,73.0,16.0,89.0,2.0,15.0,11.0,4.0,14.0,1.0,9.0,11.0,1.0,5.0,3.0,25.0,1.0,6.0,15.0,33.0,1.0,3.0,47.0,7.0,25.0,2.0,6.0,3.0,3.0,6.0,4.0,1.0,4.0,165.0,44.0,40.0,2.0,0.5535714285714286,0.6078431372549019,0.8571428571428571,0.5384615384615384,0.5,0.5714285714285714,0.5384615384615384,0.5333333333333333,0.75,0.5217391304347826,0.5877862595419847,0.75,0.6,0.6225165562913907,0.7666666666666667,0.5945945945945946,0.1984732824427481,0.05714285714285714,0.07692307692307693,0.06060606060606061,0.030303030303030304,0.56,1.0,0.25,0.8225806451612904,0.2653061224489796,0.9545454545454546,0.16666666666666666,0.8571428571428571,0.2459016393442623,0.5555555555555556,0.30434782608695654,0.058823529411764705,0.18181818181818182,0.8888888888888888,0.8,0.8181818181818182,0.9230769230769231,1.0,0.03636363636363636,92.48499399759905,0.6666666666666666,15.113924050632912,16.012269938650306,14.632911392405063,15.45398773006135,0.29770992366412213,0.7692307692307693,0.8333333333333334,0.5,0.25190839694656486,0.30303030303030304,0.3225806451612903,0.3,0.25190839694656486,0.48484848484848486,0.5,0.8125,0.04580152671755725,0.8333333333333334,0.8333333333333334,1.0,0.15267175572519084,0.45,0.45,0.7777777777777778,0.6428571428571429,0.7777777777777778,0.07142857142857142,1.0,1.0,0.07142857142857142,0.3,0.8888888888888888,0.1,0.6666666666666666,0.13333333333333333,0.5,0.4961832061068702,0.45,0.49681984732824425,0.517875,0.5069583333333333,0.16778523489932887,0.2032520325203252,0.12234042553191489,0.23404255319148937,8.305714285714286,24.896153846153844,0.25316455696202533,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-2050-2588,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Morris Peterson, Matt Bonner","Williams, Rose, Alston, Peterson, Bonner",1425-147-1747-2050-2588,TOR,170.0,2,3.0,4.0,7.0,7.0,3.0,3.0,,14.0,4.0,4.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,5.0,6.0,,,1.0,11.0,7.0,,,,,,,1.0,2.0,,,1.0,3.0,8.0,2.0,,,,,,,4.0,,4.0,,,4.0,,,8.0,,,,1.0,2.0,,3.0,,3.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,11.0,3.0,3.0,1.0,0.8,0.8,,,,,,0.8333333333333334,,0.5,0.8333333333333334,,0.5,0.7857142857142857,,0.5,,,,,,,,,0.6666666666666666,,1.0,,0.75,,,,,,1.0,,0.5,1.0,,,118.58823529411764,,8.0,16.285714285714285,8.0,15.857142857142858,0.6666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.6666666666666666,,0.6411833333333333,,0.4905,,,,0.2727272727272727,6.7,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-2050-923,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Morris Peterson, Donyell Marshall","Williams, Rose, Alston, Peterson, Marshall",1425-147-1747-2050-923,TOR,50.0,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,,,,2.0,1.0,2.0,,1.0,,2.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,1.0,1.0,,1.0,0.5,1.0,,,,,,,1.0,,,86.39999999999999,,14.0,22.0,14.0,22.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,0.6666666666666666,0.5,,,0.3333333333333333,,1.0,,0.5636666666666666,0.7006,0.5636666666666666,,,1.0,1.0,,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-2547-441,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Chris Bosh, Lamond Murray","Williams, Rose, Alston, Bosh, Murray",1425-147-1747-2547-441,TOR,41.0,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,,1.0,2.0,,,,2.0,1.0,2.0,,,1.0,3.0,,2.0,,,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,70.2439024390244,,22.0,19.0,16.0,19.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,1.0,0.5,,,,,1.0,,0.5453,0.5453,0.5453,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-2588-441,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Matt Bonner, Lamond Murray","Williams, Rose, Alston, Bonner, Murray",1425-147-1747-2588-441,TOR,262.0,2,4.0,2.0,9.0,9.0,3.0,3.0,1.0,18.0,2.0,2.0,,,,,,1.0,2.0,3.0,,,,,,,,,,,,4.0,6.0,,,3.0,11.0,9.0,,,,,2.0,2.0,1.0,2.0,,,,2.0,8.0,,,,,,,,4.0,,4.0,,,2.0,,2.0,8.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,,1.0,,1.0,,2.0,,,1.0,1.0,,,3.0,1.0,2.0,,1.0,1.0,,1.0,,,,9.0,2.0,3.0,,1.0,1.0,,,,,,0.6666666666666666,,0.5,0.6666666666666666,,0.5,0.7857142857142857,1.0,0.5,,,,,,0.5,,,0.6666666666666666,0.5,1.0,,0.75,0.5,,1.0,,,0.5,,1.0,1.0,,,98.93129770992367,,14.444444444444445,14.666666666666666,14.333333333333334,14.666666666666666,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.48911666666666664,,0.34895,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182,9.566666666666666,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-441-923,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Lamond Murray, Donyell Marshall","Williams, Rose, Alston, Murray, Marshall",1425-147-1747-441-923,TOR,97.0,1,2.0,,3.0,4.0,3.0,4.0,,7.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,0.5,,0.5,0.5,,0.5,0.3333333333333333,,0.3333333333333333,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,103.91752577319588,,15.666666666666666,12.5,15.666666666666666,12.5,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.37495,,0.37495,0.3333333333333333,0.3333333333333333,,1.0,12.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1747-677-923,1610612761,"Aaron Williams, Jalen Rose, Rafer Alston, Eric Williams, Donyell Marshall","Williams, Rose, Alston, Williams, Marshall",1425-147-1747-677-923,TOR,25.0,1,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,,15.0,10.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1960-2050-2547,1610612761,"Aaron Williams, Jalen Rose, Milt Palacio, Morris Peterson, Chris Bosh","Williams, Rose, Palacio, Peterson, Bosh",1425-147-1960-2050-2547,TOR,178.0,1,3.0,-1.0,5.0,5.0,1.0,4.0,,10.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,3.0,3.0,,,,6.0,7.0,,,,,,,,,,,,,4.0,2.0,,,,,,,2.0,,2.0,,,,2.0,,4.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,,2.0,1.0,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,6.0,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,80.89887640449437,,16.2,19.4,16.2,19.4,0.3333333333333333,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.48843333333333333,,,,,,,6.566666666666666,,0.2,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1960-2050-2588,1610612761,"Aaron Williams, Jalen Rose, Milt Palacio, Morris Peterson, Matt Bonner","Williams, Rose, Palacio, Peterson, Bonner",1425-147-1960-2050-2588,TOR,375.0,2,6.0,-2.0,9.0,10.0,,,,19.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,1.0,3.0,,,,2.0,4.0,3.0,5.0,,13.0,15.0,,,,,,,,1.0,,,,,4.0,,9.0,,,3.0,1.0,,2.0,3.0,5.0,1.0,2.0,1.0,,1.0,13.0,,1.0,,1.0,3.0,,4.0,1.0,5.0,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,2.0,,1.0,,,,,,,,,13.0,,,,1.0,1.0,1.0,0.6,,,0.6,0.5,,,0.7222222222222222,,,0.65,,,0.5555555555555556,,,,,,,,0.6,0.5,1.0,,0.6666666666666666,0.25,1.0,,,,1.0,0.5,0.5,1.0,,,72.96,,22.77777777777778,17.0,22.77777777777778,16.4,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,,,,,,0.7777777777777778,0.3333333333333333,0.49876111111111116,,0.5404,0.1,0.2,,,7.175,24.380000000000003,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
1425-147-1960-2050-923,1610612761,"Aaron Williams, Jalen Rose, Milt Palacio, Morris Peterson, Donyell Marshall","Williams, Rose, Palacio, Peterson, Marshall",1425-147-1960-2050-923,TOR,188.0,1,3.0,-4.0,6.0,5.0,,,,11.0,2.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,2.0,3.0,,1.0,1.0,5.0,9.0,,,,,,,,,,,,,4.0,,,,,1.0,,,2.0,,2.0,,,2.0,,,4.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,3.0,1.0,2.0,,1.0,1.0,,1.0,,,,5.0,,,,1.0,1.0,,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,,,1.0,,,0.5,,,,0.5,,,,,,,1.0,,,,,84.25531914893617,,20.166666666666668,13.4,20.166666666666668,12.4,0.5,1.0,1.0,1.0,,,,,0.25,,,,,,,,0.25,,,,,,,,,,,,,,,,0.75,,0.611775,,,0.4,0.5,,,6.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2005,2004-05,True
