EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,AtRimAssists,LongMidRangeAssists,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,Corner3FGA,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,BlockedAtRim,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,LostBallTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceTurnovers,SecondChanceCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Travels,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,HeaveMakes,BlockedLongMidRange,Arc3PctBlocked,OffensiveGoaltends,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
1498-1504-1740-2209-2555,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Nick Collison","Daniels, Fortson, Lewis, Radmanovic, Collison",1498-1504-1740-2209-2555,SEA,410.0,4,7.0,1.0,13.0,17.0,12.0,10.0,2.0,30.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,12.0,21.0,20.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,10.0,19.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,12.0,2.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5625,0.5,0.5625,0.75,0.5,0.7307692307692307,0.25,0.16666666666666666,0.25,0.75,0.6666666666666666,1.0,0.8,0.5,1.0,1.0,0.6666666666666666,1.0,105.3658536585366,1.0,15.0,12.647058823529411,14.153846153846153,12.294117647058824,0.5,0.5,0.6666666666666666,0.125,1.0,1.0,1.0,0.125,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.4917375,0.5236,0.4917375,0.38461538461538464,0.45454545454545453,0.09523809523809523,0.9047619047619048,4.816666666666666,24.55,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2209-2557,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Luke Ridnour","Daniels, Fortson, Lewis, Radmanovic, Ridnour",1498-1504-1740-2209-2557,SEA,224.0,2,4.0,-1.0,8.0,7.0,,,,15.0,2.0,2.0,,,,,,1.0,2.0,1.0,2.0,,,,4.0,5.0,1.0,2.0,,11.0,12.0,,,,,,,,,,,8.0,,3.0,,2.0,1.0,,4.0,1.0,5.0,1.0,,11.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,3.0,,1.0,,,,,,,,11.0,,,,1.0,1.0,1.0,0.5,,0.5,0.8,,,0.7857142857142857,,,0.7857142857142857,,,0.2857142857142857,,,,,1.0,0.5,,,,,1.0,96.42857142857143,,14.125,15.857142857142858,14.125,15.285714285714286,0.2857142857142857,1.0,1.0,0.14285714285714285,,,,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,,,,,,,,0.5714285714285714,0.5,0.5073428571428572,,,,,,,9.940000000000001,25.05,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2209-951,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Ray Allen","Daniels, Fortson, Lewis, Radmanovic, Allen",1498-1504-1740-2209-951,SEA,298.0,2,5.0,3.0,10.0,9.0,,4.0,1.0,19.0,1.0,1.0,,,,,,1.0,2.0,2.0,5.0,1.0,,,3.0,4.0,2.0,5.0,1.0,13.0,10.0,,,1.0,3.0,,,,,,,4.0,2.0,3.0,,5.0,2.0,,2.0,1.0,3.0,1.0,,7.0,,,3.0,4.0,1.0,5.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,10.0,,,,0.6666666666666666,0.6666666666666666,0.5,0.4,,0.4,0.75,,,0.6666666666666666,1.5,,0.7222222222222222,1.5,,0.5555555555555556,,,0.75,,,0.75,0.25,,1.0,,,91.81208053691275,1.0,15.9,15.444444444444445,14.3,15.333333333333334,0.1111111111111111,1.0,1.0,0.1111111111111111,,,,0.2222222222222222,0.5555555555555556,0.4,0.4,0.5,,,1.0,,,,,0.6666666666666666,0.4,0.5080166666666667,,,0.1111111111111111,0.25,0.23076923076923078,,12.6,24.740000000000002,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2436-2555,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Flip Murray, Nick Collison","Daniels, Fortson, Lewis, Murray, Collison",1498-1504-1740-2436-2555,SEA,147.0,2,2.0,-2.0,4.0,5.0,1.0,,,9.0,1.0,2.0,,,,,,,1.0,,,,,,1.0,3.0,,,,2.0,4.0,,,,,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,,2.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.5,,,,,,,,,,88.16326530612244,,20.0,13.4,20.0,13.4,0.6666666666666666,0.5,1.0,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.46386666666666665,,,,,,,8.266666666666667,,0.25,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2555-2557,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Nick Collison, Luke Ridnour","Daniels, Fortson, Lewis, Collison, Ridnour",1498-1504-1740-2555-2557,SEA,281.0,3,5.0,-5.0,6.0,8.0,,,1.0,14.0,,,,,,,2.0,3.0,3.0,,,,,,2.0,6.0,,,,4.0,9.0,1.0,1.0,,2.0,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,5.0,,1.0,,,,,,,,2.0,,,,0.5,0.5,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,,,0.5,0.25,,0.3333333333333333,0.25,,,0.5,,71.74377224199287,,21.166666666666668,19.25,18.333333333333332,16.125,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,0.37779999999999997,0.4095,,,,0.5,,12.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2555-951,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Nick Collison, Ray Allen","Daniels, Fortson, Lewis, Collison, Allen",1498-1504-1740-2555-951,SEA,204.0,2,3.0,,7.0,9.0,4.0,2.0,1.0,16.0,4.0,5.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,5.0,6.0,,2.0,,10.0,10.0,,1.0,,,2.0,3.0,,2.0,,4.0,4.0,6.0,,,1.0,,,2.0,,2.0,,,4.0,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,2.0,,,,,,,,,,10.0,4.0,4.0,1.0,0.4,0.4,,,,,0.8333333333333334,,0.6666666666666666,0.625,,0.4,0.625,,0.4,0.25,,,1.0,,1.0,1.0,0.3333333333333333,,,1.0,1.0,112.94117647058823,,15.714285714285714,10.444444444444445,15.142857142857142,10.444444444444445,0.625,0.8,0.8,0.125,1.0,1.0,,,0.125,,,,1.0,,,0.4,0.5,0.2,,0.875,,0.5521,0.3984,0.50352,,,,0.4,2.0166666666666666,23.8,0.5714285714285714,,2.0,,0.5,,,,,,,1.0,,,,,,0.5,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-1740-2557-2863,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Luke Ridnour, Damien Wilkins","Daniels, Fortson, Lewis, Ridnour, Wilkins",1498-1504-1740-2557-2863,SEA,51.0,1,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.470588235294116,,20.0,31.0,20.0,31.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-2209-2555-2557,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Nick Collison, Luke Ridnour","Daniels, Fortson, Radmanovic, Collison, Ridnour",1498-1504-2209-2555-2557,SEA,402.0,3,7.0,-3.0,12.0,12.0,,,2.0,24.0,2.0,3.0,,1.0,,,1.0,3.0,4.0,,1.0,,,,3.0,10.0,,2.0,1.0,7.0,10.0,,2.0,,,,,,,,,4.0,2.0,,,1.0,,1.0,2.0,,2.0,,,4.0,1.0,3.0,3.0,6.0,2.0,8.0,1.0,,1.0,2.0,,2.0,5.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,7.0,,,,0.6666666666666666,0.6666666666666666,,,,,0.3,,,0.25,,,0.2692307692307692,,,0.16666666666666666,0.1,0.3333333333333333,0.375,0.14285714285714285,1.0,0.5454545454545454,0.2222222222222222,,,,1.0,85.97014925373134,1.0,16.0,17.5,15.416666666666666,15.5,0.25,0.6666666666666666,1.0,0.25,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.08333333333333333,,,,0.5,,,,,,,0.4166666666666667,,0.47093333333333337,0.414,,0.07692307692307693,0.09090909090909091,,,8.85,23.85,,,2.0,,1.0,,,,,,,1.0,,,,,,0.5,1.0,0.6,,,,,,1.0,,,,,,0.08333333333333333,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-2209-2555-951,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Nick Collison, Ray Allen","Daniels, Fortson, Radmanovic, Collison, Allen",1498-1504-2209-2555-951,SEA,1218.0,6,20.0,-8.0,40.0,39.0,13.0,16.0,3.0,79.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,5.0,,,1.0,11.0,18.0,1.0,5.0,14.0,39.0,47.0,1.0,1.0,,5.0,1.0,3.0,,1.0,9.0,11.0,14.0,8.0,,2.0,5.0,1.0,2.0,7.0,,7.0,,1.0,14.0,1.0,4.0,10.0,15.0,3.0,18.0,1.0,1.0,5.0,10.0,4.0,4.0,18.0,2.0,3.0,20.0,7.0,3.0,,,,,34.0,11.0,13.0,2.0,0.6363636363636364,0.7,,0.2,,0.2,0.6111111111111112,1.0,0.3333333333333333,0.5434782608695652,1.0,0.25,0.5909090909090909,0.8333333333333334,0.5,0.21739130434782608,0.1111111111111111,0.2,0.7692307692307693,0.14285714285714285,0.5,0.6666666666666666,0.2727272727272727,,1.0,1.0,0.6666666666666666,93.39901477832512,,14.775,16.076923076923077,14.775,14.717948717948717,0.21739130434782608,0.8,1.0,0.08695652173913043,0.5,0.5,1.0,0.4782608695652174,0.21739130434782608,0.2,0.2,,1.0,1.0,,0.25,1.0,0.25,,0.43478260869565216,0.2,0.45169347826086953,,0.505325,0.23333333333333334,0.28,0.1282051282051282,0.28205128205128205,12.288888888888888,25.3,0.325,6.0,3.0,3.0,0.75,0.5454545454545454,0.6,0.5,,,3.0,2.0,1.0,,,,1.0,0.5,0.5,,,,,0.2,,,,,,,,,,,5.0,2.0,,0.5,,3.0,1.0,3.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
1498-1504-2209-2557-951,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Luke Ridnour, Ray Allen","Daniels, Fortson, Radmanovic, Ridnour, Allen",1498-1504-2209-2557-951,SEA,29.0,1,,-1.0,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,2.0,,,2.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,148.9655172413793,,11.0,9.0,11.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,False
