EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3SecondViolations,Corner3PctBlocked,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,HeaveMakes,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
109-1477-1495-1938-2225,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Horry, Bowen, Duncan, Ginobili, Parker",109-1477-1495-1938-2225,SAS,9931.0,22,166.0,-48.0,292.0,301.0,114.0,149.0,43.0,593.0,60.0,99.0,16.0,24.0,27.0,40.0,25.0,59.0,27.0,64.0,4.0,12.0,1.0,2.0,3.0,7.0,34.0,1.0,1.0,3.0,16.0,112.0,222.0,11.0,46.0,62.0,319.0,367.0,20.0,32.0,1.0,2.0,19.0,62.0,40.0,78.0,5.0,19.0,36.0,131.0,110.0,114.0,30.0,3.0,26.0,2.0,32.0,7.0,16.0,2.0,55.0,10.0,65.0,6.0,4.0,27.0,8.0,20.0,140.0,10.0,39.0,21.0,65.0,16.0,102.0,49.0,151.0,9.0,18.0,14.0,4.0,15.0,1.0,7.0,27.0,2.0,8.0,4.0,42.0,4.0,19.0,37.0,87.0,3.0,17.0,76.0,6.0,1.0,23.0,1.0,16.0,19.0,15.0,4.0,19.0,8.0,1.0,2.0,257.0,131.0,114.0,15.0,0.49107142857142855,0.5555555555555556,0.9090909090909091,0.2391304347826087,0.5,0.2631578947368421,0.25,0.5045045045045045,0.625,0.5128205128205128,0.47947761194029853,0.6323529411764706,0.4896907216494845,0.5264900662251656,0.7045454545454546,0.5646551724137931,0.17164179104477612,0.043478260869565216,0.07207207207207207,0.1111111111111111,0.06779661016949153,0.015625,0.058823529411764705,0.35714285714285715,0.8,0.7142857142857143,0.35454545454545455,0.5526315789473685,0.3333333333333333,0.6666666666666666,0.35,0.4358974358974359,0.35294117647058826,0.2702702702702703,0.2608695652173913,0.5714285714285714,0.5384615384615384,0.84,0.8518518518518519,0.6,0.5,0.07317073170731707,85.98529856006444,0.42105263157894735,16.434931506849313,17.04983388704319,15.503424657534246,15.990033222591363,0.3694029850746269,0.6060606060606061,0.6818181818181818,0.45,0.22014925373134328,0.423728813559322,0.45454545454545453,0.32,0.23880597014925373,0.421875,0.42857142857142855,0.7407407407407407,0.04477611940298507,0.3333333333333333,0.3333333333333333,1.0,0.12686567164179105,0.20588235294117646,0.21875,0.8571428571428571,0.7058823529411765,0.6666666666666666,0.1875,0.029411764705882353,0.029411764705882353,1.0,1.0,0.41237113402061853,0.675,0.030927835051546393,0.6666666666666666,0.16494845360824742,0.1875,0.5410447761194029,0.21875,0.473562030075188,0.530425806451613,0.4773494736842105,0.08391608391608392,0.09623430962343096,0.02127659574468085,0.19435736677115986,0.4106583072100313,7.511261261261262,26.043478260869566,0.3904109589041096,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-1938-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Beno Udrih","Horry, Bowen, Duncan, Ginobili, Udrih",109-1477-1495-1938-2757,SAS,1202.0,9,20.0,-15.0,35.0,35.0,13.0,13.0,4.0,70.0,12.0,19.0,2.0,3.0,2.0,5.0,,2.0,2.0,5.0,,1.0,,,1.0,,4.0,,1.0,,3.0,14.0,26.0,,5.0,2.0,30.0,45.0,2.0,3.0,,1.0,,4.0,2.0,7.0,,4.0,1.0,5.0,14.0,14.0,,,4.0,,4.0,,2.0,,7.0,,7.0,,,5.0,,2.0,14.0,2.0,2.0,4.0,7.0,1.0,12.0,4.0,16.0,1.0,2.0,,2.0,3.0,1.0,2.0,3.0,,1.0,,6.0,,4.0,6.0,16.0,,1.0,4.0,,,2.0,,,3.0,2.0,1.0,3.0,1.0,,,26.0,5.0,13.0,4.0,0.5,0.5833333333333334,,,,,,0.5384615384615384,0.6666666666666666,0.2857142857142857,0.45161290322580644,0.5,0.18181818181818182,0.45454545454545453,0.5,0.20833333333333334,0.16129032258064516,,0.07692307692307693,0.10526315789473684,,,,0.5,1.0,0.7,0.18181818181818182,0.8,0.4,0.7333333333333333,0.25,0.2857142857142857,,,0.25,1.0,0.6,0.8,,1.0,0.6666666666666666,0.07142857142857142,83.86023294509151,0.3333333333333333,16.714285714285715,17.62857142857143,16.34285714285714,16.65714285714286,0.6129032258064516,0.631578947368421,0.7058823529411765,0.4166666666666667,0.06451612903225806,,,,0.16129032258064516,0.4,0.4,1.0,0.03225806451612903,,,,0.12903225806451613,,,,0.75,0.6666666666666666,,,0.25,,,0.45454545454545453,0.4,0.09090909090909091,,0.2727272727272727,,0.7741935483870968,,0.5074451612903226,0.53075,0.4729409090909091,0.06060606060606061,0.07142857142857142,,0.13333333333333333,0.16666666666666666,4.734615384615385,24.3,0.37142857142857144,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-1938-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Brent Barry","Horry, Bowen, Duncan, Ginobili, Barry",109-1477-1495-1938-699,SAS,641.0,3,11.0,-5.0,18.0,20.0,1.0,6.0,3.0,38.0,2.0,4.0,1.0,1.0,,,1.0,5.0,4.0,6.0,,,,,,2.0,2.0,,,,,7.0,15.0,2.0,2.0,,20.0,25.0,2.0,3.0,,,,4.0,1.0,1.0,,,,2.0,6.0,8.0,6.0,,2.0,,2.0,2.0,1.0,,3.0,2.0,5.0,2.0,,1.0,,2.0,12.0,,2.0,1.0,4.0,1.0,6.0,2.0,8.0,,,,,2.0,,1.0,,,1.0,,2.0,,,5.0,5.0,,,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,16.0,2.0,1.0,,0.42857142857142855,0.5,1.0,1.0,,,1.0,0.4666666666666667,0.6666666666666666,1.0,0.5882352941176471,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,1.0,0.11764705882352941,,0.06666666666666667,0.25,,,,1.0,1.0,0.6666666666666666,0.25,1.0,,0.7142857142857143,0.25,0.5,0.25,,,,0.5,0.75,,,1.0,,85.36661466458658,1.0,19.055555555555557,14.9,18.166666666666668,14.9,0.23529411764705882,0.5,0.6666666666666666,0.5,0.29411764705882354,0.2,0.2,,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.5,,,,,0.11764705882352941,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,0.35294117647058826,1.0,0.45215000000000005,0.5081666666666667,0.3902,0.05555555555555555,0.0625,,0.2,0.1,10.946666666666665,23.85,0.05555555555555555,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-2484,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Devin Brown","Horry, Bowen, Duncan, Parker, Brown",109-1477-1495-2225-2484,SAS,22.0,1,,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,19.0,3.0,19.0,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3304,,,,,,,,17.5,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Beno Udrih","Horry, Bowen, Duncan, Parker, Udrih",109-1477-1495-2225-2757,SAS,65.0,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,2.0,3.0,,,,4.0,3.0,1.0,1.0,,,,2.0,2.0,3.0,,,,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,88.61538461538463,,14.5,18.0,14.0,18.0,0.6666666666666666,0.5,0.5,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.4423333333333333,0.555,0.4423333333333333,,,,0.5,1.0,2.6666666666666665,,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-299,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Glenn Robinson","Horry, Bowen, Duncan, Parker, Robinson",109-1477-1495-2225-299,SAS,61.0,1,1.0,-2.0,2.0,2.0,,,1.0,4.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,0.5,,,,,,,0.5,,,,0.3333333333333333,0.5,,,,,,,,,,,94.42622950819673,,19.0,11.5,8.0,11.5,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,1.0,,0.5748166666666666,0.5815,,,,,,,1.25,24.7,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Brent Barry","Horry, Bowen, Duncan, Parker, Barry",109-1477-1495-2225-699,SAS,5789.0,19,96.0,28.0,161.0,155.0,37.0,41.0,30.0,316.0,37.0,56.0,7.0,12.0,8.0,10.0,17.0,41.0,18.0,38.0,1.0,6.0,,,1.0,8.0,17.0,2.0,4.0,1.0,3.0,72.0,135.0,9.0,23.0,37.0,208.0,180.0,10.0,24.0,2.0,4.0,1.0,27.0,12.0,24.0,1.0,4.0,13.0,40.0,54.0,90.0,15.0,12.0,12.0,1.0,16.0,8.0,12.0,1.0,27.0,5.0,32.0,5.0,,16.0,5.0,6.0,69.0,5.0,24.0,21.0,29.0,2.0,52.0,29.0,81.0,2.0,13.0,5.0,8.0,9.0,,9.0,9.0,1.0,,1.0,18.0,4.0,5.0,20.0,36.0,1.0,1.0,48.0,10.0,,28.0,,1.0,14.0,10.0,4.0,15.0,9.0,,,181.0,40.0,37.0,2.0,0.375,0.4090909090909091,0.5555555555555556,0.391304347826087,0.5,0.25,0.4090909090909091,0.5333333333333333,0.4166666666666667,0.5,0.5411392405063291,0.4642857142857143,0.48214285714285715,0.5875706214689266,0.46551724137931033,0.5714285714285714,0.14556962025316456,0.043478260869565216,0.08888888888888889,0.125,0.07317073170731707,0.05263157894736842,,0.5,0.5,0.5576923076923077,0.3870967741935484,0.6774193548387096,0.45454545454545453,0.6024096385542169,0.3972602739726027,0.3684210526315789,0.4583333333333333,0.3157894736842105,0.42857142857142855,0.5,0.4,0.6,0.6666666666666666,0.7391304347826086,0.5,0.03333333333333333,78.60424943859043,0.6,17.111801242236027,19.574193548387097,15.850931677018634,18.051612903225806,0.35443037974683544,0.6607142857142857,0.7551020408163265,0.43243243243243246,0.25949367088607594,0.4146341463414634,0.4473684210526316,0.29411764705882354,0.24050632911392406,0.47368421052631576,0.5,0.3333333333333333,0.0379746835443038,0.16666666666666666,0.2,,0.10759493670886076,0.47058823529411764,0.47058823529411764,0.625,0.42857142857142855,0.5833333333333334,0.14285714285714285,,0.14285714285714285,0.5,1.0,0.35714285714285715,0.8,0.03571428571428571,,0.10714285714285714,0.3333333333333333,0.5,0.5,0.4922156050955414,0.4878166666666666,0.5030642857142857,0.1590909090909091,0.1830065359477124,,0.12980769230769232,0.19230769230769232,7.768888888888888,24.660869565217393,0.22981366459627328,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2484-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Devin Brown, Beno Udrih","Horry, Bowen, Duncan, Brown, Udrih",109-1477-1495-2484-2757,SAS,27.0,1,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,,,,,,,,,,1.0,,,,0.5,,,,,,,1.0,,,,,,160.0,,4.0,19.0,,17.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,0.337,0.337,,,,0.6666666666666666,1.0,6.4,,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2757-299,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Beno Udrih, Glenn Robinson","Horry, Bowen, Duncan, Udrih, Robinson",109-1477-1495-2757-299,SAS,87.0,1,1.0,-1.0,2.0,2.0,,,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.5,,,,0.5,0.5,,,,,,,,,,,66.20689655172414,,23.0,20.5,23.0,20.5,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6337666666666667,,,,,,,,1.2,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2757-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Beno Udrih, Brent Barry","Horry, Bowen, Duncan, Udrih, Barry",109-1477-1495-2757-699,SAS,795.0,9,13.0,6.0,28.0,25.0,9.0,7.0,3.0,53.0,2.0,6.0,1.0,2.0,1.0,3.0,6.0,10.0,3.0,5.0,,,,,,1.0,3.0,,,1.0,2.0,11.0,21.0,1.0,3.0,5.0,30.0,24.0,2.0,3.0,,,,4.0,3.0,6.0,1.0,2.0,2.0,11.0,10.0,12.0,3.0,,,,3.0,1.0,1.0,,5.0,1.0,6.0,1.0,,1.0,3.0,1.0,13.0,,3.0,4.0,4.0,1.0,9.0,3.0,12.0,1.0,4.0,1.0,3.0,3.0,,3.0,1.0,,,,4.0,,1.0,2.0,5.0,1.0,1.0,5.0,1.0,,3.0,,,,,,,,,,26.0,11.0,9.0,1.0,0.45454545454545453,0.45454545454545453,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5238095238095238,0.6666666666666666,0.5,0.5208333333333334,0.6666666666666666,0.5625,0.5769230769230769,0.6666666666666666,0.6111111111111112,0.125,,0.047619047619047616,,,0.2,,0.75,1.0,0.5714285714285714,0.3333333333333333,0.6666666666666666,,0.6153846153846154,0.3,0.5,0.25,,,,0.3333333333333333,0.5,1.0,0.5,1.0,0.1,96.0,,14.357142857142858,15.72,13.785714285714286,15.08,0.25,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.6,0.6,0.5,0.20833333333333334,0.6,0.75,0.3333333333333333,,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,,,,,,0.375,0.3333333333333333,,,0.25,0.5,0.375,0.3333333333333333,0.40643541666666666,0.4029666666666667,0.3520125,0.11538461538461539,0.13043478260869565,,0.13333333333333333,0.36666666666666664,9.661904761904761,28.566666666666666,0.32142857142857145,,,,,,,,,,,,,,1610612759,2005,2004-05,True
