EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,SecondChanceFtPoints,Blocked3s,BlockedCorner3,PenaltyCorner3FGM,Clear Path Fouls,PenaltyCorner3Accuracy,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedArc3,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,HeaveMakes,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
109-1477-1495-1901-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Dion Glover, Beno Udrih","Horry, Bowen, Duncan, Glover, Udrih",109-1477-1495-1901-2757,SAS,165.0,1,3.0,7.0,7.0,1.0,14.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.75,1.0,0.5,0.6,0.6666666666666666,0.5714285714285714,0.6,1.0,0.5,0.6666666666666666,0.6666666666666666,122.18181818181819,0.5,7.428571428571429,16.142857142857142,7.428571428571429,12.857142857142858,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.16666666666666666,0.3939166666666667,0.4267,7.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-1938-2225,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Horry, Bowen, Duncan, Ginobili, Parker",109-1477-1495-1938-2225,SAS,9039.0,36,151.0,254.0,265.0,41.0,519.0,85.0,23.0,56.0,27.0,57.0,90.0,198.0,256.0,338.0,39.0,84.0,22.0,42.0,54.0,15.0,120.0,42.0,20.0,55.0,4.0,79.0,51.0,130.0,18.0,6.0,25.0,17.0,23.0,8.0,2.0,48.0,33.0,85.0,3.0,18.0,11.0,18.0,10.0,211.0,0.4666666666666667,0.56,0.45454545454545453,0.46638655462184875,0.49230769230769234,0.1111111111111111,0.07142857142857142,0.5208333333333334,0.6666666666666666,0.6470588235294118,0.39622641509433965,0.7142857142857143,0.6637168141592921,0.3893129770992366,0.4878048780487805,0.37142857142857144,0.5625,0.6470588235294118,82.68171257882508,0.5555555555555556,17.429133858267715,17.40377358490566,16.401574803149607,16.494339622641508,0.35714285714285715,0.23529411764705882,0.23949579831932774,0.47368421052631576,0.47368421052631576,0.5555555555555556,0.5476190476190477,0.5252100840336135,0.47389117647058826,0.4990797297297297,8.103030303030303,-82.0,57.0,124.0,44.0,14.0,11.0,16.0,19.0,3.0,11.0,1.0,1.0,11.0,29.0,1.0,2.0,4.0,10.0,14.0,40.0,34.0,21.0,1.0,3.0,45.0,22.0,41.0,4.0,11.0,15.0,71.0,96.0,36.0,6.0,30.0,29.0,11.0,12.0,9.0,3.0,20.0,7.0,9.0,2.0,12.0,5.0,4.0,5.0,9.0,8.0,47.0,2.0,20.0,1.0,3.0,7.0,1.0,3.0,71.0,57.0,19.0,0.8571428571428571,0.35,0.3333333333333333,0.36363636363636365,0.35,0.5384615384615384,0.5365853658536586,0.5357142857142857,0.5384615384615384,0.5357142857142857,0.5819672131147541,0.16806722689075632,0.21176470588235294,0.36,0.3,0.2777777777777778,0.5714285714285714,0.6071428571428571,0.8,0.8181818181818182,0.01834862385321101,0.5176470588235295,0.6567164179104478,0.45454545454545453,0.3392857142857143,0.36538461538461536,0.3684210526315789,0.046218487394957986,0.2727272727272727,0.2727272727272727,1.0,0.12184873949579832,0.3793103448275862,0.3793103448275862,0.8181818181818182,0.6086956521739131,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.5,1.0,0.3076923076923077,0.6875,0.019230769230769232,0.19230769230769232,0.4,0.3793103448275862,0.45295865384615386,0.08171206225680934,0.09259259259259259,0.024390243902439025,0.17578125,0.27734375,24.5625,0.22440944881889763,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-1938-2366,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Mike Wilks","Horry, Bowen, Duncan, Ginobili, Wilks",109-1477-1495-1938-2366,SAS,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,47.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-1938-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Beno Udrih","Horry, Bowen, Duncan, Ginobili, Udrih",109-1477-1495-1938-2757,SAS,774.0,13,13.0,25.0,27.0,3.0,52.0,5.0,1.0,1.0,5.0,7.0,8.0,13.0,33.0,42.0,1.0,10.0,,5.0,6.0,2.0,13.0,1.0,4.0,4.0,,8.0,3.0,11.0,2.0,1.0,2.0,2.0,1.0,,,3.0,7.0,15.0,1.0,1.0,,2.0,2.0,27.0,0.625,0.625,0.6153846153846154,0.5277777777777778,0.6346153846153846,,,0.6666666666666666,,1.0,0.2,1.0,1.0,0.3333333333333333,0.5,,,1.0,96.74418604651163,1.0,16.6,13.296296296296296,16.36,13.148148148148149,0.2777777777777778,0.05555555555555555,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4,1.0,0.5555555555555556,0.4713777777777778,0.5569,10.86153846153846,-9.0,6.0,15.0,3.0,1.0,,,,1.0,1.0,,,,4.0,,,,,1.0,5.0,14.0,1.0,,,6.0,2.0,3.0,,,6.0,10.0,6.0,3.0,,,4.0,,1.0,,1.0,3.0,,2.0,,1.0,,,,,1.0,16.0,,5.0,,3.0,1.0,,1.0,10.0,6.0,2.0,1.0,0.2,,,0.2,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,0.2777777777777778,,0.5,,0.5,,1.0,1.0,1.0,,0.6,0.6,1.0,,,,0.05555555555555555,1.0,1.0,1.0,0.2222222222222222,,,,1.0,1.0,,,,,,,,,,,0.40243333333333337,0.21739130434782608,0.2777777777777778,,0.18181818181818182,0.30303030303030304,24.380000000000003,0.24,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-2484,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Devin Brown","Horry, Bowen, Duncan, Parker, Brown",109-1477-1495-2225-2484,SAS,3902.0,28,65.0,122.0,125.0,15.0,247.0,40.0,9.0,17.0,16.0,27.0,38.0,84.0,121.0,119.0,13.0,28.0,13.0,14.0,18.0,7.0,40.0,16.0,10.0,31.0,6.0,47.0,16.0,63.0,14.0,6.0,14.0,9.0,15.0,5.0,,29.0,12.0,31.0,,8.0,4.0,8.0,5.0,112.0,0.3684210526315789,0.3888888888888889,0.4523809523809524,0.4898989898989899,0.5401785714285714,0.15476190476190477,0.11764705882352941,0.4827586206896552,0.6666666666666666,0.6888888888888889,0.35555555555555557,0.8333333333333334,0.7192982456140351,0.3137254901960784,0.36363636363636365,0.5,0.5384615384615384,1.0,91.15325474115838,0.625,14.975409836065573,16.6,14.336065573770492,15.744,0.40404040404040403,0.1717171717171717,0.2727272727272727,0.5925925925925926,0.5925925925925926,0.4375,0.6428571428571429,0.5555555555555556,0.4912295918367347,0.4697892857142857,7.776190476190477,2.0,25.0,59.0,18.0,2.0,3.0,10.0,4.0,3.0,3.0,,1.0,4.0,12.0,,1.0,,1.0,7.0,15.0,24.0,4.0,,1.0,9.0,5.0,16.0,1.0,2.0,11.0,24.0,48.0,12.0,9.0,4.0,11.0,4.0,4.0,1.0,3.0,6.0,1.0,,2.0,8.0,3.0,1.0,2.0,6.0,7.0,27.0,1.0,13.0,,1.0,4.0,1.0,,24.0,25.0,6.0,0.5714285714285714,0.4666666666666667,,0.5,0.5,0.3076923076923077,0.3125,0.2857142857142857,0.3611111111111111,0.3,0.5,0.15151515151515152,0.275,,0.18181818181818182,,,0.6,0.8823529411764706,0.7142857142857143,0.05263157894736842,0.45,0.6206896551724138,0.3333333333333333,0.23529411764705882,0.26666666666666666,0.25,0.030303030303030304,1.0,1.0,1.0,0.12121212121212122,0.3333333333333333,0.3333333333333333,0.25,0.2222222222222222,,,0.07142857142857142,,,0.5555555555555556,0.3,0.05555555555555555,0.05555555555555555,,0.36363636363636365,0.4768529411764706,0.11711711711711711,0.13541666666666666,,0.0743801652892562,0.19834710743801653,26.146666666666665,0.20491803278688525,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Beno Udrih","Horry, Bowen, Duncan, Parker, Udrih",109-1477-1495-2225-2757,SAS,274.0,2,5.0,9.0,10.0,,19.0,1.0,,1.0,,1.0,,3.0,5.0,15.0,,,1.0,,1.0,,3.0,,1.0,1.0,1.0,3.0,,3.0,,,3.0,2.0,1.0,1.0,,4.0,1.0,2.0,,,,,,5.0,,,,0.375,0.5,0.3333333333333333,,0.75,1.0,0.5,,0.3333333333333333,0.4,,,,,,99.85401459854015,,14.666666666666666,14.2,14.666666666666666,12.0,0.25,0.25,0.25,,,,,0.5,0.5103,,9.200000000000001,-10.0,8.0,6.0,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,1.0,1.0,2.0,5.0,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,4.0,1.0,2.0,,1.0,,,,,,5.0,8.0,,1.0,1.0,,1.0,1.0,,,,0.5,,0.625,0.25,1.0,,,,,0.5,,0.5,,,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,0.5434,0.2,0.25,,,1.0,24.8,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2225-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Brent Barry","Horry, Bowen, Duncan, Parker, Barry",109-1477-1495-2225-699,SAS,4819.0,28,80.0,146.0,143.0,23.0,289.0,35.0,12.0,29.0,15.0,39.0,50.0,103.0,144.0,144.0,22.0,36.0,8.0,18.0,22.0,6.0,48.0,18.0,14.0,32.0,4.0,50.0,25.0,75.0,17.0,6.0,15.0,11.0,11.0,4.0,1.0,26.0,12.0,32.0,6.0,2.0,1.0,2.0,,117.0,0.36,0.4090909090909091,0.4854368932038835,0.45384615384615384,0.496551724137931,0.07766990291262135,0.06896551724137931,0.5769230769230769,0.8,0.7619047619047619,0.33962264150943394,0.6363636363636364,0.71875,0.33783783783783783,0.26666666666666666,0.42857142857142855,0.5,0.6923076923076923,86.3581655945217,,16.65068493150685,16.6993006993007,15.568493150684931,16.027972027972027,0.2692307692307692,0.2230769230769231,0.3,0.38461538461538464,0.38461538461538464,0.4,0.5,0.47692307692307695,0.4782353846153846,0.5132738095238095,9.358252427184466,,44.0,60.0,20.0,7.0,5.0,8.0,15.0,,7.0,,3.0,6.0,20.0,,2.0,2.0,3.0,6.0,27.0,26.0,11.0,,2.0,27.0,14.0,25.0,2.0,6.0,15.0,49.0,64.0,12.0,6.0,12.0,20.0,6.0,4.0,4.0,,9.0,3.0,7.0,1.0,11.0,2.0,2.0,,8.0,3.0,34.0,4.0,12.0,,7.0,1.0,2.0,2.0,49.0,44.0,5.0,0.6666666666666666,0.2222222222222222,,0.3333333333333333,0.2222222222222222,0.5,0.56,0.4583333333333333,0.5483870967741935,0.5,0.6282051282051282,0.2076923076923077,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.8947368421052632,0.8181818181818182,0.5555555555555556,0.015384615384615385,0.5714285714285714,0.6896551724137931,0.45,0.5172413793103449,0.5555555555555556,0.2,0.05384615384615385,,,,0.15384615384615385,0.3,0.3157894736842105,0.6666666666666666,0.5833333333333334,,,0.08333333333333333,,,0.25806451612903225,0.625,0.0967741935483871,0.0967741935483871,0.6666666666666666,0.3,0.4594532258064516,0.08695652173913043,0.10810810810810811,,0.1875,0.3402777777777778,24.48148148148148,0.3013698630136986,,5.0,,,,,,1.0,1.0,0.037037037037037035,0.05,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2366-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Mike Wilks, Brent Barry","Horry, Bowen, Duncan, Wilks, Barry",109-1477-1495-2366-699,SAS,4.0,1,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,360.0,,3.0,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2484-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Devin Brown, Beno Udrih","Horry, Bowen, Duncan, Brown, Udrih",109-1477-1495-2484-2757,SAS,1730.0,13,29.0,55.0,55.0,5.0,110.0,19.0,4.0,8.0,6.0,15.0,17.0,42.0,47.0,58.0,5.0,20.0,4.0,10.0,12.0,6.0,26.0,5.0,2.0,15.0,4.0,21.0,5.0,26.0,7.0,3.0,4.0,3.0,4.0,1.0,1.0,8.0,5.0,16.0,2.0,4.0,2.0,4.0,2.0,38.0,0.5882352941176471,0.6666666666666666,0.40476190476190477,0.4166666666666667,0.4519230769230769,0.09523809523809523,0.125,0.5,0.8,0.8823529411764706,0.2,0.5,0.8095238095238095,0.1724137931034483,0.3333333333333333,0.2857142857142857,1.0,,91.5606936416185,0.5,14.127272727272727,17.327272727272728,13.727272727272727,16.581818181818182,0.3958333333333333,0.16666666666666666,0.3125,0.4,0.4,1.0,0.6666666666666666,0.5208333333333334,0.5002145833333334,0.5151416666666667,8.233333333333334,-11.0,3.0,24.0,10.0,3.0,,1.0,1.0,,,,,2.0,6.0,1.0,1.0,,,2.0,6.0,7.0,3.0,1.0,1.0,9.0,,1.0,,,2.0,2.0,14.0,6.0,,4.0,6.0,2.0,2.0,2.0,,4.0,,,1.0,4.0,1.0,,,1.0,1.0,10.0,2.0,5.0,,1.0,1.0,,,2.0,3.0,3.0,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.6,,0.75,,0.75,0.5,0.125,0.15789473684210525,,,,,1.0,0.7142857142857143,0.6666666666666666,0.04,0.5263157894736842,0.625,0.4,0.125,0.14285714285714285,,,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.75,,,0.16666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,0.4183,0.09803921568627451,0.1111111111111111,,0.19148936170212766,0.0425531914893617,24.683333333333334,0.05454545454545454,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,True
109-1477-1495-2757-299,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Beno Udrih, Glenn Robinson","Horry, Bowen, Duncan, Udrih, Robinson",109-1477-1495-2757-299,SAS,33.0,1,1.0,,1.0,,1.0,1.0,,,,,,1.0,,3.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,43.63636363636363,,,18.0,,18.0,1.0,,,,,,,1.0,0.6099,,,-3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2005,2004-05,True
