EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SelfOReb,ShootingFouls,Fouls,BlockedShortMidRange,OffAtRimReboundPct,SelfORebPct,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,AtRimAssists,PenaltyTurnovers,PenaltyFg3Pct,AtRimPctAssisted,PenaltyArc3Accuracy,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,ShortMidRangeAssists,ShortMidRangePctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,Corner3FGA,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,PenaltyCorner3Frequency,OffCorner3ReboundPct,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,Corner3Assists,LongMidRangePctBlocked,Corner3PctAssisted,SecondChanceTurnovers,3SecondViolations,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Loose Ball Fouls,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,Travels,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,team_id,year,season,team_vs
1000-120-1720-2039-297,1610612748,"Shandon Anderson, Steven Smith, Michael Doleac, Keyon Dooling, Alonzo Mourning","Anderson, Smith, Doleac, Dooling, Mourning",1000-120-1720-2039-297,MIA,115.0,1,2.0,3.0,4.0,2.0,4.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,87.65217391304347,25.333333333333332,9.75,25.333333333333332,9.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.42110000000000003,0.46805,9.6,26.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-1800-2446-2548,1610612748,"Shandon Anderson, Michael Doleac, Damon Jones, Rasual Butler, Dwyane Wade","Anderson, Doleac, Jones, Butler, Wade",1000-1720-1800-2446-2548,MIA,96.0,1,2.0,4.0,4.0,4.0,,8,2.0,2.0,,,,,2.0,4.0,,7.0,5.0,4.0,,4.0,,,1.0,,1.0,2.0,4.0,4.0,0.5,0.5,0.7,,,,,1.0,0.5,,,120.0,13.5,10.5,13.5,9.75,0.5,,,,,0.5,,0.5,0.5016,0.5016,6.4,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.5,1.0,0.5,1.5,0.7,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5753,0.4,0.4,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-1800-2548-2617,1610612748,"Shandon Anderson, Michael Doleac, Damon Jones, Dwyane Wade, Udonis Haslem","Anderson, Doleac, Jones, Wade, Haslem",1000-1720-1800-2548-2617,MIA,48.0,1,1.0,2.0,2.0,2.0,,4,,,,,,,1.0,1.0,,4.0,2.0,1.0,,2.0,,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,120.0,8.0,16.0,8.0,16.0,,,,,,,,,0.4893,0.4893,4.0,,1.0,2.0,,,,,,1.0,2.0,,,,,1.0,2.0,4.0,,,,,,2.0,,1.0,,,,,4.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-2039-224-2446,1610612748,"Shandon Anderson, Michael Doleac, Keyon Dooling, Eddie Jones, Rasual Butler","Anderson, Doleac, Dooling, Jones, Butler",1000-1720-2039-224-2446,MIA,55.0,2,1.0,1.0,2.0,1.0,2.0,3,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,78.54545454545455,16.0,19.5,16.0,19.5,,,,,,,,,,,,,1.0,-1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-2039-2446-2548,1610612748,"Shandon Anderson, Michael Doleac, Keyon Dooling, Rasual Butler, Dwyane Wade","Anderson, Doleac, Dooling, Butler, Wade",1000-1720-2039-2446-2548,MIA,141.0,1,2.0,4.0,3.0,4.0,,7,3.0,3.0,,,1.0,1.0,2.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,1.0,,1.0,,1.0,3.0,4.0,4.0,0.5,0.4,0.4166666666666667,0.2,,,,0.5,0.5,,1.0,71.48936170212765,19.5,21.0,18.5,20.0,0.6,,,,0.2,0.6,0.2,0.8,0.56093,0.56093,2.25,24.8,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,5.0,,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,5.0,,0.5,,0.4,0.25,0.4166666666666667,1.0,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,0.2,1.0,,0.3333333333333333,0.5883,0.16666666666666666,0.2,0.2,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-2039-2446-297,1610612748,"Shandon Anderson, Michael Doleac, Keyon Dooling, Rasual Butler, Alonzo Mourning","Anderson, Doleac, Dooling, Butler, Mourning",1000-1720-2039-2446-297,MIA,160.0,1,3.0,5.0,4.0,,4.0,9,1.0,,1.0,1.0,2.0,,1.0,2.0,2.0,5.0,3.0,,,,2.0,,1.0,,2.0,2.0,5.0,,0.5,0.625,0.625,0.5,,,,1.0,1.0,,1.0,81.0,20.4,14.5,20.4,14.5,0.25,0.25,1.0,1.0,0.5,,,0.75,0.414,,9.55,26.85,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-2039-2446-363,1610612748,"Shandon Anderson, Michael Doleac, Keyon Dooling, Rasual Butler, Christian Laettner","Anderson, Doleac, Dooling, Butler, Laettner",1000-1720-2039-2446-363,MIA,106.0,1,2.0,4.0,4.0,4.0,4.0,8,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,5.0,4.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,,1.0,1.0,1.0,,108.67924528301887,12.5,14.0,12.5,14.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5103166666666666,0.5103166666666666,10.4,24.7,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,5.0,,,,,,,,,,,,,5.0,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1720-2039-2548-363,1610612748,"Shandon Anderson, Michael Doleac, Keyon Dooling, Dwyane Wade, Christian Laettner","Anderson, Doleac, Dooling, Wade, Laettner",1000-1720-2039-2548-363,MIA,63.0,2,1.0,4.0,2.0,4.0,2.0,6,1.0,1.0,,,,,1.0,1.0,,4.0,,1.0,,2.0,,,,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,1.0,,,137.14285714285714,8.25,15.0,8.25,15.0,1.0,,,,,1.0,,1.0,0.4921,0.4921,,,1.0,4.0,,1.0,,,1.0,,2.0,,,,,1.0,2.0,4.0,,,,1.0,1.0,2.0,,,,,,,4.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1800-2039-224-297,1610612748,"Shandon Anderson, Damon Jones, Keyon Dooling, Eddie Jones, Alonzo Mourning","Anderson, Jones, Dooling, Jones, Mourning",1000-1800-2039-224-297,MIA,119.0,1,2.0,4.0,4.0,,,8,,,1.0,1.0,,,2.0,3.0,,4.0,2.0,,,2.0,,,2.0,,2.0,2.0,4.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,0.5,,96.80672268907563,11.25,18.5,11.25,18.0,,0.3333333333333333,1.0,1.0,,,,,0.4501,,12.700000000000001,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,0.6666666666666666,,,,,,,,,1.0,,,,0.5,0.5,,,,1.0,,,,,2.0,,,1.0,,1.0,,,2.0,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
1000-1800-2039-2548-2617,1610612748,"Shandon Anderson, Damon Jones, Keyon Dooling, Dwyane Wade, Udonis Haslem","Anderson, Jones, Dooling, Wade, Haslem",1000-1800-2039-2548-2617,MIA,95.0,1,2.0,4.0,3.0,4.0,3.0,7,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,,,,,1.0,,4.0,0.5,0.25,0.25,0.5,,,,,,,,106.10526315789474,10.25,18.0,10.0,18.0,0.25,0.25,,,0.5,0.25,0.5,0.75,0.45745,0.45745,8.8,24.7,1.0,-4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,2.0,2.0,,1.0,,,,,,,,,,2.0,1.0,0.5,1.0,0.25,1.0,0.25,,0.3333333333333333,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,True
