EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyFG3M,HeaveAttempts,FTOffRebounds,PenaltyTurnovers,Defensive 3 Seconds Violations,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3Accuracy,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1715-1719-1899-2031-2073,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Brian Cardinal","Williams, Wells, Posey, Swift, Cardinal",1715-1719-1899-2031-2073,MEM,508.0,4,8.0,-12.0,16.0,17.0,4.0,2.0,1.0,33.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,11.0,1.0,2.0,3.0,12.0,24.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,12.0,2.0,4.0,1.0,1.0,0.5,0.5,0.2727272727272727,0.34615384615384615,0.4,0.25,0.15384615384615385,0.5,0.5,0.125,0.25,0.1111111111111111,0.2,0.5,93.54330708661418,16.625,14.235294117647058,15.8125,14.235294117647058,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.15384615384615385,0.46153846153846156,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.5,0.5,1.0,1.0,0.3333333333333333,0.38461538461538464,0.5,0.4695230769230769,0.5638,0.3800333333333333,0.13333333333333333,0.15384615384615385,0.16666666666666666,11.545454545454545,26.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2031-2200,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Pau Gasol","Williams, Wells, Posey, Swift, Gasol",1715-1719-1899-2031-2200,MEM,1293.0,7,22.0,-15.0,38.0,40.0,4.0,11.0,4.0,78.0,11.0,17.0,3.0,6.0,1.0,3.0,,4.0,,13.0,26.0,1.0,7.0,6.0,35.0,50.0,3.0,3.0,,1.0,3.0,10.0,3.0,4.0,,1.0,9.0,,19.0,6.0,7.0,11.0,6.0,17.0,4.0,3.0,4.0,3.0,3.0,,7.0,9.0,14.0,1.0,10.0,4.0,1.0,,1.0,31.0,3.0,4.0,,1.0,0.14285714285714285,0.14285714285714285,0.5,0.4393939393939394,0.4605263157894737,0.375,0.21212121212121213,0.5714285714285714,0.5833333333333334,0.46153846153846156,0.5,0.3333333333333333,,1.0,86.8677494199536,16.763157894736842,16.4,16.07894736842105,14.3,0.5151515151515151,0.6470588235294118,0.7857142857142857,0.18181818181818182,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.12121212121212122,,,,0.6,,0.7272727272727273,,0.5225046875,0.5985,0.44123333333333337,0.10810810810810811,0.13333333333333333,0.08571428571428572,3.792307692307692,26.514285714285712,0.10526315789473684,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,16.0,4.0,3.0,8.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,0.4,0.11538461538461539,0.17647058823529413,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.3333333333333333,0.5,0.4,0.13333333333333333,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,1.0,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.2,0.2,1.0,0.3333333333333333,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2031-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Shane Battier","Williams, Wells, Posey, Swift, Battier",1715-1719-1899-2031-2203,MEM,20.0,1,,-3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2031-2415,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Ryan Humphrey","Williams, Wells, Posey, Swift, Humphrey",1715-1719-1899-2031-2415,MEM,150.0,1,2.0,-2.0,5.0,3.0,2.0,1.0,2.0,8.0,,1.0,,2.0,,2.0,,,,1.0,5.0,,1.0,2.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,,,,,,1.0,,2.0,1.0,,,2.0,2.0,,,,,,,,2.0,2.0,,2.0,1.0,,,,2.0,2.0,2.0,,,,,0.2,0.16666666666666666,0.2857142857142857,0.25,0.16666666666666666,,,0.3333333333333333,,0.5,1.0,,76.8,16.2,23.0,15.8,16.666666666666668,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.37789999999999996,,0.3228666666666667,0.14285714285714285,0.16666666666666666,0.5,9.72,24.1,0.4,,,,1.0,,1.0,,,,,2.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,0.5,0.2,1.0,,,,,,,,,,0.5,0.5,1.0,,0.16666666666666666,,,,,,,,,0.5,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2031-953,1610612763,"Jason Williams, Bonzi Wells, James Posey, Stromile Swift, Lorenzen Wright","Williams, Wells, Posey, Swift, Wright",1715-1719-1899-2031-953,MEM,428.0,4,7.0,-1.0,14.0,13.0,3.0,3.0,2.0,27.0,2.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,,3.0,11.0,1.0,2.0,3.0,12.0,13.0,1.0,3.0,,,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,4.0,2.0,,,,9.0,2.0,3.0,1.0,1.0,0.5,0.5,0.2727272727272727,0.34615384615384615,0.4,0.3333333333333333,0.15384615384615385,1.0,0.5,0.125,0.4,0.2222222222222222,0.3333333333333333,,90.8411214953271,17.571428571428573,14.0,14.785714285714286,12.846153846153847,0.46153846153846156,0.3333333333333333,0.5,0.07692307692307693,0.3076923076923077,0.25,0.25,0.07692307692307693,1.0,1.0,1.0,0.5,,0.6153846153846154,1.0,0.5092153846153846,0.5764,0.4926333333333333,0.13333333333333333,0.15384615384615385,0.16666666666666666,6.581818181818182,23.7,0.21428571428571427,,1.0,2.0,,,1.0,,1.0,,1.0,3.0,1.0,2.0,,2.0,1.0,,1.0,,,1.0,,,2.0,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.75,0.3333333333333333,0.75,0.18181818181818182,0.3333333333333333,,0.3333333333333333,,,,1.0,1.0,,0.5,,,,,0.07692307692307693,,,,,,0.5,0.6666666666666666,0.5,0.25,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2034-2200,1610612763,"Jason Williams, Bonzi Wells, James Posey, Mike Miller, Pau Gasol","Williams, Wells, Posey, Miller, Gasol",1715-1719-1899-2034-2200,MEM,266.0,1,4.0,-1.0,8.0,8.0,,6.0,1.0,16.0,2.0,3.0,1.0,,1.0,2.0,,,,3.0,5.0,,,4.0,10.0,11.0,1.0,,,,,4.0,,,,,1.0,,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,,4.0,2.0,,,,8.0,,,,,,,0.6,0.6,0.7142857142857143,,,0.5,0.5,0.5,0.5,0.5,,0.5,86.61654135338345,13.5,19.75,13.5,17.5,0.6,0.6666666666666666,0.6666666666666666,,0.4,0.5,0.5,,,,,1.0,,0.6,,0.51774,0.6016,,0.2857142857142857,0.2857142857142857,,7.62,,,1.0,,,,,,,,1.0,,2.0,,2.0,2.0,,1.0,,1.0,,,,,,,,,1.0,,,0.3333333333333333,0.5,1.0,,1.0,,1.0,,,,,1.0,,,0.5,,,0.5,,,,,,,,,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2034-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Mike Miller, Shane Battier","Williams, Wells, Posey, Miller, Battier",1715-1719-1899-2034-2203,MEM,122.0,1,2.0,-2.0,6.0,6.0,3.0,6.0,1.0,12.0,1.0,4.0,2.0,,,,,1.0,,1.0,4.0,,1.0,5.0,7.0,9.0,2.0,,,5.0,5.0,2.0,,1.0,,,,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,1.0,,6.0,,,,,5.0,5.0,3.0,,,,,0.25,0.2,0.4375,0.8333333333333334,0.2,,1.0,0.6666666666666666,1.0,0.5,,,141.63934426229508,13.833333333333334,6.5,13.833333333333334,6.5,0.8,0.25,0.3333333333333333,,,,,0.2,,,,1.0,,1.0,,0.46421,0.5817,,,,0.7142857142857143,,34.5,0.5,1.0,,,,,,,,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,3.0,,,,0.5,,0.5,,0.5,0.25,0.25,,,0.6666666666666666,,1.0,,,,,,,,,,,,,0.5,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2034-953,1610612763,"Jason Williams, Bonzi Wells, James Posey, Mike Miller, Lorenzen Wright","Williams, Wells, Posey, Miller, Wright",1715-1719-1899-2034-953,MEM,127.0,1,2.0,4.0,3.0,4.0,,3.0,,7.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,7.0,3.0,,,,,,2.0,3.0,,,1.0,2.0,,5.0,,,2.0,,2.0,,,,,,,,1.0,2.0,,,,,,,7.0,,,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,,0.3333333333333333,,,,1.0,,,,79.37007874015748,19.333333333333332,17.25,19.333333333333332,16.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,0.6666666666666666,,0.49,,,,,,10.65,22.7,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2054-2203,1610612763,"Jason Williams, Bonzi Wells, James Posey, Jake Tsakalidis, Shane Battier","Williams, Wells, Posey, Tsakalidis, Battier",1715-1719-1899-2054-2203,MEM,474.0,1,8.0,9.0,15.0,15.0,,,1.0,30.0,3.0,5.0,,,4.0,4.0,1.0,1.0,,7.0,9.0,1.0,3.0,2.0,19.0,10.0,,,,,,10.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,,3.0,,3.0,,5.0,3.0,1.0,,1.0,18.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.7083333333333334,0.6785714285714286,,0.25,0.6666666666666666,0.8333333333333334,0.5,0.8571428571428571,0.25,,1.0,91.13924050632912,16.066666666666666,15.533333333333333,15.4,14.2,0.4166666666666667,0.6,0.75,,0.3333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.5317875,,,0.21428571428571427,0.2727272727272727,,8.577777777777778,23.5,,,,,,,2.0,,,,,1.0,,4.0,,1.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,0.2857142857142857,0.2857142857142857,,,,,0.5,0.1111111111111111,0.2,,1.0,0.5,,0.5,1.0,1.0,,0.3333333333333333,,,,0.25,0.16666666666666666,,,,,,,,,0.05263157894736842,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
1715-1719-1899-2054-953,1610612763,"Jason Williams, Bonzi Wells, James Posey, Jake Tsakalidis, Lorenzen Wright","Williams, Wells, Posey, Tsakalidis, Wright",1715-1719-1899-2054-953,MEM,164.0,1,3.0,6.0,6.0,5.0,4.0,,,11.0,2.0,3.0,,,1.0,1.0,,,,3.0,4.0,,,2.0,8.0,2.0,,4.0,,,6.0,2.0,,,,,2.0,,4.0,,3.0,3.0,,3.0,1.0,,,,,,,,1.0,,2.0,1.0,,,,8.0,6.0,4.0,,,,,0.75,0.75,0.8,0.75,,,1.0,,1.0,,,1.0,96.58536585365853,9.833333333333334,21.0,9.833333333333334,21.0,0.75,0.6666666666666666,0.6666666666666666,,0.25,1.0,1.0,,,,,,,0.75,,0.627725,,0.627725,0.2,0.2,0.75,4.3,,0.6666666666666666,,2.0,3.0,,,,,,,,,3.0,4.0,,,2.0,,2.0,,,,,,1.0,,,,,,0.6666666666666666,0.6666666666666666,,0.75,,0.75,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2005,2004-05,False
