EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyFG3A,Travels,Offensive Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3Frequency,PenaltyArc3FGA,SecondChanceFtPoints,Technical Free Throw Trips,PenaltyArc3Frequency,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,3SecondViolations,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
1890-2047-2063-2207-2405,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Amar'e Stoudemire","Marion, Richardson, Voskuhl, Johnson, Stoudemire",1890-2047-2063-2207-2405,PHX,2305.0,5,38.0,28.0,73.0,68.0,9.0,13.0,14.0,141.0,12.0,20.0,4.0,7.0,3.0,5.0,5.0,19.0,3.0,16.0,1.0,7.0,1.0,1.0,6.0,10.0,2.0,3.0,20.0,55.0,7.0,17.0,19.0,80.0,52.0,5.0,15.0,3.0,4.0,19.0,3.0,7.0,5.0,11.0,20.0,20.0,21.0,6.0,10.0,6.0,8.0,10.0,7.0,17.0,6.0,1.0,4.0,3.0,3.0,41.0,4.0,14.0,11.0,21.0,3.0,35.0,18.0,53.0,4.0,6.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,7.0,15.0,1.0,23.0,1.0,10.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,61.0,11.0,9.0,2.0,0.5,0.5882352941176471,1.0,0.4117647058823529,0.75,0.4117647058823529,0.36363636363636365,0.3333333333333333,0.42857142857142855,0.4236111111111111,0.5,0.42857142857142855,0.4819277108433735,0.5,0.55,0.2361111111111111,0.14545454545454545,0.2,0.15789473684210525,0.0625,0.5714285714285714,0.75,0.6363636363636364,0.4117647058823529,0.7857142857142857,0.4,0.6808510638297872,0.4090909090909091,0.625,0.35714285714285715,0.3333333333333333,0.25,0.5,0.6666666666666666,0.75,0.5333333333333333,0.625,1.0,0.10810810810810811,88.08676789587852,0.4,14.397260273972602,18.441176470588236,13.04109589041096,16.970588235294116,0.2777777777777778,0.6,0.75,0.3333333333333333,0.2638888888888889,0.2631578947368421,0.3125,0.6,0.2222222222222222,0.1875,0.2,1.0,0.09722222222222222,0.14285714285714285,0.14285714285714285,1.0,0.1388888888888889,0.6,0.6,1.0,0.3684210526315789,0.5714285714285714,0.25,0.05263157894736842,1.0,1.0,0.15789473684210525,0.6666666666666666,1.0,0.7142857142857143,0.6,0.5138888888888888,0.6,0.4947520833333333,0.46587666666666666,0.5219,0.12345679012345678,0.15625,0.2375,0.1375,8.518181818181818,24.570588235294117,0.1232876712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2207-2418,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Casey Jacobsen","Marion, Richardson, Voskuhl, Johnson, Jacobsen",1890-2047-2063-2207-2418,PHX,1037.0,4,17.0,,34.0,36.0,12.0,20.0,4.0,70.0,3.0,10.0,1.0,5.0,,3.0,4.0,9.0,1.0,5.0,1.0,2.0,,,1.0,3.0,,,8.0,24.0,2.0,5.0,10.0,32.0,32.0,1.0,5.0,,,2.0,2.0,8.0,6.0,10.0,6.0,10.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,1.0,12.0,2.0,4.0,5.0,11.0,,16.0,6.0,22.0,,1.0,,1.0,3.0,,3.0,2.0,,,5.0,2.0,3.0,5.0,,14.0,,5.0,2.0,1.0,,,1.0,1.0,1.0,30.0,10.0,12.0,1.0,0.375,0.42857142857142855,1.0,0.4,,0.4,0.3333333333333333,0.2,0.25,0.3793103448275862,0.2,0.2222222222222222,0.4444444444444444,0.16666666666666666,0.35714285714285715,0.1724137931034483,0.08333333333333333,0.2,,,0.6,,0.6875,0.26666666666666666,0.7142857142857143,0.6666666666666666,0.6956521739130435,0.3333333333333333,0.2857142857142857,0.25,0.25,0.5,1.0,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.7142857142857143,,,97.20347155255544,1.0,13.764705882352942,15.805555555555555,13.029411764705882,15.36111111111111,0.3448275862068966,0.3,0.375,0.6666666666666666,0.3103448275862069,0.4444444444444444,0.4444444444444444,,0.1724137931034483,0.2,0.2,1.0,0.06896551724137931,0.5,0.5,1.0,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2,,,,,,,,0.3333333333333333,,0.5172413793103449,0.3333333333333333,0.5017896551724138,0.6428333333333334,0.48556666666666665,0.14705882352941177,0.1724137931034483,0.0625,0.3125,7.641666666666667,25.2,0.35294117647058826,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2207-2470,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Smush Parker","Marion, Richardson, Voskuhl, Johnson, Parker",1890-2047-2063-2207-2470,PHX,143.0,1,2.0,-1.0,5.0,5.0,5.0,,1.0,10.0,1.0,2.0,,,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,1.0,4.0,,1.0,3.0,5.0,6.0,,,,,3.0,1.0,4.0,3.0,5.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,2.0,5.0,5.0,,1.0,1.0,,,,,0.25,,0.25,0.2,,0.2,0.3333333333333333,1.0,0.3333333333333333,0.2,,,,,,,,0.3333333333333333,1.0,,1.0,0.25,,1.0,,,,,,,1.0,,,100.69930069930071,,17.0,11.6,13.0,11.6,0.4,0.5,0.5,1.0,0.2,,,,0.2,,,,,,,,0.2,,,,,,,,,,,,,0.4,0.5,0.6,,0.52605,,0.52605,0.16666666666666666,0.2,0.6,1.0,8.175,25.3,1.0,,1.0,,,,,,1.0,3.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2207-2571,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Leandro Barbosa","Marion, Richardson, Voskuhl, Johnson, Barbosa",1890-2047-2063-2207-2571,PHX,724.0,6,12.0,10.0,21.0,24.0,12.0,12.0,3.0,45.0,5.0,10.0,2.0,4.0,3.0,7.0,2.0,3.0,1.0,2.0,3.0,4.0,,,1.0,4.0,,1.0,8.0,15.0,4.0,8.0,4.0,32.0,22.0,2.0,4.0,,1.0,4.0,5.0,9.0,,19.0,8.0,8.0,12.0,2.0,3.0,1.0,,4.0,4.0,8.0,1.0,3.0,3.0,1.0,,20.0,1.0,3.0,4.0,3.0,,7.0,4.0,11.0,1.0,4.0,3.0,1.0,,,,1.0,,,1.0,,3.0,8.0,,6.0,,2.0,1.0,1.0,,1.0,,1.0,,28.0,19.0,12.0,2.0,0.5,0.5714285714285714,1.0,0.5,,0.5714285714285714,0.5333333333333333,0.5,0.5555555555555556,0.6086956521739131,0.4,0.59375,0.6153846153846154,0.4,0.59375,0.34782608695652173,,,,,,,0.6,0.42857142857142855,0.8,0.3333333333333333,0.7,0.4,0.6,,,,1.0,,0.3333333333333333,1.0,0.8,,0.1,89.50276243093923,,17.0,15.291666666666666,16.0,15.125,0.43478260869565216,0.5,0.5,0.6,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.08695652173913043,0.5,0.5,,0.17391304347826086,0.75,0.75,1.0,0.17391304347826086,0.25,0.25,1.0,0.8,0.5,,,,,0.2,,,0.4375,0.42857142857142855,0.782608695652174,0.3333333333333333,0.5279833333333334,0.584975,0.5495285714285714,0.08,0.11764705882352941,0.125,0.59375,4.526666666666667,28.6625,0.5714285714285714,3.0,7.0,,1.0,,,0.1875,4.0,,,0.25,2.0,1.0,3.0,1.0,0.42857142857142855,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2207-754,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Jim Jackson","Marion, Richardson, Voskuhl, Johnson, Jackson",1890-2047-2063-2207-754,PHX,349.0,3,6.0,1.0,12.0,12.0,2.0,2.0,,24.0,4.0,4.0,,,,,,,1.0,2.0,,1.0,,,,1.0,,,5.0,6.0,,2.0,,10.0,9.0,,,,,,,,,,6.0,4.0,,,1.0,,,3.0,,3.0,,,3.0,,,6.0,,,2.0,5.0,,7.0,,7.0,,,,,1.0,3.0,1.0,3.0,,,4.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,10.0,,2.0,,0.6,0.6,,,,,0.8333333333333334,,,0.625,,,0.625,,,0.25,,,,,0.25,,1.0,,0.6666666666666666,,0.875,,,,,,,1.0,,1.0,1.0,0.5,,99.02578796561605,1.0,10.916666666666666,18.166666666666668,10.916666666666666,17.083333333333332,0.5,1.0,1.0,0.75,,,,,0.25,0.5,0.5,,0.125,,,,0.125,,,,,,,,,,,,,,,0.75,,0.5311125,,,,,,,6.933333333333334,24.4,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2207-959,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Joe Johnson, Steve Nash","Marion, Richardson, Voskuhl, Johnson, Nash",1890-2047-2063-2207-959,PHX,3245.0,16,54.0,7.0,110.0,108.0,58.0,40.0,16.0,218.0,15.0,26.0,2.0,4.0,8.0,14.0,5.0,11.0,15.0,29.0,5.0,6.0,2.0,2.0,3.0,22.0,,2.0,35.0,66.0,8.0,28.0,26.0,120.0,113.0,4.0,8.0,2.0,4.0,18.0,18.0,37.0,19.0,67.0,34.0,36.0,18.0,2.0,22.0,3.0,4.0,17.0,6.0,23.0,1.0,5.0,10.0,1.0,6.0,52.0,3.0,16.0,9.0,26.0,1.0,36.0,19.0,55.0,2.0,7.0,5.0,2.0,10.0,2.0,7.0,10.0,3.0,3.0,20.0,8.0,8.0,28.0,1.0,33.0,2.0,6.0,10.0,6.0,3.0,,3.0,6.0,3.0,102.0,67.0,58.0,6.0,0.4857142857142857,0.5,0.75,0.2857142857142857,0.5,0.2857142857142857,0.5303030303030303,0.5,0.4864864864864865,0.5,0.5833333333333334,0.5,0.5504587155963303,0.6,0.5677966101694916,0.2978723404255319,0.06060606060606061,0.11538461538461539,0.09090909090909091,,0.5,1.0,0.5909090909090909,0.5333333333333333,0.6923076923076923,0.16666666666666666,0.6140350877192983,0.3958333333333333,0.7272727272727273,,0.5714285714285714,0.17647058823529413,,0.5,0.5454545454545454,0.6521739130434783,0.7777777777777778,0.5,0.045454545454545456,96.73959938366717,0.5,13.39090909090909,16.40740740740741,12.718181818181819,15.046296296296296,0.2765957446808511,0.5769230769230769,0.6521739130434783,0.6666666666666666,0.11702127659574468,0.45454545454545453,0.5,0.2,0.30851063829787234,0.5172413793103449,0.5172413793103449,0.4,0.06382978723404255,0.8333333333333334,0.8333333333333334,1.0,0.23404255319148937,0.13636363636363635,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,,,0.2916666666666667,0.5714285714285714,0.574468085106383,0.13636363636363635,0.48589301075268815,0.481025,0.4742340425531915,0.0707070707070707,0.08571428571428572,0.15,0.5583333333333333,9.621212121212121,25.285714285714285,0.5272727272727272,3.0,11.0,2.0,2.0,1.0,1.0,0.0625,8.0,4.0,,0.16666666666666666,3.0,1.0,4.0,,0.36363636363636365,1.0,0.125,6.0,3.0,1.0,1.0,0.034482758620689655,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2405-2418,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Amar'e Stoudemire, Casey Jacobsen","Marion, Richardson, Voskuhl, Stoudemire, Jacobsen",1890-2047-2063-2405-2418,PHX,79.0,1,1.0,-2.0,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,1.0,,,,72.9113924050633,,14.5,25.0,14.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2405-959,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Amar'e Stoudemire, Steve Nash","Marion, Richardson, Voskuhl, Stoudemire, Nash",1890-2047-2063-2405-959,PHX,164.0,1,3.0,-2.0,5.0,5.0,,,,10.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,2.0,3.0,,1.0,,4.0,6.0,,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,4.0,,,,0.5,0.5,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,,,1.0,,0.5,,,,0.5,,,,,,,,1.0,,,,,87.80487804878048,,17.2,15.6,17.2,15.0,0.25,1.0,1.0,,,,,,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,0.5,,0.4979625,,,,,,,11.433333333333332,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2418-2470,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Casey Jacobsen, Smush Parker","Marion, Richardson, Voskuhl, Jacobsen, Parker",1890-2047-2063-2418-2470,PHX,24.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,9.0,15.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2063-2418-2571,1610612756,"Shawn Marion, Quentin Richardson, Jake Voskuhl, Casey Jacobsen, Leandro Barbosa","Marion, Richardson, Voskuhl, Jacobsen, Barbosa",1890-2047-2063-2418-2571,PHX,411.0,3,7.0,-13.0,13.0,15.0,,7.0,2.0,28.0,,2.0,,1.0,,,1.0,4.0,2.0,3.0,,1.0,,,,1.0,,,3.0,9.0,,2.0,,6.0,19.0,,2.0,,,,,,,,2.0,4.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,2.0,1.0,3.0,,4.0,3.0,7.0,2.0,,,,2.0,,2.0,2.0,,,4.0,,3.0,4.0,,,,,,1.0,,,1.0,1.0,,6.0,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,0.2727272727272727,,,0.2727272727272727,,,0.18181818181818182,0.1111111111111111,,0.25,,0.5,,0.75,0.3333333333333333,1.0,0.5,0.8,0.375,,0.6666666666666666,,,1.0,,,1.0,1.0,,0.2857142857142857,98.1021897810219,,14.461538461538462,14.866666666666667,12.846153846153847,14.733333333333333,0.18181818181818182,,,,0.36363636363636365,0.25,0.3333333333333333,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.09090909090909091,,,,0.09090909090909091,,,,0.5,,,,,,,,,,,0.36363636363636365,,0.4496636363636364,0.41865,,,,,,9.633333333333333,23.95,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
