EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,AtRimAssists,SelfOReb,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffThreePtRebounds,RecoveredBlocks,3SecondViolations,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,OffArc3ReboundPct,Blocked3s,BlockedCorner3,Steals,BadPassSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LostBallSteals,Loose Ball Fouls,BlockedLongMidRange,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,SecondChanceTurnovers,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,BlockedArc3,Clear Path Fouls,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1498-1504-1740-2209-2555,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Nick Collison","Daniels, Fortson, Lewis, Radmanovic, Collison",1498-1504-1740-2209-2555,SEA,410.0,4,7.0,-1.0,17.0,13.0,10.0,12.0,1.0,30.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,2.0,9.0,20.0,21.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,8.0,15.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,7.0,1.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,18.0,15.0,10.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.4444444444444444,1.0,0.6666666666666666,0.5,1.0,0.7,0.6,1.0,0.7777777777777778,0.18181818181818182,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.5,0.2,0.3333333333333333,1.0,1.0,105.3658536585366,12.647058823529411,15.0,12.294117647058824,14.153846153846153,0.09090909090909091,0.7272727272727273,0.5,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,0.2,1.0,0.2,0.18181818181818182,0.4177181818181818,0.4,0.44478,0.15384615384615385,0.18181818181818182,0.1,0.75,18.044444444444444,24.0,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2209-2557,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Luke Ridnour","Daniels, Fortson, Lewis, Radmanovic, Ridnour",1498-1504-1740-2209-2557,SEA,224.0,2,4.0,1.0,7.0,8.0,,,1.0,15.0,,3.0,4.0,,,,,1.0,,6.0,7.0,,1.0,,12.0,11.0,1.0,1.0,2.0,,,,,,,12.0,,,1.0,,6.0,,6.0,,3.0,12.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,10.0,,,,1.0,1.0,,,,,0.8571428571428571,1.0,,0.75,1.0,,0.75,1.0,,0.125,,,,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,96.42857142857143,15.857142857142858,14.125,15.285714285714286,14.125,,0.5,0.75,0.75,1.0,,,,,0.125,,,,0.5,0.485225,0.4102,,,,0.16666666666666666,,11.557142857142859,24.3,,3.0,3.0,3.0,1.0,1.0,0.5,0.375,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2209-951,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Vladimir Radmanovic, Ray Allen","Daniels, Fortson, Lewis, Radmanovic, Allen",1498-1504-1740-2209-951,SEA,298.0,2,5.0,-3.0,9.0,10.0,4.0,,1.0,19.0,3.0,,1.0,,,,,,,5.0,9.0,,,,10.0,13.0,1.0,1.0,2.0,2.0,3.0,,,,4.0,6.0,4.0,,,1.0,3.0,,3.0,,,6.0,1.0,2.0,1.0,4.0,1.0,5.0,,,,,,,1.0,1.0,,,,,,,,,8.0,4.0,4.0,,0.6,0.75,,,,,0.5555555555555556,1.0,0.6666666666666666,0.5555555555555556,1.0,0.6666666666666666,0.5555555555555556,1.0,0.6666666666666666,,0.1111111111111111,0.3333333333333333,,1.0,0.25,0.6666666666666666,0.75,0.25,1.0,,0.6666666666666666,91.81208053691275,15.444444444444445,15.9,15.333333333333334,14.3,0.3333333333333333,0.1111111111111111,,,,,,,,,,,,0.5555555555555556,0.5002777777777778,0.559,0.4802666666666667,,,0.2,0.4,3.8666666666666663,,0.4444444444444444,4.0,5.0,2.0,,1.0,,0.5555555555555556,0.8,0.8,0.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2436-2555,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Flip Murray, Nick Collison","Daniels, Fortson, Lewis, Murray, Collison",1498-1504-1740-2436-2555,SEA,147.0,2,2.0,2.0,5.0,4.0,,1.0,1.0,9.0,,,,,1.0,,,,,2.0,2.0,,1.0,,4.0,2.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,,,1.0,,1.0,,,2.0,,,2.0,3.0,1.0,4.0,,,,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,0.5,1.0,,,,,1.0,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.3333333333333333,,,,1.0,,,1.0,1.0,,1.0,,88.16326530612244,13.4,20.0,13.4,20.0,,,,,,0.3333333333333333,,,,,,,,1.0,0.6714333333333333,,,,,0.5,,1.1,23.8,,2.0,2.0,1.0,,,,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,,,,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2555-2557,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Nick Collison, Luke Ridnour","Daniels, Fortson, Lewis, Collison, Ridnour",1498-1504-1740-2555-2557,SEA,281.0,3,5.0,5.0,8.0,6.0,,,2.0,14.0,,1.0,3.0,,,,,1.0,,3.0,5.0,,1.0,3.0,9.0,4.0,1.0,2.0,2.0,,,,,,,6.0,,,1.0,,3.0,,3.0,,1.0,6.0,1.0,,3.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,,,1.0,,4.0,,2.0,,,,,7.0,,,,1.0,1.0,,,,,0.6,0.5,,0.5,0.5,,0.5625,0.5,,0.16666666666666666,,,0.3333333333333333,0.75,0.5,,0.75,0.6666666666666666,0.5,0.6666666666666666,,71.74377224199287,19.25,21.166666666666668,16.125,18.333333333333332,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.16666666666666666,,,,0.5,0.4512416666666667,0.4014,,0.25,0.2857142857142857,0.2222222222222222,,11.28,26.7,,2.0,2.0,2.0,,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2555-951,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Nick Collison, Ray Allen","Daniels, Fortson, Lewis, Collison, Allen",1498-1504-1740-2555-951,SEA,204.0,2,3.0,,9.0,7.0,2.0,4.0,,16.0,,2.0,3.0,,,,,1.0,,4.0,5.0,,1.0,2.0,10.0,10.0,,,,1.0,1.0,,,2.0,4.0,6.0,2.0,,1.0,,3.0,,3.0,,2.0,6.0,,1.0,1.0,2.0,,2.0,2.0,,2.0,,2.0,,,,,2.0,,,1.0,,,1.0,10.0,4.0,2.0,,0.75,0.75,,,,,0.8,,1.0,0.6666666666666666,,1.0,0.7142857142857143,,1.0,0.16666666666666666,,,1.0,1.0,,0.5,0.6666666666666666,,,,1.0,112.94117647058823,10.444444444444445,15.714285714285714,10.444444444444445,15.142857142857142,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.16666666666666666,,,,0.5,0.49357500000000004,,0.3729,,,,0.4,10.92,24.8,0.2222222222222222,2.0,2.0,1.0,,,,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-1740-2557-2863,1610612760,"Antonio Daniels, Danny Fortson, Rashard Lewis, Luke Ridnour, Damien Wilkins","Daniels, Fortson, Lewis, Ridnour, Wilkins",1498-1504-1740-2557-2863,SEA,51.0,1,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,56.470588235294116,31.0,20.0,31.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-2209-2555-2557,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Nick Collison, Luke Ridnour","Daniels, Fortson, Radmanovic, Collison, Ridnour",1498-1504-2209-2555-2557,SEA,402.0,3,7.0,3.0,12.0,12.0,,,4.0,24.0,3.0,1.0,3.0,,,,,3.0,,4.0,12.0,,3.0,2.0,10.0,7.0,2.0,4.0,4.0,,,,,,,,8.0,,3.0,1.0,,,,,,,5.0,1.0,6.0,7.0,5.0,12.0,1.0,,,,1.0,,1.0,1.0,,3.0,,2.0,,1.0,1.0,1.0,6.0,,,,,,,,,,0.3333333333333333,0.5,,0.26666666666666666,0.5,,0.3125,0.5,,0.2,0.08333333333333333,,1.0,0.8571428571428571,0.625,0.5,0.7777777777777778,0.45454545454545453,1.0,1.0,,85.97014925373134,17.5,16.0,15.5,15.416666666666666,0.2,0.2,0.3333333333333333,0.3333333333333333,,,,,,0.2,,,,0.6,0.5016233333333333,0.461625,,0.125,0.15384615384615385,0.4,,6.733333333333333,25.666666666666668,,1.0,6.0,,,0.5,,0.4,0.16666666666666666,0.2,,,2.0,,,2.0,,,,,0.6666666666666666,0.6666666666666666,,0.5,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.16666666666666666,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-2209-2555-951,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Nick Collison, Ray Allen","Daniels, Fortson, Radmanovic, Collison, Allen",1498-1504-2209-2555-951,SEA,1218.0,6,20.0,8.0,39.0,40.0,16.0,13.0,4.0,79.0,5.0,6.0,14.0,1.0,3.0,,1.0,10.0,8.0,14.0,27.0,3.0,13.0,10.0,47.0,39.0,1.0,4.0,2.0,4.0,9.0,1.0,9.0,4.0,15.0,16.0,12.0,6.0,10.0,,8.0,2.0,10.0,1.0,3.0,22.0,3.0,2.0,6.0,8.0,7.0,15.0,1.0,,1.0,1.0,2.0,,7.0,17.0,1.0,10.0,,4.0,2.0,2.0,1.0,2.0,45.0,15.0,16.0,3.0,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.23076923076923078,0.1111111111111111,0.23076923076923078,0.5185185185185185,0.25,0.4444444444444444,0.4625,0.2,0.3055555555555556,0.5340909090909091,0.2,0.375,0.325,,,0.5,0.8571428571428571,0.23076923076923078,0.5,0.7272727272727273,0.3333333333333333,,0.8,0.5,93.39901477832512,16.076923076923077,14.775,14.717948717948717,14.775,0.125,0.35,0.42857142857142855,0.42857142857142855,0.5,0.075,0.3333333333333333,0.3333333333333333,1.0,0.25,0.05555555555555555,,0.4444444444444444,0.525,0.44667625,0.4177,0.4301583333333333,0.09523809523809523,0.13793103448275862,0.0425531914893617,0.3191489361702128,10.8,25.27692307692308,0.41025641025641024,5.0,8.0,2.0,1.0,1.0,0.047619047619047616,0.2,0.625,0.625,0.4,,1.0,1.0,2.0,3.0,,3.0,,,0.6,0.6,1.0,0.2,,0.1111111111111111,0.5,4.0,2.0,,0.5,1.0,1.0,1.0,0.3333333333333333,,,5.0,2.0,,2.0,,1.0,,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.2,0.2,0.5,0.2,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
1498-1504-2209-2557-951,1610612760,"Antonio Daniels, Danny Fortson, Vladimir Radmanovic, Luke Ridnour, Ray Allen","Daniels, Fortson, Radmanovic, Ridnour, Allen",1498-1504-2209-2557-951,SEA,29.0,1,,1.0,2.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,3.0,3.0,2.0,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,4.0,,1.0,1.0,,,,2.0,3.0,2.0,,,,,,,,,,,,,,0.75,0.5,0.75,,,,,,,,,,,,,148.9655172413793,9.0,11.0,4.5,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2005,2004-05,True
