EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,ThreePtShootingFoulsDrawn,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,AtRimAssists,ShootingFouls,AtRimPctAssisted,Fg2aBlocked,LongMidRangeAssists,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,PtsPutbacks,DefCorner3ReboundPct,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,Offensive Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceTurnovers,DefAtRimReboundPct,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SelfOReb,SelfORebPct,HeaveAttempts,SecondChanceAtRimPctAssisted,Corner3PctBlocked,team_id,year,season,team_vs
1444-15-1559-2199-2457,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Tyson Chandler, Jannero Pargo","Funderburke, Piatkowski, Griffin, Chandler, Pargo",1444-15-1559-2199-2457,CHI,475.0,1,8.0,16.0,14.0,15.0,9.0,8.0,3.0,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,4.0,7.0,7.0,23.0,7.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,15.0,2.0,2.0,12.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,8.0,2.0,2.0,21.0,15.0,9.0,4.0,0.5,0.5,1.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5,0.5,0.5,0.7272727272727273,0.3333333333333333,0.7142857142857143,0.7666666666666667,0.3333333333333333,0.75,0.6363636363636364,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,0.3333333333333333,0.75,0.4,1.0,1.0,0.5,0.8,1.0,87.91578947368421,13.357142857142858,19.2,11.285714285714286,17.333333333333332,0.09090909090909091,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,0.6,0.6,1.0,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,1.0,0.42857142857142855,0.6666666666666666,0.7272727272727273,0.6,0.45258181818181814,0.42895,0.3985785714285714,0.15384615384615385,0.3333333333333333,0.08695652173913043,0.6521739130434783,8.925,25.485714285714288,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-1559-2457-2550,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Jannero Pargo, Kirk Hinrich","Funderburke, Piatkowski, Griffin, Pargo, Hinrich",1444-15-1559-2457-2550,CHI,78.0,1,1.0,-3.0,2.0,2.0,,,,4,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,73.84615384615384,22.0,17.0,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-1559-2457-2804,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Jannero Pargo, Andres Nocioni","Funderburke, Piatkowski, Griffin, Pargo, Nocioni",1444-15-1559-2457-2804,CHI,11.0,1,,,1.0,,1.0,,,1,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.2685,,0.2685,,,,,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-1559-2457-2876,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Jannero Pargo, Jared Reiner","Funderburke, Piatkowski, Griffin, Pargo, Reiner",1444-15-1559-2457-2876,CHI,25.0,1,,,1.0,1.0,1.0,1.0,,2,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,11.0,14.0,11.0,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3219,,0.3219,,,,,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-2199-2457-2550,1610612741,"Lawrence Funderburke, Eric Piatkowski, Tyson Chandler, Jannero Pargo, Kirk Hinrich","Funderburke, Piatkowski, Chandler, Pargo, Hinrich",1444-15-2199-2457-2550,CHI,62.0,1,1.0,3.0,7.0,7.0,7.0,7.0,1.0,14,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,3.0,2.0,3.0,3.0,13.0,10.0,,,,1.0,2.0,3.0,2.0,3.0,3.0,13.0,,4.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,,5.0,,5.0,,1.0,12.0,13.0,7.0,5.0,,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,0.8333333333333334,0.8125,0.5,0.8125,0.5,,,,,1.0,,,,0.5,,,,,,325.1612903225806,6.857142857142857,2.0,6.857142857142857,2.0,0.16666666666666666,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,0.16666666666666666,,0.3333333333333333,0.5,0.6666666666666666,0.5,0.41885833333333333,,0.41885833333333333,0.14285714285714285,,0.07692307692307693,1.0,10.333333333333334,25.599999999999998,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-2199-2457-2804,1610612741,"Lawrence Funderburke, Eric Piatkowski, Tyson Chandler, Jannero Pargo, Andres Nocioni","Funderburke, Piatkowski, Chandler, Pargo, Nocioni",1444-15-2199-2457-2804,CHI,67.0,1,1.0,-2.0,2.0,3.0,2.0,3.0,,5,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,3.0,5.0,,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,3.0,3.0,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,,,,,,,,,,,,,107.46268656716417,12.0,14.333333333333334,12.0,14.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.5559,,0.5559,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-2550-2732-2804,1610612741,"Lawrence Funderburke, Eric Piatkowski, Kirk Hinrich, Ben Gordon, Andres Nocioni","Funderburke, Piatkowski, Hinrich, Gordon, Nocioni",1444-15-2550-2732-2804,CHI,140.0,1,2.0,-1.0,5.0,6.0,2.0,2.0,,11,,1.0,,,,,,,3.0,,,,,,,,2.0,4.0,,,1.0,5.0,6.0,,,,,2.0,2.0,,,,4.0,2.0,2.0,,,,1.0,,1.0,,,,2.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,1.0,,2.0,1.0,,5.0,4.0,2.0,,0.5,0.5,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,113.14285714285714,14.8,11.0,14.8,11.0,0.25,,,,,,,0.75,,,,,,,,,,,,,,,,0.25,,0.430225,,0.38155,0.2,0.2,,0.8,15.225,,0.4,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,1.0,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-15-2550-2732-970,1610612741,"Lawrence Funderburke, Eric Piatkowski, Kirk Hinrich, Ben Gordon, Othella Harrington","Funderburke, Piatkowski, Hinrich, Gordon, Harrington",1444-15-2550-2732-970,CHI,49.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,3,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,2.0,3.0,1.0,1.0,,2.0,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,1.0,,,,1.0,,,,,,88.16326530612245,12.0,18.5,10.0,18.5,1.0,0.5,0.5,,,,,,,,,,,,,,1.0,1.0,,1.0,0.5,,,1.0,,0.5554,0.5096,0.5554,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-1559-213-2457-2550,1610612741,"Lawrence Funderburke, Adrian Griffin, Antonio Davis, Jannero Pargo, Kirk Hinrich","Funderburke, Griffin, Davis, Pargo, Hinrich",1444-1559-213-2457-2550,CHI,22.0,1,,,1.0,,,,,1,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,20.0,,20.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3491,,,,,,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
1444-1559-213-2550-2732,1610612741,"Lawrence Funderburke, Adrian Griffin, Antonio Davis, Kirk Hinrich, Ben Gordon","Funderburke, Griffin, Davis, Hinrich, Gordon",1444-1559-213-2550-2732,CHI,105.0,1,2.0,-5.0,3.0,4.0,,4.0,2.0,7,,,,,,,,1.0,3.0,,1.0,,,,,,,4.0,,1.0,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.25,1.0,1.0,1.0,0.4,0.3333333333333333,1.0,,,,96.0,18.666666666666668,12.25,16.333333333333332,12.25,,,,0.2,,,,0.6,0.2,,,,,,,,,,,,,,,0.2,,0.45252,0.4257,,,,,,15.025,23.9,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,False
