EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,PtsUnassisted2s,Blocked2s,BlockedAtRim,Blocks,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,ThreePtShootingFoulsDrawn,LiveBallTurnoverPct,DefFTReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,FTOffRebounds,LostBallSteals,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChancePointsPct,Technical Free Throw Trips,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,PenaltyCorner3FGM,PtsPutbacks,Offensive Fouls,DefCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,Travels,HeaveAttempts,LongMidRangePctBlocked,SecondChanceTurnovers,Loose Ball Fouls,BlockedShortMidRange,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedLongMidRange,BlockedCorner3,team_id,year,season,team_vs
1761-1863-1889-1922-2030,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Kenyon Martin","Buckner, Boykins, Miller, Elson, Martin",1761-1863-1889-1922-2030,DEN,339.0,4,6.0,8.0,10.0,1.0,4.0,1.0,18.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,16.0,16.0,2.0,1.0,8.0,6.0,1.0,4.0,2.0,6.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.7272727272727273,0.2,0.125,0.25,0.5,0.5,0.5,0.5,0.3333333333333333,76.46017699115043,19.5,18.3,18.25,17.4,0.4,0.5,0.6666666666666666,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.6,0.49829999999999997,0.56135,0.3915,0.18181818181818182,0.2222222222222222,6.8,23.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-2035,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, DerMarr Johnson","Buckner, Boykins, Miller, Elson, Johnson",1761-1863-1889-1922-2035,DEN,7.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-2059,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Eduardo Najera","Buckner, Boykins, Miller, Elson, Najera",1761-1863-1889-1922-2059,DEN,486.0,4,8.0,15.0,15.0,9.0,12.0,2.0,30.0,1.0,2.0,1.0,2.0,3.0,4.0,,1.0,5.0,8.0,2.0,5.0,2.0,18.0,14.0,1.0,4.0,10.0,6.0,,5.0,2.0,7.0,,1.0,3.0,16.0,,1.0,7.0,,1.0,1.0,1.0,2.0,2.0,,,,18.0,9.0,1.0,1.0,1.0,1.0,0.4,0.4,0.625,0.6153846153846154,0.6428571428571429,0.38461538461538464,,,,0.16666666666666666,,,,88.88888888888889,17.4,15.0,17.133333333333333,14.666666666666666,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.3076923076923077,0.75,0.75,1.0,0.07692307692307693,,,,1.0,0.5384615384615384,0.50495,,0.47400000000000003,,,12.125,24.46,0.6,4.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,9.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,9.0,0.3333333333333333,0.5,0.5,0.5625,0.2,0.25,0.8,0.6666666666666666,0.3333333333333333,0.75,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.3076923076923077,0.5,0.6666666666666666,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-2206,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Rodney White","Buckner, Boykins, Miller, Elson, White",1761-1863-1889-1922-2206,DEN,25.0,1,,4.0,4.0,4.0,4.0,,8.0,,,,,,,,,,,,,5.0,5.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,5.0,4.0,,,,,,,,,0.8333333333333334,,,,,,,,,460.79999999999995,1.5,4.75,1.5,4.75,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,5.0,,,,,,,1.0,,1.0,1.0,,1.0,3.0,5.0,,,,0.8333333333333334,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-2403,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Nene","Buckner, Boykins, Miller, Elson, Nene",1761-1863-1889-1922-2403,DEN,119.0,1,2.0,4.0,3.0,,,,7.0,1.0,1.0,,2.0,,1.0,,,3.0,4.0,,,,6.0,2.0,,,4.0,,,2.0,,2.0,,1.0,,4.0,,,1.0,,1.0,1.0,,1.0,,,,,6.0,,,0.6666666666666666,0.6666666666666666,,,,0.75,0.75,0.75,,,,,,,,,84.70588235294117,14.25,20.666666666666668,14.25,20.666666666666668,0.25,1.0,1.0,1.0,0.5,0.25,,,,,,,,,0.25,0.444075,,,,,8.875,,,4.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-2546,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Carmelo Anthony","Buckner, Boykins, Miller, Elson, Anthony",1761-1863-1889-1922-2546,DEN,204.0,4,3.0,8.0,8.0,3.0,3.0,1.0,16.0,2.0,3.0,1.0,,,1.0,,,2.0,4.0,1.0,3.0,2.0,9.0,9.0,1.0,1.0,4.0,3.0,,2.0,1.0,3.0,,2.0,,7.0,,1.0,3.0,,,,1.0,2.0,4.0,,1.0,,9.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.42857142857142855,,,,0.3333333333333333,,,,112.94117647058823,11.75,13.75,11.625,10.875,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,0.14285714285714285,,,,,,,,1.0,0.8571428571428571,0.5799142857142857,,0.316,0.125,0.2,4.15,24.766666666666666,0.375,,,,1.0,3.0,,,,,,2.0,2.0,3.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,2.0,,,,0.3333333333333333,,,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,,1.0,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.2222222222222222,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-935,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Bryon Russell","Buckner, Boykins, Miller, Elson, Russell",1761-1863-1889-1922-935,DEN,71.0,2,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,2.0,4.0,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,,,,4.0,1.0,,1.0,1.0,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,,,,0.5,,,,101.40845070422534,17.0,10.0,10.666666666666666,10.0,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,0.6666666666666666,0.6054666666666667,,,0.25,,7.5,23.8,0.3333333333333333,3.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Marcus Camby","Buckner, Boykins, Miller, Elson, Camby",1761-1863-1889-1922-948,DEN,203.0,2,3.0,5.0,6.0,5.0,1.0,1.0,11.0,1.0,1.0,,3.0,,2.0,,,2.0,6.0,,,,4.0,10.0,1.0,6.0,4.0,,,2.0,,2.0,,1.0,,4.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,4.0,5.0,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.25,0.25,,,,78.0295566502463,23.6,14.166666666666666,22.0,14.166666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,0.16666666666666666,0.4133833333333334,0.413,0.4133833333333334,,,11.866666666666667,,1.0,-6.0,1.0,,,,,,2.0,,,,4.0,,,,,1.0,,,1.0,1.0,,,,,4.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,,,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-1922-998,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Francisco Elson, Mark Pope","Buckner, Boykins, Miller, Elson, Pope",1761-1863-1889-1922-998,DEN,20.0,1,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2030-2059,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Kenyon Martin, Eduardo Najera","Buckner, Boykins, Miller, Martin, Najera",1761-1863-1889-2030-2059,DEN,133.0,2,2.0,5.0,6.0,5.0,5.0,1.0,11.0,1.0,1.0,1.0,,1.0,2.0,,,2.0,3.0,,1.0,1.0,5.0,6.0,1.0,3.0,4.0,,,2.0,,2.0,,1.0,1.0,4.0,,3.0,5.0,,1.0,,,1.0,2.0,,,,2.0,5.0,1.0,1.0,1.0,,,,0.6666666666666666,0.5,0.5,0.25,,,,0.5,,,,119.09774436090225,19.4,6.0,13.4,6.0,0.25,1.0,1.0,1.0,,0.5,0.5,0.5,1.0,,,,,0.5,0.5,0.468275,0.5403,0.468275,,,10.700000000000001,24.8,1.0,-1.0,,,,1.0,,1.0,2.0,,1.0,1.0,5.0,1.0,,,,,1.0,1.0,,2.0,,,2.0,1.0,5.0,,0.6666666666666666,0.5,0.5,,,,1.0,1.0,1.0,1.0,,,1.0,,,,0.25,,,,,0.25,,,1.0,,2.0,,,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
