EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,OpponentPoints,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,HeaveAttempts,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,DefArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassTurnovers,Travels,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,3SecondViolations,SecondChanceCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1890-2047-2207-2212-2571,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Steven Hunter, Leandro Barbosa","Marion, Richardson, Johnson, Hunter, Barbosa",1890-2047-2207-2212-2571,PHX,48.0,1,1.0,2.0,2,1,2.0,3,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,0.2,0.3333333333333333,0.25,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,0.75,0.5,1.0,1.0,1.0,90.0,17.5,13.0,11.5,13.0,0.5,0.25,0.25,1.0,0.75,0.5486375,0.5919,0.2,0.25,1.0,3.733333333333333,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-2212-754,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Steven Hunter, Jim Jackson","Marion, Richardson, Johnson, Hunter, Jackson",1890-2047-2207-2212-754,PHX,664.0,3,11.0,10.0,18,21,2.0,39,6.0,2.0,6.0,1.0,19.0,3.0,4.0,28.0,3.0,,4.0,1.0,2.0,,5.0,8.0,10.0,5.0,15.0,5.0,1.0,0.5625,0.6666666666666666,0.13636363636363635,0.10526315789473684,0.16666666666666666,0.8,0.5,,0.75,0.45454545454545453,1.0,0.5,,0.5,84.57831325301206,18.72222222222222,15.571428571428571,18.444444444444443,14.095238095238095,0.2727272727272727,0.2727272727272727,0.045454545454545456,0.6666666666666666,0.4090909090909091,0.45402045454545453,0.5085333333333334,0.043478260869565216,0.05,0.14285714285714285,10.468421052631578,23.766666666666666,7.0,6.0,5.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,9.0,2.0,18.0,2.0,3.0,5.0,1.0,1.0,2.0,11.0,10.0,8.0,6.0,4.0,1.0,5.0,2.0,7.0,1.0,1.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,24.0,11.0,7.0,0.5555555555555556,0.7142857142857143,1.0,0.6666666666666666,1.0,0.6666666666666666,0.47368421052631576,0.6666666666666666,0.6,0.5454545454545454,0.6666666666666666,0.75,0.7857142857142857,0.14285714285714285,1.0,0.5,0.4,0.75,1.0,1.0,0.5,0.8333333333333334,1.0,0.8,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.2857142857142857,0.3333333333333333,0.5,0.09090909090909091,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,0.4573583333333333,0.39285714285714285,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-2212-959,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Steven Hunter, Steve Nash","Marion, Richardson, Johnson, Hunter, Nash",1890-2047-2207-2212-959,PHX,692.0,4,12.0,-3.0,21,26,1.0,47,8.0,1.0,4.0,4.0,13.0,6.0,4.0,23.0,1.0,,2.0,3.0,2.0,,1.0,6.0,10.0,1.0,11.0,5.0,2.0,0.5476190476190477,1.0,0.3157894736842105,0.15384615384615385,0.25,0.42857142857142855,0.2,,0.5,0.1111111111111111,,0.5,,0.375,97.80346820809248,13.047619047619047,16.076923076923077,13.047619047619047,14.384615384615385,0.42105263157894735,0.21052631578947367,0.21052631578947367,1.0,0.7368421052631579,0.5331138888888889,0.5696,0.1,0.14285714285714285,0.08695652173913043,4.592307692307693,29.333333333333332,11.0,9.0,6.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,3.0,8.0,1.0,26.0,1.0,6.0,9.0,1.0,3.0,4.0,19.0,6.0,10.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,,3.0,,9.0,2.0,2.0,,,1.0,,3.0,1.0,3.0,,1.0,3.0,3.0,,3.0,1.0,21.0,19.0,11.0,0.375,0.42857142857142855,1.0,0.16666666666666666,0.3333333333333333,0.2,0.6153846153846154,1.0,0.6666666666666666,0.5,1.0,0.625,0.6785714285714286,,0.6666666666666666,1.0,,0.4,1.0,1.0,0.3333333333333333,0.75,1.0,0.5,0.5,0.5,0.05263157894736842,,,,0.10526315789473684,,,,0.25,0.25,1.0,1.0,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5171681818181818,0.8260869565217391,0.5238095238095238,1.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-2405-2571,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Amar'e Stoudemire, Leandro Barbosa","Marion, Richardson, Johnson, Stoudemire, Barbosa",1890-2047-2207-2405-2571,PHX,77.0,1,1.0,,2,2,,4,1.0,,1.0,,2.0,,,2.0,,,,,,,,,1.0,,1.0,,,0.5,,,,,,,,0.5,,,,,,74.8051948051948,23.0,15.5,23.0,15.5,0.5,0.5,,,0.5,0.52375,,,,,4.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.5,,,0.5,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-2405-754,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Amar'e Stoudemire, Jim Jackson","Marion, Richardson, Johnson, Stoudemire, Jackson",1890-2047-2207-2405-754,PHX,1744.0,7,29.0,5.0,49,54,12.0,103,21.0,9.0,10.0,6.0,43.0,9.0,10.0,62.0,11.0,2.0,16.0,6.0,2.0,3.0,8.0,15.0,21.0,13.0,34.0,15.0,7.0,0.5254237288135594,0.6153846153846154,0.17307692307692307,0.046511627906976744,0.09523809523809523,0.75,0.36363636363636365,0.6,0.7037037037037037,0.4074074074074074,0.5555555555555556,0.25,0.6666666666666666,0.75,85.04587155963303,16.612244897959183,17.22222222222222,15.673469387755102,16.14814814814815,0.40384615384615385,0.19230769230769232,0.11538461538461539,0.75,0.5769230769230769,0.48691346153846154,0.5569149999999999,0.1206896551724138,0.14285714285714285,0.25806451612903225,7.21860465116279,24.833333333333332,21.0,7.0,11.0,6.0,5.0,6.0,6.0,3.0,12.0,1.0,3.0,3.0,1.0,1.0,20.0,4.0,57.0,7.0,10.0,17.0,2.0,4.0,4.0,30.0,14.0,26.0,12.0,8.0,3.0,7.0,4.0,11.0,3.0,1.0,4.0,1.0,26.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,7.0,12.0,,1.0,6.0,4.0,2.0,6.0,5.0,46.0,30.0,21.0,0.35,0.4375,1.0,0.4444444444444444,0.5,0.4444444444444444,0.46511627906976744,0.6363636363636364,0.5882352941176471,0.5,0.5833333333333334,0.6190476190476191,0.6521739130434783,,1.0,0.5714285714285714,0.2222222222222222,0.8333333333333334,0.6666666666666666,,0.8333333333333334,0.5238095238095238,0.5789473684210527,0.36363636363636365,0.6,0.6,0.23076923076923078,0.25,0.25,0.3333333333333333,0.057692307692307696,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,0.2857142857142857,0.8333333333333334,0.047619047619047616,1.0,0.5,0.45840714285714285,0.4838709677419355,0.42857142857142855,,,,,,1.0,,0.6666666666666666,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.5,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-2405-959,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Amar'e Stoudemire, Steve Nash","Marion, Richardson, Johnson, Stoudemire, Nash",1890-2047-2207-2405-959,PHX,10787.0,9,180.0,22.0,360,357,41.0,717,105.0,21.0,67.0,50.0,241.0,72.0,91.0,435.0,29.0,17.0,53.0,50.0,15.0,8.0,35.0,78.0,110.0,44.0,154.0,120.0,49.0,0.5912806539509536,0.6463414634146342,0.23003194888178913,0.06224066390041494,0.11428571428571428,0.6446280991735537,0.2966101694915254,0.21052631578947367,0.6335403726708074,0.27564102564102566,0.4318181818181818,0.3225806451612903,0.24,0.5238095238095238,95.7152127560953,13.541666666666666,16.560224089635856,13.016666666666667,15.969187675070028,0.3354632587859425,0.21405750798722045,0.1597444089456869,0.6774193548387096,0.5654952076677316,0.5091212460063897,0.5281538461538461,0.13920454545454544,0.175,0.12183908045977011,7.640663900414938,24.601388888888888,101.0,67.0,60.0,14.0,11.0,22.0,36.0,25.0,69.0,9.0,22.0,25.0,6.0,14.0,121.0,34.0,413.0,15.0,26.0,56.0,8.0,20.0,37.0,113.0,106.0,136.0,93.0,22.0,25.0,53.0,31.0,84.0,23.0,8.0,30.0,10.0,199.0,24.0,8.0,29.0,25.0,22.0,3.0,40.0,29.0,64.0,2.0,15.0,23.0,17.0,6.0,24.0,13.0,382.0,113.0,101.0,0.4380165289256198,0.4818181818181818,0.9117647058823529,0.4722222222222222,0.4,0.4722222222222222,0.5020746887966805,0.5172413793103449,0.4642857142857143,0.549520766773163,0.5806451612903226,0.5,0.565,0.014492753623188406,0.7272727272727273,0.6,0.13953488372093023,0.7209302325581395,0.6944444444444444,0.6363636363636364,0.5416666666666666,0.5714285714285714,0.6451612903225806,0.5,0.5373134328358209,0.5538461538461539,0.22044728434504793,0.36231884057971014,0.36764705882352944,0.4,0.07028753993610223,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.5,0.5,0.92,0.6666666666666666,0.2894736842105263,0.5,0.18421052631578946,0.42857142857142855,0.5,0.49170131578947374,0.2597701149425287,0.28055555555555556,,18.0,8.0,4.0,4.0,10.0,0.45,0.5862068965517241,2.0,6.0,2.0,2.0,13.0,1.0,5.0,4.0,7.0,1.0,11.0,0.07692307692307693,0.15384615384615385,0.03496503496503497,0.3611111111111111,0.14285714285714285,0.06451612903225806,0.07894736842105263,0.3333333333333333,2.0,2.0,9.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,9.0,1.0,0.029850746268656716,1.0,1.0,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-754-959,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Jim Jackson, Steve Nash","Marion, Richardson, Johnson, Jackson, Nash",1890-2047-2207-754-959,PHX,9.0,1,,2.0,1,2,,3,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,480.0,,4.5,,4.5,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2207-959-962,1610612756,"Shawn Marion, Quentin Richardson, Joe Johnson, Steve Nash, Walter McCarty","Marion, Richardson, Johnson, Nash, McCarty",1890-2047-2207-959-962,PHX,90.0,1,2.0,3.0,4,4,1.0,8,3.0,1.0,,,4.0,,1.0,3.0,1.0,,2.0,,,,1.0,3.0,3.0,1.0,4.0,2.0,,0.3,1.0,,,,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5,,,1.0,128.0,10.75,11.75,10.75,11.75,0.75,,,1.0,0.75,0.581275,0.7829,,,0.6666666666666666,3.9,,4.0,4.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,1.0,,,1.0,1.0,4.0,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,4.0,,,,,,,0.25,1.0,0.25,0.25,1.0,0.25,0.3,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.25,,,,,,,,,,,1.0,0.75,0.3333333333333333,,,,0.581275,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2212-2405-959,1610612756,"Shawn Marion, Quentin Richardson, Steven Hunter, Amar'e Stoudemire, Steve Nash","Marion, Richardson, Hunter, Stoudemire, Nash",1890-2047-2212-2405-959,PHX,665.0,2,11.0,7.0,22,22,3.0,44,10.0,3.0,7.0,1.0,18.0,1.0,4.0,28.0,3.0,,2.0,1.0,3.0,,3.0,3.0,8.0,3.0,11.0,5.0,3.0,0.6666666666666666,0.3333333333333333,0.05263157894736842,0.16666666666666666,0.2,0.6,0.5,,0.8,0.42857142857142855,0.3333333333333333,0.5,,,95.2781954887218,13.363636363636363,16.863636363636363,12.954545454545455,16.636363636363637,0.5263157894736842,0.3684210526315789,0.05263157894736842,1.0,0.5789473684210527,0.5042052631578947,0.5500333333333333,0.14285714285714285,0.15,0.07142857142857142,4.538888888888889,25.7,3.0,7.0,7.0,1.0,,,5.0,,1.0,,,,,,12.0,,21.0,1.0,1.0,1.0,,,1.0,3.0,14.0,10.0,,2.0,,7.0,,7.0,,,4.0,,14.0,5.0,,1.0,1.0,2.0,1.0,4.0,3.0,5.0,,,1.0,,1.0,1.0,1.0,26.0,3.0,3.0,0.5833333333333334,0.6363636363636364,,,,,0.6666666666666666,0.3333333333333333,1.0,0.631578947368421,0.3333333333333333,1.0,0.75,,,1.0,1.0,0.5,1.0,1.0,1.0,0.7,0.875,0.5714285714285714,0.7142857142857143,0.8333333333333334,0.05263157894736842,,,,,,,,,,,0.3333333333333333,,,,,,0.3686,0.10714285714285714,0.13636363636363635,,2.0,,,1.0,1.0,0.5,1.0,,,,,3.0,,,,,,1.0,,,,0.6,,,,,,,,2.0,,,,,,,,,0.14285714285714285,,,,,,,,,,,1610612756,2005,2004-05,False
1890-2047-2212-2571-754,1610612756,"Shawn Marion, Quentin Richardson, Steven Hunter, Leandro Barbosa, Jim Jackson","Marion, Richardson, Hunter, Barbosa, Jackson",1890-2047-2212-2571-754,PHX,142.0,1,2.0,-9.0,5,7,,12,1.0,,2.0,1.0,4.0,1.0,,2.0,,,,,,,,,1.0,,1.0,,,0.2,,0.2,,,,,,,,,,,,121.69014084507042,13.0,11.0,13.0,10.714285714285714,0.2,0.4,0.2,,0.4,0.436075,,,,,9.35,40.6,2.0,4.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,11.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,2.0,,2.0,,,,,,,0.25,,,0.2,,,,,1.0,,,,,,,,,,0.5,0.5,0.2,,,,,,,,,,,,0.5,,0.5,,,0.5396,,0.4,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612756,2005,2004-05,False
