EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,Defensive 3 Seconds Violations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyCorner3FGA,Arc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,Travels,Blocked3s,BlockedCorner3,Arc3PctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,BlockedArc3,team_id,year,season,team_vs
1517-1710-1802-185-2440,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Chris Webber, Matt Barnes","Jackson, Bibby, Miller, Webber, Barnes",1517-1710-1802-185-2440,SAC,364.0,4,6.0,10.0,11.0,4.0,21.0,1.0,2.0,2.0,4.0,2.0,7.0,1.0,5.0,13.0,1.0,10.0,10.0,2.0,4.0,4.0,10.0,2.0,5.0,5.0,1.0,2.0,2.0,10.0,4.0,2.0,3.0,5.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,0.38461538461538464,0.5,0.35714285714285715,0.5,0.35714285714285715,0.5,0.07142857142857142,0.15384615384615385,0.5,0.25,0.6,0.5,1.0,0.7142857142857143,0.4444444444444444,1.0,0.6,0.6666666666666666,0.5,1.0,1.0,83.07692307692308,15.7,18.818181818181817,13.3,17.90909090909091,0.14285714285714285,0.5,1.0,1.0,0.2857142857142857,0.5,0.6666666666666666,1.0,0.5,0.2857142857142857,0.2857142857142857,1.0,0.07142857142857142,0.21428571428571427,0.4452,0.425375,0.4,11.8,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-185-57,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Chris Webber, Doug Christie","Jackson, Bibby, Miller, Webber, Christie",1517-1710-1802-185-57,SAC,462.0,6,8.0,15.0,16.0,2.0,31.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,5.0,11.0,4.0,12.0,16.0,1.0,2.0,2.0,8.0,,4.0,4.0,1.0,2.0,1.0,8.0,1.0,4.0,2.0,7.0,2.0,9.0,2.0,1.0,,3.0,,,10.0,0.8,1.0,0.45454545454545453,0.5,0.3333333333333333,0.5,0.375,0.5,0.26666666666666666,,,,0.5,0.16666666666666666,1.0,0.75,0.2,0.3333333333333333,,0.3333333333333333,,1.0,,96.62337662337661,13.533333333333333,16.1875,13.333333333333334,15.6875,0.26666666666666666,0.25,0.25,1.0,0.26666666666666666,0.75,0.75,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.5333333333333333,0.50074,0.5718,0.16666666666666666,7.927272727272728,24.775,-4.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,0.3333333333333333,0.25,0.4,1.0,1.0,0.25,0.3333333333333333,1.0,0.2,0.5,0.5,0.25,0.5265625,0.0625,0.08333333333333333,0.3333333333333333,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-185-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Chris Webber, Peja Stojakovic","Jackson, Bibby, Miller, Webber, Stojakovic",1517-1710-1802-185-978,SAC,3872.0,16,65.0,130.0,128.0,16.0,258.0,13.0,27.0,6.0,12.0,22.0,40.0,10.0,41.0,79.0,35.0,142.0,151.0,4.0,8.0,17.0,62.0,4.0,31.0,38.0,10.0,2.0,19.0,83.0,12.0,7.0,29.0,40.0,19.0,59.0,6.0,4.0,15.0,28.0,1.0,,125.0,0.7560975609756098,0.7948717948717948,0.5189873417721519,0.5,0.4780701754385965,0.4583333333333333,0.5300751879699248,0.5666666666666667,0.30701754385964913,0.05063291139240506,0.1111111111111111,0.08333333333333333,0.7435897435897436,0.3157894736842105,0.7,0.7346938775510204,0.296875,0.2857142857142857,0.3333333333333333,0.6153846153846154,0.8947368421052632,0.6666666666666666,0.75,95.9504132231405,15.107692307692307,14.90625,14.476923076923077,14.25,0.23684210526315788,0.48148148148148145,0.5416666666666666,0.7692307692307693,0.10526315789473684,0.5,0.5454545454545454,0.3333333333333333,0.3508771929824561,0.55,0.55,0.8636363636363636,0.08771929824561403,0.543859649122807,0.48161096491228067,0.48813125,0.11971830985915492,10.651898734177216,24.791428571428572,-9.0,90.0,65.0,5.0,19.0,8.0,25.0,33.0,27.0,54.0,25.0,28.0,103.0,20.0,4.0,25.0,7.0,4.0,2.0,14.0,10.0,16.0,45.0,15.0,103.0,90.0,8.0,0.5,0.47468354430379744,0.5368421052631579,0.875,0.8,0.2692307692307692,0.35294117647058826,0.5714285714285714,0.21929824561403508,0.4166666666666667,0.24050632911392406,0.10126582278481013,0.48275253164556964,0.12295081967213115,0.1724137931034483,0.7253521126760564,0.6923076923076923,2.0,11.0,1.0,1.0,8.0,1.0,4.0,6.0,17.0,9.0,1.0,4.0,6.0,7.0,21.0,6.0,8.0,1.0,7.0,6.0,1.0,1.0,2.0,1.0,4.0,3.0,10.0,1.0,7.0,1.0,11.0,3.0,2.0,1.0,3.0,2.0,1.0,0.7777777777777778,0.2571428571428571,0.25,0.28,0.2571428571428571,0.02857142857142857,0.1,0.3333333333333333,0.1111111111111111,0.01694915254237288,0.6666666666666666,0.1,0.1111111111111111,1.0,0.32,0.32,0.75,0.4,0.3333333333333333,0.25,1.0,0.5789473684210527,0.125,0.21518987341772153,0.35294117647058826,0.32,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2440-2443,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Matt Barnes, Darius Songaila","Jackson, Bibby, Miller, Barnes, Songaila",1517-1710-1802-2440-2443,SAC,651.0,5,11.0,22.0,21.0,2.0,43.0,5.0,5.0,1.0,2.0,3.0,8.0,2.0,9.0,15.0,4.0,29.0,22.0,1.0,2.0,2.0,10.0,1.0,5.0,6.0,3.0,,2.0,13.0,,3.0,6.0,9.0,1.0,10.0,2.0,1.0,1.0,4.0,,,27.0,0.5555555555555556,0.5555555555555556,0.6,0.5,0.5526315789473685,0.5,0.6304347826086957,0.5,0.21052631578947367,0.06666666666666667,,0.5,0.6,,1.0,0.6923076923076923,0.125,,,1.0,0.25,1.0,1.0,95.11520737327189,13.272727272727273,17.095238095238095,12.772727272727273,16.142857142857142,0.2631578947368421,1.0,1.0,0.6,0.10526315789473684,0.5,1.0,,0.42105263157894735,0.375,0.375,0.6666666666666666,0.10526315789473684,0.47368421052631576,0.47175,0.3029,0.06896551724137931,11.18,30.525,7.0,4.0,6.0,1.0,,,2.0,8.0,2.0,2.0,1.0,2.0,6.0,8.0,,1.0,1.0,,1.0,1.0,1.0,2.0,11.0,4.0,6.0,4.0,1.0,1.0,0.6666666666666666,0.6,0.5,,0.5,1.0,0.5,0.10526315789473684,0.5,,,0.32325,0.22727272727272727,0.23529411764705882,0.20689655172413793,0.18181818181818182,1.0,,1.0,,,,,,1.0,1.0,,,,,3.0,,,,1.0,,1.0,,1.0,,,,,,2.0,,1.0,2.0,1.0,,2.0,2.0,,1.0,0.25,,,0.3333333333333333,,,,,,1.0,0.5,0.5,1.0,,,,1.0,,,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2440-57,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Matt Barnes, Doug Christie","Jackson, Bibby, Miller, Barnes, Christie",1517-1710-1802-2440-57,SAC,3.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2440-731,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Matt Barnes, Greg Ostertag","Jackson, Bibby, Miller, Barnes, Ostertag",1517-1710-1802-2440-731,SAC,218.0,4,4.0,7.0,7.0,1.0,14.0,,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,6.0,,1.0,,,,,,,,,,,,4.0,4.0,1.0,5.0,,,,2.0,1.0,1.0,4.0,,,0.5,,0.2,,0.3333333333333333,,0.6,,,,1.0,,,0.8,0.25,,,,1.0,,,92.4770642201835,12.0,19.142857142857142,11.571428571428571,18.428571428571427,0.2,,,,0.2,1.0,1.0,,,,,,,0.8,0.47247000000000006,,,4.05,24.833333333333332,-2.0,6.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,,3.0,1.0,,,1.0,,1.0,2.0,,4.0,6.0,,0.5,0.2,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,,0.6,1.0,0.2,,0.47247000000000006,,,1.0,0.8571428571428571,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2440-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Matt Barnes, Peja Stojakovic","Jackson, Bibby, Miller, Barnes, Stojakovic",1517-1710-1802-2440-978,SAC,143.0,1,2.0,4.0,5.0,1.0,9.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,,,,2.0,,1.0,1.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,4.0,0.5,0.5,1.0,,0.4,,0.4,,0.6,,,,1.0,,,1.0,0.3333333333333333,,,,1.0,,,90.62937062937063,13.5,17.8,12.5,17.8,0.2,1.0,1.0,,,,,,0.2,1.0,1.0,1.0,0.2,0.8,0.5229199999999999,,,8.95,25.133333333333336,-1.0,,,,,,2.0,,,,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.4,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2443-57,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Darius Songaila, Doug Christie","Jackson, Bibby, Miller, Songaila, Christie",1517-1710-1802-2443-57,SAC,275.0,3,5.0,7.0,8.0,4.0,15.0,2.0,6.0,,1.0,,3.0,2.0,2.0,10.0,3.0,7.0,8.0,1.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,,,4.0,6.0,,4.0,4.0,8.0,12.0,,,2.0,4.0,,,2.0,1.0,1.0,0.2,0.16666666666666666,0.15384615384615385,0.16666666666666666,0.23333333333333334,0.3125,0.23076923076923078,0.1,0.16666666666666666,,0.8,0.75,,0.8,0.7272727272727273,0.75,0.6666666666666666,1.0,1.0,,,78.54545454545455,20.714285714285715,16.25,17.0,15.75,0.46153846153846156,0.3333333333333333,0.4,1.0,0.07692307692307693,,,,0.23076923076923078,,,,0.15384615384615385,0.6923076923076923,0.5220576923076923,0.5453,0.7142857142857143,6.6,24.46666666666667,-1.0,,1.0,5.0,,,1.0,3.0,,,,,,,,1.0,2.0,,,,,,4.0,2.0,,,1.0,,,,,,0.6666666666666666,,,0.07692307692307693,0.8333333333333334,,,,0.13333333333333333,0.16666666666666666,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,0.1,,,,,,,,0.2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-2443-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Darius Songaila, Peja Stojakovic","Jackson, Bibby, Miller, Songaila, Stojakovic",1517-1710-1802-2443-978,SAC,1932.0,12,32.0,61.0,61.0,10.0,122.0,10.0,15.0,3.0,4.0,4.0,15.0,5.0,17.0,34.0,22.0,78.0,71.0,5.0,7.0,12.0,20.0,,10.0,20.0,6.0,1.0,3.0,50.0,5.0,6.0,12.0,21.0,8.0,29.0,4.0,2.0,7.0,16.0,2.0,,66.0,0.5882352941176471,0.7692307692307693,0.5,0.7142857142857143,0.5714285714285714,0.625,0.6111111111111112,0.6666666666666666,0.39285714285714285,,,,0.5217391304347826,0.29411764705882354,0.8571428571428571,0.6,0.2857142857142857,0.6,0.18181818181818182,0.3333333333333333,0.8,0.75,1.0,90.93167701863354,15.344262295081966,16.327868852459016,14.770491803278688,15.59016393442623,0.26785714285714285,0.6666666666666666,0.6666666666666666,0.6,0.07142857142857142,0.75,0.75,0.3333333333333333,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.75,0.08928571428571429,0.6607142857142857,0.4968263636363636,0.45430000000000004,0.15384615384615385,8.908823529411764,25.222727272727273,7.0,19.0,15.0,4.0,3.0,2.0,17.0,14.0,4.0,8.0,9.0,2.0,19.0,14.0,8.0,16.0,3.0,3.0,2.0,4.0,4.0,7.0,16.0,7.0,19.0,19.0,2.0,0.5,0.5,0.5294117647058824,0.5714285714285714,1.0,0.2727272727272727,0.2222222222222222,0.5555555555555556,0.30357142857142855,0.5,0.17647058823529413,0.11764705882352941,0.4927625,0.1111111111111111,0.17073170731707318,0.24358974358974358,0.3114754098360656,3.0,2.0,3.0,,7.0,,1.0,3.0,7.0,10.0,,1.0,2.0,3.0,30.0,,7.0,,10.0,7.0,3.0,2.0,3.0,,,2.0,4.0,2.0,,1.0,,2.0,2.0,,2.0,1.0,,1.0,0.45454545454545453,,0.3333333333333333,0.47619047619047616,,,,0.5,0.07142857142857142,0.5,0.6,0.6,1.0,0.4117647058823529,0.4117647058823529,1.0,0.75,0.125,,,0.6666666666666666,,0.4117647058823529,0.42857142857142855,0.4375,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
1517-1710-1802-57-731,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Doug Christie, Greg Ostertag","Jackson, Bibby, Miller, Christie, Ostertag",1517-1710-1802-57-731,SAC,285.0,1,5.0,9.0,10.0,2.0,19.0,1.0,3.0,,,2.0,2.0,1.0,3.0,5.0,2.0,12.0,6.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,,,1.0,8.0,2.0,1.0,3.0,4.0,2.0,6.0,,,1.0,5.0,,,8.0,0.3333333333333333,1.0,0.6,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.2857142857142857,0.2,0.3333333333333333,,0.6,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,,1.0,,96.0,15.333333333333334,14.7,15.11111111111111,13.1,0.42857142857142855,0.3333333333333333,0.5,,,,,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,0.7142857142857143,0.48100714285714286,0.47775,0.3333333333333333,7.12,26.2,6.0,,6.0,1.0,,,1.0,,,,,,,4.0,4.0,1.0,,,,3.0,1.0,4.0,,,,,1.0,,,,0.75,,,,0.5,0.14285714285714285,0.5,,,,,,,,1.0,,1.0,,1.0,,,,,2.0,,,,,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,False
