EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,Technical Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefThreePtReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,SelfOReb,BadPassTurnovers,Travels,SecondChanceTurnovers,BlockedShortMidRange,Assisted3sPct,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,Blocked3s,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1712-1716-1913-2041-2240,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Etan Thomas, Gilbert Arenas","Jamison, Hughes, Ruffin, Thomas, Arenas",1712-1716-1913-2041-2240,WAS,931.0,4,16.0,-5.0,32.0,31.0,5.0,10.0,3.0,63.0,7.0,8.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,9.0,1.0,1.0,3.0,1.0,12.0,21.0,1.0,4.0,7.0,34.0,39.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,8.0,16.0,8.0,3.0,3.0,1.0,1.0,8.0,8.0,6.0,2.0,16.0,1.0,1.0,1.0,8.0,1.0,9.0,3.0,12.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,1.0,6.0,9.0,2.0,8.0,2.0,4.0,1.0,30.0,8.0,5.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.5714285714285714,0.6666666666666666,1.0,0.54,0.6666666666666666,0.6666666666666666,0.6071428571428571,0.6666666666666666,0.8,0.16,0.047619047619047616,0.25,0.2857142857142857,1.0,1.0,0.7272727272727273,0.1111111111111111,0.3333333333333333,0.7272727272727273,0.16666666666666666,0.14285714285714285,0.5,0.5,0.75,0.8,97.44360902255639,13.5,16.096774193548388,12.96875,15.451612903225806,0.32,0.875,0.875,0.8571428571428571,0.16,0.75,1.0,0.36,0.2222222222222222,0.2222222222222222,1.0,0.04,0.12,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.3333333333333333,0.48,0.3333333333333333,0.494975,0.3416,0.6692,0.14814814814814814,0.17391304347826086,0.11764705882352941,0.23529411764705882,10.161904761904761,25.775,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2041-2413,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Etan Thomas, Juan Dixon","Jamison, Hughes, Ruffin, Thomas, Dixon",1712-1716-1913-2041-2413,WAS,231.0,2,4.0,2.0,6.0,8.0,,,,14.0,1.0,1.0,,,,,,1.0,2.0,3.0,,,,,3.0,5.0,,,1.0,7.0,5.0,,,,,,,,,4.0,2.0,,,,,2.0,2.0,1.0,1.0,4.0,,,,1.0,1.0,3.0,,3.0,1.0,1.0,,,,,,,,3.0,3.0,,3.0,,1.0,,7.0,,,,0.6666666666666666,0.6666666666666666,,,0.6,,,0.6,,,0.5,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,87.27272727272727,16.833333333333332,16.25,16.833333333333332,16.25,0.2,1.0,1.0,1.0,0.2,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,0.2,,0.4165,,,0.16666666666666666,0.16666666666666666,,,12.26,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2198-2240,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Kwame Brown, Gilbert Arenas","Jamison, Hughes, Ruffin, Brown, Arenas",1712-1716-1913-2198-2240,WAS,757.0,4,13.0,8.0,25.0,25.0,12.0,7.0,6.0,50.0,7.0,10.0,2.0,3.0,4.0,5.0,2.0,7.0,,2.0,,1.0,3.0,1.0,9.0,19.0,1.0,3.0,9.0,30.0,22.0,2.0,4.0,4.0,4.0,10.0,1.0,8.0,16.0,10.0,8.0,,3.0,1.0,1.0,5.0,6.0,4.0,,13.0,,6.0,,5.0,,7.0,6.0,13.0,3.0,2.0,1.0,2.0,1.0,2.0,,4.0,1.0,2.0,6.0,,10.0,,4.0,1.0,26.0,16.0,12.0,3.0,0.5555555555555556,0.625,0.3333333333333333,0.3333333333333333,0.47368421052631576,0.5,0.4,0.4772727272727273,0.4,0.36363636363636365,0.5555555555555556,0.4,0.5333333333333333,0.13636363636363635,0.05263157894736842,,0.5,,,1.0,0.6,,1.0,0.5,1.0,,,1.0,1.0,95.112285336856,13.96,16.32,13.08,16.32,0.45454545454545453,0.7,0.7777777777777778,0.5714285714285714,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.09090909090909091,,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,,0.45454545454545453,0.8,0.09090909090909091,0.5909090909090909,0.3333333333333333,0.5174522727272728,0.50722,0.5103454545454545,0.15384615384615385,0.17391304347826086,0.13333333333333333,0.5333333333333333,5.7894736842105265,25.266666666666666,0.48,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.1,0.3333333333333333,0.6,1.0,0.45454545454545453,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2217-2240,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Brendan Haywood, Gilbert Arenas","Jamison, Hughes, Ruffin, Haywood, Arenas",1712-1716-1913-2217-2240,WAS,3676.0,10,61.0,1.0,120.0,118.0,28.0,28.0,20.0,238.0,21.0,35.0,7.0,10.0,6.0,9.0,10.0,25.0,9.0,32.0,,6.0,11.0,2.0,40.0,92.0,6.0,11.0,22.0,120.0,119.0,10.0,15.0,24.0,9.0,26.0,2.0,10.0,31.0,42.0,38.0,12.0,11.0,6.0,6.0,21.0,23.0,10.0,7.0,48.0,2.0,21.0,,33.0,3.0,42.0,23.0,65.0,13.0,6.0,7.0,14.0,4.0,13.0,5.0,27.0,3.0,16.0,43.0,5.0,33.0,5.0,16.0,1.0,96.0,31.0,28.0,3.0,0.525,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.43478260869565216,0.6666666666666666,0.34615384615384615,0.47572815533980584,0.5882352941176471,0.375,0.5129310344827587,0.6,0.4411764705882353,0.10679611650485436,0.06521739130434782,0.12,0.5185185185185185,0.75,,0.6875,0.4117647058823529,0.5,0.6842105263157895,0.41818181818181815,0.4782608695652174,0.5,0.5,0.7,0.75,93.23177366702939,14.191666666666666,16.720338983050848,13.316666666666666,15.90677966101695,0.33980582524271846,0.6,0.65625,0.47619047619047616,0.24271844660194175,0.4,0.45454545454545453,0.3106796116504854,0.28125,0.28125,0.7777777777777778,,0.10679611650485436,0.5454545454545454,0.5454545454545454,0.5882352941176471,0.7,0.42857142857142855,0.32142857142857145,0.6666666666666666,0.07142857142857142,0.44660194174757284,0.5454545454545454,0.47614708737864075,0.5148,0.4556642857142857,0.14782608695652175,0.1553398058252427,0.2,0.25833333333333336,9.116304347826087,26.30909090909091,0.23333333333333334,6.0,1.0,5.0,,5.0,1.0,0.6666666666666666,0.3333333333333333,0.2,2.0,2.0,6.0,8.0,2.0,2.0,4.0,1.0,9.0,3.0,3.0,3.0,0.3333333333333333,0.08571428571428572,0.2857142857142857,0.42857142857142855,0.8333333333333334,0.02040816326530612,0.4,0.3333333333333333,0.11764705882352941,1.0,4.0,1.0,6.0,1.0,2.0,1.0,1.0,0.5,0.5,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2217-2581,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Brendan Haywood, Steve Blake","Jamison, Hughes, Ruffin, Haywood, Blake",1712-1716-1913-2217-2581,WAS,36.0,1,1.0,-2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,1.0,,,,,80.0,25.0,11.0,16.0,11.0,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,0.3852,0.405,,,,,,16.7,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2240-2407,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Gilbert Arenas, Jared Jeffries","Jamison, Hughes, Ruffin, Arenas, Jeffries",1712-1716-1913-2240-2407,WAS,1920.0,14,32.0,-18.0,61.0,65.0,33.0,25.0,12.0,126.0,14.0,19.0,7.0,9.0,5.0,7.0,2.0,15.0,2.0,12.0,1.0,,8.0,4.0,18.0,46.0,,9.0,25.0,61.0,79.0,7.0,14.0,17.0,6.0,20.0,4.0,20.0,32.0,12.0,24.0,,8.0,,3.0,6.0,6.0,4.0,,12.0,4.0,12.0,,12.0,1.0,18.0,16.0,34.0,5.0,2.0,3.0,2.0,,4.0,,6.0,2.0,11.0,18.0,1.0,29.0,2.0,8.0,7.0,44.0,32.0,33.0,1.0,0.3333333333333333,0.46153846153846156,,,0.391304347826087,0.5,0.3,0.32727272727272727,0.5,0.25,0.4411764705882353,0.5666666666666667,0.44285714285714284,0.16363636363636364,0.06521739130434782,0.2,0.3333333333333333,1.0,,0.631578947368421,0.4444444444444444,0.4444444444444444,0.68,0.4444444444444444,0.5555555555555556,0.375,0.5,0.7142857142857143,0.6666666666666666,94.5,15.459016393442623,15.03076923076923,13.852459016393443,14.261538461538462,0.34545454545454546,0.7368421052631579,0.7368421052631579,0.2857142857142857,0.2727272727272727,0.13333333333333333,0.16666666666666666,0.21818181818181817,0.16666666666666666,0.16666666666666666,,0.01818181818181818,0.14545454545454545,,,0.6428571428571429,0.7777777777777778,0.14285714285714285,0.2916666666666667,0.7142857142857143,0.16666666666666666,0.509090909090909,,0.48624999999999996,0.5052,0.47774791666666666,0.13114754098360656,0.15384615384615385,0.2786885245901639,0.5245901639344263,7.5086956521739125,25.77777777777778,0.5409836065573771,5.0,1.0,3.0,1.0,3.0,2.0,0.8333333333333334,0.75,0.6666666666666666,,,,10.0,,,2.0,1.0,2.0,2.0,1.0,2.0,,,0.6,0.3076923076923077,1.0,0.030303030303030304,1.0,,,,3.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2240-2413,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Gilbert Arenas, Juan Dixon","Jamison, Hughes, Ruffin, Arenas, Dixon",1712-1716-1913-2240-2413,WAS,673.0,4,11.0,-16.0,19.0,22.0,6.0,1.0,2.0,41.0,1.0,3.0,1.0,1.0,,,2.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,4.0,9.0,2.0,6.0,2.0,16.0,32.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,10.0,6.0,2.0,,5.0,1.0,2.0,3.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,4.0,2.0,6.0,,,,2.0,,2.0,1.0,4.0,1.0,2.0,6.0,2.0,4.0,,1.0,1.0,14.0,10.0,6.0,1.0,0.75,0.75,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,1.0,0.4666666666666667,1.0,1.0,0.47058823529411764,1.0,1.0,0.4,0.2222222222222222,,0.5,,1.0,0.5,0.2,,0.5714285714285714,0.1111111111111111,0.5,,0.5,0.3333333333333333,1.0,87.72659732540862,17.789473684210527,15.227272727272727,17.157894736842106,14.136363636363637,0.2,0.3333333333333333,0.5,,0.2,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.5,1.0,0.06666666666666667,0.3333333333333333,0.2,0.2,1.0,1.0,,,,0.5,0.6,0.2,0.5050866666666667,0.7425,0.5296875,0.0625,0.1,0.125,0.625,9.666666666666666,25.21666666666667,0.3157894736842105,1.0,,2.0,,2.0,1.0,1.0,1.0,0.5,,,6.0,,2.0,1.0,2.0,,1.0,,1.0,,1.0,0.3333333333333333,,,,,1.0,1.0,,1.0,,2.0,,,2.0,,,0.6666666666666666,0.5,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2240-2553,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Gilbert Arenas, Jarvis Hayes","Jamison, Hughes, Ruffin, Arenas, Hayes",1712-1716-1913-2240-2553,WAS,8441.0,24,141.0,25.0,275.0,268.0,94.0,108.0,47.0,543.0,42.0,69.0,13.0,19.0,16.0,23.0,20.0,54.0,34.0,73.0,8.0,16.0,43.0,17.0,96.0,196.0,18.0,51.0,81.0,327.0,302.0,16.0,32.0,57.0,26.0,53.0,20.0,45.0,121.0,96.0,96.0,12.0,42.0,16.0,11.0,48.0,62.0,19.0,20.0,138.0,9.0,41.0,2.0,56.0,9.0,81.0,52.0,133.0,30.0,24.0,6.0,20.0,,17.0,10.0,37.0,14.0,30.0,67.0,7.0,98.0,8.0,35.0,18.0,270.0,121.0,94.0,13.0,0.5,0.5647058823529412,0.35294117647058826,0.36,0.4897959183673469,0.5,0.49056603773584906,0.4979757085020243,0.5555555555555556,0.5205479452054794,0.559931506849315,0.59375,0.6111111111111112,0.20647773279352227,0.05612244897959184,0.09259259259259259,0.5405405405405406,0.6428571428571429,0.2,0.5436893203883495,0.41836734693877553,0.28125,0.5669291338582677,0.38461538461538464,0.3783783783783784,0.2692307692307692,0.5555555555555556,0.5555555555555556,0.525,92.63357422106385,15.032727272727273,16.07089552238806,13.938181818181818,14.832089552238806,0.2793522267206478,0.6086956521739131,0.65625,0.4523809523809524,0.21862348178137653,0.37037037037037035,0.40816326530612246,0.29554655870445345,0.4657534246575342,0.4722222222222222,0.5882352941176471,0.032388663967611336,0.17408906882591094,0.37209302325581395,0.37209302325581395,0.4222222222222222,0.6842105263157895,0.15384615384615385,0.3150684931506849,0.6956521739130435,0.2328767123287671,0.48582995951417,0.38095238095238093,0.48293252032520323,0.5293615384615384,0.5098638888888889,0.12773722627737227,0.15695067264573992,0.1743119266055046,0.37003058103975534,9.467857142857143,25.711764705882352,0.3418181818181818,16.0,,13.0,,13.0,6.0,0.6666666666666666,0.5,0.46153846153846156,12.0,13.0,42.0,22.0,14.0,12.0,9.0,2.0,10.0,1.0,5.0,9.0,0.7777777777777778,0.07246376811594203,0.4444444444444444,0.4411764705882353,0.75,0.01680672268907563,0.45,0.75,0.26666666666666666,6.0,7.0,8.0,3.0,,4.0,2.0,,0.4,0.35294117647058826,,1.0,0.3333333333333333,2.0,2.0,3.0,2.0,0.0136986301369863,0.25,0.25,1.0,0.0410958904109589,0.6666666666666666,1.0,6.0,6.0,1.0,1.0,0.46153846153846156,0.022222222222222223,0.5,0.6666666666666666,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2240-2581,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Gilbert Arenas, Steve Blake","Jamison, Hughes, Ruffin, Arenas, Blake",1712-1716-1913-2240-2581,WAS,467.0,1,8.0,-4.0,15.0,13.0,6.0,,2.0,28.0,3.0,4.0,,,1.0,1.0,,2.0,,1.0,,2.0,4.0,1.0,3.0,7.0,2.0,4.0,5.0,17.0,21.0,,2.0,5.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,,7.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,2.0,,,,3.0,,3.0,1.0,2.0,4.0,2.0,8.0,,3.0,1.0,12.0,4.0,6.0,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.42857142857142855,,0.5,0.5454545454545454,0.5,0.3333333333333333,0.5666666666666667,0.625,0.5,0.36363636363636365,0.14285714285714285,,,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,,0.5,,1.0,,86.33832976445396,11.266666666666667,22.923076923076923,10.333333333333334,20.076923076923077,0.36363636363636365,0.75,1.0,0.6666666666666666,0.18181818181818182,,,0.09090909090909091,,,,,0.36363636363636365,0.5,0.5,,,,0.3333333333333333,1.0,0.3333333333333333,0.7272727272727273,0.5,0.5296545454545455,0.477325,0.5540333333333333,0.21428571428571427,0.3,0.29411764705882354,0.23529411764705882,4.728571428571429,26.1,0.4,1.0,,,,,,0.3333333333333333,,,1.0,1.0,3.0,,1.0,1.0,,,,,,,0.5,0.25,,1.0,0.3333333333333333,,,0.5,0.3333333333333333,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
1712-1716-1913-2240-324,1610612764,"Antawn Jamison, Larry Hughes, Michael Ruffin, Gilbert Arenas, Anthony Peeler","Jamison, Hughes, Ruffin, Arenas, Peeler",1712-1716-1913-2240-324,WAS,142.0,1,2.0,2.0,5.0,5.0,4.0,5.0,1.0,10.0,,,,,,,,,2.0,4.0,,,1.0,,2.0,4.0,,1.0,,4.0,2.0,,1.0,,2.0,3.0,,,4.0,,4.0,,1.0,,,,,,,,1.0,,,1.0,1.0,3.0,1.0,4.0,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,4.0,4.0,4.0,1.0,,,,,0.5,,0.6666666666666666,0.4,,0.6666666666666666,0.4,,0.6666666666666666,0.2,,,1.0,1.0,,0.5,,1.0,0.6666666666666666,0.3333333333333333,,1.0,,,1.0,101.40845070422534,17.6,10.8,15.6,10.0,,,,,,,,0.8,0.5,0.5,,,0.2,,,,,,,,,0.2,,0.41824000000000006,,0.39420000000000005,,,,1.0,15.6,24.8,0.8,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2005,2004-05,False
