EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChancePointsPct,NonShootingFoulsDrawn,SecondChanceAtRimFGM,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,OffFTReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
1507-1739-2032-2038-2742,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Joel Przybilla, Sebastian Telfair","Anderson, Patterson, Miles, Przybilla, Telfair",1507-1739-2032-2038-2742,POR,131.0,1,2.0,-1.0,3.0,5.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,87.93893129770993,17.333333333333332,15.8,17.333333333333332,15.8,1.0,1.0,1.0,0.5,0.40915,0.40915,0.3333333333333333,0.3333333333333333,1.0,21.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2038-689,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Joel Przybilla, Theo Ratliff","Anderson, Patterson, Miles, Przybilla, Ratliff",1507-1739-2032-2038-689,POR,22.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,65.45454545454545,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2038-757,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Joel Przybilla, Damon Stoudamire","Anderson, Patterson, Miles, Przybilla, Stoudamire",1507-1739-2032-2038-757,POR,1096.0,7,18.0,-4.0,33.0,34.0,7.0,4.0,67.0,1.0,5.0,7.0,18.0,34.0,38.0,1.0,2.0,5.0,6.0,8.0,3.0,9.0,,24.0,6.0,1.0,9.0,12.0,6.0,13.0,2.0,1.0,34.0,5.0,7.0,,0.42857142857142855,0.42857142857142855,0.3888888888888889,0.5,0.5714285714285714,0.625,0.5862068965517241,0.625,1.0,0.6,0.5714285714285714,0.75,88.02919708029198,15.242424242424242,17.441176470588236,14.636363636363637,16.676470588235293,0.17857142857142858,0.2,0.25,,0.5417821428571429,0.4588375,0.034482758620689655,0.05263157894736842,0.14705882352941177,5.688888888888889,0.21212121212121213,3.0,5.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,8.0,1.0,1.0,1.0,6.0,10.0,2.0,2.0,1.0,1.0,2.0,18.0,8.0,5.0,1.0,6.0,5.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.6,0.5,0.6,0.35714285714285715,0.05555555555555555,0.2,0.42857142857142855,0.3,0.5,0.21428571428571427,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.07142857142857142,0.25,0.42857142857142855,0.4166666666666667,0.4166666666666667,0.6,0.03571428571428571,1.0,1.0,0.07142857142857142,0.5,0.5,1.0,0.2857142857142857,0.625,0.625,1.0,0.6666666666666666,0.3333333333333333,0.25,1.0,0.25,0.25,1.0,0.7857142857142857,0.625,0.5166333333333334,24.509999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2038-89,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Joel Przybilla, Nick Van Exel","Anderson, Patterson, Miles, Przybilla, Van Exel",1507-1739-2032-2038-89,POR,298.0,4,5.0,-6.0,9.0,10.0,7.0,8.0,19.0,1.0,1.0,4.0,7.0,9.0,15.0,3.0,6.0,7.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,,1.0,4.0,,1.0,2.0,1.0,6.0,7.0,7.0,,0.5,0.6666666666666666,0.5714285714285714,0.5,0.5,0.5,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,91.81208053691275,15.777777777777779,15.6,15.666666666666666,14.0,0.125,1.0,1.0,1.0,0.5292125,0.54615,0.1111111111111111,0.125,0.7777777777777778,4.757142857142857,0.7777777777777778,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,2.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,0.125,0.14285714285714285,,0.5,0.6666666666666666,,0.75,0.5,,,,,,0.6666666666666666,,0.5,0.5,0.6666666666666666,0.5,0.25,0.5,0.5,0.125,,,,,,,,0.5,,0.6666666666666666,0.5,,,,0.625,,0.5634,25.5,1.0,1.0,3.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2216-2742,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Zach Randolph, Sebastian Telfair","Anderson, Patterson, Miles, Randolph, Telfair",1507-1739-2032-2216-2742,POR,98.0,1,2.0,2.0,3.0,4.0,3.0,4.0,7.0,,,1.0,1.0,4.0,2.0,1.0,1.0,4.0,,2.0,,,,,2.0,,2.0,2.0,,,4.0,2.0,4.0,4.0,3.0,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.4,0.4,,102.85714285714286,15.333333333333334,13.0,15.333333333333334,11.75,,,,,0.3871,0.3871,0.6666666666666666,0.6666666666666666,1.0,9.1,1.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2216-689,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Zach Randolph, Theo Ratliff","Anderson, Patterson, Miles, Randolph, Ratliff",1507-1739-2032-2216-689,POR,20.0,3,,-1.0,,3.0,,3.0,3.0,,,,,1.0,2.0,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,0.5,0.5,,,1.0,,216.0,,6.333333333333333,,6.333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2216-757,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Zach Randolph, Damon Stoudamire","Anderson, Patterson, Miles, Randolph, Stoudamire",1507-1739-2032-2216-757,POR,1111.0,7,19.0,12.0,41.0,41.0,32.0,28.0,82.0,1.0,6.0,10.0,22.0,49.0,37.0,7.0,16.0,34.0,8.0,12.0,4.0,5.0,1.0,11.0,12.0,4.0,18.0,26.0,7.0,9.0,27.0,6.0,34.0,34.0,32.0,,0.4,0.5714285714285714,0.45454545454545453,0.4375,0.4642857142857143,0.4473684210526316,0.5975609756097561,0.6071428571428571,1.0,0.7058823529411765,0.7,0.8,106.2826282628263,14.21951219512195,12.878048780487806,12.512195121951219,12.463414634146341,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,0.4634196428571428,0.47277631578947366,0.18181818181818182,0.2222222222222222,0.6938775510204082,8.495454545454546,0.7804878048780488,7.0,4.0,6.0,3.0,3.0,5.0,5.0,10.0,,,,2.0,6.0,,1.0,3.0,2.0,6.0,23.0,6.0,,1.0,3.0,3.0,6.0,2.0,,1.0,1.0,,1.0,6.0,2.0,8.0,,5.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,8.0,7.0,1.0,4.0,3.0,1.0,4.0,2.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,,,0.5,0.5,0.6666666666666666,0.4666666666666667,1.0,0.4,0.6,0.7142857142857143,1.0,,,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.25,0.35714285714285715,0.5,0.5,,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.2631578947368421,0.6,,0.15789473684210525,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.47065,25.183333333333334,4.0,7.0,15.0,17.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,,0.3333333333333333,0.4,,0.30612244897959184,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2216-89,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Zach Randolph, Nick Van Exel","Anderson, Patterson, Miles, Randolph, Van Exel",1507-1739-2032-2216-89,POR,3001.0,14,50.0,5.0,87.0,88.0,21.0,22.0,175.0,7.0,19.0,28.0,66.0,101.0,96.0,6.0,12.0,25.0,18.0,38.0,9.0,16.0,3.0,39.0,16.0,2.0,24.0,43.0,8.0,18.0,23.0,9.0,84.0,25.0,21.0,1.0,0.32142857142857145,0.36,0.42424242424242425,0.5,0.48823529411764705,0.6,0.5319148936170213,0.6944444444444444,1.0,0.5333333333333333,0.5238095238095238,0.6363636363636364,83.97200933022326,18.022988505747126,16.28409090909091,16.977011494252874,15.613636363636363,0.2235294117647059,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.4792623529411764,0.42566333333333334,0.1,0.1267605633802817,0.24752475247524752,7.456060606060606,0.2413793103448276,15.0,15.0,28.0,11.0,3.0,5.0,6.0,19.0,1.0,4.0,1.0,8.0,15.0,2.0,2.0,2.0,9.0,19.0,18.0,11.0,3.0,2.0,3.0,21.0,15.0,8.0,4.0,7.0,6.0,1.0,6.0,15.0,6.0,19.0,2.0,10.0,9.0,1.0,6.0,1.0,2.0,8.0,4.0,14.0,4.0,2.0,7.0,4.0,2.0,8.0,3.0,,,0.7777777777777778,0.47368421052631576,0.6666666666666666,0.47368421052631576,0.2235294117647059,0.06060606060606061,,0.42857142857142855,0.39473684210526316,0.5,0.375,0.6153846153846154,0.16666666666666666,0.375,0.5454545454545454,0.3333333333333333,1.0,0.045454545454545456,0.375,0.32941176470588235,0.5357142857142857,0.625,0.4,0.2235294117647059,0.3157894736842105,0.3157894736842105,0.047058823529411764,0.25,0.25,1.0,0.17647058823529413,0.5333333333333333,0.5333333333333333,0.75,0.7857142857142857,0.14285714285714285,0.3333333333333333,0.6,0.06666666666666667,0.13333333333333333,1.0,0.5529411764705883,0.5333333333333333,0.5580083333333333,24.75263157894737,4.0,6.0,17.0,7.0,6.0,3.0,0.36363636363636365,0.39285714285714285,0.5,0.14285714285714285,0.3,0.38461538461538464,,0.16831683168316833,4.0,4.0,6.0,,1.0,1.0,1.0,4.0,0.5,0.42857142857142855,,0.36363636363636365,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.07142857142857142,0.5,1.0,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2216-949,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Zach Randolph, Shareef Abdur-Rahim","Anderson, Patterson, Miles, Randolph, Abdur-Rahim",1507-1739-2032-2216-949,POR,34.0,1,1.0,2.0,3.0,3.0,3.0,3.0,6.0,,,,,4.0,2.0,,,4.0,,,,,,,1.0,,2.0,2.0,,,4.0,,4.0,4.0,3.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,254.11764705882354,2.0,9.333333333333334,2.0,9.333333333333334,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
1507-1739-2032-2566-2742,1610612757,"Derek Anderson, Ruben Patterson, Darius Miles, Travis Outlaw, Sebastian Telfair","Anderson, Patterson, Miles, Outlaw, Telfair",1507-1739-2032-2566-2742,POR,4.0,1,,,1.0,,1.0,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,360.0,4.0,,,,,,,,0.3847,0.3847,,,,6.95,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,1.0,,0.5,,,,,0.5,,0.3946,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2005,2004-05,False
